GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001MA,B11001G_001EA,B11001G_002EA,B11001G_002MA,B11001G_003EA,B11001G_003MA,B11001G_004EA,B11001G_004MA,B11001G_005MA,B11001G_005EA,B11001G_006MA,B11001G_006EA,B11001G_007EA,B11001G_007MA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US06,376302,9010,247291,6603,155461,5225,91830,4387,27684,2999,64146,4072,129011,5854,91851,4544,37160,3101,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,42680,2939,27644,2457,19682,2216,7962,1224,2549,759,5413,945,15036,1987,11276,1674,3760,965,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20589,2194,13691,1992,7472,1448,6219,1165,1316,560,4903,1060,6898,1223,5405,1072,1493,622,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4632,987,3087,883,2018,708,1069,557,220,195,849,524,1545,509,1343,495,202,156,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,5081,979,1869,553,1172,455,697,315,144,149,553,318,3212,761,2669,693,543,302,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,110716,4747,71557,4098,44951,3252,26606,2681,5931,1196,20675,2283,39159,2907,30075,2364,9084,1682,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,42977,3389,29745,2940,18706,2318,11039,1826,2500,793,8539,1684,13232,1839,9890,1516,3342,1318,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,69845,3643,50360,3041,32372,2508,17988,1968,5528,1174,12460,1628,19485,2081,13882,1683,5603,1041,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8925,1246,6641,1184,4771,1115,1870,697,954,471,916,438,2284,548,1763,498,521,318,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,59305,3826,37917,2918,23288,2061,14629,1928,2709,749,11920,1651,21388,2382,17508,2143,3880,917,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25488,2010,16198,1614,9461,1314,6737,1062,1253,480,5484,1026,9290,1620,7005,1399,2285,720,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,11496,1765,7780,1499,4648,1168,3132,874,969,424,2163,715,3716,948,2725,807,991,439,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20653,2174,12894,1708,7908,1449,4986,1124,1652,669,3334,891,7759,1252,6628,1220,1131,463,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
