GEO_ID,B25128_001E,B25128_001M,B25128_002E,B25128_002M,B25128_003E,B25128_003M,B25128_004E,B25128_004M,B25128_005E,B25128_005M,B25128_006E,B25128_006M,B25128_007E,B25128_007M,B25128_008E,B25128_008M,B25128_009E,B25128_009M,B25128_010E,B25128_010M,B25128_011E,B25128_011M,B25128_012E,B25128_012M,B25128_013E,B25128_013M,B25128_014E,B25128_014M,B25128_015E,B25128_015M,B25128_016E,B25128_016M,B25128_017E,B25128_017M,B25128_018E,B25128_018M,B25128_019E,B25128_019M,B25128_020E,B25128_020M,B25128_021E,B25128_021M,B25128_022E,B25128_022M,B25128_023E,B25128_023M,B25128_024E,B25128_024M,B25128_025E,B25128_025M,B25128_026E,B25128_026M,B25128_027E,B25128_027M,B25128_028E,B25128_028M,B25128_029E,B25128_029M,B25128_030E,B25128_030M,B25128_031E,B25128_031M,B25128_032E,B25128_032M,B25128_033E,B25128_033M,B25128_034E,B25128_034M,B25128_035E,B25128_035M,B25128_036E,B25128_036M,B25128_037E,B25128_037M,B25128_038E,B25128_038M,B25128_039E,B25128_039M,B25128_040E,B25128_040M,B25128_041E,B25128_041M,B25128_042E,B25128_042M,B25128_043E,B25128_043M,B25128_044E,B25128_044M,B25128_045E,B25128_045M,NAME,B25128_001MA,B25128_001EA,B25128_002MA,B25128_002EA,B25128_003EA,B25128_003MA,B25128_004EA,B25128_004MA,B25128_005EA,B25128_005MA,B25128_006MA,B25128_006EA,B25128_007MA,B25128_007EA,B25128_008EA,B25128_008MA,B25128_009EA,B25128_009MA,B25128_010EA,B25128_010MA,B25128_011MA,B25128_011EA,B25128_012MA,B25128_012EA,B25128_013EA,B25128_013MA,B25128_014EA,B25128_014MA,B25128_015EA,B25128_015MA,B25128_016EA,B25128_016MA,B25128_017MA,B25128_017EA,B25128_018MA,B25128_018EA,B25128_019EA,B25128_019MA,B25128_020EA,B25128_020MA,B25128_021EA,B25128_021MA,B25128_022MA,B25128_022EA,B25128_023MA,B25128_023EA,B25128_024EA,B25128_024MA,B25128_025EA,B25128_025MA,B25128_026EA,B25128_026MA,B25128_027EA,B25128_027MA,B25128_028MA,B25128_028EA,B25128_029MA,B25128_029EA,B25128_030MA,B25128_030EA,B25128_031EA,B25128_031MA,B25128_032EA,B25128_032MA,B25128_033MA,B25128_033EA,B25128_034MA,B25128_034EA,B25128_035EA,B25128_035MA,B25128_036MA,B25128_036EA,B25128_037EA,B25128_037MA,B25128_038EA,B25128_038MA,B25128_039MA,B25128_039EA,B25128_040EA,B25128_040MA,B25128_041MA,B25128_041EA,B25128_042EA,B25128_042MA,B25128_043EA,B25128_043MA,B25128_044MA,B25128_044EA,B25128_045MA,B25128_045EA,state
0400000US06,12552658,18433,6781817,25470,537858,10415,230706,7598,276423,8288,20494,2073,9031,1459,1204,502,0,197,4314109,23017,509820,9981,2002930,20584,1139165,14312,480935,8709,140840,4531,40419,3109,1929850,12500,86626,4151,428782,7804,363901,7608,335361,6811,397995,7899,317185,6627,5770841,24980,1866721,16806,1350489,15894,487891,10102,21369,2244,6398,1200,574,364,0,197,3207419,21261,1434564,17267,1361851,18092,316021,7508,66229,3760,20760,2049,7994,1408,696701,11384,192914,6739,301944,7915,110065,5030,48621,3460,29390,2055,13767,1413,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,144264,5106,56360,3857,85388,3602,1921,680,532,245,63,64,0,189,827571,8943,100824,4983,435500,8431,203235,5989,65532,3574,18340,1585,4140,775,306323,4891,16458,1658,88214,3275,72704,2923,43136,2641,49302,2370,36509,2082,717930,9538,301608,6167,250806,7011,49363,3342,995,588,444,344,0,189,0,189,341259,8017,195970,6370,125735,5699,14368,1531,2680,534,1733,581,773,377,75063,3778,28422,2696,33215,2343,8953,1016,2279,598,1106,375,1088,365,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,67889,3853,24074,2650,41682,3032,1440,678,657,413,36,60,0,193,591407,6021,47097,2850,265460,5916,162744,4415,79235,3957,25712,2091,11159,1611,249156,3855,7446,1059,44243,2680,35375,2614,41178,2483,53661,2832,67253,2705,449360,8680,141767,5085,102176,4594,37381,3268,1422,588,788,647,0,193,0,193,230024,7662,105577,4917,99340,5503,18457,1973,3845,915,1731,601,1074,528,77569,3251,20020,2017,34001,2524,12667,1531,4952,1113,2303,682,3626,735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,23536,1938,8368,1437,14361,1415,534,377,273,266,0,182,0,182,145264,3410,12647,1943,71746,3383,37808,2496,16323,1437,4881,870,1859,572,72250,1960,3052,751,22116,1470,13274,1486,10530,1359,10718,1208,12560,1192,99258,4117,34248,2139,25483,2081,8528,1521,107,133,130,216,0,182,0,182,51087,3562,27456,2693,18767,2386,3501,922,977,395,272,255,114,150,13923,1408,3949,913,6100,977,1954,561,870,372,516,392,534,274,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,12642,1392,6405,883,5814,1281,134,122,263,213,26,44,0,197,66882,2930,9712,1612,32596,2221,13519,1331,6791,1120,2581,569,1683,610,31157,1605,606,340,5280,1023,3818,770,6117,1067,7086,1069,8250,993,155981,4855,62727,3108,45992,2847,16138,1957,456,351,141,183,0,197,0,197,74694,3671,31395,2679,31762,2554,7520,1168,2526,787,1337,608,154,180,18560,1558,3128,640,6562,1033,3487,785,2000,810,2135,640,1248,424,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,343969,9527,126042,6754,199966,7307,13219,1835,4373,1034,369,279,0,211,2645020,18504,332881,8626,1364799,15886,652455,12369,220287,5693,58083,3321,16515,1779,1735439,12316,141246,5535,652057,9178,445075,8212,250793,7722,152373,4474,93895,3779,2473515,22250,807867,14158,630821,12544,168761,7518,5565,1294,2607,1040,113,92,0,211,1306163,17420,763417,13978,470521,10304,50607,3654,16492,2680,3622,961,1504,480,359485,8801,142153,5330,157204,5896,38134,2937,12457,1657,5761,1005,3776,808,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,231071,8126,76734,4644,144416,6747,7682,1494,1773,741,466,371,0,208,1453870,14928,131851,6330,748350,13168,381793,8923,135590,5739,42592,2887,13694,2011,563761,6249,24524,2302,157767,4861,113569,3937,89913,3696,94545,3700,83443,3641,1284206,16668,491974,10582,375865,10149,110208,5736,2781,1007,2885,1045,235,268,0,208,660944,13046,376617,10796,238184,8621,30974,2431,9909,1330,3642,771,1618,650,131288,4720,41536,2844,59110,3198,14613,1708,6924,1321,4332,816,4773,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,18026,1921,7494,1280,7999,1242,1160,470,951,624,422,308,0,177,148661,3641,15631,1740,63573,3115,35557,2422,20836,1464,8520,1219,4544,911,88083,2387,3896,880,15515,1522,14508,1642,13504,1405,19261,1510,21399,1534,192978,4122,64779,2732,49433,2898,14106,1958,919,611,321,257,0,177,0,177,102750,3092,45445,2719,43837,2532,9591,1327,2489,726,863,379,525,251,25449,1947,5866,1054,11376,1424,4003,800,2037,641,913,347,1254,390,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,49757,3653,18298,2591,30661,3350,639,362,141,157,18,34,0,187,237823,4765,25983,2552,120266,4481,57280,3374,23673,1957,9264,1279,1357,488,111091,2661,7683,1326,36550,2538,26663,1970,12526,1202,15614,1495,12055,1468,184435,6150,82585,4746,67137,4654,14593,2283,661,481,194,241,0,187,0,187,77886,4037,46559,3772,27140,3077,2852,792,1023,366,253,199,59,98,23964,2330,10323,1657,8832,1460,3093,698,849,363,484,249,383,178,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,338216,6835,108953,4752,216072,5032,8537,1422,4035,902,619,350,0,179,1993372,13382,165416,6312,932833,12371,564341,9098,225049,4811,82137,3445,23596,1825,845516,6923,30027,2360,177068,5376,164230,4510,129932,3835,166962,4612,177297,4784,1593090,15616,596259,9013,441932,9383,145209,5254,5610,1067,3278,1023,230,173,0,179,779546,11554,361687,9016,326609,8644,63427,3586,17171,1950,7202,1135,3450,742,217285,6514,59672,3314,99881,4578,29614,2196,13488,1738,8592,1244,6038,1097,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
