GEO_ID,C05003G_001E,C05003G_001M,C05003G_002E,C05003G_002M,C05003G_003E,C05003G_003M,C05003G_004E,C05003G_004M,C05003G_005E,C05003G_005M,C05003G_006E,C05003G_006M,C05003G_007E,C05003G_007M,C05003G_008E,C05003G_008M,C05003G_009E,C05003G_009M,C05003G_010E,C05003G_010M,C05003G_011E,C05003G_011M,C05003G_012E,C05003G_012M,C05003G_013E,C05003G_013M,C05003G_014E,C05003G_014M,C05003G_015E,C05003G_015M,NAME,C05003G_001MA,C05003G_001EA,C05003G_002MA,C05003G_002EA,C05003G_003EA,C05003G_003MA,C05003G_004MA,C05003G_004EA,C05003G_005EA,C05003G_005MA,C05003G_006EA,C05003G_006MA,C05003G_007MA,C05003G_007EA,C05003G_008EA,C05003G_008MA,C05003G_009MA,C05003G_009EA,C05003G_010EA,C05003G_010MA,C05003G_011EA,C05003G_011MA,C05003G_012MA,C05003G_012EA,C05003G_013MA,C05003G_013EA,C05003G_014EA,C05003G_014MA,C05003G_015MA,C05003G_015EA,state
0400000US06,1683860,31751,843350,18100,368905,11435,364043,11346,4862,1119,474445,11555,364824,10209,109621,5313,840510,18848,348862,10667,342979,10564,5883,1106,491648,12618,376517,10968,115131,5007,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,172713,8702,87475,5267,38094,3746,37802,3751,292,226,49381,3166,44205,3033,5176,1294,85238,5419,38316,3275,37442,3139,874,514,46922,3389,41810,3229,5112,1178,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,93884,5950,45875,3570,23231,2709,22863,2730,368,304,22644,2502,18154,2240,4490,1058,48009,4331,22214,2956,22076,2981,138,166,25795,2714,20996,2356,4799,1301,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23953,3638,11717,1905,6636,1436,6329,1352,307,294,5081,1260,4316,1066,765,595,12236,2314,6636,1715,6616,1704,20,44,5600,1350,4672,1269,928,473,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15871,2753,7894,1652,2622,826,2622,826,0,197,5272,1323,3498,990,1774,800,7977,1747,2561,808,2073,764,488,430,5416,1225,4306,1115,1110,439,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,458760,15562,228371,10464,102649,6309,99885,6188,2764,1045,125722,6930,87178,5820,38544,3722,230389,8910,98430,5545,95921,5457,2509,979,131959,5633,89223,4070,42736,3992,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,201856,12310,96731,7024,50105,5160,47770,5129,2335,1283,46626,4138,37281,3711,9345,2142,105125,7332,52014,4944,50177,5022,1837,876,53111,4450,43961,3585,9150,1927,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,323725,12485,163701,6696,61633,3583,61132,3548,501,368,102068,4775,98751,4862,3317,883,160024,7300,61332,3478,61169,3458,163,174,98692,5036,94468,4838,4224,1050,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,39524,3855,20142,2159,10437,1609,10318,1623,119,139,9705,1302,9029,1172,676,459,19382,2863,7817,1386,7763,1383,54,93,11565,2102,10394,1917,1171,663,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,282835,11522,139335,6781,75173,4794,73766,4740,1407,569,64162,4379,50781,3350,13381,2231,143500,7081,72450,5295,71571,5307,879,606,71050,4795,59205,3998,11845,1748,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,141815,7369,72568,4905,41269,3679,40680,3767,589,508,31299,2548,26796,2445,4503,1248,69247,4251,37504,3425,37177,3460,327,243,31743,2329,28329,2251,3414,1011,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
