GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001EA,B21005_001MA,B21005_002EA,B21005_002MA,B21005_003EA,B21005_003MA,B21005_004MA,B21005_004EA,B21005_005MA,B21005_005EA,B21005_006EA,B21005_006MA,B21005_007EA,B21005_007MA,B21005_008EA,B21005_008MA,B21005_009MA,B21005_009EA,B21005_010MA,B21005_010EA,B21005_011MA,B21005_011EA,B21005_012EA,B21005_012MA,B21005_013EA,B21005_013MA,B21005_014EA,B21005_014MA,B21005_015MA,B21005_015EA,B21005_016MA,B21005_016EA,B21005_017EA,B21005_017MA,B21005_018EA,B21005_018MA,B21005_019EA,B21005_019MA,B21005_020EA,B21005_020MA,B21005_021EA,B21005_021MA,B21005_022EA,B21005_022MA,B21005_023MA,B21005_023EA,B21005_024MA,B21005_024EA,B21005_025EA,B21005_025MA,B21005_026EA,B21005_026MA,B21005_027EA,B21005_027MA,B21005_028MA,B21005_028EA,B21005_029MA,B21005_029EA,B21005_030MA,B21005_030EA,B21005_031EA,B21005_031MA,B21005_032EA,B21005_032MA,B21005_033EA,B21005_033MA,B21005_034MA,B21005_034EA,state
0400000US06,24063926,6648,9381958,7530,175766,7063,138830,6434,115301,6292,23529,2675,36936,3384,9206192,10654,6763814,28268,5756270,28663,1007544,17420,2442378,26808,10379298,5282,408697,9494,347294,9409,314417,8285,32877,2875,61403,3624,9970601,10003,7999413,19690,7283411,21372,716002,12412,1971188,19945,4302670,2351,385666,8690,232448,5853,208922,5672,23526,2510,153218,5945,3917004,9072,2526790,15841,2305515,16850,221275,6978,1390214,15615,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3312817,3246,1243806,3812,45208,3423,37309,3199,33981,2955,3328,928,7899,1344,1198598,4650,947815,7819,853629,9396,94186,5509,250783,7625,1426343,3437,112961,5241,97546,4915,90638,4652,6908,1402,15415,2249,1313382,6421,1098741,8168,1034642,9241,64099,4309,214641,6554,642668,2185,89197,4043,60598,3429,54319,3312,6279,1363,28599,2056,553471,4273,374651,5401,352324,5361,22327,2116,178820,5084,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2257248,2083,765756,2259,11856,1800,10001,1724,8551,1542,1450,803,1855,700,753900,2857,586673,6206,511788,7332,74885,4789,167227,5456,1023241,1889,44702,3239,39063,3276,35419,3088,3644,798,5639,1025,978539,3594,834107,5840,765770,6383,68337,4308,144432,5234,468251,1323,42721,2439,31175,2358,27717,2346,3458,872,11546,1598,425530,3017,314073,4966,293040,5250,21033,2152,111457,4538,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,568738,881,205453,1085,6299,1677,5683,1609,5262,1551,421,289,616,375,199154,1741,149261,3382,131142,3641,18119,2312,49893,3046,245313,1022,19155,1945,17136,1955,16286,1859,850,421,2019,622,226158,2421,188907,3695,175562,3530,13345,1743,37251,3114,117972,601,16197,1618,9786,1357,9340,1370,446,275,6411,1041,101775,1636,65467,2351,61179,2268,4288,1072,36308,1969,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,447575,919,219702,727,3779,1121,3076,1037,2896,1011,180,170,703,375,215923,1248,166510,3835,146669,4244,19841,2882,49413,3622,160453,543,8333,1254,6942,1104,6353,1105,589,410,1391,681,152120,1288,126478,2871,114403,3249,12075,2074,25642,2572,67420,161,6976,1174,3965,759,3730,737,235,167,3011,887,60444,1178,39810,1545,36701,1739,3109,835,20634,1676,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11756017,5804,4153683,7216,103836,5375,83044,5449,72244,4670,10800,1869,20792,2478,4049847,9185,3011686,19363,2551096,20583,460590,13197,1038161,16855,5137443,6611,356747,10690,301627,9680,277310,9338,24317,3207,55120,4478,4780696,12434,3866314,19533,3497909,22008,368405,12099,914382,14976,2464891,3655,304390,7679,171007,6459,155532,6124,15475,1761,133383,5573,2160501,8726,1342280,13728,1225617,13901,116663,5499,818221,12450,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6233371,6007,2330611,7193,65836,5598,54839,4955,46614,4596,8225,1786,10997,2100,2264775,8491,1621012,14553,1367919,14940,253093,8144,643763,13637,2769013,6515,219232,7695,187682,7632,172900,7258,14782,2483,31550,2806,2549781,10667,2021135,14591,1853737,14954,167398,6651,528646,12439,1133747,3708,158351,5292,93924,3813,85631,3798,8293,1690,64427,4437,975396,6015,586876,8402,540699,8539,46177,3553,388520,7720,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,841460,2674,306568,2496,21454,2715,19181,2588,18347,2585,834,360,2273,794,285114,3114,218908,4183,196532,3957,22376,1999,66206,3359,353306,1408,26934,2497,22754,2375,21553,2233,1201,695,4180,956,326372,2594,269222,3807,254046,3960,15176,1827,57150,3235,181586,608,22911,1639,14647,1323,14070,1274,577,264,8264,1085,158675,1753,106677,3432,101165,3544,5512,1098,51998,2959,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,957224,1829,366566,2451,8025,1545,6533,1400,6146,1381,387,297,1492,587,358541,2960,272796,5491,243905,5771,28891,3480,85745,4699,398105,2397,31706,2659,26319,2691,24825,2594,1494,589,5387,1424,366399,3440,298362,5914,280437,6085,17925,2493,68037,4273,192553,1590,30529,2602,15785,1736,14027,1695,1758,651,14744,2065,162024,2870,104849,3757,99693,3846,5156,1020,57175,2863,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8099758,2846,3022384,4269,65723,4794,56654,4405,49132,4005,7522,1236,9069,1507,2956661,6598,2297853,12431,1993184,13603,304669,7879,658808,11858,3521044,4195,165823,6247,143281,5774,131381,5357,11900,1596,22542,2555,3355221,6948,2792138,11954,2559078,12340,233060,6443,563083,10306,1556330,2213,155303,4157,95127,3766,87589,3609,7538,1167,60176,2894,1401027,4775,945346,8133,878005,8088,67341,3256,455681,7599,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
