GEO_ID,B15010_001E,B15010_001M,B15010_002E,B15010_002M,B15010_003E,B15010_003M,B15010_004E,B15010_004M,B15010_005E,B15010_005M,B15010_006E,B15010_006M,B15010_007E,B15010_007M,B15010_008E,B15010_008M,B15010_009E,B15010_009M,B15010_010E,B15010_010M,B15010_011E,B15010_011M,B15010_012E,B15010_012M,B15010_013E,B15010_013M,B15010_014E,B15010_014M,B15010_015E,B15010_015M,B15010_016E,B15010_016M,NAME,B15010_001MA,B15010_001EA,B15010_002MA,B15010_002EA,B15010_003MA,B15010_003EA,B15010_004EA,B15010_004MA,B15010_005EA,B15010_005MA,B15010_006MA,B15010_006EA,B15010_007MA,B15010_007EA,B15010_008MA,B15010_008EA,B15010_009EA,B15010_009MA,B15010_010EA,B15010_010MA,B15010_011MA,B15010_011EA,B15010_012MA,B15010_012EA,B15010_013MA,B15010_013EA,B15010_014MA,B15010_014EA,B15010_015EA,B15010_015MA,B15010_016MA,B15010_016EA,state
0400000US06,7660529,34102,369879,11155,508159,9750,249998,7402,392976,9596,757914,11004,771542,14853,54359,4202,596672,10992,1429785,17719,567989,12312,392679,9138,456044,12622,447467,9025,300385,9173,364681,10001,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291006,15098,61868,4165,93649,3873,51328,3552,66094,3527,100834,4625,111345,5304,10839,1733,105007,5712,259375,6910,132169,5930,54532,3145,64568,3964,53089,3986,58018,3994,68291,4132,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911137,10938,37906,3229,47442,3173,29555,2061,54747,3502,89224,4331,73916,4163,3300,776,78663,4205,175696,6359,105046,4066,54699,3526,52718,3656,37178,2837,29338,2729,41709,3441,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,182689,6890,7276,1232,12931,1916,8753,1299,6990,1233,11214,1786,15105,1637,1673,587,15851,1989,39775,3045,24021,2391,7451,1219,9010,1425,5753,1096,4932,1045,11954,1978,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232791,5122,8444,1481,12501,1742,7187,1333,10816,1857,59943,3571,10340,1735,3705,872,8199,1157,28081,2594,10740,1449,20118,1722,20486,2310,10945,1364,13243,1915,8043,1649,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3623069,29636,135969,6734,182300,6871,112275,5420,168566,6779,260693,8027,283009,9144,18256,2474,348751,11474,867073,15653,538929,11491,127144,6044,156242,7121,111391,4645,126651,6719,185820,6919,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1807275,21417,88039,5091,97107,6323,48604,3799,84122,4956,119254,5999,129542,6495,6658,1164,154606,6159,451510,12273,251263,7971,65664,4997,75959,4524,63919,4096,69142,4381,101886,4798,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,286216,5969,9531,1485,20881,2229,8889,1238,13587,1602,28263,2680,18499,1634,1366,392,24393,2145,60074,3703,37220,2647,13745,1450,13493,1320,12422,1466,9559,1327,14294,1745,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,257893,9377,6278,1384,25797,2410,8962,1721,11395,1844,17564,2564,19203,2174,1114,516,27736,3098,43688,3463,42575,3088,9829,1553,10749,1655,8865,1819,9564,1591,14574,2116,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2707353,20516,122688,5543,143383,4860,83028,4846,123912,5098,194536,6997,196009,6157,15448,2029,244350,7743,604755,13643,374591,8560,106754,5153,125994,5046,112913,5205,125209,4577,133783,5323,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
