GEO_ID,C17001I_001E,C17001I_001M,C17001I_002E,C17001I_002M,C17001I_003E,C17001I_003M,C17001I_004E,C17001I_004M,C17001I_005E,C17001I_005M,C17001I_006E,C17001I_006M,C17001I_007E,C17001I_007M,C17001I_008E,C17001I_008M,C17001I_009E,C17001I_009M,C17001I_010E,C17001I_010M,C17001I_011E,C17001I_011M,C17001I_012E,C17001I_012M,C17001I_013E,C17001I_013M,C17001I_014E,C17001I_014M,C17001I_015E,C17001I_015M,C17001I_016E,C17001I_016M,C17001I_017E,C17001I_017M,C17001I_018E,C17001I_018M,C17001I_019E,C17001I_019M,NAME,C17001I_001EA,C17001I_001MA,C17001I_002EA,C17001I_002MA,C17001I_003EA,C17001I_003MA,C17001I_004MA,C17001I_004EA,C17001I_005MA,C17001I_005EA,C17001I_006EA,C17001I_006MA,C17001I_007EA,C17001I_007MA,C17001I_008EA,C17001I_008MA,C17001I_009EA,C17001I_009MA,C17001I_010EA,C17001I_010MA,C17001I_011MA,C17001I_011EA,C17001I_012MA,C17001I_012EA,C17001I_013MA,C17001I_013EA,C17001I_014EA,C17001I_014MA,C17001I_015EA,C17001I_015MA,C17001I_016MA,C17001I_016EA,C17001I_017MA,C17001I_017EA,C17001I_018EA,C17001I_018MA,C17001I_019MA,C17001I_019EA,state
0400000US18,399798,1612,114605,8328,51716,4414,29134,2928,21685,2611,897,427,62889,5383,31173,3354,30655,3189,1061,421,285193,8464,153275,5271,50658,3507,96677,3250,5940,842,131918,4885,45226,3208,79660,2831,7032,811,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,155489,1767,40364,5245,20323,2787,10946,2117,9075,1434,302,248,20041,2955,9148,1725,10632,1568,261,237,115125,5198,60138,2961,22520,2084,35815,1874,1803,590,54987,3547,22342,2052,30620,2129,2025,849,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,307847,1209,80140,6861,37716,3781,19574,2174,17772,2456,370,245,42424,3998,21180,2493,20524,2222,720,369,227707,6879,119567,4279,42875,2523,72307,2739,4385,588,108140,3829,39816,2279,63559,2332,4765,692,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,129206,1790,40234,5074,20426,2598,10945,1998,9216,1426,265,178,19808,2989,8709,1875,10709,1749,390,281,88972,5492,47845,3510,14132,2064,32149,2270,1564,484,41127,2858,14095,1753,24803,1633,2229,754,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,200888,1430,45881,5374,20860,2969,8019,1609,11685,1886,1156,559,25021,3353,9178,1855,13853,2073,1990,727,155007,5494,87298,3569,23428,2505,59158,2073,4712,683,67709,3297,19120,1793,42202,2066,6387,808,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17156,751,5035,1452,2070,852,909,475,972,547,189,191,2965,904,1332,595,1598,601,35,60,12121,1498,5997,1162,2089,729,3552,734,356,214,6124,1045,1998,679,3867,660,259,149,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,500783,1454,67666,7697,28322,3629,14692,2230,13344,2054,286,275,39344,4920,12297,2317,25193,3241,1854,730,433117,7932,231106,3882,65882,2666,158000,2467,7224,709,202011,5169,66808,2539,125333,3414,9870,899,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,650568,2526,201088,11031,89626,6107,43927,3413,41139,3899,4560,793,111462,6438,38197,3197,66716,4035,6549,1030,449480,10718,227562,5823,66035,3337,153153,3936,8374,843,221918,6446,66712,3270,143333,4092,11873,1186,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,444908,1436,130778,7976,63867,4621,32570,2948,30207,2844,1090,417,66911,4686,27782,2296,37093,3068,2036,561,314130,8169,159862,5082,54049,3239,96699,3046,9114,953,154268,4846,56008,2502,88030,3285,10230,916,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,257735,907,66186,6229,31371,3663,15565,2375,15489,2017,317,262,34815,3718,16531,2437,17857,1971,427,268,191549,6252,100644,3879,35818,2586,61006,2366,3820,674,90905,3796,37497,2251,50187,2098,3221,576,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72902,2360,25138,4055,11570,2184,5314,1104,6015,1509,241,219,13568,2482,6531,1513,6654,1460,383,350,47764,4330,26113,2966,6784,1371,18630,2394,699,501,21651,2483,8531,1473,12194,1569,926,550,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,214670,1959,64160,5768,32511,3531,17252,2355,14717,2211,542,295,31649,3404,13027,2102,17698,2063,924,529,150510,6106,79227,3844,25057,2447,49875,2560,4295,868,71283,3762,24909,2302,42688,2476,3686,574,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30437,437,8471,1704,3221,891,1948,533,1158,593,115,100,5250,1055,2290,604,2602,765,358,321,21966,1694,10853,1408,2717,629,7540,1114,596,348,11113,1243,3733,830,6592,888,788,415,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,174768,1068,46854,5373,21735,2718,11527,1665,10171,1716,37,36,25119,3450,11594,2036,12866,1826,659,459,127914,5347,69900,3365,25833,2023,41984,1927,2083,474,58014,3214,22092,1747,33881,2063,2041,591,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,743220,1269,184070,11672,87001,6339,42561,4012,42103,3355,2337,612,97069,6619,41575,3476,52606,3819,2888,792,559150,11869,291907,6332,92578,4229,186955,3255,12374,744,267243,6898,86976,3625,164354,4039,15913,1056,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38621,1153,9807,2922,4675,1443,3223,1146,1413,641,39,67,5132,1871,2365,1025,2521,999,246,280,28814,2719,13748,1525,3708,864,9382,1043,658,328,15066,1672,5010,847,9066,1139,990,377,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1616927,2292,320305,16272,137009,8613,62965,4859,67202,5471,6842,1169,183296,9567,64173,4195,105758,6655,13365,1398,1296622,16307,673457,8644,178268,4893,459006,5682,36183,1385,623165,9602,168426,4123,406928,6742,47811,1424,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959720,1730,245320,10627,111852,6201,51041,3695,54053,4229,6758,1029,133468,6491,50667,3773,71889,4047,10912,1476,714400,10700,359921,6194,99583,3935,225694,4057,34644,1122,354479,6532,97178,3975,217123,4010,40178,1363,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3481713,3816,928491,23113,400596,12975,169842,7625,210644,8628,20110,2458,527895,14382,171501,6745,307302,9131,49092,3120,2553222,23256,1308763,13100,327702,7736,894995,8295,86066,2546,1244459,14559,305054,6904,825088,8920,114317,3318,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,827355,3111,280646,15972,132272,8411,74662,5850,55810,4430,1800,709,148374,9596,66321,5525,80140,5209,1913,691,546709,16346,302631,7956,90910,5083,203910,4789,7811,1072,244078,10473,91445,6180,143819,5464,8814,1107,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15440,662,3107,1048,1682,699,780,462,818,375,84,112,1425,547,335,209,1022,444,68,93,12333,1342,6639,982,2313,552,4224,699,102,112,5694,759,2148,473,3443,660,103,102,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,363466,2367,107675,6908,49300,3712,26008,2647,22389,2082,903,342,58375,4186,27278,2372,29683,2561,1414,445,255791,7397,134988,4386,42557,2817,85440,2997,6991,674,120803,4563,41087,2763,71051,2809,8665,983,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,346867,1376,99856,6513,46707,3496,26047,2354,19873,2120,787,316,53149,3918,25709,2378,25953,2036,1487,510,247011,6845,134805,3766,44823,2544,85762,2364,4220,607,112206,4247,41440,2645,66357,2225,4409,663,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,465462,1532,140360,9580,68491,5592,34072,3491,33557,3488,862,362,71869,5359,33538,3422,36901,2893,1430,448,325102,9742,174977,6107,60360,3727,109096,3598,5521,841,150125,5615,53634,3782,89400,3127,7091,682,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,752841,1976,251810,10787,118936,6194,59898,4249,55656,3369,3382,872,132874,6176,55672,3701,72228,3551,4974,975,501031,10783,259352,6323,80314,4191,167216,3743,11822,1107,241679,6358,76484,3713,150034,3721,15161,1316,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,135712,557,44789,5440,18990,2524,10460,1737,7695,1680,835,391,25799,3586,9178,1850,15041,2221,1580,454,90923,5458,47764,2552,12919,1739,33083,1720,1762,448,43159,3532,14242,1876,26733,2192,2184,551,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,239874,2795,71257,6441,34201,3954,18291,2947,15765,2477,145,178,37056,4151,17853,2763,18070,2036,1133,557,168617,6548,95183,4469,28042,3037,64136,3114,3005,722,73434,3772,22758,2323,47307,2524,3369,660,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23548,1008,6415,1470,2249,600,1042,423,1200,500,7,22,4166,1271,2131,724,1977,735,58,92,17133,1559,10460,999,3909,664,6110,694,441,291,6673,1219,2459,615,3929,911,285,221,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,300705,2877,105752,8309,50531,4429,27172,2895,22900,3173,459,353,55221,4861,26429,3187,27789,2676,1003,487,194953,7950,110102,4846,32671,2964,73537,3447,3894,945,84851,4825,29695,3033,51289,2711,3867,1015,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9770077,6858,2559495,43311,1164298,23695,602579,15102,512462,12879,49257,2742,1395197,26330,584440,15898,727382,15623,83375,3843,7210582,43038,3713849,24359,1116256,15549,2395699,13903,201894,3338,3496733,25705,1081424,15121,2164693,16145,250616,4113,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,371240,1803,105674,10995,49855,6146,27026,3372,21769,3470,1060,554,55819,5826,26908,3728,27574,3075,1337,462,265566,11438,139118,6580,47386,3690,86729,3580,5003,719,126448,6050,44954,3753,76019,3157,5475,655,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8199,530,1368,518,555,265,216,164,233,186,106,134,813,371,259,172,554,264,0,143,6831,533,3710,563,957,339,2361,517,392,275,3121,583,1142,380,1713,396,266,154,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,666930,4133,107530,10212,46659,5371,20874,3001,25099,3740,686,430,60871,6024,21099,3309,37847,3732,1925,694,559400,10763,292412,7132,88955,3947,195242,5504,8215,939,266988,6021,86350,3498,168288,4127,12350,1182,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,791047,1829,205678,14496,97700,7219,55819,4614,40891,3660,990,395,107978,8135,50695,4411,54931,4614,2352,657,585369,14767,312634,7667,102640,4752,198974,4347,11020,1103,272735,8300,99078,4872,163115,4320,10542,981,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21809,1620,4892,1335,1580,701,1041,633,539,299,0,182,3312,972,1324,593,1869,688,119,154,16917,1859,7705,1195,2093,624,4765,745,847,378,9212,1554,3913,928,4631,1000,668,315,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,344123,1509,97225,7351,45337,4042,24635,2753,19496,1914,1206,534,51888,4101,24870,2535,26139,2294,879,438,246898,7331,133601,4308,46967,3034,82706,2167,3928,598,113297,4551,41435,2861,66189,2607,5673,706,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53153,685,10113,2140,5371,1559,2518,882,2670,1078,183,291,4742,1130,1839,653,2858,680,45,58,43040,2331,22073,1850,7151,1306,13621,996,1301,366,20967,1245,6196,765,12700,967,2071,605,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3599379,4181,1619131,27230,741298,15186,238950,7288,412030,9888,90318,3378,877833,15448,232950,6948,508258,10520,136625,3871,1980248,27226,975964,15330,191287,7312,627478,9794,157199,3260,1004284,14979,173848,6521,644990,10600,185446,3855,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,180436,3260,62317,6593,29967,3966,15833,2337,13822,2487,312,282,32350,3406,15876,2000,15832,2099,642,486,118119,6461,67313,3853,21136,2182,44143,2640,2034,614,50806,3808,17925,2392,30912,2043,1969,565,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41957,553,4945,1847,2159,752,1383,628,776,411,0,143,2786,1243,1278,677,1493,687,15,27,37012,1963,18900,994,6254,773,12257,677,389,254,18112,1422,5982,843,11160,818,970,437,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1922720,3042,558414,19141,259805,10044,131054,6952,120606,6155,8145,1145,298609,11233,128588,6015,156781,6430,13240,1790,1364306,19243,695937,9993,223662,7033,432644,6606,39631,1239,668369,11729,211785,6036,409084,6656,47500,1793,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,193371,1288,61378,6405,27724,3603,15128,2225,12466,2092,130,209,33654,3567,17095,2130,16126,2136,433,329,131993,6356,72658,3863,25250,2636,45728,2395,1680,649,59335,3638,21268,2156,36203,2159,1864,689,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
