GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001MA,B22007_001EA,B22007_002MA,B22007_002EA,B22007_003EA,B22007_003MA,B22007_004MA,B22007_004EA,B22007_005MA,B22007_005EA,B22007_006MA,B22007_006EA,B22007_007EA,B22007_007MA,B22007_008EA,B22007_008MA,B22007_009MA,B22007_009EA,B22007_010MA,B22007_010EA,B22007_011MA,B22007_011EA,B22007_012EA,B22007_012MA,B22007_013MA,B22007_013EA,B22007_014MA,B22007_014EA,B22007_015MA,B22007_015EA,B22007_016MA,B22007_016EA,B22007_017EA,B22007_017MA,B22007_018EA,B22007_018MA,B22007_019MA,B22007_019EA,B22007_020MA,B22007_020EA,B22007_021MA,B22007_021EA,B22007_022MA,B22007_022EA,B22007_023EA,B22007_023MA,B22007_024MA,B22007_024EA,B22007_025MA,B22007_025EA,B22007_026MA,B22007_026EA,B22007_027MA,B22007_027EA,B22007_028EA,B22007_028MA,B22007_029EA,B22007_029MA,B22007_030MA,B22007_030EA,B22007_031MA,B22007_031EA,B22007_032EA,B22007_032MA,B22007_033MA,B22007_033EA,B22007_034EA,B22007_034MA,B22007_035MA,B22007_035EA,B22007_036MA,B22007_036EA,B22007_037EA,B22007_037MA,B22007_038MA,B22007_038EA,B22007_039EA,B22007_039MA,B22007_040EA,B22007_040MA,B22007_041MA,B22007_041EA,B22007_042MA,B22007_042EA,B22007_043EA,B22007_043MA,state
0400000US06,8585787,27380,982415,13806,410468,9222,51162,3276,163091,5238,127708,5870,89202,5314,38506,2748,68507,3929,48992,3457,19515,1925,571947,10855,124327,5795,22874,2293,70426,4236,23304,2613,7723,1342,447620,10282,146471,4977,213229,7006,65798,3835,22122,2273,7603372,27652,5693631,25849,724978,10880,1561968,18577,2625885,21635,2333140,19579,292745,8354,780800,13161,658649,12670,122151,5348,1909741,21961,634961,11537,57008,3467,329184,10264,180734,6429,68035,4319,1274780,16472,170348,5317,660366,13146,333770,7806,110296,4747,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,128947,6207,51578,3066,6478,986,19674,2072,17066,1865,13323,1739,3743,897,8360,1425,7014,1323,1346,563,77369,5181,15726,2178,2141,570,10529,1782,2319,743,737,478,61643,4550,15029,1947,33736,3392,9924,1773,2954,903,1149317,10664,923492,11351,108557,3292,231249,6442,487312,9540,461380,9056,25932,2503,96374,4112,88579,3978,7795,1327,225825,6580,76570,4205,5054,1169,40732,3415,24865,2770,5919,1279,149255,4973,12297,1672,84742,4270,42031,3080,10185,1553,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,105992,5162,31020,3013,5357,1052,9533,1647,10756,1580,7371,1246,3385,938,5374,1202,4230,1021,1144,580,74972,3923,12508,1902,2682,814,7570,1461,1663,800,593,528,62464,3264,17452,2043,33987,2713,8514,1416,2511,889,796377,10099,629856,8964,72922,3174,149043,4733,315386,6737,292504,6589,22882,2073,92505,3800,87958,3720,4547,921,166521,6406,50709,3766,3371,954,24532,2754,18304,2421,4502,1074,115812,5371,10523,1406,62336,4054,32770,2621,10183,1454,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,35153,2676,12421,1880,974,291,4456,1052,3991,1079,2085,601,1906,860,3000,885,2497,745,503,442,22732,2227,4107,1076,913,506,2403,998,481,270,310,198,18625,1928,4780,1072,9473,1542,3640,967,732,342,190440,4826,151039,4413,25461,1637,34685,2594,70467,3499,65878,3416,4589,1032,20426,2574,18967,2491,1459,607,39401,3390,12154,1639,725,367,6866,1239,3567,868,996,467,27247,2713,1917,578,13920,1855,9276,1768,2134,866,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,25984,2303,3984,1077,346,253,1639,618,1584,715,1158,618,426,314,415,327,363,321,52,61,22000,2173,2124,639,828,371,1036,452,260,227,0,197,19876,2202,6112,1136,9288,1487,3413,836,1063,471,86509,3485,58165,2893,5503,921,12953,1467,35599,2288,34669,2232,930,301,4110,926,3808,897,302,283,28344,2078,7254,1215,850,442,3165,756,2534,819,705,457,21090,1807,2624,684,10832,1428,6192,1121,1442,537,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,776263,14820,320920,9722,53653,3704,117463,6036,110016,5889,83462,5202,26554,2033,39788,3315,30988,2937,8800,1382,455343,11429,88752,5282,22091,2365,48152,4511,14557,1923,3952,910,366591,8794,101061,5877,196799,8060,53493,4022,15238,2366,3821959,24743,2998700,22672,683019,10100,778593,13867,1270289,18343,1178855,17681,91434,4616,266799,7466,244272,6969,22527,2297,823259,13779,235149,9785,22015,2221,130687,7500,67378,4838,15069,1987,588110,9224,70876,4331,330262,9724,152903,5545,34069,2637,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,442004,11215,157341,7341,25067,2459,62978,4696,51389,4409,39246,3797,12143,2206,17907,2529,13566,2187,4341,1065,284663,8951,47082,3756,11645,1808,26241,2777,7203,1330,1993,801,237581,8326,73387,4496,127961,5535,27889,2793,8344,2077,1964222,15950,1536045,17227,205386,6064,428627,10308,753450,12590,699617,13376,53833,3747,148582,5879,136092,5751,12490,1916,428177,11506,119336,6350,11998,1715,67358,5374,32859,2957,7121,1648,308841,8822,38528,3810,177996,7665,80448,4958,11869,1818,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,37155,2534,15760,1744,1800,487,4890,1024,5084,1066,3443,896,1641,585,3986,814,2688,731,1298,451,21395,2006,4954,768,492,223,2514,666,1389,522,559,262,16441,1840,4118,1142,8336,1312,2575,778,1412,561,272010,5657,213267,5760,26195,1804,52237,2909,96771,4336,87810,4203,8961,1079,38064,2551,33295,2393,4769,908,58743,3394,18615,1783,1037,313,9369,1364,5348,1119,2861,759,40128,2841,5033,1041,16697,1961,11889,1479,6509,1120,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,59090,4163,29600,2729,2310,647,10404,1515,12091,2072,9800,1786,2291,793,4795,1032,4094,903,701,472,29490,3515,5492,1468,1188,564,3026,884,1083,1039,195,247,23998,3018,5830,1668,15238,2187,2381,683,549,317,346818,6903,292625,6145,45567,2654,74947,4124,142273,5139,132829,5167,9444,1444,29838,2675,27600,2590,2238,722,54193,4000,18842,2665,1535,627,11112,1851,5288,1373,907,481,35351,2930,4294,1241,18617,2210,10620,1924,1820,698,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,440306,8992,156579,5851,21897,2578,55036,3525,56305,3575,41138,2944,15167,2285,23341,2397,18913,2130,4428,937,283727,7113,51100,3412,10272,1399,29425,2898,8417,1513,2986,933,232627,7049,64219,3680,121481,5203,35922,2537,11005,1631,2680714,17200,2132850,17762,266612,4920,512646,8603,1058604,15539,973743,14644,84861,3856,294988,7515,267440,6946,27548,2399,547864,10705,169029,6920,13352,1725,86145,4478,54175,3300,15357,2182,378835,9132,40617,2744,202826,7143,106213,4931,29179,2672,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
