GEO_ID,B14007G_001E,B14007G_001M,B14007G_002E,B14007G_002M,B14007G_003E,B14007G_003M,B14007G_004E,B14007G_004M,B14007G_005E,B14007G_005M,B14007G_006E,B14007G_006M,B14007G_007E,B14007G_007M,B14007G_008E,B14007G_008M,B14007G_009E,B14007G_009M,B14007G_010E,B14007G_010M,B14007G_011E,B14007G_011M,B14007G_012E,B14007G_012M,B14007G_013E,B14007G_013M,B14007G_014E,B14007G_014M,B14007G_015E,B14007G_015M,B14007G_016E,B14007G_016M,B14007G_017E,B14007G_017M,B14007G_018E,B14007G_018M,B14007G_019E,B14007G_019M,NAME,B14007G_001EA,B14007G_001MA,B14007G_002EA,B14007G_002MA,B14007G_003EA,B14007G_003MA,B14007G_004MA,B14007G_004EA,B14007G_005MA,B14007G_005EA,B14007G_006EA,B14007G_006MA,B14007G_007EA,B14007G_007MA,B14007G_008EA,B14007G_008MA,B14007G_009MA,B14007G_009EA,B14007G_010MA,B14007G_010EA,B14007G_011MA,B14007G_011EA,B14007G_012EA,B14007G_012MA,B14007G_013EA,B14007G_013MA,B14007G_014MA,B14007G_014EA,B14007G_015MA,B14007G_015EA,B14007G_016MA,B14007G_016EA,B14007G_017EA,B14007G_017MA,B14007G_018EA,B14007G_018MA,B14007G_019MA,B14007G_019EA,state
0400000US18,126853,6660,69073,4627,4706,1101,6475,1530,3966,1046,3880,979,4375,1130,3921,1054,3897,1037,2744,833,4696,1118,3582,731,3999,974,3263,845,3985,856,3207,1008,10530,1521,1847,791,57780,3588,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52980,4809,29525,3223,2516,855,2669,882,1755,631,2396,750,1473,483,1452,479,1879,722,2146,591,1468,536,2053,685,1414,579,1222,390,1463,540,1020,515,4327,1021,272,230,23455,2527,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,83865,5950,45331,4154,3140,850,2665,665,3040,826,2797,760,2300,639,2014,522,2536,679,2304,690,2518,784,2263,662,2431,658,1841,667,2698,790,2556,805,9355,1614,873,442,38534,3098,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79228,6073,42385,4320,3769,951,3007,941,2528,750,2313,676,1741,684,2377,771,3753,1080,2770,814,1766,694,2478,831,1745,694,2734,1088,1720,753,1917,612,7026,1269,741,482,36843,2950,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,71036,5754,33629,4024,3472,1288,3278,884,2853,887,2114,589,1947,611,1496,572,2414,752,2456,819,1481,547,1528,646,1532,704,1160,550,1213,628,1175,523,4332,1290,1178,518,37407,3571,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24225,2177,11748,1603,403,215,278,155,583,433,594,331,1003,418,596,381,922,401,1015,521,620,259,1368,538,528,266,674,424,318,173,497,250,2088,610,261,214,12477,1297,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,166273,8814,85624,6033,8396,1413,6675,1319,4531,1084,5081,1152,4397,1022,3880,888,4481,996,5097,1171,3697,1060,4414,1061,4025,960,3763,1024,3708,859,4176,968,16660,2546,2643,839,80649,5079,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,170406,8413,74626,3928,6001,1160,5676,1019,4067,833,5034,958,4250,974,4007,1045,3726,1066,3336,854,3065,842,3230,769,2726,780,2366,698,4098,970,3817,987,16804,2394,2423,778,95780,6594,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,229328,9073,120332,5981,9222,1426,8243,1390,8165,1417,6789,1187,7315,1329,7254,1270,6148,1040,6248,1209,6758,1217,6538,1215,6614,1115,5983,984,6549,1078,5501,963,19158,2365,3847,919,108996,5421,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,120735,6639,69944,4741,6360,1148,4495,1009,4666,975,4762,882,4048,1004,3746,845,4724,901,4581,888,4192,866,4096,940,3818,882,3215,788,2999,617,3429,859,9355,1394,1458,593,50791,3288,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29861,3357,15076,2527,1702,876,866,470,681,425,753,433,724,473,686,448,1149,719,710,406,1157,712,848,498,1271,660,1084,664,340,279,936,533,1444,553,725,627,14785,2137,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,127036,6322,65482,4957,5526,1449,4763,1184,4492,1143,4109,950,3776,1139,3293,906,3982,1221,4119,873,2709,819,2967,743,3610,1104,2453,885,2911,915,2754,801,12669,1734,1349,580,61554,4023,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24056,2501,10179,1789,559,286,671,316,960,414,688,349,569,299,1051,533,344,211,468,346,429,232,1137,455,510,252,268,128,382,257,227,147,1880,671,36,54,13877,1641,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34611,3508,19568,2325,2313,604,1704,513,1158,366,1400,475,1807,670,1347,481,859,465,935,338,986,431,645,295,969,346,726,466,741,351,987,450,2460,616,531,311,15043,1896,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103501,6864,48479,3882,2683,636,3286,1017,2568,760,2401,755,3113,757,3866,1151,2975,758,2249,653,2810,726,2183,675,3957,1128,2005,591,2831,853,2599,770,8368,1687,585,421,55022,4709,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22090,2716,11153,1878,876,496,619,339,649,410,626,467,724,461,411,258,1043,572,1031,492,545,315,619,414,757,438,506,331,343,283,433,435,1710,653,261,230,10937,1432,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,203252,10800,93871,6570,9181,1292,6599,1238,5876,1098,5063,1067,5772,1172,5594,1126,3870,1009,4109,933,6064,1234,4771,1073,5043,1220,4515,1081,4399,943,4281,1088,16196,2222,2538,653,109381,7011,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,60395,5230,28543,3550,1956,652,1410,590,1753,690,1483,651,1586,550,2116,808,1333,677,1927,744,1371,486,1085,514,1899,605,1231,451,832,314,1446,518,6338,1165,777,427,31852,2786,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,486538,15825,211085,9331,17861,2499,14350,1798,12701,1709,11077,1585,10726,1659,11957,1855,8980,1562,12883,1856,10084,1310,9776,1256,9250,1277,10844,1503,10210,1865,11783,1751,40075,3702,8528,1525,275453,9759,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,201478,9547,105635,6080,7525,1395,6730,1534,8958,2457,7084,1445,5592,1012,7077,1216,6000,1365,6576,1328,6145,1172,5850,1255,5173,1107,4371,819,5883,1345,4336,1083,16100,1716,2235,720,95843,5752,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12234,1985,5296,1224,187,151,260,190,256,193,791,691,171,141,459,253,202,218,259,194,526,550,294,202,192,181,248,190,198,151,287,206,857,421,109,135,6938,1325,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238973,9174,131747,6499,10363,1499,8151,1378,7530,1273,7674,1352,9026,1566,7523,1089,8256,1385,7998,1292,8329,1416,7541,1345,7401,1191,7111,1306,6444,1311,7916,1496,17789,1942,2695,754,107226,5505,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,269651,8033,112071,5054,8627,1086,6937,1010,8348,1051,7531,1131,5962,931,6110,1079,5620,809,6541,1094,6480,987,6278,837,6288,907,5992,958,5090,680,4929,733,19166,1824,2172,579,157580,5436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,142840,7498,66831,4838,4507,1088,4099,1006,2275,665,3757,909,2817,759,4013,906,4683,1089,3074,864,3864,904,4918,1340,3128,865,3343,928,2909,786,4374,1132,13771,1881,1299,564,76009,4480,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,237355,10098,120020,6354,10071,1949,9930,1478,6976,1298,7331,1265,8801,1372,6066,1126,5946,1174,6252,1074,6474,1143,5333,1029,5294,993,5797,1200,5073,953,7161,1307,21595,2663,1920,684,117335,6566,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27221,2927,13101,1875,1276,572,569,334,634,606,1029,506,438,290,416,234,558,391,751,430,798,399,516,317,617,368,564,279,644,270,866,460,3136,964,289,240,14120,1931,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,83233,5983,40156,4365,2971,1039,3035,1036,3172,950,2426,1006,3150,852,2293,963,1953,592,2689,786,1861,749,1814,638,2446,873,1731,531,821,379,2859,987,6544,1527,391,248,43077,3799,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15926,2338,7630,1378,793,395,249,125,1383,596,491,272,1108,515,318,213,411,269,483,410,124,114,355,179,329,245,424,234,99,98,176,171,832,392,55,84,8296,1569,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,108463,6386,51998,4184,4596,1209,3404,961,3079,905,3795,979,3249,1207,3216,741,2356,822,3015,860,3555,1003,3017,1038,1965,605,3438,1104,2349,859,2196,685,7745,1687,1023,420,56465,4672,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,558622,18022,273713,12554,20849,2852,19349,2556,18909,2540,14948,2328,15899,2146,16216,2412,15061,2073,14292,1926,12327,1911,16189,2227,15969,2192,13061,1699,13158,2205,12630,2120,45111,4009,9745,1947,284909,9717,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60899,5088,32217,3157,2284,675,2824,672,1870,676,1448,473,2462,781,1743,560,1772,583,1676,566,1888,524,1699,572,2673,742,957,390,1262,439,2005,683,4774,1349,880,485,28682,3377,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10746,1060,5015,752,381,235,231,155,117,102,231,155,157,175,213,149,380,182,159,102,177,139,184,102,352,224,243,143,274,163,430,188,1272,472,214,206,5731,847,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,236579,11014,121879,7123,11403,1511,7702,1494,8011,1589,5932,1046,6718,1116,5767,1233,6019,1125,5099,1112,8309,1366,6299,1291,6199,1230,5340,1130,5724,1370,5942,1137,22552,2964,4863,906,114700,5908,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,314934,10469,146320,6925,12543,1903,9121,1778,8750,1766,8315,1657,8079,1343,8599,1502,9387,1435,7138,1495,8723,1461,8437,1124,7933,1097,7949,1298,6424,1043,8352,1435,23364,2264,3206,997,168614,6942,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,32852,3254,13931,2092,678,514,683,357,970,363,389,319,1078,500,573,255,822,323,740,410,1114,431,464,358,1132,558,364,209,605,314,521,392,3131,1087,667,506,18921,1966,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,100405,5593,56001,4109,4988,1012,4368,855,2614,717,2711,717,3245,842,3572,908,3077,750,3351,749,2902,867,2573,768,2745,774,3289,707,2274,603,2987,956,9962,1436,1343,507,44404,3102,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15741,2276,7096,1580,409,282,283,203,1198,572,629,661,254,247,247,185,323,222,483,305,713,324,422,248,312,253,161,121,268,171,240,214,891,433,263,282,8645,1469,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,432171,14888,130756,6772,9522,1676,5317,1274,6613,1397,5797,1083,6991,1372,5736,1248,6255,1250,6422,1332,6938,1246,7036,1236,7114,1455,7332,1540,6881,1284,6297,1456,32336,3239,4169,1130,301415,10762,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,69297,4946,31669,3909,2321,756,1901,830,2700,932,1668,714,1847,654,2172,801,1949,587,2372,1174,2184,770,787,370,2013,854,1022,469,1816,774,2034,719,4106,880,777,359,37628,2892,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53189,4082,23644,2596,1592,441,1505,457,1162,497,1525,752,1349,479,1325,555,1613,645,1260,509,2153,703,2190,829,1157,485,1205,529,582,300,1151,608,3459,1048,416,319,29545,2569,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,172048,9178,86181,6142,6069,1218,6411,1232,3925,914,4536,895,5678,1202,5187,1147,5420,996,5846,1560,5105,1340,4574,1175,4319,995,4429,960,4375,1021,3324,849,14242,1885,2741,911,85867,5066,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,52657,4299,23637,3150,1997,633,1745,615,1424,547,1791,787,1242,467,1215,502,1619,557,1346,763,1279,570,1646,577,1355,480,1040,513,885,385,833,370,3992,1147,228,180,29020,2407,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
