GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,NAME,C05008_001EA,C05008_001MA,C05008_002MA,C05008_002EA,C05008_003EA,C05008_003MA,C05008_004EA,C05008_004MA,C05008_005EA,C05008_005MA,C05008_006EA,C05008_006MA,C05008_007MA,C05008_007EA,C05008_008EA,C05008_008MA,C05008_009EA,C05008_009MA,C05008_010EA,C05008_010MA,C05008_011EA,C05008_011MA,C05008_012MA,C05008_012EA,C05008_013MA,C05008_013EA,C05008_014EA,C05008_014MA,C05008_015EA,C05008_015MA,C05008_016EA,C05008_016MA,C05008_017MA,C05008_017EA,C05008_018MA,C05008_018EA,C05008_019EA,C05008_019MA,C05008_020EA,C05008_020MA,C05008_021EA,C05008_021MA,C05008_022EA,C05008_022MA,C05008_023MA,C05008_023EA,C05008_024MA,C05008_024EA,C05008_025EA,C05008_025MA,C05008_026EA,C05008_026MA,C05008_027EA,C05008_027MA,C05008_028EA,C05008_028MA,C05008_029EA,C05008_029MA,C05008_030MA,C05008_030EA,C05008_031MA,C05008_031EA,C05008_032MA,C05008_032EA,C05008_033MA,C05008_033EA,C05008_034EA,C05008_034MA,C05008_035MA,C05008_035EA,C05008_036MA,C05008_036EA,C05008_037EA,C05008_037MA,C05008_038MA,C05008_038EA,C05008_039EA,C05008_039MA,C05008_040EA,C05008_040MA,C05008_041MA,C05008_041EA,C05008_042EA,C05008_042MA,C05008_043MA,C05008_043EA,C05008_044EA,C05008_044MA,C05008_045EA,C05008_045MA,C05008_046MA,C05008_046EA,C05008_047EA,C05008_047MA,C05008_048EA,C05008_048MA,C05008_049EA,C05008_049MA,C05008_050EA,C05008_050MA,C05008_051EA,C05008_051MA,state
0400000US18,303145,9252,156867,5520,18700,2332,1598,810,4015,949,13087,1965,46452,2856,10630,2079,16834,2662,18988,1955,78808,4515,5245,1766,32079,3107,41484,3411,62336,4522,3498,1541,24398,3103,34440,3190,16472,2359,1747,814,7681,1662,7044,1348,12907,2130,1381,695,5524,1673,6002,1153,146278,5436,24094,2755,1427,834,3781,1008,18886,2419,47276,2769,7376,1337,18931,2107,20969,1953,61830,3784,3191,1572,27102,3077,31537,2958,45129,3460,1566,849,19433,2586,24130,2829,16701,2460,1625,958,7669,1595,7407,1448,13078,2206,1597,677,6161,1617,5320,1268,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,137858,5907,71410,3642,9373,1784,881,533,2445,962,6047,1312,22565,1495,5630,1095,6811,1194,10124,1174,29904,2192,1140,516,9667,1538,19097,1805,22936,2060,877,492,7445,1393,14614,1674,6968,1516,263,218,2222,1000,4483,1300,9568,1489,1168,495,4756,1038,3644,883,66448,3282,10715,1492,565,286,1725,711,8425,1198,23567,1242,4974,1103,8798,1210,9795,1029,24057,2016,1023,575,9561,1746,13473,1711,18220,1981,932,569,7861,1683,9427,1632,5837,1540,91,116,1700,674,4046,1152,8109,1669,1092,612,4440,1468,2577,664,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,186816,5895,96483,4062,5117,1185,770,430,933,473,3414,832,29890,1974,6246,1805,9210,1711,14434,1330,55254,2752,2145,746,19115,2189,33994,2465,46971,2519,1741,698,16090,2171,29140,2226,8283,1478,404,287,3025,914,4854,1130,6222,1273,1387,549,2845,1002,1990,607,90333,3344,7897,1188,368,281,1314,437,6215,1038,28842,1618,3747,1179,10151,1322,14944,1487,48055,2175,1611,734,18277,1969,28167,1992,40626,2177,1278,587,15613,1843,23735,1910,7429,1497,333,330,2664,801,4432,1240,5539,1266,958,697,2287,938,2294,702,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,137411,6577,68665,4247,7125,1078,728,277,1895,616,4502,971,21066,1947,4484,1059,6990,1411,9592,1418,32619,3650,4027,1405,16632,2726,11960,1910,18460,2599,1309,828,9433,1900,7718,1518,14159,2450,2718,1138,7199,1831,4242,1052,7855,1947,1135,566,4251,1509,2469,802,68746,3464,11234,1318,747,423,2302,710,8185,1098,26228,2072,3786,1089,11665,1578,10777,1512,23638,2484,2724,1150,12833,1880,8081,1603,12034,1800,709,448,7225,1451,4100,1137,11604,2237,2015,1011,5608,1537,3981,1103,7646,1862,908,581,3435,1337,3303,986,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,168152,6536,88441,4453,6261,1302,814,585,1230,588,4217,998,24315,1857,2404,839,6982,1400,14929,1296,53461,3689,5348,1356,21199,3175,26914,2758,17147,2685,1932,870,6238,1420,8977,2150,36314,3581,3416,1087,14961,2895,17937,2127,4404,1253,532,306,1749,688,2123,774,79711,3815,8430,1569,680,372,1532,645,6218,1299,28931,2061,3024,1023,8916,1662,16991,1423,38187,2671,2747,852,15290,2422,20150,2378,11177,2125,730,481,5484,1482,4963,1465,27010,2347,2017,794,9806,1913,15187,1811,4163,1076,1224,823,1743,670,1196,410,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,47095,3471,20658,2196,4670,1014,480,273,741,414,3449,822,6798,1304,872,652,3118,1143,2808,844,1676,549,230,292,790,492,656,348,129,138,0,155,66,107,63,88,1547,543,230,292,724,477,593,334,7514,1213,1065,559,1952,711,4497,948,26437,2030,7043,1178,431,361,874,551,5738,954,7647,1117,352,317,3664,1125,3631,865,2310,851,222,247,950,542,1138,482,61,81,0,155,0,155,61,81,2249,845,222,247,950,542,1077,465,9437,1358,508,279,1769,581,7160,1058,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,839336,14868,403394,8172,38189,2619,3756,1202,8917,1579,25516,2081,125512,3374,12785,2338,37414,2933,75313,2981,174108,5431,8308,1695,78497,4671,87303,4509,23802,3501,868,452,12025,2600,10909,1622,150306,5943,7440,1648,66472,5149,76394,4151,65585,4625,8530,2456,25049,2712,32006,3392,435942,9168,50048,3770,4183,1545,11324,1751,34541,2492,147382,3713,12279,2051,49916,3076,85187,3315,162201,6113,10655,2218,67555,4529,83991,4228,17295,2509,368,277,9419,2294,7508,1141,144906,6138,10287,2233,58136,4174,76483,4367,76311,5213,11763,2708,30145,3187,34403,2724,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,995692,16285,478959,8971,112197,5251,6262,1729,19694,2370,86241,4361,139290,4453,20664,2437,46830,3395,71796,3411,169867,6195,15578,2503,65547,5010,88742,3917,8800,2049,1046,560,3315,1220,4439,1153,161067,6028,14532,2367,62232,5036,84303,3937,57605,4500,6948,1759,18667,2815,31990,3227,516733,10787,120078,5502,6574,1228,18433,2044,95071,5148,154910,4109,27440,2913,51865,3422,75605,3272,184717,7405,14509,2776,64709,4918,105499,5101,5673,1314,580,502,1762,692,3331,993,179044,7406,13929,2771,62947,4987,102168,5000,57028,3774,5675,1328,19429,2207,31924,2404,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,607319,11237,297915,6984,67842,3755,4479,1172,13266,2120,50097,2844,135501,4498,22344,2565,41806,3475,71351,3631,62013,3864,4039,1563,19240,2346,38734,3165,42945,3115,2412,986,13257,1921,27276,2746,19068,2595,1627,896,5983,1427,11458,1789,32559,2877,3691,1002,9211,1673,19657,1835,309404,6607,74283,3881,4104,1053,16507,2411,53672,3329,145769,4283,23267,2913,49249,3262,73253,3595,55526,3130,4403,1032,21264,2096,29859,2738,35832,2717,2554,862,14178,1878,19100,2061,19694,2289,1849,773,7086,1278,10759,1661,33826,2706,2547,704,9543,1694,21736,2126,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,389324,10720,192230,6173,20805,2100,1967,742,6237,1470,12601,1616,72895,3218,8635,1601,24474,3058,39786,2173,54593,3011,3634,1292,23404,2186,27555,2258,35932,2687,1962,1317,15625,2021,18345,1925,18661,2504,1672,629,7779,1688,9210,1551,43937,2776,4398,1280,21122,2420,18417,2222,197094,6576,24894,2628,1388,702,6400,1439,17106,1824,80080,2830,9161,1701,26588,2628,44331,2295,47122,2684,2212,791,22168,2516,22742,1825,28604,2370,738,461,12793,2057,15073,1731,18518,2199,1474,675,9375,1740,7669,1350,44998,3659,5075,1237,23370,2815,16553,1607,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,59303,4906,32133,3268,2871,713,473,315,336,255,2062,743,8110,1380,1031,568,2885,909,4194,943,18834,2472,1145,548,9551,1557,8138,1753,13178,2147,830,525,7145,1492,5203,1483,5656,1450,315,266,2406,728,2935,1098,2318,908,39,66,1039,560,1240,674,27170,2557,3240,788,144,180,424,272,2672,704,11832,1537,1013,617,3746,1140,7073,1557,10474,1765,1120,468,6327,1562,3027,727,6975,1488,523,348,4848,1405,1604,396,3499,936,597,317,1479,549,1423,540,1624,616,53,75,690,463,881,347,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
