GEO_ID,C05008_001E,C05008_001M,C05008_002E,C05008_002M,C05008_003E,C05008_003M,C05008_004E,C05008_004M,C05008_005E,C05008_005M,C05008_006E,C05008_006M,C05008_007E,C05008_007M,C05008_008E,C05008_008M,C05008_009E,C05008_009M,C05008_010E,C05008_010M,C05008_011E,C05008_011M,C05008_012E,C05008_012M,C05008_013E,C05008_013M,C05008_014E,C05008_014M,C05008_015E,C05008_015M,C05008_016E,C05008_016M,C05008_017E,C05008_017M,C05008_018E,C05008_018M,C05008_019E,C05008_019M,C05008_020E,C05008_020M,C05008_021E,C05008_021M,C05008_022E,C05008_022M,C05008_023E,C05008_023M,C05008_024E,C05008_024M,C05008_025E,C05008_025M,C05008_026E,C05008_026M,C05008_027E,C05008_027M,C05008_028E,C05008_028M,C05008_029E,C05008_029M,C05008_030E,C05008_030M,C05008_031E,C05008_031M,C05008_032E,C05008_032M,C05008_033E,C05008_033M,C05008_034E,C05008_034M,C05008_035E,C05008_035M,C05008_036E,C05008_036M,C05008_037E,C05008_037M,C05008_038E,C05008_038M,C05008_039E,C05008_039M,C05008_040E,C05008_040M,C05008_041E,C05008_041M,C05008_042E,C05008_042M,C05008_043E,C05008_043M,C05008_044E,C05008_044M,C05008_045E,C05008_045M,C05008_046E,C05008_046M,C05008_047E,C05008_047M,C05008_048E,C05008_048M,C05008_049E,C05008_049M,C05008_050E,C05008_050M,C05008_051E,C05008_051M,NAME,C05008_001EA,C05008_001MA,C05008_002MA,C05008_002EA,C05008_003EA,C05008_003MA,C05008_004EA,C05008_004MA,C05008_005EA,C05008_005MA,C05008_006EA,C05008_006MA,C05008_007MA,C05008_007EA,C05008_008EA,C05008_008MA,C05008_009EA,C05008_009MA,C05008_010EA,C05008_010MA,C05008_011EA,C05008_011MA,C05008_012MA,C05008_012EA,C05008_013MA,C05008_013EA,C05008_014EA,C05008_014MA,C05008_015EA,C05008_015MA,C05008_016EA,C05008_016MA,C05008_017MA,C05008_017EA,C05008_018MA,C05008_018EA,C05008_019EA,C05008_019MA,C05008_020EA,C05008_020MA,C05008_021EA,C05008_021MA,C05008_022EA,C05008_022MA,C05008_023MA,C05008_023EA,C05008_024MA,C05008_024EA,C05008_025EA,C05008_025MA,C05008_026EA,C05008_026MA,C05008_027EA,C05008_027MA,C05008_028EA,C05008_028MA,C05008_029EA,C05008_029MA,C05008_030MA,C05008_030EA,C05008_031MA,C05008_031EA,C05008_032MA,C05008_032EA,C05008_033MA,C05008_033EA,C05008_034EA,C05008_034MA,C05008_035MA,C05008_035EA,C05008_036MA,C05008_036EA,C05008_037EA,C05008_037MA,C05008_038MA,C05008_038EA,C05008_039EA,C05008_039MA,C05008_040EA,C05008_040MA,C05008_041MA,C05008_041EA,C05008_042EA,C05008_042MA,C05008_043MA,C05008_043EA,C05008_044EA,C05008_044MA,C05008_045EA,C05008_045MA,C05008_046MA,C05008_046EA,C05008_047EA,C05008_047MA,C05008_048EA,C05008_048MA,C05008_049EA,C05008_049MA,C05008_050EA,C05008_050MA,C05008_051EA,C05008_051MA,state
0400000US06,10300832,51482,4982690,30236,312707,8906,21774,3241,62573,4669,228360,6802,1736282,15240,118500,7525,447166,11552,1170616,13104,2750715,20610,62338,5443,695820,14899,1992557,19094,2180993,21879,42958,4887,531150,14342,1606885,19696,569722,13869,19380,2478,164670,8367,385672,10237,182986,7218,16764,2802,50608,3816,115614,6641,5318142,30882,358498,9467,21514,2550,71946,5227,265038,8773,2069313,15390,143880,7426,549232,11697,1376201,12805,2699969,22376,64588,4278,671461,15932,1963920,17538,2079324,21512,41746,3367,519692,14592,1517886,17307,620645,13098,22842,2887,151769,7495,446034,10033,190362,8317,17899,2968,47970,4348,124493,5420,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,506358,13180,251173,7994,30424,2781,1762,512,9067,1657,19595,2135,49222,2741,7112,1710,14451,2282,27659,1951,146466,5789,5787,1423,52092,5161,88587,4314,125648,5600,4495,1204,45493,4919,75660,4325,20818,2357,1292,591,6599,1387,12927,1880,25061,2653,2957,1094,10489,1737,11615,1789,255185,7698,41399,3328,2118,714,7652,1609,31629,2788,62487,2912,6993,1609,18785,2175,36709,2072,124780,5960,5607,1602,45261,3739,73912,4326,102848,5397,3424,1216,37580,3756,61844,3806,21932,2983,2183,1094,7681,1625,12068,1746,26519,3125,5129,1563,10073,2027,11317,2048,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,495421,13278,242948,8667,64561,3819,2584,1252,13020,1847,48957,3429,58143,2609,8176,1683,20402,2299,29565,2415,98059,5443,8337,1872,37851,4033,51871,3974,14844,3180,1116,664,7491,2107,6237,1975,83215,5773,7221,1709,30360,4009,45634,3801,22185,3371,3395,1919,5686,1373,13104,1779,252473,7022,72691,4273,3169,976,15934,2205,53588,3285,60464,2359,8517,1650,23499,1855,28448,1875,99413,5035,7740,1467,34708,3719,56965,3620,10217,2086,489,349,5028,1573,4700,1210,89196,5236,7251,1405,29680,3615,52265,3699,19905,2652,2234,1213,5221,1025,12450,1784,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,77497,4814,36634,2730,4495,1132,70,82,866,591,3559,866,10975,940,1260,593,3784,880,5931,916,16530,2450,1692,1065,5679,1306,9159,1435,8966,1768,1424,1051,3637,1044,3905,991,7564,1901,268,257,2042,882,5254,1405,4634,1146,30,50,3041,893,1563,602,40863,3025,5571,1059,475,278,997,427,4099,800,13465,994,1435,698,5512,1104,6518,804,16969,2311,795,526,5501,1291,10673,1817,7085,1340,377,340,2964,885,3744,1076,9884,1862,418,412,2537,893,6929,1518,4858,1456,70,114,2691,1165,2097,843,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,90323,4771,44424,2857,6924,1414,1895,970,1500,556,3529,891,7671,1084,1387,558,1822,690,4462,780,19911,2140,1591,702,7593,1463,10727,1564,1412,572,90,152,943,550,379,309,18499,2128,1501,653,6650,1405,10348,1549,9918,2148,1163,586,4007,1489,4748,1137,45899,3005,6415,1214,1387,576,1302,577,3726,905,10439,1298,1724,810,2706,903,6009,841,20428,1823,1857,634,8086,1413,10485,1466,1319,1018,0,197,1021,756,298,322,19109,1690,1857,634,7065,1343,10187,1475,8617,1914,1871,857,3657,1091,3089,674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3747136,32291,1766616,20063,168240,7061,11978,2140,36474,3681,119788,5443,180253,6163,19843,3270,51746,4461,108664,5390,1331616,15739,78352,6164,441475,14171,811789,14568,146503,7921,6333,1325,61647,5572,78523,5306,1185113,15988,72019,5725,379828,13435,733266,14294,86507,4943,10272,1697,22199,2493,54036,3934,1980520,19324,206324,7842,12842,2260,42520,4347,150962,6346,212459,6779,22469,3414,62965,5263,127025,5084,1469670,17352,97150,6421,462721,13817,909799,15697,112485,6097,4466,1385,45043,4764,62976,4510,1357185,16308,92684,6337,417678,13144,846823,14897,92067,5495,10902,1957,25107,2893,56058,4154,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,940138,16649,476170,10202,40394,4528,3656,1333,12457,2841,24281,3699,121562,3805,16138,3050,37621,3659,67803,2955,267966,8700,9922,2228,110071,6321,147973,7261,152553,7442,3554,1218,68634,5440,80365,5208,115413,7906,6368,1844,41437,5021,67608,5929,46248,4543,3227,1078,17177,3246,25844,3328,463968,11577,49789,4396,2865,988,14545,3201,32379,2679,138894,4180,15057,2568,48027,4251,75810,3331,225181,8604,9407,2223,88140,7240,127634,6740,108924,5773,1987,783,49675,5165,57262,4766,116257,7804,7420,1973,38465,4633,70372,5601,50104,5185,5486,1312,20230,3195,24388,3363,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,251866,9670,105755,4942,5637,1049,919,587,1323,636,3395,905,77077,4165,5653,1579,19535,2596,51889,3076,6246,1373,245,282,1605,902,4396,1048,2883,1014,156,254,979,751,1748,717,3363,1069,89,145,626,555,2648,891,16795,2195,2621,1027,6040,1500,8134,1585,146111,5810,6026,1017,958,473,1324,585,3744,767,118644,4997,7555,1434,29783,3089,81306,3466,5863,1464,402,300,2694,1299,2767,742,2406,1022,200,255,1044,923,1162,499,3457,947,202,188,1650,732,1605,612,15578,2190,1699,884,6675,1585,7204,1221,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,96568,6228,48562,3877,5297,1514,215,241,949,876,4133,1086,7673,1409,1439,835,2250,834,3984,1038,32294,2635,1559,814,10164,1999,20571,2407,27819,2397,1417,768,7720,1785,18682,2207,4475,1488,142,204,2444,1287,1889,905,3298,993,270,201,735,556,2293,758,48006,3352,9338,1960,468,395,1357,651,7513,1735,9331,1065,672,375,3482,902,5177,1072,25248,2409,928,602,7490,1556,16830,2059,21805,2315,428,319,6571,1384,14806,1878,3443,1052,500,466,919,641,2024,818,4089,888,252,364,1391,689,2446,672,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1791330,21144,898536,12397,181976,6903,7476,1733,42626,4172,131874,5468,236118,5948,32309,3511,68703,4237,135106,4682,440724,8474,12165,2646,121079,6387,307480,7914,374815,8553,9992,2423,102218,6128,262605,7829,65909,4557,2173,788,18861,2748,44875,3780,39718,3414,4970,1556,16095,2238,18653,2266,892794,12740,205619,7850,6402,1319,46397,3905,152820,6363,258506,5756,29330,3706,84073,4801,145103,4676,392562,6598,10248,1956,114760,6332,267554,6465,323587,7216,6839,1552,94664,6267,222084,6426,68975,5134,3409,1253,20096,3154,45470,3578,36107,3440,5891,1536,13465,2300,16751,2046,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
