GEO_ID,C17020A_001E,C17020A_001M,C17020A_002E,C17020A_002M,C17020A_003E,C17020A_003M,C17020A_004E,C17020A_004M,C17020A_005E,C17020A_005M,C17020A_006E,C17020A_006M,C17020A_007E,C17020A_007M,C17020A_008E,C17020A_008M,C17020A_009E,C17020A_009M,NAME,C17020A_001EA,C17020A_001MA,C17020A_002EA,C17020A_002MA,C17020A_003EA,C17020A_003MA,C17020A_004MA,C17020A_004EA,C17020A_005MA,C17020A_005EA,C17020A_006EA,C17020A_006MA,C17020A_007EA,C17020A_007MA,C17020A_008EA,C17020A_008MA,C17020A_009MA,C17020A_009EA,state
0400000US06,23208414,58056,3486527,51348,1149522,29784,2048464,27959,288541,8569,19721887,70682,4086345,35296,12617185,41697,3018357,11232,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4287901,16448,509464,19087,148513,10312,321045,10808,39906,2897,3778437,20398,813436,11305,2457035,11865,507966,3637,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2731555,10653,216302,11575,55527,5605,133647,7650,27128,2643,2515253,13458,501791,6013,1581684,9670,431778,2804,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,622842,4368,62583,6084,16453,3143,38686,3963,7444,1151,560259,5814,105078,2898,348650,4115,106531,1433,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236314,4267,19083,3646,1550,1039,16695,3041,838,399,217231,5070,26136,1349,167485,4170,23610,679,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14478594,23644,2069349,32626,542110,16950,1249793,20290,277446,9512,12409245,35976,2132808,18218,7491979,24908,2784458,9225,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5869835,16252,811800,26341,242482,13230,496885,15451,72433,4606,5058035,29576,1090663,13142,3197784,18518,769588,5201,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,332789,3157,37471,3984,8004,1894,26686,2823,2781,695,295318,5314,38338,2340,206483,3635,50497,987,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1431667,6996,216022,12622,72511,6934,124180,6858,19331,2618,1215645,12497,299411,7076,734730,6723,181504,2817,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9165273,23898,982123,26270,285976,13231,600136,14896,96011,4352,8183150,30715,1726865,15052,5200725,17589,1255560,6210,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
