GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,NAME,B25087_001MA,B25087_001EA,B25087_002EA,B25087_002MA,B25087_003EA,B25087_003MA,B25087_004MA,B25087_004EA,B25087_005MA,B25087_005EA,B25087_006MA,B25087_006EA,B25087_007EA,B25087_007MA,B25087_008EA,B25087_008MA,B25087_009MA,B25087_009EA,B25087_010MA,B25087_010EA,B25087_011MA,B25087_011EA,B25087_012EA,B25087_012MA,B25087_013EA,B25087_013MA,B25087_014MA,B25087_014EA,B25087_015MA,B25087_015EA,B25087_016MA,B25087_016EA,B25087_017MA,B25087_017EA,B25087_018EA,B25087_018MA,B25087_019EA,B25087_019MA,B25087_020MA,B25087_020EA,B25087_021MA,B25087_021EA,B25087_022EA,B25087_022MA,B25087_023EA,B25087_023MA,B25087_024EA,B25087_024MA,B25087_025MA,B25087_025EA,B25087_026MA,B25087_026EA,B25087_027EA,B25087_027MA,B25087_028MA,B25087_028EA,B25087_029EA,B25087_029MA,state
0400000US06,6781817,25470,5013594,26823,1364,474,4128,901,13494,1692,21246,1980,34618,2117,55576,3261,72663,3785,100611,5066,117846,4515,390667,9027,476852,10534,1010795,13564,868593,12912,630186,10101,1214955,16843,1768223,13924,27972,2516,39131,2498,69142,3175,104478,5038,135325,5275,148932,5567,146701,4943,272096,7022,224410,6550,157334,5583,442702,8063,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278158,11129,945039,10533,375,246,909,373,3451,687,8117,1284,13524,1539,18987,2320,25184,2230,37659,3198,44293,3179,140117,5302,151198,5385,246271,7176,126354,5605,63974,3714,64626,3648,333119,5691,2934,752,7320,1051,13502,1386,24573,1932,35533,2420,41878,2688,41320,2343,65607,3050,39378,2795,24823,2402,36251,2490,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,908452,7756,642602,8945,237,254,393,309,790,360,1779,544,2158,587,3382,876,6151,1128,8267,1107,10850,1368,47388,2882,69441,3971,163320,6046,131362,5344,77400,3592,119684,3617,265850,5449,646,282,338,238,958,493,1192,421,2157,648,3389,690,4309,797,14215,1463,26463,2126,37129,2723,175054,4248,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,241050,3609,168064,4422,0,182,114,108,1234,425,1394,455,2657,746,3577,861,4190,854,6104,1126,7149,1262,26084,2007,29738,2673,46128,2936,20970,1833,10515,1597,8210,1090,72986,2939,388,296,1485,372,2800,629,6126,895,6502,966,8045,1443,8543,1150,13957,1700,9196,1150,6362,982,9582,1026,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110681,3549,87104,3340,0,197,39,64,47,79,758,389,463,386,757,306,1010,331,1273,654,1626,505,6633,1034,7113,1274,15894,1988,15144,1604,9627,1214,26720,2213,23577,2090,314,199,255,232,506,281,1118,441,905,375,2060,519,1584,427,3939,792,2858,786,1528,504,8510,1219,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4724428,21345,2888716,18233,1246,490,5450,1217,14673,1802,33656,2748,64182,3953,98082,5009,131923,5491,170861,6318,178741,6331,454884,9751,414786,10319,599536,11751,321814,9300,172301,6158,226581,8479,1835712,18176,30069,2566,59496,3690,97356,5173,124336,5018,148772,5777,157821,6510,162131,5992,297031,7652,228532,7588,161096,5190,369072,8578,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2248702,19411,1560580,18192,395,426,3365,946,8427,1536,16903,1987,33278,2820,58283,4187,79120,4469,101079,4923,110872,5294,288941,7602,246180,9801,307540,10095,150079,5787,72379,4351,83739,4735,688122,12099,6978,1296,21795,2169,42961,3366,69402,3463,82104,4786,80981,4217,81157,4598,118001,4783,71825,3990,43024,2882,69894,3656,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254770,4107,172799,4553,0,177,244,206,756,474,999,367,1223,414,1571,554,1785,490,2425,664,3493,836,9950,1323,13434,1759,34545,2360,32719,2399,25325,2175,44330,2919,81971,3305,1615,740,1717,583,2794,701,4710,1252,4536,943,6507,1184,6164,1013,11393,1369,13217,1431,9393,1235,19925,1777,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398671,5979,270378,6063,41,70,741,351,2071,656,4262,989,8249,1319,15350,2113,19065,2298,21201,2411,24268,2368,57541,3717,41708,3249,46114,3271,15689,1845,6397,1242,7681,1603,128293,4525,2649,799,5396,969,9978,1368,18286,1754,19018,1992,19258,1872,14001,1650,17585,1700,8764,1355,5252,1279,8106,1154,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3177104,16645,2153509,15842,252,167,2228,615,7502,1106,20573,1848,41644,2623,58182,2847,75510,3771,87465,4080,96130,4260,278955,8149,284527,6910,495269,7643,318995,7158,171629,6662,214648,5927,1023595,11279,4317,719,12847,1455,28363,1734,45184,2591,57752,2537,72049,2953,78913,3975,150035,4420,138816,5020,122761,4594,312558,7413,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
