GEO_ID,C27001D_001E,C27001D_001M,C27001D_002E,C27001D_002M,C27001D_003E,C27001D_003M,C27001D_004E,C27001D_004M,C27001D_005E,C27001D_005M,C27001D_006E,C27001D_006M,C27001D_007E,C27001D_007M,C27001D_008E,C27001D_008M,C27001D_009E,C27001D_009M,C27001D_010E,C27001D_010M,NAME,C27001D_001MA,C27001D_001EA,C27001D_002EA,C27001D_002MA,C27001D_003EA,C27001D_003MA,C27001D_004EA,C27001D_004MA,C27001D_005MA,C27001D_005EA,C27001D_006MA,C27001D_006EA,C27001D_007MA,C27001D_007EA,C27001D_008EA,C27001D_008MA,C27001D_009EA,C27001D_009MA,C27001D_010EA,C27001D_010MA,state
0400000US18,107425,3777,22097,2410,19134,2308,2963,1193,79490,2422,62188,3230,17302,2451,5838,1146,5426,1109,412,324,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56248,2203,13544,1255,12336,1150,1208,742,39711,1580,33450,1904,6261,1390,2993,678,2789,650,204,191,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,70475,2639,17104,1618,16233,1641,871,463,48709,1995,39725,2186,8984,1494,4662,801,4349,875,313,271,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,54507,3041,16165,1541,14352,1596,1813,847,35749,2168,28010,2081,7739,1665,2593,436,2593,436,0,181,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,71842,2466,17315,1409,15561,1539,1754,737,49191,2077,32984,2540,16207,2128,5336,939,5128,928,208,204,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14414,1392,3959,815,3681,819,278,204,9463,1079,7507,1100,1956,816,992,373,890,331,102,167,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,337752,4343,73682,2442,68636,2709,5046,1238,230978,2815,193474,4319,37504,3763,33092,911,31256,1067,1836,596,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,380600,3971,84500,1975,83954,1955,546,322,268052,2864,255565,3415,12487,2395,28048,1076,27352,1062,696,389,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,247697,4125,60122,2598,56450,2616,3672,1206,169258,2692,144129,3469,25129,3511,18317,921,17062,943,1255,485,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,226570,3500,65829,2553,63005,2761,2824,951,149184,2348,130495,3316,18689,2580,11557,778,11169,867,388,355,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23687,2439,4885,1168,4584,1190,301,252,17182,1825,11132,1439,6050,1750,1620,789,1514,733,106,169,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,101859,3325,23160,2119,21798,2122,1362,648,71812,2589,57982,2713,13830,2292,6887,597,6643,712,244,250,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6389,1149,1010,423,968,433,42,80,4475,910,2907,982,1568,579,904,407,757,314,147,260,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36549,1791,8982,902,8534,941,448,316,25289,1298,21508,1558,3781,1180,2278,442,2139,482,139,156,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,206504,5244,40074,2655,35286,2862,4788,1699,141540,3216,109370,4332,32170,3892,24890,1065,23244,1002,1646,810,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29743,1915,6962,1133,6381,1046,581,545,20619,1421,17594,1289,3025,1143,2162,762,1449,672,713,581,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,773525,5832,180896,3149,167239,3531,13657,2567,525394,4130,433601,6822,91793,5975,67235,1007,59551,1885,7684,1473,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27019,1739,5282,1092,5154,1108,128,193,19389,1183,15650,1276,3739,1130,2348,314,2348,314,0,185,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1493818,8291,295876,4405,277045,5166,18831,3063,1052783,5451,838863,10154,213920,8909,145159,1966,138354,2592,6805,1849,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,225616,4269,56852,2357,49874,2608,6978,1731,154845,2965,119247,4042,35598,3645,13919,1404,12717,1464,1202,574,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6437,863,1246,581,1217,570,29,52,4328,840,4104,809,224,209,863,477,863,477,0,141,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,200115,4313,44232,2909,42003,3061,2229,823,139318,2791,119285,3257,20033,2550,16565,1319,15422,1333,1143,526,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,69431,2340,16403,1166,14115,1359,2288,914,48114,1721,36979,2289,11135,1626,4914,522,4626,511,288,291,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,148774,4124,30879,2538,29489,2581,1390,672,104712,2697,89468,3177,15244,2187,13183,829,12669,854,514,339,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,367408,5268,84312,3122,79614,3133,4698,1276,255714,3309,211016,4671,44698,3925,27382,1312,26770,1331,612,367,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33658,1427,8121,661,7604,699,517,335,23532,1087,18738,1389,4794,1022,2005,370,1897,398,108,141,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,59021,2297,13604,1189,11994,1172,1610,719,41204,2003,30663,2329,10541,1877,4213,847,2993,729,1220,613,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9288,1189,2493,477,2285,531,208,276,6436,871,4657,1068,1779,960,359,227,359,227,0,147,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,95796,3129,22928,1767,19812,1788,3116,1357,65223,2215,51620,2112,13603,2515,7645,1001,7220,1021,425,225,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1046699,8751,252403,5746,222050,6157,30353,3974,716130,4671,534343,8968,181787,9332,78166,2250,70765,2801,7401,1757,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62364,2857,14828,1938,13665,1928,1163,620,42332,1670,35473,1906,6859,1356,5204,506,5204,506,0,181,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8222,770,2065,386,1964,387,101,117,5723,613,5142,609,581,293,434,221,434,221,0,143,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,466380,6227,108605,3448,99866,3684,8739,1750,319005,4302,255746,5998,63259,5566,38770,1238,36215,1377,2555,892,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,504855,6618,103084,4139,96947,4291,6137,1820,349595,4429,287748,6149,61847,4983,52176,1326,50103,1697,2073,842,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12079,1205,2425,675,2356,680,69,69,8692,1124,6945,1031,1747,649,962,469,962,469,0,182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,135242,3433,40651,1969,38050,2293,2601,1002,88411,2056,73203,2948,15208,2343,6180,882,5609,852,571,296,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5637,1103,1777,657,1661,668,116,133,3365,709,3229,731,136,112,495,413,495,413,0,185,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13146,2898,2988,1199,2988,1199,0,214,9062,2047,7297,1827,1765,972,1096,546,1096,546,0,214,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,58424,2982,14459,1396,13132,1473,1327,653,39605,2005,32033,2216,7572,1751,4360,998,4069,992,291,270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42429,2212,11069,1440,8462,1630,2607,1979,27770,1158,19833,1926,7937,1690,3590,381,3531,377,59,90,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,188659,4048,41175,2475,36099,2874,5076,1994,129823,2631,105466,4210,24357,3533,17661,1017,16585,1193,1076,616,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39398,1934,9863,1243,8397,1395,1466,891,27341,1448,21494,1715,5847,1316,2194,792,2086,808,108,136,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
