GEO_ID,B14007A_001E,B14007A_001M,B14007A_002E,B14007A_002M,B14007A_003E,B14007A_003M,B14007A_004E,B14007A_004M,B14007A_005E,B14007A_005M,B14007A_006E,B14007A_006M,B14007A_007E,B14007A_007M,B14007A_008E,B14007A_008M,B14007A_009E,B14007A_009M,B14007A_010E,B14007A_010M,B14007A_011E,B14007A_011M,B14007A_012E,B14007A_012M,B14007A_013E,B14007A_013M,B14007A_014E,B14007A_014M,B14007A_015E,B14007A_015M,B14007A_016E,B14007A_016M,B14007A_017E,B14007A_017M,B14007A_018E,B14007A_018M,B14007A_019E,B14007A_019M,NAME,B14007A_001MA,B14007A_001EA,B14007A_002EA,B14007A_002MA,B14007A_003EA,B14007A_003MA,B14007A_004EA,B14007A_004MA,B14007A_005MA,B14007A_005EA,B14007A_006MA,B14007A_006EA,B14007A_007EA,B14007A_007MA,B14007A_008EA,B14007A_008MA,B14007A_009EA,B14007A_009MA,B14007A_010MA,B14007A_010EA,B14007A_011MA,B14007A_011EA,B14007A_012MA,B14007A_012EA,B14007A_013EA,B14007A_013MA,B14007A_014EA,B14007A_014MA,B14007A_015MA,B14007A_015EA,B14007A_016MA,B14007A_016EA,B14007A_017MA,B14007A_017EA,B14007A_018EA,B14007A_018MA,B14007A_019EA,B14007A_019MA,state
0400000US18,5320653,9629,1391395,11274,83706,4422,64260,3419,71404,3559,69683,4146,68803,3640,71506,3425,69892,3829,75682,4237,70073,3957,69902,4034,71310,4001,76841,3537,71735,3462,64107,2847,330852,7512,61639,4364,3929258,10157,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2719995,6394,709687,6751,48363,2842,36110,2566,33510,2095,34372,1942,34402,1914,36122,2281,38642,2289,33879,2271,36602,2710,33772,2609,33714,2158,38219,2141,34763,2349,35601,2110,172391,5012,29225,2304,2010308,6874,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2374663,7283,650340,7411,43682,2778,35156,2729,32188,2932,34970,2328,28915,2595,31862,2264,31461,2227,34011,2591,32144,2447,33018,2701,32305,2647,32035,2274,34699,1982,32238,2215,151799,4404,29857,2809,1724323,7334,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3716596,6790,922865,9663,57120,4160,51500,3326,47416,3083,43573,2751,45599,3242,44121,3144,46932,3061,51840,3032,48697,3637,50887,2803,48834,2636,49138,2596,42115,2335,48986,2811,205068,7365,41039,3090,2793731,10401,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2791144,7336,677151,6631,45251,3186,34780,3314,37498,3372,30065,2502,34266,2772,34110,3038,36813,3186,36625,3002,35592,3263,38903,3537,34040,2548,34217,2647,32238,2084,31041,2559,147127,5581,34585,3555,2113993,9063,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1230390,2027,280484,4875,15630,1652,13632,1638,13360,1816,15106,1652,13131,1392,12414,1364,13779,1675,12135,1395,14105,1630,13481,1740,14299,1628,15578,1480,14334,1472,18637,1863,66679,3192,14184,2075,949906,5124,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3312581,12633,810779,8992,50828,3090,38666,2609,39745,2976,37374,2712,37733,2619,35866,2753,38068,2774,39017,2816,34061,2726,37014,2798,38986,2643,40249,2558,41188,2535,43175,2830,194781,6846,64028,3966,2501802,11113,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5177479,13331,1304233,10560,84635,4616,53755,3115,55589,3265,52782,3017,57501,3210,57771,3550,60759,3760,60693,3454,59731,3517,65392,4046,63558,3151,65944,2739,61336,2863,63499,3643,341756,6778,99532,5244,3873246,13280,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7603890,8825,1961149,10414,105635,3945,94534,3823,86893,3704,92062,3951,88743,3686,95451,4226,96030,3933,96659,3065,98091,4766,100181,4239,99822,4176,106508,3738,104533,3624,100585,3897,502190,8202,93232,4769,5642741,10776,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4446675,7299,1117670,7448,77994,3345,55695,2916,53761,2595,56480,3319,55777,2921,55690,2385,55680,2567,52942,2793,53442,2746,54771,2570,56746,2919,54298,2264,55033,2564,63527,2827,263846,6205,51988,2947,3329005,9003,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1711812,5255,427200,7552,22023,2241,21862,2381,20324,2393,23873,2689,23240,2733,21242,2095,19889,2373,23179,2013,23011,2200,23259,2588,24968,2487,18670,1712,18922,2055,21890,2262,105566,5357,15282,2066,1284612,7127,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4818611,7536,1204099,10800,73180,3389,57689,4054,57570,3010,60945,3281,59642,3297,62926,3706,58572,3287,61300,3769,64665,3377,64270,3989,57734,3505,66741,3178,62712,2817,57049,3035,278333,8839,60771,3858,3614512,11790,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,868379,2186,197014,3966,11746,1617,11440,1570,11461,1350,9303,1210,9870,1357,10691,1299,9137,1214,8143,1142,9847,1273,11247,1471,9349,1167,10560,1107,11029,1214,9812,1170,44104,3080,9275,1539,671365,4005,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1569012,5226,426725,5325,28578,2199,21350,1660,23832,1816,18207,1592,19860,1798,21777,1837,20433,2035,21620,1565,19341,1250,22938,1630,21141,1504,21356,1493,20031,1244,21953,1581,100969,3786,23339,2230,1142287,6127,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1859927,11942,433123,6287,19594,2194,24370,2641,24524,2559,23302,2203,22582,2272,22034,2631,22744,2256,22329,1959,20903,2346,23477,2763,23557,2472,23899,2290,23374,2057,24748,2335,92154,4740,19532,2021,1426804,12091,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1208311,2886,296409,4647,17507,1784,13900,1678,12049,1786,14602,1714,13603,1577,12502,1470,14345,1607,14263,1916,14897,1696,16375,1782,16487,1703,17048,1579,16468,1582,13523,1725,72484,3368,16356,1850,911902,4497,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5926713,20399,1463763,13593,106188,4695,71824,3713,67697,4302,69610,4036,71251,4090,71794,3574,76133,3848,76674,4358,73144,3744,75633,3776,78462,3842,77459,3420,81866,4122,80163,4023,308864,8116,77001,4550,4462950,16717,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1446837,12464,384200,8371,19748,2430,20051,2367,17367,1820,19508,1969,21442,2589,18676,2223,18731,2152,18584,2055,17624,2308,16996,2185,18192,2252,17824,1892,17011,1717,23167,2499,98803,5303,20476,2023,1062637,11391,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12375004,29891,3018810,18766,192530,5920,137396,4915,131519,5138,134345,5129,143022,4424,143368,4861,140570,4249,140855,4950,144330,5458,148681,5239,150950,4936,152186,5298,158769,5084,156481,5758,742532,10724,201276,6874,9356194,23842,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6593073,17249,1607704,12973,92114,5161,83737,4917,77142,5117,74693,3635,82134,4303,85772,4183,86700,4780,80957,4316,78512,3928,81287,4500,73510,3892,81586,4338,79186,3861,80806,4142,395104,10197,74464,4653,4985369,18704,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,604513,1728,150606,3291,9137,1345,8857,1558,6412,981,6509,1075,7141,1107,6932,1179,5960,938,5693,904,7867,1147,6328,1022,7415,901,6044,928,7373,830,8106,1103,45060,2643,5772,1052,453907,3144,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9247039,7865,2328255,15533,138935,5872,111734,5946,107116,4732,110963,4724,112908,3940,115856,4926,119674,4267,115590,4954,120228,5027,122213,4722,121384,5166,124948,4691,118106,4606,124511,4671,553665,11964,110424,4647,6918784,13565,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2707920,8583,651406,7104,41084,2443,38072,2302,34452,2068,33199,1904,33640,1967,36437,2463,30478,1951,35022,2384,35138,1993,33343,2053,35007,1852,31501,1904,29475,1875,31984,2533,146391,4907,26183,2454,2056514,8210,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3221398,10924,780783,11284,44706,3274,40149,3540,36628,2987,37834,2755,37347,2843,38157,3056,37439,2741,37530,2902,36157,3267,37451,3148,40430,2884,38156,2597,39099,2976,36473,3185,203260,8024,39967,3441,2440615,11334,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10153266,12573,2363685,13598,152491,4104,106729,4358,110253,4007,110925,4574,114559,4444,114204,4295,116035,4321,116615,4386,122139,4944,121567,4884,116473,4167,122006,3771,128887,3770,119379,4242,565166,9681,126257,5101,7789581,15247,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,834869,6158,207261,4565,12250,1701,8782,1440,7751,1242,6949,1011,8550,1393,8673,1380,11020,1723,9215,1503,9499,1862,8319,1420,10002,1531,9877,1453,9838,1319,10159,1405,63317,3397,13060,2073,627608,6152,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3068231,8305,722846,7672,40999,2768,40268,3357,35717,2945,38844,3167,36010,2815,33997,2620,36533,2944,38401,2776,38174,3224,34274,2533,36609,3309,36836,2685,35243,2031,33365,2837,172300,5935,35276,2983,2345385,10101,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,685680,2715,171679,3201,10236,1169,8121,1118,9292,1300,7542,1053,8038,1135,9657,1252,8429,934,8569,1338,9455,1265,7236,1105,7815,995,8636,969,9400,1118,9582,1220,40714,2576,8957,1685,514001,3600,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4876132,9551,1155602,11348,66480,3527,60621,3814,59720,3563,56385,3680,62933,3205,59476,3467,61103,3562,61194,3732,62121,4203,58533,3921,64201,3287,60074,3445,58124,3269,61343,3581,250746,7884,52548,3500,3720530,11579,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18741994,47975,5274138,34292,334209,10704,300187,8484,290407,7502,286025,10859,273805,8693,281021,9509,294101,10058,285583,8681,284876,7436,282060,9291,280352,8890,268924,7070,260950,7003,276443,8061,1089118,18917,186077,8676,13467856,34840,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2387368,9582,807779,9261,51584,3006,42250,2706,39739,2720,44763,2826,44788,2676,39486,2951,42334,2470,42831,2670,43125,2823,41256,2672,40349,2596,37988,2054,37684,2268,37658,2777,190685,5754,31259,2961,1579589,9715,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,580002,1224,143351,2171,9031,1039,5277,959,6246,814,5832,756,5457,946,7287,863,7093,1028,6380,908,6889,868,6341,884,5741,708,8198,913,8262,933,6859,1068,40019,1775,8439,987,436651,2263,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5474492,13099,1381198,10655,83503,3742,62926,3743,65878,4027,62733,3402,70494,3202,63259,3418,69668,3767,68036,3964,63508,3313,63889,3944,65676,3609,68298,3350,68260,3028,69149,3848,342334,8196,93587,4798,4093294,14772,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5227218,12270,1238662,13414,72761,3757,60936,3638,57817,3635,60689,3822,62665,3527,58897,3366,63492,3114,62364,3384,69646,3215,61020,3390,67838,3853,62724,3013,63588,3561,70491,4513,289396,8432,54338,3894,3988556,13256,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1684601,3297,380392,5209,21021,2262,17890,2072,20410,2058,18539,1882,20707,2401,18871,1700,19428,1979,20339,1969,17459,2060,22244,2070,18958,1675,19846,1655,19567,1582,19186,2079,89026,3937,16901,2006,1304209,5476,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4809099,8809,1213646,9472,66993,2828,67687,3655,57732,3258,59517,2916,55565,3031,57985,2642,58870,2948,56821,2287,56970,2851,60578,3189,56992,3062,61922,2549,65178,2791,65199,2763,310455,6540,55182,3637,3595453,8654,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,504853,3148,135349,3131,9752,1241,5972,1045,6834,1010,6761,1077,6576,1247,6182,1025,5885,922,6870,1214,7617,1289,4933,973,7548,1117,6557,1024,5981,738,7138,1175,34601,2305,6142,1184,369504,3227,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2452030,22821,669180,10794,38317,3132,31672,3109,31864,2857,32921,3152,32562,3286,32090,3093,32810,2510,32018,2973,37841,3210,37491,2876,35663,2679,32625,2340,33092,2842,39689,3143,163034,6866,25491,2949,1782850,17047,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3224034,7575,768194,7391,40279,3273,40735,3415,41016,2859,36341,3236,43378,3359,37221,2897,38300,2845,42555,3394,42388,3079,38712,2775,41282,2914,40374,3038,39697,2696,39534,2485,174543,6246,31839,2964,2455840,9199,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,468254,2384,117892,3672,6623,1281,5998,1100,5734,1156,5443,1316,6245,1178,5450,918,4466,950,5971,1095,5932,1046,4936,961,5419,924,6009,866,5892,883,6140,1030,27377,2654,10257,1846,350362,3913,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4981010,17990,1292238,15629,53224,3978,62038,4040,66710,4175,67098,4251,66519,4164,66621,4135,68970,4398,67034,3848,65201,4518,66400,4484,63125,4575,68871,4200,62273,4061,70275,4737,315687,8811,62192,4347,3688772,16940,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2226364,5913,539431,7501,32534,2686,28176,2877,30534,2515,29236,2307,29976,2903,26458,2151,27325,2207,29944,2147,28750,2619,25921,2737,28487,2431,26898,2582,26849,2380,27389,2469,120271,5211,20683,2604,1686933,7280,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
