GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001EA,B08011_001MA,B08011_002EA,B08011_002MA,B08011_003MA,B08011_003EA,B08011_004EA,B08011_004MA,B08011_005EA,B08011_005MA,B08011_006EA,B08011_006MA,B08011_007EA,B08011_007MA,B08011_008MA,B08011_008EA,B08011_009MA,B08011_009EA,B08011_010EA,B08011_010MA,B08011_011EA,B08011_011MA,B08011_012EA,B08011_012MA,B08011_013EA,B08011_013MA,B08011_014EA,B08011_014MA,B08011_015EA,B08011_015MA,B08011_016EA,B08011_016MA,B08011_017EA,B08011_017MA,B08011_018EA,B08011_018MA,B08011_019MA,B08011_019EA,B08011_020MA,B08011_020EA,B08011_021EA,B08011_021MA,B08011_022EA,B08011_022MA,B08011_023EA,B08011_023MA,B08011_024EA,B08011_024MA,B08011_025EA,B08011_025MA,B08011_026EA,B08011_026MA,B08011_027EA,B08011_027MA,B08011_028EA,B08011_028MA,B08011_029EA,B08011_029MA,B08011_030MA,B08011_030EA,B08011_031MA,B08011_031EA,B08011_032MA,B08011_032EA,B08011_033EA,B08011_033MA,B08011_034EA,B08011_034MA,B08011_035EA,B08011_035MA,B08011_036MA,B08011_036EA,B08011_037MA,B08011_037EA,B08011_038MA,B08011_038EA,B08011_039EA,B08011_039MA,B08011_040MA,B08011_040EA,B08011_041MA,B08011_041EA,B08011_042MA,B08011_042EA,B08011_043MA,B08011_043EA,B08011_044EA,B08011_044MA,B08011_045EA,B08011_045MA,state
0400000US18,2855891,16079,159361,5929,128467,6256,160955,5942,255400,6190,295228,8171,382642,7466,368233,9058,249880,7445,124699,5712,136727,5727,73207,4805,31287,2404,236364,7661,253441,7528,1506301,11170,110115,4782,86949,4971,99979,4229,158340,4936,163757,5788,192680,5975,162130,5928,114562,4801,51631,3875,60263,4261,31402,3343,14068,1440,123131,5115,137294,5767,1349590,11435,49246,3678,41518,2774,60976,3826,97060,4046,131471,5071,189962,6165,206103,6261,135318,5778,73068,3912,76464,3957,41805,3282,17219,1696,113233,5134,116147,4678,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1458360,8596,68648,3668,55879,3233,75151,3827,127815,5143,166445,5478,228004,6767,225527,6217,122533,4853,53775,2928,63327,3344,31213,2854,16569,2318,120510,4869,102964,3621,763930,6605,46312,2762,38547,2805,46001,2440,81810,3658,99727,3962,116589,4980,95405,4741,57450,2932,22309,1892,27269,2388,12344,1624,7648,1561,58961,3418,53558,3222,694430,6432,22336,2146,17332,1590,29150,2329,46005,3111,66718,3254,111415,3927,130122,4218,65083,3557,31466,2154,36058,2762,18869,2233,8921,1283,61549,3359,49406,3517,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1332275,10023,51400,3314,40004,2741,62722,3306,97732,4511,139495,4922,206630,7032,235169,6470,131570,4846,59341,3363,60881,4171,28083,2488,16345,2269,96724,4745,106179,5702,715994,5943,36489,2541,26471,2140,41373,2439,65561,3590,87402,3381,109296,4621,111142,4416,63918,3243,24770,2103,26787,2279,11027,1836,8438,1646,51537,3293,51783,3622,616281,7537,14911,1863,13533,1521,21349,2201,32171,2384,52093,3362,97334,4706,124027,4151,67652,3838,34571,2459,34094,3110,17056,1473,7907,1393,45187,3137,54396,3697,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1789062,13346,83154,4476,72287,3889,95897,4627,155087,6239,188707,5644,267593,6934,238796,6674,158958,5480,80400,3921,85963,4557,42600,3395,23119,2739,140806,5420,155695,6397,935280,9665,58035,3882,52256,3505,60839,3755,91658,4824,104163,4450,130305,4931,100629,4120,71455,3967,33551,2632,38603,2700,19261,2361,11327,2004,76977,4319,86221,4524,853782,8298,25119,2253,20031,1973,35058,3093,63429,3655,84544,3781,137288,4843,138167,4852,87503,4198,46849,2766,47360,3172,23339,2321,11792,1715,63829,3879,69474,4712,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1918744,12717,126271,6299,90554,4395,114265,6209,189371,7056,213531,7131,307384,9200,248829,8116,174034,7412,72557,4688,86703,5396,49710,3969,19276,2687,107621,6232,118638,6923,1008613,8629,94704,5165,67145,4053,81348,5346,123809,6391,115344,5170,146666,6528,99792,4975,79005,4498,26108,2332,37167,3467,21726,2663,9070,1886,46908,3732,59821,5196,910131,9019,31567,3133,23409,2382,32917,2880,65562,4334,98187,5511,160718,5850,149037,5999,95029,4878,46449,3988,49536,3347,27984,2740,10206,1785,60713,4647,58817,4160,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,598598,6972,32115,2503,27565,2584,32433,2444,58330,3430,68400,3865,90774,4310,78024,3826,54331,3720,28827,2513,26777,2161,14604,1686,8468,1293,44286,3120,33664,2721,307734,4364,23128,1879,20145,2370,23034,2096,38126,2803,36715,2697,42265,2850,32523,2168,24522,2226,10733,1453,10713,1445,5888,1182,3451,756,20306,2008,16185,1817,290864,4912,8987,1531,7420,1143,9399,1358,20204,1957,31685,2284,48509,2966,45501,2723,29809,2645,18094,1773,16064,1671,8716,1205,5017,1033,23980,2075,17479,1829,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2787912,14245,116249,5555,117682,5326,142153,6394,269668,8088,278011,8836,406993,9958,312352,9050,338619,8590,174061,5316,195645,7254,77346,4154,38113,3064,165062,7307,155958,5850,1423436,9261,84790,4850,83161,4516,89227,4610,157442,6034,141659,6207,199914,7440,139151,5611,148683,6242,75290,3755,91799,4657,37943,2882,19230,2077,79445,5089,75702,3983,1364476,10586,31459,2768,34521,2842,52926,3526,112226,5653,136352,5840,207079,7374,173201,6038,189936,5972,98771,4339,103846,4770,39403,3167,18883,2078,85617,5447,80256,4832,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3136643,18459,90560,4340,92700,4942,125545,5560,259849,7601,301371,9220,457036,11486,389176,8771,433580,9869,211373,7326,226108,8139,91651,4721,43095,3206,238686,7072,175913,7171,1594045,12295,64933,3675,64314,3532,82577,4337,158888,5862,164774,5919,227602,7516,175085,6271,199478,7735,88534,5045,106894,4580,39870,3449,17655,2107,113562,5761,89879,5659,1542598,11308,25627,2840,28386,2814,42968,3393,100961,4552,136597,5619,229434,7234,214091,6169,234102,6955,122839,5438,119214,6104,51781,3117,25440,2533,125124,5519,86034,3922,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4036961,18141,165952,4805,140114,5597,188550,5924,322849,7276,396447,8584,543205,10216,528867,10219,411670,9297,227582,6385,246585,8166,120370,5376,58859,3584,352087,8835,333824,7310,2090262,11625,113201,4292,99211,4112,123977,4873,195846,5408,224739,6736,283981,7304,239567,6486,188589,5975,97085,3869,106435,5359,47420,2985,24290,2227,176950,6130,168971,4945,1946699,13765,52751,3192,40903,2753,64573,3224,127003,4760,171708,5133,259224,6918,289300,7021,223081,5731,130497,4788,140150,5540,72950,4284,34569,2523,175137,6286,164853,5401,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2591196,13501,100407,4710,92482,4027,133567,4852,219253,5926,286012,6219,396063,7733,370048,7595,255762,7423,122065,4585,138740,5864,63229,4150,31433,2872,208224,5156,173911,5793,1355377,9421,68577,3507,64099,3087,85977,3600,129413,4433,158990,4319,194818,4718,171093,5465,124256,5270,52733,3087,65229,4002,27699,2678,14373,1827,104665,4271,93455,4185,1235819,8688,31830,2434,28383,2202,47590,2882,89840,3866,127022,3996,201245,5405,198955,4630,131506,4711,69332,3300,73511,3761,35530,2831,17060,2207,103559,3483,80456,3958,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1150196,11850,70420,4177,49971,3887,63635,3906,124625,5947,144617,6243,178511,7233,152972,5803,92977,5983,32747,2711,48261,4215,24124,2694,11356,2005,73098,4989,82882,4759,598550,8837,50254,3629,35916,3215,42772,3013,76563,4648,77219,4631,79163,4676,62288,3719,46248,4290,12209,1746,20114,2721,9930,1991,6553,1509,36949,3509,42372,3558,551646,7836,20166,2131,14055,1905,20863,2296,48062,3603,67398,4222,99348,4930,90684,4640,46729,3592,20538,2222,28147,2857,14194,2052,4803,1175,36149,3245,40510,3344,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2614036,15383,112991,4519,100052,4559,133977,5959,244189,8068,282965,7803,398489,9869,354631,7923,253510,8961,112266,5019,133656,6224,69039,4601,30508,2627,185604,5991,202159,7146,1343230,11585,75135,3594,66565,3440,85649,4525,147682,5857,151795,5780,190535,6435,157342,5614,116571,5811,44402,2950,60851,3922,27720,2913,14852,1979,91952,4439,112179,5298,1270806,9972,37856,2688,33487,2809,48328,3228,96507,4623,131170,5565,207954,6007,197289,5871,136939,5128,67864,3751,72805,4641,41319,3243,15656,2030,93652,3921,89980,4541,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,444232,5896,16960,1744,11454,1763,17848,2194,25647,2444,41608,2097,64422,3545,93848,4400,50040,3671,24783,2431,25629,2359,14291,1873,5315,1081,25804,2552,26583,2460,236476,4278,11680,1584,8108,1289,10993,1602,17329,2128,27170,1810,36825,2520,44867,2879,23694,2321,9524,1409,11258,1487,5593,1380,1892,690,12492,1652,15051,1961,207756,4003,5280,836,3346,917,6855,1206,8318,1205,14438,1520,27597,2230,48981,2902,26346,2211,15259,1704,14371,1681,8698,1247,3423,794,13312,1813,11532,1391,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,900483,6472,32741,2493,25013,2106,43953,2681,69693,3697,95536,3632,143124,5255,159989,5616,83840,4197,36254,2439,39780,2648,17456,1492,10193,1729,71257,4367,71654,3934,478502,4390,21171,1832,16364,1841,26582,2077,45009,3072,57500,2500,77520,3501,76630,4201,39504,2982,13905,1805,17586,2007,7864,1145,3920,1019,37518,3264,37429,2938,421981,4770,11570,1555,8649,1173,17371,1501,24684,2038,38036,2358,65604,3288,83359,3648,44336,2850,22349,1511,22194,1856,9592,1174,6273,1367,33739,2494,34225,2883,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
