GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001MA,B06003_001EA,B06003_002MA,B06003_002EA,B06003_003EA,B06003_003MA,B06003_004EA,B06003_004MA,B06003_005EA,B06003_005MA,B06003_006MA,B06003_006EA,B06003_007MA,B06003_007EA,B06003_008MA,B06003_008EA,B06003_009EA,B06003_009MA,B06003_010EA,B06003_010MA,B06003_011EA,B06003_011MA,B06003_012MA,B06003_012EA,B06003_013MA,B06003_013EA,B06003_014EA,B06003_014MA,B06003_015EA,B06003_015MA,state
0400000US01,4822023,-555555555,2336291,3772,2485732,3772,3385694,20754,1633380,12219,1752314,12692,1235686,19844,602716,11593,632970,11611,36964,3462,18250,2405,18714,2341,163679,5759,81945,4046,81734,3981,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,731449,-555555555,381094,1702,350355,1702,295280,6705,153960,4314,141320,4481,367622,7475,194404,4635,173218,4746,16234,2019,8518,1521,7716,1574,52313,4402,24212,2172,28101,2825,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6553255,-555555555,3260687,2638,3292568,2638,2523007,24289,1284746,15322,1238261,15096,3081201,23733,1520390,16149,1560811,13681,73120,4615,37578,3048,35542,3439,875927,16628,417973,10812,457954,9185,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949131,-555555555,1449265,3205,1499866,3205,1814554,17083,896907,9383,917647,11071,987189,18690,477251,10629,509938,11240,18223,2699,8077,1619,10146,2047,129165,5497,67030,3964,62135,3195,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38041430,-555555555,18917773,4374,19123657,4374,20694070,56629,10411513,36162,10282557,33435,6592525,41084,3289007,25008,3303518,26784,454003,13620,234563,8351,219440,8707,10300832,51482,4982690,30236,5318142,30882,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5187582,-555555555,2601370,3232,2586212,3232,2181348,21586,1096793,14685,1084555,12233,2419554,20406,1212126,13371,1207428,12151,80322,5664,41278,3484,39044,3579,506358,13180,251173,7994,255185,7698,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590347,-555555555,1749806,1927,1840541,1927,1981537,18258,976518,11930,1005019,9582,983786,15094,467551,9111,516235,9368,129603,6199,62789,3697,66814,4349,495421,13278,242948,8667,252473,7022,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917092,-555555555,444691,881,472401,881,412055,8718,207268,4985,204787,6207,412709,9026,193090,5437,219619,6083,14831,2124,7699,1556,7132,1410,77497,4814,36634,2730,40863,3025,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,632323,-555555555,299036,318,333287,318,234515,6396,112350,3931,122165,4193,297298,7566,137290,4250,160008,4645,10187,1765,4972,1290,5215,1170,90323,4771,44424,2857,45899,3005,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19317568,-555555555,9441001,6373,9876567,6373,6890682,39139,3456807,24902,3433875,25606,8052406,40532,3910961,25907,4141445,25990,627344,20236,306617,10778,320727,12215,3747136,32291,1766616,20063,1980520,19324,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
