GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001MA,B08528_001EA,B08528_002EA,B08528_002MA,B08528_003MA,B08528_003EA,B08528_004MA,B08528_004EA,B08528_005EA,B08528_005MA,B08528_006EA,B08528_006MA,B08528_007MA,B08528_007EA,B08528_008MA,B08528_008EA,B08528_009MA,B08528_009EA,B08528_010MA,B08528_010EA,B08528_011EA,B08528_011MA,B08528_012MA,B08528_012EA,B08528_013MA,B08528_013EA,B08528_014MA,B08528_014EA,B08528_015MA,B08528_015EA,B08528_016MA,B08528_016EA,B08528_017EA,B08528_017MA,B08528_018EA,B08528_018MA,B08528_019MA,B08528_019EA,B08528_020MA,B08528_020EA,B08528_021MA,B08528_021EA,B08528_022EA,B08528_022MA,B08528_023EA,B08528_023MA,B08528_024MA,B08528_024EA,B08528_025MA,B08528_025EA,B08528_026EA,B08528_026MA,B08528_027MA,B08528_027EA,B08528_028EA,B08528_028MA,B08528_029EA,B08528_029MA,B08528_030MA,B08528_030EA,B08528_031EA,B08528_031MA,B08528_032MA,B08528_032EA,B08528_033EA,B08528_033MA,B08528_034EA,B08528_034MA,B08528_035MA,B08528_035EA,B08528_036MA,B08528_036EA,B08528_037EA,B08528_037MA,B08528_038EA,B08528_038MA,B08528_039EA,B08528_039MA,B08528_040EA,B08528_040MA,B08528_041MA,B08528_041EA,B08528_042EA,B08528_042MA,B08528_043EA,B08528_043MA,B08528_044EA,B08528_044MA,B08528_045EA,B08528_045MA,B08528_046MA,B08528_046EA,B08528_047MA,B08528_047EA,B08528_048MA,B08528_048EA,B08528_049EA,B08528_049MA,B08528_050EA,B08528_050MA,B08528_051MA,B08528_051EA,B08528_052EA,B08528_052MA,B08528_053MA,B08528_053EA,B08528_054MA,B08528_054EA,B08528_055EA,B08528_055MA,B08528_056MA,B08528_056EA,B08528_057EA,B08528_057MA,B08528_058MA,B08528_058EA,B08528_059MA,B08528_059EA,B08528_060EA,B08528_060MA,B08528_061EA,B08528_061MA,B08528_062MA,B08528_062EA,B08528_063MA,B08528_063EA,B08528_064MA,B08528_064EA,B08528_065MA,B08528_065EA,B08528_066EA,B08528_066MA,B08528_067MA,B08528_067EA,B08528_068MA,B08528_068EA,B08528_069MA,B08528_069EA,B08528_070MA,B08528_070EA,state
0400000US06,16425103,41731,11542589,42746,10997714,41002,544875,11474,1107870,17838,1202510,16156,689887,14487,481024,10733,1373104,19788,28119,3099,12057326,50144,8638196,45842,8281228,44771,356968,8969,811550,13621,953236,16501,481222,12820,351685,9787,808633,16493,12804,1931,1821086,24389,1299320,20392,1241803,19879,57517,3914,122351,5983,119104,5405,78107,4171,52123,4341,143766,6646,6315,1362,849623,15671,629177,15087,620356,15389,8821,1747,66882,4102,46501,3218,38978,3304,19675,2175,47687,3756,723,443,439169,12710,285312,11498,275983,11253,9329,1415,41171,3271,26140,2826,27955,3263,23320,3236,34294,3669,977,438,392737,12472,277327,9210,267998,8901,9329,1702,28564,2363,23716,2675,24725,2552,13034,1853,24645,2369,726,512,865162,15704,413257,11275,310346,9416,102911,5571,37352,2822,33813,2474,38900,2840,21187,3311,314079,9887,6574,1284,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,1777367,16307,1656793,16721,120574,4906,199189,6862,168042,5862,105895,5398,105804,4698,160494,5524,3360,898,1879015,18048,1340587,15718,1265119,15638,75468,4015,151316,6078,140323,5204,75268,4133,78412,4570,91461,4220,1648,566,244255,9043,177897,8571,166206,8220,11691,1876,17297,2295,14374,1830,10612,2020,10804,1903,12684,1585,587,399,81480,5060,60453,4321,59673,4322,780,321,5944,1506,3855,978,6598,1510,2917,874,1669,1297,44,73,83892,5174,50967,4411,46669,4339,4298,850,8622,1472,3456,757,5676,1220,10100,1212,4953,1060,118,116,63295,3909,43498,3134,41584,3023,1914,707,5631,1069,3808,838,4395,978,1966,773,3848,1044,149,171,168214,6844,103965,5635,77542,4435,26423,2358,10379,1402,2226,756,3346,798,1605,673,45879,3069,814,497,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,1202696,12882,1149233,12892,53463,3185,167965,6627,123177,4722,75266,4773,32057,2608,105108,4773,2105,703,1358053,13192,959684,12682,920882,12738,38802,2771,130577,5256,110114,4490,62164,3736,24116,2254,70068,3839,1330,647,143636,6482,105345,5539,100997,5577,4348,895,15651,1893,7439,1091,4350,1062,2193,787,8461,1705,197,155,61659,5000,50043,4808,49664,4838,379,356,6257,1555,1615,590,1688,662,787,370,1204,483,65,122,50695,4250,28709,3327,27462,3263,1247,539,9163,1562,2013,761,5449,1763,3305,816,2005,616,51,85,22791,2801,15448,2244,15193,2178,255,187,3439,952,673,324,658,365,405,301,2158,815,10,23,71540,4258,43467,2896,35035,2757,8432,1185,2878,672,1323,532,957,478,1251,710,21212,2181,452,358,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,306033,7019,292017,7109,14016,1786,33429,2672,11573,1382,38528,2782,12168,1888,17930,2260,768,518,344021,7290,251412,7470,242205,7447,9207,1419,27339,2456,9512,1343,32800,2517,10843,1807,11580,1497,535,442,34569,3293,25104,2811,24085,2702,1019,535,3120,892,1060,541,3141,703,590,339,1483,656,71,106,8981,1573,6781,1326,6670,1300,111,137,838,510,530,343,458,221,345,230,29,48,0,184,9137,1659,6332,1426,6061,1403,271,234,686,365,229,191,1349,604,27,41,509,263,5,9,5154,1133,3500,939,3194,927,306,231,270,205,149,152,313,255,176,175,746,504,0,184,18567,2031,12904,1779,9802,1479,3102,878,1176,538,93,119,467,292,187,154,3583,823,157,241,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,359147,8959,344111,8717,15036,1966,128775,5934,35554,3140,15453,2071,226889,7116,30332,2624,244,226,342010,9070,160076,6503,152738,6292,7338,1258,50201,3334,21591,2559,8096,1673,88322,4000,13672,1737,52,90,79122,5632,34402,3881,32729,3679,1673,645,10465,1527,3255,886,1723,694,27046,3072,2139,766,92,113,292860,8277,128101,5815,125691,5716,2410,678,51436,3815,8089,1241,4704,1001,93640,4441,6849,1353,41,63,41068,3918,18757,2724,17855,2580,902,517,9320,1634,1410,628,444,264,9928,1751,1209,408,0,184,26205,3223,11426,2167,10691,2100,735,426,5825,1410,1007,511,408,315,6237,1225,1302,541,0,184,15129,1890,6385,1381,4407,926,1978,882,1528,471,202,202,78,91,1716,851,5161,1238,59,98,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,6030143,34564,5573056,32675,457087,10964,509862,11906,605223,14627,264226,8572,223505,8690,470788,13989,10322,1770,6441875,36791,4809036,35932,4502160,34682,306876,9108,412932,11187,525611,13902,218125,8160,183710,8090,287017,10522,5444,1317,794170,17311,597113,16425,550089,15889,47024,4403,49652,3569,51709,3711,26875,2989,17961,2414,49269,4185,1591,694,175465,9686,133717,8813,131710,8804,2007,753,10812,1731,7574,1627,5128,1233,2783,799,15289,3409,162,219,125162,7069,94101,6352,88192,6126,5909,1262,8995,1596,3754,1010,3799,1077,3502,1424,10897,2281,114,110,173110,7542,136469,7124,129744,7210,6725,1628,8992,1513,8430,1435,4614,1233,4062,983,10207,1887,336,227,404287,11109,259707,8273,171161,6383,88546,5437,18479,2139,8145,1637,5685,1032,11487,2121,98109,5250,2675,896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,3045839,27961,2876711,26520,169128,7614,238896,8546,290492,9745,208806,7422,194850,6510,223913,7554,7290,1377,3357492,23171,2452536,24762,2336510,23694,116026,6668,193530,8247,250186,8275,168682,7052,154436,5957,134256,4812,3866,1030,436045,13191,315474,11542,299852,10588,15622,2428,24177,2456,27980,3124,20450,2633,15642,2314,30319,3576,2003,806,82719,4978,61403,4308,59806,4197,1597,799,6911,1572,4180,982,4749,1042,3646,906,1802,783,28,46,70311,4845,44166,4582,42205,4438,1961,659,4574,1173,2643,1183,6427,1283,6879,987,5447,1434,175,155,62049,5215,48463,4742,45988,4539,2475,944,2388,727,2259,746,2801,860,2468,931,3487,1053,183,298,201470,6626,123797,5579,92350,4937,31447,2953,7316,1544,3244,1040,5697,1275,11779,1747,48602,3867,1035,582,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,413071,7154,391555,6869,21516,2418,46656,3497,19074,2192,59233,3031,88756,4112,43536,3727,1405,559,438016,8683,264773,7888,252780,7803,11993,1518,31718,3179,14772,1829,39749,2346,62766,3503,23986,2839,252,220,103097,5109,63802,4215,59871,3993,3931,1047,8039,1264,2372,516,11832,1450,10709,1772,5936,1231,407,250,44827,3451,36196,3451,35935,3448,261,226,2361,672,694,402,3090,699,1810,518,676,346,0,184,31752,2823,18630,2171,18125,2178,505,258,1770,686,415,240,1970,561,7027,1306,1856,775,84,137,24563,2564,16112,2203,15561,2164,551,320,1161,468,671,431,1650,678,3819,994,995,433,155,183,29476,2735,13558,1838,9283,1486,4275,1047,1607,518,150,226,942,499,2625,1056,10087,1744,507,363,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,472193,8793,442922,8856,29271,3032,42430,3054,46696,3405,39179,3386,19998,2067,52767,3583,2085,655,525800,9840,377796,9478,358908,9596,18888,2147,33586,2678,38864,2915,29961,2844,14989,1826,29565,2879,1039,476,66935,5360,46532,4437,43660,4178,2872,943,3357,700,5300,1323,4396,1046,2600,682,4465,1088,285,197,5580,1048,3181,849,3115,875,66,110,657,511,320,265,179,188,1045,557,198,186,0,184,19883,1991,12501,1559,11482,1574,1019,438,1930,919,1022,508,1845,657,549,214,1788,592,248,225,16133,2382,11743,2238,11181,2158,562,414,1633,611,386,238,1212,565,576,307,507,270,76,124,41017,3189,20440,2598,14576,2120,5864,1748,1267,584,804,369,1586,676,239,187,16244,1955,437,270,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,4335043,24011,4130009,23336,205034,7584,527513,12907,402850,9580,230261,7711,139345,5939,279302,8149,7746,1154,4357006,21740,3212807,20883,3079332,20890,133475,5546,377620,11377,335933,7989,170433,7006,98463,5018,157526,6190,4224,978,520892,11398,392917,9943,375006,9964,17911,2378,43851,3562,27177,2495,19519,2122,11876,2086,24102,2367,1450,540,509177,11777,388778,10722,381257,10533,7521,1442,57713,3734,21541,1930,16199,2219,14934,1818,9986,1503,26,42,185430,7906,117693,7052,110793,6832,6900,1717,26926,2301,9361,1755,13017,2085,7790,1705,9975,1363,668,318,105513,5484,80446,4888,77381,4701,3065,899,8874,1148,4253,935,3977,817,1315,544,6556,1165,92,109,244042,7533,142402,5826,106240,5419,36162,3259,12529,1523,4585,1343,7116,1406,4967,1342,71157,4278,1286,430,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
