GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002EA,B19101H_002MA,B19101H_003EA,B19101H_003MA,B19101H_004EA,B19101H_004MA,B19101H_005EA,B19101H_005MA,B19101H_006EA,B19101H_006MA,B19101H_007MA,B19101H_007EA,B19101H_008MA,B19101H_008EA,B19101H_009EA,B19101H_009MA,B19101H_010EA,B19101H_010MA,B19101H_011EA,B19101H_011MA,B19101H_012MA,B19101H_012EA,B19101H_013MA,B19101H_013EA,B19101H_014EA,B19101H_014MA,B19101H_015EA,B19101H_015MA,B19101H_016EA,B19101H_016MA,B19101H_017EA,B19101H_017MA,state
0400000US24,838162,7573,14606,1882,11817,1621,14172,1853,16499,1758,18151,1978,20383,2431,21120,2391,25136,2270,23667,2157,52301,3454,77488,3767,125725,4024,114011,4534,82437,3479,104985,3812,115664,3459,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1254679,9836,28342,2899,20009,2269,24984,2394,34002,2757,35278,2712,36333,2457,37381,2512,38984,2627,37240,2939,80028,3934,122985,5070,192810,6215,163245,6058,115880,4971,136772,4680,150406,4848,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1988609,12365,74551,3349,53485,2783,64197,3333,80844,3922,85949,3414,95959,3644,94310,3308,99730,3339,93199,3346,186810,4935,243853,5777,308670,5760,201637,5848,113486,3805,103942,3438,87987,3434,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1189564,7985,25358,1777,21218,1991,23586,2056,33444,2498,36339,2029,43978,2460,42304,2171,46399,2342,48435,2626,98888,3497,148287,4498,211829,4410,152383,4814,87376,3675,85585,3954,84155,3420,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,465311,6537,21268,2663,15922,2420,20017,1945,23097,2546,20224,1951,24862,2472,24930,2611,24165,2792,23067,2358,45379,3224,57038,3338,65054,4403,42001,3197,21849,2207,18777,2230,17661,2200,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1277380,10991,50581,3162,38380,2973,43410,2889,56357,3711,59011,3343,68618,4085,63594,3452,66203,3464,58413,3160,127451,5220,158114,5510,189265,5973,118536,4855,66892,3358,61702,3005,50853,3162,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,234149,4628,7271,1201,7625,1444,8751,1258,10767,1515,10671,1214,11933,1595,12464,1486,11466,1714,11241,1361,21103,1936,32294,2494,37197,2645,23196,2013,10895,1194,8737,1137,8538,1037,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402304,5262,10216,1271,8429,1236,11292,1330,13120,1302,15912,1614,17523,1676,15847,1477,20474,1662,18097,1691,37611,2268,56009,2892,70495,3068,45065,2977,23257,1876,20951,1622,18006,1331,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,381141,7254,12198,2017,9263,1567,10683,1421,16901,1943,16029,1935,15597,2073,17629,2006,16928,1835,18659,1995,32987,2499,44319,3249,63084,3481,38786,3400,25202,2085,22385,2082,20491,1615,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319952,5648,8135,1251,6992,1320,6967,1506,10633,1789,10385,1568,11463,1666,11553,1642,12681,1757,12738,1884,25121,2067,35027,2333,54773,3309,40198,2869,23314,1937,27767,2161,22205,1866,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1368151,8744,25550,2352,16575,1918,23179,2271,25189,2009,34283,2765,34914,2602,38489,2593,37241,2805,36960,2956,88479,4032,126924,5206,204424,6105,182018,5276,130676,4658,171703,5273,191547,4707,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,231106,5371,9791,1614,6827,1256,6556,1286,9080,1314,9265,1444,11489,1470,9666,1374,9027,1405,10118,1524,19851,2261,25877,2323,36223,2409,24407,2071,15194,1730,15884,1643,11851,1516,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2801384,13252,74920,3517,60713,3484,67544,3446,84955,4915,86435,4172,99600,4815,92589,4055,99578,4126,96584,4798,205206,6674,293491,7886,412187,6918,334085,7167,227238,5848,260032,6582,306227,7049,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1712584,12509,63634,4633,43388,3238,56089,3913,77220,4538,76214,4352,83472,3911,76160,4066,84521,4425,81391,3990,154634,5534,206016,5621,266705,7121,166566,6295,95609,4204,88328,4297,92637,4266,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,160177,3630,3791,826,2838,651,3683,898,5814,1099,5402,951,5962,963,5937,910,6677,1040,7538,1125,14485,1505,19819,1881,27983,2146,21064,1800,9449,923,9522,1345,10213,1273,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2448700,12765,95528,4361,69194,3331,79795,3935,98494,4208,99154,4208,113687,6040,117544,4364,121588,4328,114642,5004,225684,6789,309359,7292,387843,8856,248399,7109,133628,5622,123928,4895,110233,4453,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,702377,6151,30086,2299,20134,1457,26713,1681,31512,1986,34457,2260,35766,2326,34538,2382,37544,2002,31501,1948,63653,3518,88607,3190,105667,3948,65142,3307,34658,2266,32511,2372,29888,1996,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,798260,7677,36783,3206,23522,2432,27504,2606,33725,2801,34976,2680,34848,2417,39135,2948,40692,2908,36748,2695,73810,3716,93678,3993,120058,5085,84423,3771,43518,3103,39472,2733,35368,2396,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2652696,12537,75862,3992,55229,2791,67731,3240,102254,4111,108049,3761,115621,3987,116605,4042,119338,4994,115665,4125,233343,5990,322347,6805,439868,8375,292304,5568,167928,5316,167290,5539,153262,3898,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,204589,4770,6107,1194,2706,790,4163,886,6254,1188,6215,1256,8098,1174,7246,1283,8048,1404,8087,1499,14681,1780,24618,2443,33671,2737,27306,2277,16164,1796,16704,1744,14521,1530,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,824361,8883,33726,3187,21374,2263,31296,3062,37782,3152,36791,2817,40995,2857,40556,3003,42260,3294,38541,2808,75442,4623,101039,4195,120879,4538,81315,3579,42017,2638,42407,2821,37941,2945,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183821,3682,4526,948,3593,812,5307,1019,7224,1147,8072,1352,8563,1263,9845,1433,9564,1259,8803,1241,16758,1739,25489,2121,33903,2208,18686,1893,9024,1233,7726,1176,6738,1095,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1297701,11194,57324,3873,44907,3440,50045,3515,63701,3850,64794,4400,74924,3743,69335,4541,67727,3865,64215,4008,119288,5158,153166,5301,184118,6325,107794,5177,64426,3635,56434,3488,55503,3316,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3101251,16144,86166,4789,62393,4191,76590,4521,95439,5048,106771,5003,118194,5948,123869,5191,120674,5005,111052,4809,237875,7184,338302,8481,476142,10685,372868,9462,236718,6887,259980,8167,278218,6985,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,558675,6114,14934,1686,10057,1616,15639,1794,16952,1986,18805,1563,22369,2104,23334,2000,27310,2182,27737,2586,52387,3140,80597,3592,96498,4230,60604,3149,36116,2500,29926,2135,25410,2289,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154964,3147,4730,902,4035,973,4389,916,5528,842,5655,737,6900,1031,7297,1070,8264,1253,7506,938,14007,1123,19479,1488,26302,1808,16445,1434,9721,1024,7136,1040,7570,827,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1400228,10729,37118,2963,25213,2720,33143,2832,39379,2562,46911,2910,48907,3293,51642,3564,54283,3660,48410,3272,105337,3869,143028,6071,214876,6511,151888,4753,113931,4484,132643,4801,153519,4526,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1296748,12391,41722,3460,25865,2636,30551,3245,39161,3201,39981,2761,48555,3311,45451,2838,55637,3679,55117,3505,108696,4393,159618,6010,203667,6056,154972,5564,101505,4059,96758,4118,89492,3989,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,446021,7227,26122,2343,17399,1845,21027,2370,25056,2682,26655,2237,25762,2471,24294,1928,26149,2182,21870,2127,41130,2713,53352,3337,63889,3423,33454,2531,16140,1831,13427,1483,10295,1303,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1269828,9760,32615,2659,25358,2251,29890,1933,42011,2744,48244,2916,52644,2146,58360,2637,58692,3137,60093,3129,118301,4124,171409,4415,226772,6052,150392,3720,77001,3849,62086,3096,55960,2792,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130414,3137,4639,853,2732,817,3217,897,4150,899,3787,843,5976,1161,4428,935,6366,1114,5640,1112,11283,1509,16087,2004,24660,2232,15690,1730,8519,1495,8737,1308,4503,994,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6112,1139,1183,497,576,395,473,286,620,376,439,290,171,180,158,161,276,289,280,287,310,261,259,232,659,399,54,95,43,73,276,350,335,275,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,873711,8434,36061,2443,27563,2638,34152,2620,39877,2652,40906,2974,42756,2987,45174,3798,38924,2651,37837,2752,77623,4166,103986,4918,136032,5572,85704,4719,46478,3292,45691,2953,34947,2762,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,117699,3469,1849,498,1692,610,2137,649,2705,731,2781,878,2671,590,3178,892,3477,817,2776,609,8393,1403,14025,1714,21257,2162,17443,1857,10975,1301,12288,1236,10052,1228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,989044,10685,33477,2964,21481,2168,26549,2612,36744,2704,41695,3328,46264,3383,47616,3031,50256,3666,45632,2713,85086,4670,122519,5781,149992,6710,110636,4648,60503,3952,58150,3122,52444,2995,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,591038,7202,26713,2372,21568,1941,25586,2505,34379,2622,30430,2416,35506,2578,29883,2346,32365,2415,28853,2373,61408,3768,69814,3605,78952,3629,49440,3420,26008,2591,20673,2268,19460,1989,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
