GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001EA,B08412_001MA,B08412_002EA,B08412_002MA,B08412_003EA,B08412_003MA,B08412_004MA,B08412_004EA,B08412_005MA,B08412_005EA,B08412_006MA,B08412_006EA,B08412_007EA,B08412_007MA,B08412_008EA,B08412_008MA,B08412_009EA,B08412_009MA,B08412_010EA,B08412_010MA,B08412_011MA,B08412_011EA,B08412_012MA,B08412_012EA,B08412_013EA,B08412_013MA,B08412_014MA,B08412_014EA,B08412_015EA,B08412_015MA,B08412_016MA,B08412_016EA,B08412_017MA,B08412_017EA,B08412_018EA,B08412_018MA,B08412_019EA,B08412_019MA,B08412_020EA,B08412_020MA,B08412_021MA,B08412_021EA,B08412_022MA,B08412_022EA,B08412_023MA,B08412_023EA,B08412_024EA,B08412_024MA,B08412_025MA,B08412_025EA,B08412_026MA,B08412_026EA,B08412_027MA,B08412_027EA,B08412_028MA,B08412_028EA,B08412_029EA,B08412_029MA,B08412_030EA,B08412_030MA,B08412_031EA,B08412_031MA,B08412_032MA,B08412_032EA,B08412_033MA,B08412_033EA,B08412_034MA,B08412_034EA,B08412_035EA,B08412_035MA,B08412_036EA,B08412_036MA,B08412_037MA,B08412_037EA,B08412_038MA,B08412_038EA,B08412_039EA,B08412_039MA,state
0400000US06,15559941,42769,320990,9406,1307391,20438,2086794,25234,2407427,27476,2316482,26199,880881,15016,2341999,23831,382867,12021,619176,14217,1255711,19575,1138412,17734,501811,12091,8563225,30336,167088,6907,650544,13198,1072426,18083,1269151,17797,1254378,18039,480611,10102,1336661,20327,215569,8689,358076,11161,730184,14545,706853,14026,321684,10177,6996716,30827,153902,6261,656847,13482,1014368,15029,1138276,16613,1062104,18840,400270,9489,1005338,15027,167298,7136,261100,7126,525527,11905,431559,10668,180127,7106,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2351937,16152,83258,4761,249174,8840,336313,8820,376581,9750,359486,9252,151898,6914,329980,8506,65510,3982,88888,4618,164376,6349,100991,5754,45482,3194,1280269,10022,45952,3524,123453,5592,172198,5249,201018,7624,191789,6602,82863,4856,183788,6956,36574,2760,49311,3429,98770,5013,64599,4247,29954,2797,1071668,11778,37306,2700,125721,5477,164115,6549,175563,6389,167697,5877,69035,4394,146192,5256,28936,2621,39577,3129,65606,4096,36392,2911,15528,1996,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1636834,12558,48840,4156,171095,7300,254178,6723,266702,8451,267657,9635,99565,5283,217302,7303,46533,2784,56939,3649,103850,5635,74873,5170,29300,2507,834632,9109,23871,2953,79341,4829,124307,5445,130535,5605,134501,5462,49758,3494,111932,5157,25895,2489,31849,3002,59591,3581,44213,3495,18839,1912,802202,7806,24969,2373,91754,4820,129871,5107,136167,5362,133156,6359,49807,3593,105370,4663,20638,2012,25090,2749,44259,3226,30660,3069,10461,1904,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,401862,7045,10699,1656,35896,3079,60230,4284,69992,3601,62747,3881,26452,2347,52447,4160,12732,1833,14491,1855,29457,3109,18370,2188,8349,1308,201175,4854,6271,1173,18011,2004,29285,2501,31630,2494,29216,2559,13256,1874,27511,2597,6557,1393,6409,1109,15898,1752,12117,1588,5014,951,200687,5011,4428,1085,17885,2300,30945,3340,38362,2726,33531,2700,13196,1620,24936,2874,6175,1259,8082,1456,13559,2361,6253,1192,3335,867,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,781265,12421,4355,1148,16503,2288,29131,2864,49721,3744,78792,4988,39375,3630,134863,6457,33509,2370,56136,3744,133774,5490,144783,5915,60323,4607,400928,8215,2254,876,9735,1824,14432,2036,25903,2214,38669,3475,20178,2093,73061,4180,17171,1672,27356,2526,66238,3812,72615,3441,33316,2921,380337,8006,2101,819,6768,1264,14699,2029,23818,2681,40123,2956,19197,2789,61802,4077,16338,1865,28780,3015,67536,3749,72168,4103,27007,2942,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7709782,33052,143096,7970,582666,14545,997924,21040,1226051,18951,1265439,22603,509634,12933,1267463,22854,238229,9774,308816,9633,638921,17958,379335,10925,152208,7660,4002108,22429,77008,5171,283159,9971,488191,14034,612266,13773,648823,14263,254125,8566,675587,16247,127346,6359,168469,7647,347692,13675,222810,8545,96632,6284,3707674,23759,66088,4993,299507,10837,509733,14606,613785,14255,616616,14604,255509,8641,591876,12870,110883,6383,140347,6307,291229,9645,156525,6829,55576,4373,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4008616,25184,98204,5531,332523,11312,534524,15305,639436,13675,587850,13709,239230,10037,578483,14280,125373,6691,159493,6917,372922,12154,246598,8372,93980,5557,2124922,17956,53485,4511,164787,7517,267014,9823,318313,11051,306438,9817,124720,7181,317661,9793,70658,5455,85092,5399,211866,8888,145696,7109,59192,4467,1883694,16576,44719,3129,167736,7135,267510,10392,321123,8417,281412,9106,114510,5837,260822,8933,54715,3942,74401,5252,161056,6860,100902,4976,34788,3147,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,642255,7423,14975,2113,62412,3833,89241,5155,96149,4682,94038,4253,31100,2978,106129,4206,16292,2232,26006,2341,53190,3942,38447,3014,14276,1860,352835,5197,9935,1709,34499,2685,47805,3816,52699,3246,52648,3184,16932,2258,61497,2883,7580,1456,12707,1463,29949,3089,18441,1986,8143,1326,289420,5120,5040,1084,27913,2683,41436,3010,43450,2811,41390,2888,14168,1671,44632,3148,8712,1317,13299,1758,23241,2155,20006,2213,6133,1195,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,634331,8409,36338,2956,105711,6265,119112,5475,116308,5861,87467,5883,37966,4340,61385,4048,10077,2071,11707,1782,21847,2653,15465,2424,10948,1857,344086,5174,18658,1927,58475,4623,60615,3648,61091,3593,46661,3807,18990,2392,34752,3545,6270,1580,6305,1108,12819,1972,11134,2041,8316,1459,290245,6760,17680,2166,47236,3571,58497,3927,55217,4215,40806,4212,18976,3059,26633,2474,3807,1154,5402,1228,9028,1503,4331,926,2632,805,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5678018,25159,160410,5861,544847,12851,742414,13725,730264,12531,746361,14528,332936,9230,794322,15854,177912,6829,270159,8067,556864,11922,458390,9654,163139,6344,2973923,15393,80985,4205,258636,8282,357097,9244,359442,8862,377066,9093,173494,6322,431650,10158,97840,5327,155901,6386,314638,9133,269902,7564,97272,4762,2704095,17522,79425,3929,286211,8466,385317,9753,370822,9526,369295,9581,159442,5756,362672,10819,80072,4491,114258,4601,242226,7199,188488,6003,65867,3677,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
