GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,NAME,B14005_001MA,B14005_001EA,B14005_002EA,B14005_002MA,B14005_003EA,B14005_003MA,B14005_004EA,B14005_004MA,B14005_005MA,B14005_005EA,B14005_006MA,B14005_006EA,B14005_007MA,B14005_007EA,B14005_008EA,B14005_008MA,B14005_009EA,B14005_009MA,B14005_010MA,B14005_010EA,B14005_011MA,B14005_011EA,B14005_012MA,B14005_012EA,B14005_013EA,B14005_013MA,B14005_014EA,B14005_014MA,B14005_015MA,B14005_015EA,B14005_016MA,B14005_016EA,B14005_017MA,B14005_017EA,B14005_018MA,B14005_018EA,B14005_019EA,B14005_019MA,B14005_020MA,B14005_020EA,B14005_021MA,B14005_021EA,B14005_022MA,B14005_022EA,B14005_023MA,B14005_023EA,B14005_024EA,B14005_024MA,B14005_025MA,B14005_025EA,B14005_026MA,B14005_026EA,B14005_027MA,B14005_027EA,B14005_028EA,B14005_028MA,B14005_029MA,B14005_029EA,state
0400000US06,2187805,10777,1130240,7388,962135,8829,135762,5422,83038,4459,743335,8800,168105,6364,120590,5071,58271,3631,27371,2591,34948,2603,47515,3806,13071,1720,11104,1869,23340,2496,1057565,8849,935042,9792,164643,5381,77514,4180,692885,10016,122523,4908,91210,4118,37419,2821,18970,2295,34821,2840,31313,2438,7328,1410,5577,1091,18408,1973,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,275489,4583,142380,3334,118600,3542,31287,2420,11715,1477,75598,3152,23780,2064,17275,1853,10516,1615,3999,1448,2760,784,6505,1131,1735,656,1551,585,3219,904,133109,3350,114534,3336,34138,2876,10028,1708,70368,3239,18575,2072,13606,1724,8038,1352,1954,570,3614,1051,4969,1319,1092,530,1461,774,2416,783,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,205157,3018,104157,2104,88810,2779,22541,2135,7853,1276,58416,2305,15347,1725,12225,1616,7686,1314,1788,705,2751,1069,3122,993,1430,835,566,422,1126,414,101000,2459,91987,2601,28197,2262,8602,1145,55188,2909,9013,1581,5868,1473,3759,1122,800,359,1309,754,3145,930,774,434,765,390,1606,717,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50133,1900,25081,1200,21581,1404,4551,892,1362,567,15668,1389,3500,975,1721,659,1236,588,225,191,260,198,1779,779,73,95,624,491,1082,655,25052,1399,21675,1438,6700,1142,1193,409,13782,1494,3377,975,1934,825,1428,685,75,85,431,314,1443,620,236,206,268,316,939,488,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34407,2138,15499,1473,12288,1728,1175,618,968,532,10145,1598,3211,858,2125,806,914,559,276,243,935,531,1086,562,148,245,155,192,783,448,18908,1690,17248,1768,4201,1548,1192,628,11855,1558,1660,625,1344,599,464,282,113,120,767,531,316,291,0,197,54,83,262,288,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,960979,8771,492425,6681,413603,6921,70174,4268,41156,3272,302273,7942,78822,4573,50337,3643,22394,2475,11512,2114,16431,2231,28485,2677,6677,1457,5972,1534,15836,2153,468554,6922,408290,7211,90248,4192,34288,2841,283754,7401,60264,3984,41247,3412,19816,2605,8944,1664,12487,2475,19017,2708,3587,1069,4342,1143,11088,1874,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,573076,7806,296744,6164,238884,5814,41227,3859,21943,2565,175714,5786,57860,3500,38802,3154,20489,2356,8729,2047,9584,1787,19058,2686,4430,1363,3355,918,11273,2144,276332,5904,231563,5555,47693,3658,19169,2448,164701,4961,44769,3623,30300,3303,12821,2377,7944,1745,9535,1776,14469,2168,3007,1058,2794,947,8668,1718,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,67439,1884,35630,1421,26138,1706,5313,1167,2067,907,18758,1525,9492,1541,8265,1417,6261,1377,732,414,1272,556,1227,555,602,384,101,125,524,304,31809,1285,25525,1364,5425,940,1708,718,18392,1261,6284,981,5004,955,2329,682,850,454,1825,551,1280,599,298,245,0,177,982,501,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,91103,2734,46536,2477,36627,2276,11107,1898,3070,898,22450,2058,9909,1636,7284,1239,4280,976,751,355,2253,774,2625,912,751,373,448,347,1426,755,44567,2615,37585,2309,12750,1869,3931,999,20904,1618,6982,1443,5711,1329,3496,1165,796,390,1419,732,1271,622,454,445,372,384,445,255,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,717636,6672,368327,4628,312604,4663,63224,3369,34828,2751,214552,5326,55723,3649,38223,2993,20634,2619,7923,1311,9666,1413,17500,1918,5164,1271,3961,862,8375,1280,349309,4297,315656,5168,88466,3716,32120,2315,195070,5275,33653,2690,24759,2496,11587,1795,6032,1287,7140,1515,8894,1296,1943,569,1735,595,5216,1048,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,370305,5764,188768,4349,157727,4608,40501,3054,14110,1920,103116,3443,31041,2222,18433,1869,10242,1449,4001,953,4190,979,12608,1587,5080,1143,1707,685,5821,1197,181537,4087,157213,4020,47105,2938,14526,2126,95582,3196,24324,2148,14388,1646,8176,1287,3237,799,2975,713,9936,1596,3698,961,1772,715,4466,1019,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,168633,3047,84693,2301,72590,2613,27453,2282,5813,983,39324,2264,12103,1469,8567,1357,5326,905,1515,615,1726,695,3536,1017,1433,559,301,261,1802,689,83940,2472,74887,2547,35274,2332,4452,821,35161,1995,9053,1083,6404,856,4634,835,578,266,1192,491,2649,697,1198,456,128,135,1323,399,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,169012,4550,86707,3039,71981,2674,22802,1944,6135,1331,43044,2499,14726,1860,10269,1654,5894,1179,2037,626,2338,981,4457,1122,2070,862,860,410,1527,570,82305,2857,72983,2683,29029,2051,5449,1029,38505,2316,9322,1197,5973,987,3538,836,1281,516,1154,487,3349,853,1061,516,738,398,1550,628,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
