GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001MA,C14005_001EA,C14005_002MA,C14005_002EA,C14005_003EA,C14005_003MA,C14005_004EA,C14005_004MA,C14005_005EA,C14005_005MA,C14005_006MA,C14005_006EA,C14005_007MA,C14005_007EA,C14005_008EA,C14005_008MA,C14005_009EA,C14005_009MA,C14005_010EA,C14005_010MA,C14005_011EA,C14005_011MA,C14005_012MA,C14005_012EA,C14005_013MA,C14005_013EA,C14005_014EA,C14005_014MA,C14005_015EA,C14005_015MA,C14005_016EA,C14005_016MA,C14005_017MA,C14005_017EA,C14005_018MA,C14005_018EA,C14005_019EA,C14005_019MA,state
0400000US18,370305,5764,188768,4349,157727,4608,31041,2222,18433,1869,14243,1580,4190,979,12608,1587,6787,1214,5821,1197,181537,4087,157213,4020,24324,2148,14388,1646,11413,1462,2975,713,9936,1596,5470,1135,4466,1019,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,168633,3047,84693,2301,72590,2613,12103,1469,8567,1357,6841,1135,1726,695,3536,1017,1734,616,1802,689,83940,2472,74887,2547,9053,1083,6404,856,5212,852,1192,491,2649,697,1326,503,1323,399,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,169012,4550,86707,3039,71981,2674,14726,1860,10269,1654,7931,1323,2338,981,4457,1122,2930,997,1527,570,82305,2857,72983,2683,9322,1197,5973,987,4819,941,1154,487,3349,853,1799,604,1550,628,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,229354,4838,118968,3725,96417,3665,22551,2298,16856,2071,13354,1844,3502,1001,5695,1195,2433,837,3262,927,110386,3542,93419,3321,16967,1896,12821,1758,9080,1491,3741,1053,4146,1007,1333,558,2813,849,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,255299,4554,129996,3649,101112,3782,28884,2584,17380,2066,11518,1756,5862,1438,11504,1752,5662,1272,5842,1250,125303,3500,105376,3330,19927,2744,12595,1995,8054,1471,4541,1168,7332,1566,3339,1114,3993,1096,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,69937,1846,35963,1487,30381,1796,5582,1096,4185,793,3431,713,754,386,1397,639,289,210,1108,606,33974,1285,30507,1448,3467,902,2587,767,1674,598,913,460,880,414,318,322,562,275,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,317897,3911,164828,3180,136445,4059,28383,2368,19326,2118,14372,1756,4954,1149,9057,1664,5131,1089,3926,1256,153069,2865,135154,3048,17915,1995,12845,1952,9320,1560,3525,1022,5070,1146,1887,774,3183,836,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,387346,3734,195676,3250,172830,3233,22846,2372,16314,1906,12611,1923,3703,840,6532,1407,2280,763,4252,1252,191670,3174,175115,3373,16555,2355,12357,1924,9814,1725,2543,984,4198,1222,1553,684,2645,970,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,567764,5161,290404,4447,247300,4421,43104,2467,27898,1894,21311,1991,6587,1166,15206,1689,6378,1151,8828,1276,277360,3690,243315,4069,34045,2263,24380,2024,19088,1759,5292,961,9665,1302,3533,737,6132,1065,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,288309,3494,146999,2464,128753,2838,18246,1716,12856,1434,10562,1343,2294,649,5390,1057,2529,750,2861,674,141310,2887,126968,3077,14342,1656,11027,1483,9819,1555,1208,443,3315,796,1452,491,1863,651,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,185344,5960,94876,4153,76264,3773,18612,2291,11749,2029,8114,1726,3635,967,6863,1357,2943,908,3920,1017,90468,4063,77467,3713,13001,2296,8318,1566,4655,1269,3663,950,4683,1555,1156,588,3527,1363,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,330339,5342,169930,4433,139081,4314,30849,2834,20198,1977,16056,1799,4142,944,10651,1870,6080,1376,4571,1058,160409,3667,139143,3684,21266,2218,14348,1931,11436,1743,2912,771,6918,1452,2850,649,4068,1342,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,51368,1941,27692,1601,22109,1364,5583,1011,3718,849,2728,822,990,381,1865,581,795,386,1070,507,23676,1310,19736,1224,3940,755,2727,640,1932,600,795,414,1213,408,710,361,503,247,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,103261,2369,52525,1954,45388,2075,7137,1220,5041,1111,3982,876,1059,601,2096,641,1263,532,833,360,50736,1609,45467,1816,5269,944,3425,860,2899,805,526,297,1844,586,752,361,1092,521,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,138632,2608,73765,1987,58849,2333,14916,1508,9698,1290,7568,1213,2130,661,5218,917,2978,792,2240,674,64867,1952,53860,2272,11007,1485,7182,1163,4822,1017,2360,844,3825,879,1733,614,2092,743,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,74893,2297,37171,1605,31635,1874,5536,1229,4734,1141,3817,1076,917,463,802,402,486,324,316,224,37722,1821,34131,1801,3591,822,2827,772,2046,635,781,511,764,520,670,520,94,89,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,468739,4902,240565,3698,210932,4224,29633,2434,22757,2163,15455,1759,7302,1495,6876,1272,3147,788,3729,1031,228174,3057,205559,3660,22615,2886,17686,2648,12252,1998,5434,1413,4929,1221,1893,603,3036,1031,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,123668,3645,62276,2393,47883,2301,14393,1662,8586,1445,6936,1392,1650,742,5807,1212,4087,1051,1720,588,61392,2662,51427,2658,9965,1509,5499,1203,3255,1087,2244,685,4466,1156,2132,853,2334,860,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1073785,8077,543277,5189,470180,5919,73097,3975,45781,2937,30958,2500,14823,1742,27316,2474,11075,1542,16241,1858,530508,5969,474743,6164,55765,3236,37930,3010,23678,2250,14252,2105,17835,1872,6201,1090,11634,1621,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,540547,7770,277025,5871,224611,5973,52414,3686,33825,3247,25790,2744,8035,1718,18589,2550,9542,1674,9047,1800,263522,5347,226918,5113,36604,2906,25864,2766,18964,2502,6900,1238,10740,1797,5313,1231,5427,1243,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,40176,1817,21983,1310,18213,1284,3770,919,2871,855,2538,836,333,272,899,393,510,292,389,246,18193,1250,15748,1058,2445,741,2074,711,1581,685,493,206,371,190,253,169,118,77,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,637449,6395,331353,4290,285270,5029,46083,2984,32250,2875,26081,2636,6169,1072,13833,1605,7864,1196,5969,1027,306096,4870,268806,5288,37290,2717,26199,2509,19265,2019,6934,1425,11091,1409,5229,1006,5862,957,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,207240,3234,108166,2681,85637,2895,22529,1737,14033,1370,10284,1203,3749,875,8496,1152,4173,796,4323,825,99074,2435,81770,2670,17304,1359,11330,1258,7777,1078,3553,675,5974,896,2151,548,3823,763,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,198801,4594,102945,3353,83264,4145,19681,2581,14599,2126,11014,1877,3585,1122,5082,1268,2894,944,2188,950,95856,3158,81379,3422,14477,1677,11413,1554,7361,1393,4052,1105,3064,832,1695,656,1369,589,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,720700,6014,365200,5040,313635,4569,51565,2765,35397,2440,25792,2266,9605,1478,16168,1773,10091,1608,6077,927,355500,4381,312410,4841,43090,2865,28751,2527,20683,1867,8068,1661,14339,1834,5960,1193,8379,1429,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,63434,1657,31039,1185,26679,1568,4360,1039,2582,840,2306,840,276,197,1778,672,960,557,818,430,32395,1162,29503,1175,2892,777,1445,513,1291,466,154,162,1447,577,649,392,798,452,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,263874,6028,136324,4720,107655,5042,28669,3024,19673,2718,16172,2464,3501,1025,8996,1708,4532,1138,4464,1174,127550,3841,106476,4015,21074,2242,15298,1856,10675,1527,4623,1177,5776,1127,2856,880,2920,969,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,50028,2511,24668,1506,21318,1468,3350,711,2435,604,2184,624,251,207,915,395,593,355,322,190,25360,1595,22704,1449,2656,658,2180,561,1685,480,495,311,476,261,345,238,131,139,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,343225,7059,174322,5090,141755,4710,32567,2838,25409,2661,18900,1953,6509,1550,7158,1437,3494,1040,3664,916,168903,4480,143089,4313,25814,2579,20543,2321,14319,2102,6224,1433,5271,1119,1946,685,3325,862,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1514381,14258,775636,9435,636489,10486,139147,6554,94035,5525,72620,4771,21415,3052,45112,3895,24618,2743,20494,2971,738745,8931,631053,9604,107692,5314,73676,4593,45943,3284,27733,3271,34016,3230,11894,1952,22122,2370,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,176356,3145,89567,2633,70741,3254,18826,1885,13297,1636,10788,1362,2509,690,5529,1222,2961,956,2568,740,86789,2525,72107,2870,14682,1715,11279,1548,8664,1432,2615,811,3403,951,1953,772,1450,521,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,38247,1140,19316,697,16878,809,2438,532,2000,486,1682,508,318,145,438,286,286,225,152,130,18931,867,17353,905,1578,414,1324,372,933,353,391,238,254,232,17,33,237,235,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,453014,8097,231754,5648,195726,5199,36028,2724,27513,2516,20708,2434,6805,1509,8515,1677,3390,1150,5125,1177,221260,5345,196198,5160,25062,2458,20147,2288,14398,2008,5749,1329,4915,1224,2098,863,2817,904,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,356338,4384,183755,3834,151275,4148,32480,2677,22631,2160,17070,1950,5561,1181,9849,1530,5283,1200,4566,1146,172583,3647,147015,4228,25568,2297,19665,2225,14411,2020,5254,1086,5903,997,2643,697,3260,845,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,89574,3053,46209,2047,37425,2065,8784,1311,6505,983,5157,949,1348,497,2279,739,817,409,1462,573,43365,2391,36633,2418,6732,1146,4882,1077,3584,1010,1298,489,1850,621,913,508,937,405,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,319793,3992,163616,2729,140674,2953,22942,1692,17942,1607,14626,1431,3316,780,5000,691,2655,519,2345,536,156177,2552,139065,2743,17112,1656,13506,1433,10241,1311,3265,662,3606,729,1906,572,1700,489,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31539,2494,16006,1713,13701,1471,2305,602,1626,595,1020,395,606,408,679,310,589,299,90,92,15533,1656,13157,1437,2376,657,1764,625,1481,605,283,250,612,334,292,214,320,244,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,223851,4968,114403,3616,92018,3772,22385,2270,16013,2020,6835,1298,9178,1523,6372,1258,1876,798,4496,1035,109448,3779,91934,4126,17514,2038,12195,1693,3954,988,8241,1480,5319,1163,463,293,4856,1101,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,270829,5919,138562,5036,114300,4541,24262,2575,14085,2065,11744,1821,2341,855,10177,1719,4698,1405,5479,1231,132267,4039,112806,4225,19461,1932,13609,1824,8410,1594,5199,1218,5852,1109,3195,832,2657,807,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39882,2145,22105,1885,17088,1896,5017,963,3615,752,2953,690,662,280,1402,560,863,467,539,315,17777,1554,13528,1540,4249,1061,3539,1021,2402,881,1137,477,710,289,396,242,314,154,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,357674,5131,183149,3853,147480,3745,35669,2774,23296,2391,17491,2168,5805,1209,12373,1834,5807,1273,6566,1314,174525,3423,148052,3837,26473,2210,18547,1980,12128,1619,6419,1198,7926,1482,2597,726,5329,1326,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,156393,4852,78599,3398,62252,3349,16347,2020,10560,1718,7491,1586,3069,917,5787,1194,2768,755,3019,972,77794,3172,65651,3204,12143,1815,9137,1568,6057,1278,3080,883,3006,1009,744,330,2262,902,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
