GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002EA,B14004_002MA,B14004_003MA,B14004_003EA,B14004_004MA,B14004_004EA,B14004_005MA,B14004_005EA,B14004_006EA,B14004_006MA,B14004_007MA,B14004_007EA,B14004_008MA,B14004_008EA,B14004_009MA,B14004_009EA,B14004_010MA,B14004_010EA,B14004_011EA,B14004_011MA,B14004_012MA,B14004_012EA,B14004_013MA,B14004_013EA,B14004_014MA,B14004_014EA,B14004_015MA,B14004_015EA,B14004_016EA,B14004_016MA,B14004_017EA,B14004_017MA,B14004_018MA,B14004_018EA,B14004_019MA,B14004_019EA,B14004_020MA,B14004_020EA,B14004_021MA,B14004_021EA,B14004_022MA,B14004_022EA,B14004_023MA,B14004_023EA,B14004_024EA,B14004_024MA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027EA,B14004_027MA,B14004_028MA,B14004_028EA,B14004_029MA,B14004_029EA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032EA,B14004_032MA,B14004_033MA,B14004_033EA,state
0400000US06,30416010,2937,15018551,4117,1204612,14856,10439,1700,759238,10680,271431,7296,163504,5860,305435,9311,2014,836,133614,5828,98148,5247,71659,4584,13508504,18287,813409,3197,1190208,10913,2443548,9986,9061339,8463,15397459,3902,1352269,17055,12837,2004,804838,10969,301055,9632,233539,7150,389829,11776,1961,671,171803,8094,116843,5498,99222,5185,13655361,19542,773226,3305,962639,11048,2243293,11490,9676203,9645,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,2073202,2540,155453,5530,1307,641,89207,4446,39463,2992,25476,2184,36544,3302,80,131,11268,1698,13019,1900,12177,1929,1881205,6618,99018,1372,164817,4789,341653,4529,1275717,3926,2079190,2871,173589,5090,1104,584,95186,4342,42163,3031,35136,2658,44585,3941,159,141,17762,2702,12542,2142,14122,1507,1861016,6105,94449,1699,133381,4091,307724,3965,1325462,3653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,1419508,1881,72610,4168,453,336,46009,3089,16333,2067,9815,1549,44966,3249,295,382,28685,2717,8652,1394,7334,1058,1301932,4968,74628,1110,100558,3208,191391,2449,935355,2503,1526166,1626,99223,4717,1672,653,54543,3021,21750,2482,21258,2293,61867,3224,536,306,36030,2485,12336,1551,12965,1679,1365076,5182,70509,1351,73778,3250,182147,2820,1038642,3715,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,357658,785,23083,2352,118,148,15286,1822,4803,1193,2876,755,6315,1342,0,182,2935,973,2028,697,1352,485,328260,2783,17479,448,28823,1817,49927,1563,232031,1097,389090,804,32544,2290,306,240,20151,1585,6060,1163,6027,1221,10798,1666,0,182,4313,1043,2429,683,4056,922,345748,2721,16673,730,22052,1758,48601,1539,258422,1862,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,251998,318,7963,1479,95,130,3371,983,2696,756,1801,650,22572,2295,84,133,13854,1910,5975,1097,2659,839,221463,2376,7767,161,21152,1764,56095,1341,136449,974,287057,371,13521,1975,13,29,5707,1387,4608,1055,3193,941,28059,2468,95,216,17511,1733,6997,1378,3456,834,245477,2537,8130,186,21745,1323,62507,1632,153095,1240,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,7757505,5119,477068,12668,2137,778,290477,7843,114912,6105,69542,5859,148093,6402,620,441,66257,4933,42175,3846,39041,3432,7132344,14662,353353,3289,570278,8507,1041389,7221,5167324,8763,8259052,4590,606778,12345,5070,1221,349235,8569,138096,6553,114377,5857,203367,8478,1455,754,82015,5285,52635,4324,67262,4626,7448907,14886,337327,3326,454586,8475,991810,7958,5665184,8007,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,3783669,5257,250769,9181,2945,964,151577,6667,54525,4858,41722,3880,72620,5526,210,242,31796,3406,18972,2751,21642,2939,3460280,10713,205582,3695,340437,7509,594850,7335,2319411,6674,4046447,5172,346470,10213,2666,789,187385,6435,77945,5178,78474,4675,102027,5998,403,275,40658,3787,24686,2587,36280,3682,3597950,14083,194112,3558,268507,7009,578923,7798,2556408,7164,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,570172,1040,35597,2725,86,137,18645,2009,8872,1255,7994,1362,12886,1796,70,94,4999,1067,3793,1030,4024,897,521689,3307,24150,793,51832,2184,93258,1565,352449,1774,567447,914,38945,2583,287,186,19386,1786,10426,1592,8846,1305,12696,1421,3,8,5801,1081,3130,724,3762,831,515806,3014,23591,696,36488,1937,79829,1812,375898,1697,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,614964,2172,42993,2888,0,187,20506,1990,14798,1998,7689,1553,12410,1977,0,187,6378,1541,4090,843,1942,755,559561,3792,33691,1510,53202,3094,89240,2755,383428,1935,624557,2191,51789,4067,701,496,22474,2368,13410,1871,15204,2321,17013,2191,155,146,9719,1485,2435,719,4704,1235,555755,4509,33998,1701,45911,2671,86456,2690,389390,3056,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,5026063,3881,300043,6697,1705,578,190837,5201,66506,3772,40995,3330,135577,6275,320,230,74593,4765,38000,3175,22664,2516,4590443,9438,271155,1867,374779,6699,790086,6269,3154423,5418,5318583,3541,365273,7706,1769,713,207134,5526,85007,4783,71363,3335,178127,5715,390,223,89855,4672,50124,3353,37758,2462,4775183,9728,257103,2116,316111,6577,752365,5476,3449604,5234,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5218923,3385,2542270,3365,169348,5492,550,257,107897,4255,36521,2813,24380,2406,40123,3071,29,57,25573,2562,6602,1270,7919,1440,2332799,6753,139244,1910,206865,4343,373596,4106,1613094,4113,2676653,3016,214193,7602,517,255,118007,4420,50161,3488,45508,3478,65166,4207,131,110,37586,2986,13201,1810,14248,1826,2397294,8583,130537,1604,173042,4732,351159,3987,1742556,4761,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2472319,2240,1215553,2362,78030,3158,200,191,52042,2394,15720,2051,10068,1322,26177,2173,182,156,18091,1850,4609,953,3295,747,1111346,3994,61712,1203,91114,2849,177839,2979,780681,2753,1256766,2543,89699,2849,291,184,52595,2322,21699,1821,15114,1497,37319,2721,317,297,23392,2044,6659,1184,6951,1038,1129748,4706,58097,1424,77293,2935,163105,2821,831253,2786,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2281272,2255,1127129,2777,87649,4133,294,309,55236,2596,19131,2335,12988,1505,16978,2169,0,165,8376,1481,3665,966,4937,1115,1022502,4955,59400,1385,93979,3487,173647,3135,695476,2789,1154143,2389,102488,3993,582,413,60407,2712,22011,2051,19488,1717,21002,2101,0,165,8949,1379,5204,1137,6849,1084,1030653,4377,56368,1545,74457,2681,159391,2761,740437,2780,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
