GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,NAME,C24050_001EA,C24050_001MA,C24050_002EA,C24050_002MA,C24050_003EA,C24050_003MA,C24050_004EA,C24050_004MA,C24050_005EA,C24050_005MA,C24050_006EA,C24050_006MA,C24050_007EA,C24050_007MA,C24050_008EA,C24050_008MA,C24050_009EA,C24050_009MA,C24050_010EA,C24050_010MA,C24050_011MA,C24050_011EA,C24050_012EA,C24050_012MA,C24050_013EA,C24050_013MA,C24050_014EA,C24050_014MA,C24050_015EA,C24050_015MA,C24050_016MA,C24050_016EA,C24050_017EA,C24050_017MA,C24050_018EA,C24050_018MA,C24050_019EA,C24050_019MA,C24050_020EA,C24050_020MA,C24050_021MA,C24050_021EA,C24050_022MA,C24050_022EA,C24050_023EA,C24050_023MA,C24050_024EA,C24050_024MA,C24050_025EA,C24050_025MA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028EA,C24050_028MA,C24050_029EA,C24050_029MA,C24050_030EA,C24050_030MA,C24050_031MA,C24050_031EA,C24050_032MA,C24050_032EA,C24050_033MA,C24050_033EA,C24050_034EA,C24050_034MA,C24050_035EA,C24050_035MA,C24050_036MA,C24050_036EA,C24050_037MA,C24050_037EA,C24050_038MA,C24050_038EA,C24050_039EA,C24050_039MA,C24050_040EA,C24050_040MA,C24050_041EA,C24050_041MA,C24050_042MA,C24050_042EA,C24050_043MA,C24050_043EA,C24050_044MA,C24050_044EA,C24050_045EA,C24050_045MA,C24050_046EA,C24050_046MA,C24050_047EA,C24050_047MA,C24050_048EA,C24050_048MA,C24050_049EA,C24050_049MA,C24050_050EA,C24050_050MA,C24050_051EA,C24050_051MA,C24050_052EA,C24050_052MA,C24050_053EA,C24050_053MA,C24050_054EA,C24050_054MA,C24050_055MA,C24050_055EA,C24050_056EA,C24050_056MA,C24050_057EA,C24050_057MA,C24050_058EA,C24050_058MA,C24050_059EA,C24050_059MA,C24050_060EA,C24050_060MA,C24050_061EA,C24050_061MA,C24050_062EA,C24050_062MA,C24050_063EA,C24050_063MA,C24050_064EA,C24050_064MA,C24050_065EA,C24050_065MA,C24050_066MA,C24050_066EA,C24050_067EA,C24050_067MA,C24050_068EA,C24050_068MA,C24050_069EA,C24050_069MA,C24050_070EA,C24050_070MA,C24050_071MA,C24050_071EA,C24050_072EA,C24050_072MA,C24050_073EA,C24050_073MA,C24050_074EA,C24050_074MA,C24050_075EA,C24050_075MA,C24050_076MA,C24050_076EA,C24050_077MA,C24050_077EA,C24050_078EA,C24050_078MA,C24050_079EA,C24050_079MA,C24050_080EA,C24050_080MA,C24050_081MA,C24050_081EA,C24050_082MA,C24050_082EA,C24050_083EA,C24050_083MA,C24050_084EA,C24050_084MA,state
0400000US06,16778061,43364,412318,10783,983602,16036,1660819,21407,503594,9961,1892209,23627,769009,13836,475122,11420,1058597,20604,2140616,20930,3518296,27509,1701284,25084,916873,16819,745722,13908,6172941,33817,71059,4525,173263,6312,607345,12753,92158,4688,206606,7378,106926,5287,286195,9613,486825,13785,1158017,15877,2204162,21384,324722,9304,161825,6426,293838,9501,3185329,30501,17569,2598,7004,1190,30952,2562,6987,1385,83435,5486,21579,2129,15840,2384,36591,3093,440339,14039,811775,13570,1057882,18294,400249,10865,255127,9138,4037377,34353,16119,1982,63312,4181,242343,6948,249999,7980,1338527,19185,197764,6961,122687,6662,496113,13346,369574,10497,425293,10169,251309,9010,111926,5804,152411,6250,1523386,19886,269508,9966,705927,13434,79601,4192,24629,2783,61430,4271,59383,4523,36202,2898,21089,2481,53372,3845,27337,2958,18393,2483,138887,6753,27628,2735,1859028,24103,38063,3507,34096,3194,700578,15859,129821,5505,202211,8371,383357,10650,14198,2194,17979,2220,119314,6755,49729,3710,48978,4049,103986,4995,16718,1955,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2559194,14129,67433,3879,185028,7526,181911,6585,65492,3428,278105,9419,117919,5304,71898,4099,174049,6327,346783,8744,527677,11447,282732,10218,131018,5878,129149,5750,1022761,14332,28062,2564,36876,2770,75158,4331,13361,1499,32349,3023,19069,2706,40308,2584,77536,3648,205718,6442,345383,8781,57086,4310,33768,2626,58087,3905,449141,11436,3421,956,956,531,2396,674,711,454,11798,1980,3185,842,1257,571,5623,1310,52753,3733,105473,5803,178930,8026,45679,3035,36959,2833,618564,12005,6045,1383,11919,1772,29839,2411,35268,2380,192735,7340,31103,2993,22451,2548,83236,4846,67535,3960,64167,3844,32722,3377,15950,1968,25594,2465,243041,8380,24034,2508,127472,5942,9260,1329,3125,850,13509,1958,10302,1652,5939,1466,4741,1084,7603,1540,4328,1078,4395,1317,23006,2465,5327,1128,225687,8417,5871,1194,7805,1746,65258,4767,13027,1778,27714,3011,54260,3974,1943,820,2913,876,13174,2361,8326,1311,9599,1829,12615,2058,3182,722,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1760162,12115,7004,1519,97005,5611,189629,6057,42247,2853,191742,7112,64128,4355,42278,3561,161880,6122,193905,7022,472233,10175,154511,6594,79425,5016,64175,3650,729911,10874,2107,705,18070,2239,74150,3683,9541,1555,19384,1918,9375,1732,24519,2493,90994,4479,111327,4664,300048,7236,27311,2603,16880,1859,26205,2045,318608,9712,494,398,811,455,2768,802,219,298,9409,1777,3421,887,1210,534,3883,844,37373,3922,105891,5542,98018,4851,31938,3228,23173,2470,417856,8961,332,223,6101,1325,25843,2266,21852,1984,138919,6092,16527,2119,11967,2003,63495,3613,31145,2785,56655,4055,22570,2458,10991,1540,11459,1369,123233,5891,3265,1122,68595,4804,8634,1241,1765,716,6712,1471,4735,1063,3087,740,1693,681,4996,1335,3816,946,2347,652,11473,1676,2115,751,170554,6538,806,533,3428,829,78234,4134,8870,1891,17318,1983,30070,2925,1495,689,1815,615,9064,2020,5823,897,4265,1151,8143,1401,1223,639,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,427114,5448,5014,1253,25879,2583,40185,3330,8391,1481,52476,3699,20336,2423,7078,1199,42302,3032,43894,3796,100045,4461,35976,3617,19724,2172,25814,2231,156616,5632,1936,604,3708,1143,14913,1831,1135,403,4902,1004,2181,686,3415,809,21562,1988,21879,2367,60002,3507,5421,1269,4503,1026,11059,1569,80404,4586,253,287,38,64,1458,566,28,52,3763,1087,627,345,11,18,965,355,8655,1721,24500,2416,25145,2983,7804,1276,7157,1235,107854,5042,215,136,1943,613,6412,1324,5002,1230,37264,3162,3539,824,2768,879,18345,2022,8371,1441,12742,1814,3879,1004,2354,747,5020,1089,36065,2745,1891,689,18750,2132,2322,669,480,321,1523,731,2377,935,726,363,823,435,1300,469,711,380,572,404,3245,891,1345,531,46175,2997,719,637,1440,537,15080,1989,1746,613,5024,1230,11612,1963,158,135,607,339,3689,1046,2090,517,959,595,1818,666,1233,728,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326957,6480,208,184,10668,2128,4116,1038,1641,673,15412,2141,10682,1790,14367,1804,16628,1920,70682,3991,66389,3442,32087,3020,30264,3535,53813,3192,195837,5625,155,161,2017,658,1744,636,351,278,1725,733,1660,563,11172,1765,9692,1428,52162,3509,45868,3385,8323,1486,20707,2663,40261,2919,50307,3437,0,197,0,197,0,197,0,197,652,363,498,311,112,130,740,486,8584,1591,11804,1870,19170,2147,4057,1001,4690,1093,58129,4080,53,89,391,280,974,518,914,504,12111,1876,2521,750,2650,773,5508,1215,9037,1770,7694,1293,4021,1238,4023,1252,8232,1378,10261,1960,0,197,7516,1836,319,309,0,197,24,45,207,233,84,102,375,327,319,249,378,331,252,350,455,280,332,320,12423,1688,0,197,744,644,1079,543,376,303,900,430,5796,1412,349,207,313,290,580,430,645,335,321,243,1022,536,298,285,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8277586,31488,92845,6544,511896,13608,436561,11625,236964,8126,1138358,20812,406086,11968,159886,7490,634973,13843,1040922,19862,1779194,23747,997054,20989,439880,12685,402967,11817,2787215,31841,16374,2014,90830,5128,146247,5917,47332,4263,106530,5065,64628,4230,72279,4630,253891,9228,482901,13974,1113745,17247,170696,7542,73859,3958,147903,6882,1694212,24808,7322,1847,2630,966,5624,1183,2930,902,48386,4763,13126,2092,3993,1210,35666,3757,242928,10332,372569,12542,622734,17609,194002,8560,142302,6113,2318898,31290,3867,1000,33928,3232,71734,4832,130376,6303,823780,18221,103871,6029,58978,4373,320208,11061,233161,9776,243160,9010,153036,6960,57680,4902,85119,5207,738016,17307,57683,5563,368227,12422,30993,3217,11646,2121,40524,4604,36796,3176,20289,3022,15755,2380,35010,3529,18166,2440,14659,2081,68827,4622,19441,3154,739245,18694,7599,1628,16281,2754,181963,8026,44680,4643,119138,7298,187665,9024,4347,962,9453,1807,46922,4106,31554,3471,35929,3947,45512,4283,8202,1591,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4263543,24438,46950,3936,266445,11267,470039,10696,113501,5806,508276,12830,247460,9950,101060,5572,269963,9781,505769,13321,893699,13848,400440,12596,209094,7933,230847,10694,1514267,16885,14990,2111,48371,4382,121901,6372,22556,2521,54032,4289,35282,3330,52304,3994,115089,6501,269232,9550,580072,10815,67110,4722,43466,3207,89862,6072,732366,14258,1709,868,1179,746,7239,1586,1590,945,16654,2475,5747,1729,3198,1064,11758,2196,101913,5311,179767,7672,250524,9418,82669,4927,68419,5308,1069352,17569,3021,929,15178,2019,65844,3967,57636,4130,362266,11314,58055,4591,34131,3328,132099,7010,94152,5925,106491,5108,64251,4490,26673,2799,49555,4170,387065,11304,22518,3186,192301,9283,32942,3188,6260,1559,20403,2340,23458,3086,9377,1592,6199,1396,13333,2163,6664,1336,2872,808,35290,3675,15448,2421,560493,13918,4712,1132,9416,1799,242113,8248,25459,2533,54921,3978,124918,6717,2050,684,4818,1255,27139,3458,20705,2784,15683,2407,20996,2851,7563,1580,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,648504,7446,10961,2095,45613,3015,20363,2170,13709,2033,80414,5171,38929,2553,9320,1434,40881,3257,71418,4109,124549,4834,105153,4734,30157,2396,57037,3784,215635,5956,2714,690,8545,1376,4772,975,1555,494,6843,1330,4322,789,4768,1039,17979,1954,32103,2814,84916,3652,13480,1998,7513,1297,26125,2083,149970,6234,317,326,396,347,431,292,273,336,5366,1532,1757,534,443,282,2796,820,21889,2283,23910,2445,68852,4044,10819,1961,12721,1877,161045,5539,870,431,3132,802,3052,635,6965,1267,58288,3778,10326,1650,2234,627,17912,2332,12295,1682,13601,1633,17614,2206,4145,982,10611,1815,65628,3444,6769,1708,32104,2668,1313,443,849,438,2517,783,3899,898,1606,557,964,557,2213,629,995,369,2314,877,4167,1124,5918,1181,56226,3574,291,199,1436,616,10795,1510,4067,1113,7400,1498,18625,2135,269,255,1230,517,2918,792,1127,529,2893,932,3513,800,1662,731,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,710247,8035,39992,2730,53569,3766,68010,4594,21184,2614,86395,4700,31574,2926,13100,2473,36285,3285,63258,4245,165313,5744,66897,5040,30742,2958,33928,2996,232646,7999,10764,1377,9336,1618,17658,2602,3195,958,10378,1847,3953,965,5477,1351,15379,2158,31683,2568,96585,5050,9868,1922,4179,935,14191,1930,131183,5837,1274,586,494,288,1131,380,226,196,3165,1056,786,348,345,272,730,391,10755,1926,40854,2984,48082,4659,13583,2032,9758,1281,173460,6190,1743,611,4479,1343,9381,1960,9520,2059,61813,3947,6686,1263,5942,1725,18319,2401,15330,2490,23566,3102,5572,1174,4239,1233,6870,1334,85582,4130,21302,2006,36946,3112,6497,1279,2311,1113,3450,889,3451,911,844,432,1021,541,1760,601,1236,493,664,467,4039,868,2061,725,87376,4362,4909,1297,2314,734,33343,2791,5932,1272,7589,1348,16698,2254,492,642,836,396,3730,1091,3072,861,2711,1109,4702,1146,1048,524,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6030591,21059,63463,3827,302342,9142,764880,14734,174636,6668,662225,12498,359136,10387,124233,5319,441793,9733,671162,11972,1385306,15536,548478,12268,295714,10085,237223,7576,2176517,18460,31758,2501,48430,3127,207224,5766,34735,2957,76034,4101,43206,3159,62811,3658,209893,7110,355672,9957,866996,12303,97413,5431,61297,4066,81048,4603,1063181,16276,1982,653,1398,590,12634,1828,2223,688,29337,2868,9899,1443,3476,990,13519,2029,120799,5583,309232,8351,350924,9690,115384,6340,92374,4911,1502444,17005,3260,717,21065,2145,115394,4666,93518,4920,459811,9749,84766,4379,41545,3251,205549,6486,135669,6336,170130,5333,77117,4603,43897,3671,50723,3473,438317,9293,21226,2145,218609,7022,40922,3148,6714,1202,24697,2355,25930,2608,10360,1685,6761,1167,11659,1703,12596,1635,3780,875,47442,3280,7621,1341,850132,15238,5237,1135,12840,1772,388706,10550,37446,2969,72346,4631,195335,6595,6041,1281,6071,1119,47363,3524,26352,2348,19244,2269,27694,3134,5457,1233,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
