GEO_ID,C17026_001E,C17026_001M,C17026_002E,C17026_002M,C17026_003E,C17026_003M,C17026_004E,C17026_004M,C17026_005E,C17026_005M,C17026_006E,C17026_006M,C17026_007E,C17026_007M,C17026_008E,C17026_008M,NAME,C17026_001MA,C17026_001EA,C17026_002MA,C17026_002EA,C17026_003EA,C17026_003MA,C17026_004EA,C17026_004MA,C17026_005EA,C17026_005MA,C17026_006MA,C17026_006EA,C17026_007MA,C17026_007EA,C17026_008EA,C17026_008MA,state
0400000US06,8585787,27380,445542,8841,665858,13583,387611,10292,400183,9433,519542,11445,222742,7302,5944309,28797,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,48758,3564,69849,4439,40963,3456,46532,3539,67659,3668,27779,2268,976724,9868,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,30318,3181,40606,3552,22125,2824,25285,2616,35981,2795,14418,1753,733636,8467,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,7789,1387,10610,1540,6105,1161,10088,1634,12720,1500,3827,924,174454,4029,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,7946,1234,7744,1145,4001,976,4755,982,3490,873,3446,1080,81111,3696,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,232071,9277,348718,9750,202315,7232,225109,7520,311378,9920,135190,5321,3143441,22469,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,157094,7207,204726,8725,107942,5554,116193,5019,156447,7148,66659,4312,1597165,15162,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,12167,1792,14347,1746,9430,1635,9002,1338,14888,1351,6610,1026,242721,5670,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,17123,2617,30435,2616,17707,1925,22043,2425,30270,2726,14951,1768,273379,5822,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,136312,4895,203283,6844,108331,4905,115384,4643,171040,5418,76502,4581,2310168,16305,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
