GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,NAME,C24010_001EA,C24010_001MA,C24010_002EA,C24010_002MA,C24010_003MA,C24010_003EA,C24010_004MA,C24010_004EA,C24010_005EA,C24010_005MA,C24010_006EA,C24010_006MA,C24010_007EA,C24010_007MA,C24010_008EA,C24010_008MA,C24010_009MA,C24010_009EA,C24010_010MA,C24010_010EA,C24010_011EA,C24010_011MA,C24010_012EA,C24010_012MA,C24010_013EA,C24010_013MA,C24010_014MA,C24010_014EA,C24010_015MA,C24010_015EA,C24010_016EA,C24010_016MA,C24010_017EA,C24010_017MA,C24010_018EA,C24010_018MA,C24010_019EA,C24010_019MA,C24010_020MA,C24010_020EA,C24010_021MA,C24010_021EA,C24010_022EA,C24010_022MA,C24010_023EA,C24010_023MA,C24010_024EA,C24010_024MA,C24010_025MA,C24010_025EA,C24010_026MA,C24010_026EA,C24010_027EA,C24010_027MA,C24010_028EA,C24010_028MA,C24010_029EA,C24010_029MA,C24010_030EA,C24010_030MA,C24010_031MA,C24010_031EA,C24010_032MA,C24010_032EA,C24010_033EA,C24010_033MA,C24010_034EA,C24010_034MA,C24010_035EA,C24010_035MA,C24010_036MA,C24010_036EA,C24010_037MA,C24010_037EA,C24010_038EA,C24010_038MA,C24010_039EA,C24010_039MA,C24010_040EA,C24010_040MA,C24010_041EA,C24010_041MA,C24010_042MA,C24010_042EA,C24010_043MA,C24010_043EA,C24010_044EA,C24010_044MA,C24010_045EA,C24010_045MA,C24010_046EA,C24010_046MA,C24010_047MA,C24010_047EA,C24010_048MA,C24010_048EA,C24010_049EA,C24010_049MA,C24010_050EA,C24010_050MA,C24010_051EA,C24010_051MA,C24010_052EA,C24010_052MA,C24010_053MA,C24010_053EA,C24010_054EA,C24010_054MA,C24010_055EA,C24010_055MA,C24010_056EA,C24010_056MA,C24010_057MA,C24010_057EA,C24010_058EA,C24010_058MA,C24010_059MA,C24010_059EA,C24010_060EA,C24010_060MA,C24010_061EA,C24010_061MA,C24010_062MA,C24010_062EA,C24010_063EA,C24010_063MA,C24010_064MA,C24010_064EA,C24010_065MA,C24010_065EA,C24010_066EA,C24010_066MA,C24010_067EA,C24010_067MA,C24010_068MA,C24010_068EA,C24010_069EA,C24010_069MA,C24010_070MA,C24010_070EA,C24010_071EA,C24010_071MA,C24010_072EA,C24010_072MA,C24010_073MA,C24010_073EA,state
0400000US06,16778061,43364,9081463,27617,3118662,24228,1363621,16736,998197,12852,365424,10352,767048,12620,368947,8988,309558,8923,88543,4393,738883,12673,89981,5372,106032,5711,270017,7727,272853,7838,249110,8577,174660,6986,74450,4490,1489297,19727,69234,5419,298562,9269,180894,7220,117668,5665,484937,12001,449966,10694,186598,7150,1621610,19039,970149,16615,651461,11473,1416088,18724,196876,9069,757590,13893,461622,11228,1435806,22855,603750,14064,472735,13177,359321,11175,7696598,31470,3054279,23350,1112397,15138,653521,11687,458876,10838,270944,7780,128435,5165,58907,3322,83602,5159,1106394,16306,160564,6996,110673,6126,644961,13007,190196,6667,564544,12217,400702,9946,163842,7969,1696032,21846,281388,7718,70286,3403,42839,2840,27447,2563,455206,12331,290348,9505,598804,12044,2415767,24629,919192,18018,1496575,18871,107298,6226,72640,4611,16664,2344,17994,2436,423222,9195,256467,8080,61759,4199,104996,5814,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2559194,14129,1373285,8775,519292,9804,245447,7328,182588,6942,62859,3420,139028,5252,69684,3580,54081,3451,15263,1900,99106,4773,15685,1956,13709,1608,40309,2943,29403,2895,35711,2790,26822,2406,8889,1541,204184,7861,8700,1714,41991,3106,24150,2420,17841,1914,75136,5806,57940,4120,20417,2158,243649,6735,148322,5739,95327,5280,231556,7758,9481,1580,141472,6787,80603,5124,174604,7301,69358,4259,70688,4065,34558,3784,1185909,10666,503469,9720,182825,5952,108233,4995,74592,4431,44821,3017,22644,2347,10856,1442,11321,1483,179904,6896,25355,2503,17652,2083,107194,4557,29703,2572,95919,4498,67809,3676,28110,2560,244957,7321,47784,3612,10114,1750,5958,1194,4156,1109,81771,4940,39511,3105,65777,4288,374915,9600,135033,6514,239882,6867,11485,2105,2739,845,4577,1433,4169,1146,51083,3365,24762,2247,16756,2172,9565,1619,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1760162,12115,898984,7987,351482,7542,173372,5559,121316,4670,52056,2958,76013,3799,34685,3027,31367,2330,9961,1407,74263,3703,10179,1295,12971,1560,33826,2581,17287,2144,27834,2286,21054,1906,6780,1286,143404,5999,4502,1048,27437,2436,16218,1964,11219,1912,43890,3836,48206,3936,19369,2206,160730,6098,95656,4234,65074,3796,118452,5625,2862,1106,71672,4937,43918,2961,124916,5904,63329,4064,39559,2998,22028,2413,861178,7726,378429,6791,122406,4963,72193,4186,50213,3271,29497,2639,14270,1614,5985,1178,9242,1647,150297,4591,23942,2107,13015,1965,94944,3910,18396,1740,76229,3784,53049,3250,23180,2274,175204,6840,49034,3769,8643,1490,6009,1265,2634,981,45779,3576,25898,2845,45850,3370,257126,6663,89091,4936,168035,5812,4781,1155,898,528,1546,499,2337,768,45638,3490,29740,2998,8115,1439,7783,1428,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,427114,5448,214352,3955,70149,3794,33772,2735,23955,2325,9817,1507,18462,2090,8451,1258,6010,987,4001,1008,13459,1824,2884,978,1854,517,5092,969,3629,933,4456,758,2854,531,1602,621,35464,3044,1848,717,7547,1253,3118,809,4429,970,11156,1888,10704,1930,4209,1035,38485,3294,20974,2509,17511,2215,34407,2601,1497,638,19563,1914,13347,1974,35847,2481,12997,1651,15205,2097,7645,1480,212762,4035,86467,3526,31659,2197,17949,1892,13710,1652,7029,1186,3174,803,1109,478,2746,801,30358,2643,6286,1280,3236,1090,18175,1989,2661,662,17421,2108,11872,1570,5549,1299,44940,2990,9018,1184,3033,1020,1849,792,1184,588,14669,1887,7065,1303,11155,1590,69369,3925,24932,2442,44437,3300,1658,688,550,340,445,426,663,390,10328,1502,5015,1075,2944,839,2369,839,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326957,6480,157029,4238,94374,3493,40880,2586,25839,2330,15041,1754,18528,2258,10004,1595,4018,938,4506,996,31806,2780,2673,952,13290,1753,6991,1358,8852,1518,3160,812,2665,697,495,343,23332,2215,918,524,4720,1201,3261,1009,1459,549,10194,1590,4234,850,3266,947,19720,2223,7929,1546,11791,1710,9677,1873,0,197,8195,1810,1482,549,9926,1522,1887,677,5913,1108,2126,818,169928,4138,101463,4045,37402,2324,21175,2051,16227,1874,13264,1910,7047,1277,920,415,5297,1214,43964,3123,5010,1013,11513,1509,15814,2497,11627,1537,6833,1424,5174,1373,1659,647,26975,2821,4155,1284,4261,1232,3194,1018,1067,602,6146,1186,6584,1408,5829,1342,38409,3215,12559,1730,25850,2653,584,468,0,197,221,184,363,398,2497,818,981,484,1267,661,249,220,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8277586,31488,4288774,21985,1323034,20242,637721,14199,473627,12402,164094,6383,249319,9277,130860,7179,94422,5126,24037,2787,291848,9324,38687,3328,49199,3896,115060,5151,88902,5891,144146,6145,98764,5010,45382,4160,799078,16194,29219,3292,175606,8094,106060,6647,69546,4205,263325,10954,248535,9664,82393,5486,884011,18737,549225,15022,334786,11042,701775,16264,46645,4611,378368,12957,276762,9794,580876,15259,199476,8661,239623,9618,141777,6869,3988812,22498,1464181,19299,503639,11997,309517,10546,194122,6985,74133,4312,40206,3536,13216,1780,20711,2272,534260,13117,68091,4171,62528,4634,337110,10728,66531,4371,352149,10640,231923,7902,120226,5712,895134,17923,188460,8192,50748,4056,27461,3239,23287,2572,272301,10303,178710,9094,204915,8995,1434887,20899,573839,14960,861048,15106,36241,3083,12776,2169,11385,1755,12080,1989,158369,8317,86135,5556,41542,4426,30692,3281,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4263543,24438,2231438,16182,707333,12472,354835,9356,264506,8423,90329,6303,150948,6724,80586,4994,53901,4137,16461,2454,149388,6680,22043,2772,21723,2191,67481,4194,38141,3480,52162,4079,35649,3334,16513,2171,327423,9157,10986,1864,73289,5161,39003,3650,34286,3578,103820,6908,107354,5437,31974,3313,406677,12182,250860,9868,155817,7020,368493,10565,19978,3117,199480,9567,149035,5828,421512,11748,181903,6185,140256,6772,99353,6685,2032105,15525,806934,13576,278314,8311,171428,7049,106886,4677,53197,3947,29001,2997,9630,1751,14566,2141,307298,7667,40111,3052,24707,2305,206607,6001,35873,3294,168125,7335,108492,5277,59633,4434,404943,10942,79580,5476,23577,2531,13147,2031,10430,1943,138854,7896,70314,5176,92618,4530,662675,12805,249684,9491,412991,10464,18572,2684,4130,894,7286,1823,7156,1418,138981,7050,85276,5390,30934,3481,22771,2919,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,648504,7446,339042,5422,101953,4383,44835,3411,32944,2711,11891,1644,19961,2367,8253,1382,8871,1477,2837,703,27173,2222,4085,882,3747,916,11413,1560,7928,1360,9984,1422,8094,1341,1890,565,78875,4379,1720,515,18421,2331,13120,1910,5301,1305,26187,2904,24858,2350,7689,1410,53730,3397,28325,2727,25405,2422,61127,3099,5011,1234,35143,2625,20973,2006,43357,3053,12972,1903,21539,2404,8846,1351,309462,5078,113682,3605,40627,2771,25603,2391,15024,1576,7445,1223,2883,664,2044,675,2518,711,46021,2676,7388,1446,3117,797,30820,2345,4696,844,19589,1860,14863,1756,4726,951,71095,3560,12411,1643,3215,922,2414,768,801,521,24576,2719,15587,1801,15306,1776,107315,4063,44713,3837,62602,3332,4501,1193,2147,969,1354,522,1000,434,12869,1704,6885,1176,4413,1010,1571,560,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,710247,8035,383464,5018,113976,5586,54135,3542,43360,3118,10775,2029,26725,2688,10952,2091,11205,1579,4568,1060,23380,2300,4643,986,3099,734,10636,1490,5002,1036,9736,1583,6980,1307,2756,1022,53586,3671,2555,777,9721,1483,5154,1087,4567,1020,18118,2471,16903,1933,6289,1360,64706,4406,38570,3628,26136,2740,81356,4174,16634,2011,41065,3309,23657,2400,69840,3677,29400,2492,25386,3094,15054,2018,326783,6459,118670,5017,37857,3427,23729,2587,14128,1860,7071,1254,2965,683,1609,754,2497,768,47463,3657,7081,1316,2488,787,32246,3009,5648,1187,26279,2594,18113,2159,8166,1441,77597,4547,15192,1731,3302,860,1657,625,1645,607,25688,3383,12282,1875,21133,1800,108754,4556,35685,3154,73069,4436,4226,1089,2394,721,930,547,902,469,17536,2204,11037,1792,3365,1188,3134,1020,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6030591,21059,3135624,12789,1029494,12821,502882,10001,353082,8351,149800,6119,228961,7945,123945,6219,82278,4590,22738,2090,223805,7289,35328,2935,38390,3107,94583,3907,55504,3423,73846,4775,55372,4116,18474,2453,461168,9705,17673,2281,102599,4805,56367,3725,46232,3405,153048,5308,139030,5347,48818,3234,567730,11246,334206,9246,233524,7806,423609,9239,14434,1731,234839,7162,174336,6373,653623,12268,298999,8628,214044,7541,140580,5972,2894967,16218,1147023,12538,390166,8431,224197,6764,165969,5805,76395,3803,40357,2890,14551,1525,21487,2132,423955,9340,61197,3338,33407,2431,276431,7262,52920,3466,256507,6940,184056,6500,72451,4124,602013,13327,124005,4703,32025,2945,22447,2415,9578,1570,176269,6746,92592,4853,177122,7267,934714,14632,321123,7868,613591,11539,14708,1934,2995,777,6362,1228,5351,1044,196509,6865,122983,6749,32673,2779,40853,2657,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
