GEO_ID,C20005A_001E,C20005A_001M,C20005A_002E,C20005A_002M,C20005A_003E,C20005A_003M,C20005A_004E,C20005A_004M,C20005A_005E,C20005A_005M,C20005A_006E,C20005A_006M,C20005A_007E,C20005A_007M,C20005A_008E,C20005A_008M,C20005A_009E,C20005A_009M,C20005A_010E,C20005A_010M,C20005A_011E,C20005A_011M,C20005A_012E,C20005A_012M,C20005A_013E,C20005A_013M,C20005A_014E,C20005A_014M,C20005A_015E,C20005A_015M,C20005A_016E,C20005A_016M,C20005A_017E,C20005A_017M,C20005A_018E,C20005A_018M,C20005A_019E,C20005A_019M,C20005A_020E,C20005A_020M,C20005A_021E,C20005A_021M,C20005A_022E,C20005A_022M,C20005A_023E,C20005A_023M,C20005A_024E,C20005A_024M,C20005A_025E,C20005A_025M,C20005A_026E,C20005A_026M,C20005A_027E,C20005A_027M,C20005A_028E,C20005A_028M,C20005A_029E,C20005A_029M,C20005A_030E,C20005A_030M,C20005A_031E,C20005A_031M,C20005A_032E,C20005A_032M,C20005A_033E,C20005A_033M,C20005A_034E,C20005A_034M,C20005A_035E,C20005A_035M,C20005A_036E,C20005A_036M,C20005A_037E,C20005A_037M,C20005A_038E,C20005A_038M,C20005A_039E,C20005A_039M,NAME,C20005A_001MA,C20005A_001EA,C20005A_002MA,C20005A_002EA,C20005A_003EA,C20005A_003MA,C20005A_004EA,C20005A_004MA,C20005A_005EA,C20005A_005MA,C20005A_006EA,C20005A_006MA,C20005A_007MA,C20005A_007EA,C20005A_008MA,C20005A_008EA,C20005A_009EA,C20005A_009MA,C20005A_010EA,C20005A_010MA,C20005A_011EA,C20005A_011MA,C20005A_012MA,C20005A_012EA,C20005A_013MA,C20005A_013EA,C20005A_014EA,C20005A_014MA,C20005A_015EA,C20005A_015MA,C20005A_016EA,C20005A_016MA,C20005A_017EA,C20005A_017MA,C20005A_018MA,C20005A_018EA,C20005A_019MA,C20005A_019EA,C20005A_020EA,C20005A_020MA,C20005A_021EA,C20005A_021MA,C20005A_022EA,C20005A_022MA,C20005A_023MA,C20005A_023EA,C20005A_024MA,C20005A_024EA,C20005A_025EA,C20005A_025MA,C20005A_026EA,C20005A_026MA,C20005A_027EA,C20005A_027MA,C20005A_028EA,C20005A_028MA,C20005A_029MA,C20005A_029EA,C20005A_030MA,C20005A_030EA,C20005A_031EA,C20005A_031MA,C20005A_032EA,C20005A_032MA,C20005A_033EA,C20005A_033MA,C20005A_034MA,C20005A_034EA,C20005A_035MA,C20005A_035EA,C20005A_036EA,C20005A_036MA,C20005A_037EA,C20005A_037MA,C20005A_038EA,C20005A_038MA,C20005A_039EA,C20005A_039MA,state
0400000US06,18945726,42937,9420833,25252,4270386,27937,228,176,4270158,27926,68566,4789,371266,12931,562213,11628,939868,16464,875114,15654,1453131,14454,5150447,26922,2847324,23593,2303123,22814,919649,15667,551241,11471,273547,9647,255507,8051,144006,5801,159173,6392,9524893,23182,2814580,19752,275,176,2814305,19753,66084,4069,301137,8892,441659,8999,775347,13387,602033,11598,628045,12025,6710313,24806,4104834,28000,2605479,21937,1156651,15953,631293,12466,291541,8503,261478,8715,148257,5903,116259,5925,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3504290,11148,1742583,6432,911602,9465,200,177,911402,9484,14598,1527,63939,4604,111355,5469,239376,6519,208263,6134,273871,6739,830981,10153,395096,7463,435885,9307,193438,5924,93803,4868,54501,4019,48490,4124,21841,2272,23812,2463,1761707,6611,641129,9031,81,135,641048,9023,13869,1645,65589,4081,99441,5079,217777,7172,144206,5436,100166,4453,1120578,11306,602315,9278,518263,9465,251982,6487,114649,5686,66114,4031,52238,3411,22572,2031,10708,1657,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2312159,8073,1112559,5632,561345,8107,51,85,561294,8105,5922,1131,20324,1998,44412,3670,116922,6094,139293,5595,234421,5725,551214,8845,293768,7000,257446,6777,107544,4438,52313,3383,30688,2646,30101,2699,17417,1875,19383,1796,1199600,4506,409379,6777,155,197,409224,6776,7221,1164,20798,2474,51695,3874,116568,4907,110306,4665,102636,4969,790221,7733,432366,6512,357855,5955,147354,5207,83248,3667,49472,3456,41091,2999,23210,1952,13480,1485,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,529740,3073,255657,2090,118741,3753,0,182,118741,3753,1859,795,6656,1310,13333,1878,29473,2564,33547,2096,33873,2158,136916,3876,77770,2560,59146,3609,28088,2193,11155,1524,7463,2079,7101,1414,2640,955,2699,810,274083,1775,95019,3105,0,182,95019,3105,1269,506,6999,1203,14510,1975,33350,2704,23145,2056,15746,1600,179064,3216,105463,3286,73601,3449,35615,2842,18650,1970,6930,935,7003,1194,3804,926,1599,551,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224391,3314,110599,1899,71841,2932,0,197,71841,2932,913,601,1091,624,3900,1040,10342,1749,13489,1843,42106,2224,38758,2568,15871,1940,22887,2061,8083,1136,3133,945,2314,947,4785,1262,1466,497,3106,899,113792,1858,64999,2698,0,197,64999,2698,798,398,1698,565,3268,1124,11884,1689,18248,1998,29103,2180,48793,2631,19106,1845,29687,2432,12766,1575,4930,994,2659,785,4213,1070,2549,693,2570,897,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12356889,17717,6007488,11968,2571311,17448,53,87,2571258,17451,44853,3269,278649,10347,422095,9884,737825,13634,503237,10370,584599,11341,3436177,19379,2181958,17703,1254219,15871,551763,12814,332050,9638,140812,6374,120346,5114,50670,4401,58578,3931,6349401,11337,1981138,17786,119,113,1981019,17802,44279,4074,277692,10418,421655,10757,675549,14968,341967,8821,219877,7830,4368263,21156,2950366,18552,1417897,18137,672820,14476,383874,10811,154658,6465,131850,5499,51475,3672,23220,3000,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4797457,11154,2357473,7502,1184148,12813,0,208,1184148,12813,18948,2372,98496,6644,168255,7053,313653,7872,249896,8264,334900,9227,1173325,13806,694176,10787,479149,10630,231682,7788,109133,6180,49640,3991,43401,2869,23747,2350,21546,2697,2439984,6232,817043,13424,111,135,816932,13415,22044,3070,108427,5645,154393,6622,255029,9373,167532,6319,109507,5445,1622941,13433,1057009,12190,565932,9652,288223,7367,139687,6126,53518,3132,49912,3334,26647,2524,7945,1253,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,304810,2340,168750,1477,90931,3346,118,147,90813,3329,1575,640,6238,1309,14540,1846,22616,2136,20540,2379,25304,2258,77819,3357,40937,2272,36882,2774,12791,1663,8266,1354,4834,964,5892,1031,3170,1046,1929,607,136060,1522,43289,2599,0,177,43289,2599,817,409,2812,884,7631,1322,13176,1691,10140,1192,8713,1221,92771,2848,53197,2621,39574,2715,14956,1803,8315,1382,6263,1125,6470,1439,2180,689,1390,500,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1121567,4618,556141,2726,252735,5944,0,187,252735,5944,4468,1054,22428,2371,43105,3815,75632,3930,59758,3576,47344,2921,303406,5896,155766,4301,147640,5650,73389,4018,31027,2469,17726,2068,14950,2125,5710,1038,4838,1029,565426,3296,171270,6001,66,111,171204,6003,6205,1159,28152,2641,43005,3033,54615,4093,27341,2870,11886,1895,394156,6289,216210,5398,177946,6463,96440,4078,47670,3643,17020,2110,11424,1773,3609,949,1783,784,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7557850,15841,3690830,8972,1878479,14302,76,87,1878403,14313,25647,2388,121866,5102,212171,7803,462530,9887,450905,8862,605284,8353,1812351,12040,973003,10872,839348,11777,377520,8242,188520,5184,92681,4979,91320,4193,48282,3034,41025,3424,3867020,9494,1376151,15535,205,205,1375946,15523,21840,2134,148139,5525,246782,7807,432586,9419,301031,7545,225568,6544,2490869,16664,1433961,13156,1056908,14363,509957,10965,268822,8480,114541,4359,92836,4705,45528,3216,25224,2026,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
