GEO_ID,B23002A_001E,B23002A_001M,B23002A_002E,B23002A_002M,B23002A_003E,B23002A_003M,B23002A_004E,B23002A_004M,B23002A_005E,B23002A_005M,B23002A_006E,B23002A_006M,B23002A_007E,B23002A_007M,B23002A_008E,B23002A_008M,B23002A_009E,B23002A_009M,B23002A_010E,B23002A_010M,B23002A_011E,B23002A_011M,B23002A_012E,B23002A_012M,B23002A_013E,B23002A_013M,B23002A_014E,B23002A_014M,B23002A_015E,B23002A_015M,B23002A_016E,B23002A_016M,B23002A_017E,B23002A_017M,B23002A_018E,B23002A_018M,B23002A_019E,B23002A_019M,B23002A_020E,B23002A_020M,B23002A_021E,B23002A_021M,B23002A_022E,B23002A_022M,B23002A_023E,B23002A_023M,B23002A_024E,B23002A_024M,B23002A_025E,B23002A_025M,B23002A_026E,B23002A_026M,B23002A_027E,B23002A_027M,B23002A_028E,B23002A_028M,B23002A_029E,B23002A_029M,B23002A_030E,B23002A_030M,B23002A_031E,B23002A_031M,B23002A_032E,B23002A_032M,B23002A_033E,B23002A_033M,B23002A_034E,B23002A_034M,B23002A_035E,B23002A_035M,B23002A_036E,B23002A_036M,B23002A_037E,B23002A_037M,B23002A_038E,B23002A_038M,B23002A_039E,B23002A_039M,B23002A_040E,B23002A_040M,B23002A_041E,B23002A_041M,B23002A_042E,B23002A_042M,B23002A_043E,B23002A_043M,B23002A_044E,B23002A_044M,B23002A_045E,B23002A_045M,B23002A_046E,B23002A_046M,B23002A_047E,B23002A_047M,B23002A_048E,B23002A_048M,B23002A_049E,B23002A_049M,B23002A_050E,B23002A_050M,B23002A_051E,B23002A_051M,B23002A_052E,B23002A_052M,B23002A_053E,B23002A_053M,B23002A_054E,B23002A_054M,B23002A_055E,B23002A_055M,B23002A_056E,B23002A_056M,B23002A_057E,B23002A_057M,B23002A_058E,B23002A_058M,B23002A_059E,B23002A_059M,B23002A_060E,B23002A_060M,B23002A_061E,B23002A_061M,B23002A_062E,B23002A_062M,B23002A_063E,B23002A_063M,B23002A_064E,B23002A_064M,B23002A_065E,B23002A_065M,B23002A_066E,B23002A_066M,B23002A_067E,B23002A_067M,B23002A_068E,B23002A_068M,B23002A_069E,B23002A_069M,B23002A_070E,B23002A_070M,B23002A_071E,B23002A_071M,B23002A_072E,B23002A_072M,B23002A_073E,B23002A_073M,B23002A_074E,B23002A_074M,B23002A_075E,B23002A_075M,B23002A_076E,B23002A_076M,B23002A_077E,B23002A_077M,B23002A_078E,B23002A_078M,B23002A_079E,B23002A_079M,NAME,B23002A_001EA,B23002A_001MA,B23002A_002EA,B23002A_002MA,B23002A_003MA,B23002A_003EA,B23002A_004MA,B23002A_004EA,B23002A_005MA,B23002A_005EA,B23002A_006EA,B23002A_006MA,B23002A_007MA,B23002A_007EA,B23002A_008MA,B23002A_008EA,B23002A_009MA,B23002A_009EA,B23002A_010MA,B23002A_010EA,B23002A_011EA,B23002A_011MA,B23002A_012EA,B23002A_012MA,B23002A_013MA,B23002A_013EA,B23002A_014MA,B23002A_014EA,B23002A_015MA,B23002A_015EA,B23002A_016MA,B23002A_016EA,B23002A_017EA,B23002A_017MA,B23002A_018MA,B23002A_018EA,B23002A_019MA,B23002A_019EA,B23002A_020MA,B23002A_020EA,B23002A_021MA,B23002A_021EA,B23002A_022MA,B23002A_022EA,B23002A_023EA,B23002A_023MA,B23002A_024EA,B23002A_024MA,B23002A_025EA,B23002A_025MA,B23002A_026EA,B23002A_026MA,B23002A_027MA,B23002A_027EA,B23002A_028MA,B23002A_028EA,B23002A_029EA,B23002A_029MA,B23002A_030EA,B23002A_030MA,B23002A_031MA,B23002A_031EA,B23002A_032EA,B23002A_032MA,B23002A_033MA,B23002A_033EA,B23002A_034EA,B23002A_034MA,B23002A_035EA,B23002A_035MA,B23002A_036MA,B23002A_036EA,B23002A_037EA,B23002A_037MA,B23002A_038MA,B23002A_038EA,B23002A_039MA,B23002A_039EA,B23002A_040EA,B23002A_040MA,B23002A_041EA,B23002A_041MA,B23002A_042MA,B23002A_042EA,B23002A_043MA,B23002A_043EA,B23002A_044MA,B23002A_044EA,B23002A_045EA,B23002A_045MA,B23002A_046EA,B23002A_046MA,B23002A_047MA,B23002A_047EA,B23002A_048MA,B23002A_048EA,B23002A_049MA,B23002A_049EA,B23002A_050MA,B23002A_050EA,B23002A_051MA,B23002A_051EA,B23002A_052EA,B23002A_052MA,B23002A_053MA,B23002A_053EA,B23002A_054MA,B23002A_054EA,B23002A_055MA,B23002A_055EA,B23002A_056EA,B23002A_056MA,B23002A_057EA,B23002A_057MA,B23002A_058MA,B23002A_058EA,B23002A_059MA,B23002A_059EA,B23002A_060MA,B23002A_060EA,B23002A_061EA,B23002A_061MA,B23002A_062MA,B23002A_062EA,B23002A_063MA,B23002A_063EA,B23002A_064MA,B23002A_064EA,B23002A_065MA,B23002A_065EA,B23002A_066EA,B23002A_066MA,B23002A_067EA,B23002A_067MA,B23002A_068MA,B23002A_068EA,B23002A_069MA,B23002A_069EA,B23002A_070MA,B23002A_070EA,B23002A_071MA,B23002A_071EA,B23002A_072MA,B23002A_072EA,B23002A_073EA,B23002A_073MA,B23002A_074EA,B23002A_074MA,B23002A_075EA,B23002A_075MA,B23002A_076MA,B23002A_076EA,B23002A_077MA,B23002A_077EA,B23002A_078EA,B23002A_078MA,B23002A_079EA,B23002A_079MA,state
0400000US06,18945726,42937,9420833,25252,654693,8295,200472,5117,6614,1484,193858,5192,125904,4959,67954,3978,454221,8058,889132,7673,679447,9089,36886,2690,642561,9507,515185,8375,127376,5418,209685,7526,4944704,16081,4373423,19361,49252,3870,4324171,19154,3929995,20846,394176,9444,571281,11278,1436584,5207,1023082,10224,293,207,1022789,10266,930590,10805,92199,4495,413502,8853,510165,6383,200737,5018,183073,4822,17664,1823,309428,6379,985555,6883,141266,4456,130754,4294,10512,1346,844289,6901,9524893,23182,609870,7647,188192,5564,541,302,187651,5595,132423,4960,55228,3811,421678,8915,803007,6751,572006,9088,4083,1018,567923,9041,486844,8707,81079,4364,231001,7873,4734585,14668,3490603,19490,5012,1182,3485591,19582,3143624,20008,341967,9139,1243982,16801,1498666,4758,879957,7682,30,65,879927,7681,807689,8491,72238,3750,618709,7876,565376,7323,166544,4673,152949,4733,13595,1680,398832,7222,1313389,8059,93892,4548,86018,4466,7874,1192,1219497,7723,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3504290,11148,1742583,6432,116515,3124,49618,2877,1273,378,48345,2880,34990,2438,13355,1912,66897,3093,150688,2443,121961,3330,7540,1028,114421,3543,101597,3701,12824,1889,28727,2591,940530,4795,853735,5819,14079,2109,839656,5875,792227,6162,47429,3342,86795,4191,282603,1383,211899,3558,84,137,211815,3561,196976,3574,14839,1875,70704,3357,96815,2813,40741,2669,37732,2570,3009,829,56074,2558,155432,2753,24185,2142,23178,2138,1007,341,131247,2867,1761707,6611,106272,3099,45942,2619,208,130,45734,2614,36171,2191,9563,1670,60330,3189,143661,2424,109588,3508,983,394,108605,3465,98556,3610,10049,1678,34073,2951,908148,3955,717767,6459,1683,582,716084,6436,671242,7356,44842,4038,190381,6581,294018,1517,183527,3972,0,189,183527,3972,173466,3914,10061,1384,110491,3816,105032,2875,33435,2124,30892,1829,2543,705,71597,2759,204576,2855,17699,1662,16622,1634,1077,388,186877,2956,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2312159,8073,1112559,5632,77256,2141,31247,2325,981,344,30266,2316,23825,2219,6441,1178,46009,2218,83418,1409,64358,2458,1916,383,62442,2530,52518,2746,9924,1879,19060,2257,550856,3920,503480,4078,3327,893,500153,4113,461438,4664,38715,3486,47376,2973,196334,1090,155772,2514,0,193,155772,2514,145299,2904,10473,1379,40562,2689,70247,1799,31256,1664,28336,1688,2920,774,38991,2087,134448,1833,21667,1877,19819,1811,1848,634,112781,2047,1199600,4506,72327,1883,32173,2176,118,101,32055,2182,26304,2070,5751,1100,40154,2699,79699,1345,61485,2508,177,123,61308,2519,54674,2542,6634,1214,18214,2207,565975,3079,463387,4025,266,298,463121,4032,429676,4861,33445,3145,102588,4077,207567,1117,145638,3302,0,193,145638,3302,137075,3105,8563,1128,61929,3275,78586,2171,27535,2031,25820,1925,1715,489,51051,2284,195446,2279,16336,1492,15860,1445,476,236,179110,2376,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,529740,3073,255657,2090,16081,950,5568,931,11,21,5557,934,4521,880,1036,461,10513,1044,21961,615,15923,1312,598,295,15325,1309,13027,1346,2298,886,6038,1313,121771,1542,108708,1827,1273,653,107435,1950,100698,1938,6737,1151,13063,1713,43585,335,30118,1552,43,73,30075,1540,28280,1540,1795,653,13467,1539,17598,1176,6610,951,5963,909,647,316,10988,1196,34661,1170,4962,826,4451,766,511,221,29699,1245,274083,1775,15787,856,5554,1008,0,182,5554,1008,4776,892,778,364,10233,987,21935,573,15393,1292,0,182,15393,1292,13358,1284,2035,762,6542,1276,123707,1254,98597,2255,38,46,98559,2266,92442,2297,6117,1267,25110,2210,47847,295,29133,1544,0,182,29133,1544,27876,1573,1257,460,18714,1598,20545,1035,6880,876,6585,901,295,199,13665,1119,44262,1188,3686,784,3552,776,134,144,40576,1375,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224391,3314,110599,1899,4340,1181,1141,611,302,339,839,492,767,463,72,122,3199,987,11831,1223,8142,1310,687,301,7455,1285,7025,1223,430,308,3689,1123,72149,1595,67842,2018,1364,601,66478,2076,64246,2122,2232,757,4307,1202,10894,408,8487,786,108,128,8379,763,7979,783,400,299,2407,738,4085,655,2782,550,2593,548,189,197,1303,413,7300,701,2059,627,2059,627,0,197,5241,536,113792,1858,6050,1452,2778,1504,0,197,2778,1504,2145,1430,633,531,3272,882,15297,1429,12072,1417,140,259,11932,1404,11476,1442,456,266,3225,945,67961,1358,63006,1804,209,201,62797,1829,60754,1958,2043,822,4955,1130,11109,366,8717,658,0,197,8717,658,8466,688,251,222,2392,653,5023,676,2278,619,2101,646,177,167,2745,641,8352,627,1390,584,1390,584,0,197,6962,732,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12356889,17717,6007488,11968,338920,5848,114171,4706,2761,702,111410,4619,75243,4315,36167,3170,224749,6568,465926,4765,349645,5959,10048,1521,339597,5998,281111,6647,58486,4627,116281,6138,2838296,7009,2485559,11601,22262,2768,2463297,11365,2241662,13502,221635,9310,352737,8666,958018,2849,641355,5347,134,126,641221,5348,583854,6808,57367,3974,316663,5493,432537,6293,136507,4458,121930,4338,14577,1968,296030,6889,973791,6304,104783,4268,94748,4165,10035,1526,869008,6674,6349401,11337,320993,6107,112396,4747,575,364,111821,4799,84513,4323,27308,2787,208597,6101,443107,4574,315431,7703,1062,503,314369,7793,271739,7224,42630,4360,127676,7108,2812069,6963,2145094,13208,2974,866,2142120,13194,1950539,15221,191581,7694,666975,12400,1060782,3366,607314,8907,118,133,607196,8926,560442,8993,46754,4032,453468,8991,488597,7350,116191,4481,106973,4486,9218,1271,372406,6939,1223853,7486,76230,4359,69659,4119,6571,1355,1147623,8170,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4797457,11154,2357473,7502,161193,4822,58404,3454,4039,552,54365,3328,38575,3333,15790,2022,102789,4449,204967,4475,158566,5098,10402,1143,148164,4969,122971,4890,25193,2906,46401,3454,1239779,5996,1094547,8685,18755,2076,1075792,8713,997489,9799,78303,4498,145232,6740,373006,1770,261816,4466,383,309,261433,4474,242613,4611,18820,2224,111190,3891,140821,3878,46873,2803,43576,2835,3297,665,93948,3842,237707,3913,32654,2625,30893,2608,1761,634,205053,4055,2439984,6232,147583,4156,53949,3258,70,98,53879,3257,39420,2942,14459,2122,93634,4052,187212,3573,124874,4155,1805,920,123069,4126,108604,4191,14465,1953,62338,3967,1227856,5231,894822,10142,1546,615,893276,9991,827541,10017,65735,3695,333034,8626,393963,1500,216051,4728,0,208,216051,4728,202766,4713,13285,1740,177912,4749,157844,4637,36561,2421,34537,2352,2024,506,121283,4932,325526,4404,21642,2021,19979,1930,1663,754,303884,4163,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,304810,2340,168750,1477,5742,784,2693,729,818,380,1875,805,1560,781,315,267,3049,669,18183,808,14928,1034,8506,1131,6422,1023,5867,962,555,384,3255,979,86897,1184,78536,1797,14541,1657,63995,2333,59976,2323,4019,1075,8361,1669,30440,630,20325,1471,51,40,20274,1470,19029,1458,1245,497,10115,1407,10958,934,4997,838,4483,764,514,342,5961,870,16530,944,2791,734,2712,727,79,96,13739,1113,136060,1522,4821,604,1516,638,107,117,1409,647,1204,619,205,127,3305,631,10589,504,6859,788,539,293,6320,779,5640,815,680,405,3730,742,65791,1017,47195,1991,1227,410,45968,2006,43046,2075,2922,799,18596,1941,27842,487,17823,1200,42,68,17781,1205,16506,1342,1275,536,10019,1224,9666,835,2922,689,2742,666,180,153,6744,941,17351,865,1918,643,1918,643,0,177,15433,858,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1121567,4618,556141,2726,41159,2119,17810,1769,41,84,17769,1780,13874,1752,3895,953,23349,2278,48982,1434,38888,2338,553,316,38335,2327,33957,2365,4378,1000,10094,1893,280168,2157,245365,3456,1311,579,244054,3586,228359,4087,15695,2356,34803,2808,90037,733,60363,2322,45,77,60318,2323,56127,2423,4191,1017,29674,2228,34856,1959,11348,1272,10577,1291,771,348,23508,1681,60939,1993,7369,1175,6999,1187,370,270,53570,2136,565426,3296,38638,1825,18509,1601,48,84,18461,1593,14057,1440,4404,1046,20129,1631,50121,1874,37691,2229,91,147,37600,2266,32363,2078,5237,1504,12430,1725,275932,2370,203894,5131,224,212,203670,5092,191891,4887,11779,2038,72038,4806,91653,544,53297,2157,0,187,53297,2157,51024,2197,2273,712,38356,2137,35672,1847,8505,1238,8097,1196,408,247,27167,1873,73410,2044,4478,1017,4289,991,189,175,68932,2139,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7557850,15841,3690830,8972,249308,4374,97866,4582,1855,736,96011,4498,68137,3806,27874,2221,151442,4736,310131,3224,245224,4528,3056,766,242168,4695,209140,4882,33028,2813,64907,3721,1926390,6885,1758098,9197,5745,899,1752353,9098,1620561,9608,131792,5253,168292,6509,601698,2023,446476,4582,123,144,446353,4592,415975,4764,30378,2634,155222,4418,203725,4132,74750,3782,70498,3686,4252,755,128975,3701,399578,4449,57444,2988,54942,3012,2502,594,342134,4607,3867020,9494,231381,4030,96843,3899,343,409,96500,3875,76832,3329,19668,2025,134538,4755,299567,2717,234078,4151,1068,706,233010,4161,209448,4443,23562,2467,65489,3425,1911573,5925,1529432,9178,1124,472,1528308,9195,1423272,9447,105036,4613,382141,8259,623837,1939,400917,5574,0,179,400917,5574,378409,5462,22508,2195,222920,5842,230951,3957,71670,3227,67545,3148,4125,965,159281,4310,569711,4275,41825,2834,39699,2759,2126,631,527886,4731,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
