GEO_ID,C25072_001E,C25072_001M,C25072_002E,C25072_002M,C25072_003E,C25072_003M,C25072_004E,C25072_004M,C25072_005E,C25072_005M,C25072_006E,C25072_006M,C25072_007E,C25072_007M,C25072_008E,C25072_008M,C25072_009E,C25072_009M,C25072_010E,C25072_010M,C25072_011E,C25072_011M,C25072_012E,C25072_012M,C25072_013E,C25072_013M,C25072_014E,C25072_014M,C25072_015E,C25072_015M,C25072_016E,C25072_016M,C25072_017E,C25072_017M,NAME,C25072_001MA,C25072_001EA,C25072_002MA,C25072_002EA,C25072_003MA,C25072_003EA,C25072_004EA,C25072_004MA,C25072_005EA,C25072_005MA,C25072_006MA,C25072_006EA,C25072_007MA,C25072_007EA,C25072_008MA,C25072_008EA,C25072_009EA,C25072_009MA,C25072_010EA,C25072_010MA,C25072_011MA,C25072_011EA,C25072_012MA,C25072_012EA,C25072_013MA,C25072_013EA,C25072_014MA,C25072_014EA,C25072_015EA,C25072_015MA,C25072_016MA,C25072_016EA,C25072_017MA,C25072_017EA,state
0400000US06,5770841,24980,391947,7925,100558,4731,263474,7169,27915,2778,1474774,16131,660083,13734,753308,14117,61383,4406,3207419,21261,1360130,18797,1698438,17289,148851,5953,696701,11384,202008,6213,437994,9455,56699,2983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,717930,9538,90476,4059,28049,2472,59021,3403,3406,953,211132,5890,111858,4740,93210,4859,6064,1142,341259,8017,170484,6488,153862,5554,16913,2053,75063,3778,24726,2146,42713,2853,7624,1297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,449360,8680,28373,2929,9041,1641,17080,1981,2252,899,113394,4210,56613,3163,51405,3054,5376,1518,230024,7662,104948,6195,112005,4771,13071,1922,77569,3251,27052,2193,42440,2605,8077,1410,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,99258,4117,10691,1680,3938,1117,5965,1111,788,416,23557,1946,12405,1576,10701,1376,451,321,51087,3562,26165,3064,22016,2792,2906,892,13923,1408,5389,1037,6614,1137,1920,566,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,155981,4855,12127,1433,2928,667,8455,1236,744,377,50600,2761,27713,2217,20770,2248,2117,880,74694,3671,37481,3006,32912,2554,4301,1009,18560,1558,8815,1361,9236,1329,509,323,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473515,22250,203038,8287,53114,4038,129350,6703,20574,2657,604829,10545,256028,8001,312995,9962,35806,3539,1306163,17420,532800,11957,684924,14405,88439,4707,359485,8801,103603,4267,213661,7435,42221,3106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1284206,16668,130780,6342,35984,3163,79346,4903,15450,2227,361194,8650,166992,6999,167870,6716,26332,2723,660944,13046,297084,8938,299608,9918,64252,4187,131288,4720,42194,3054,66374,3413,22720,2348,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192978,4122,14725,1703,4172,1118,8852,1249,1701,692,50054,2502,18934,1756,27613,2031,3507,873,102750,3092,44838,2640,49205,3417,8707,1512,25449,1947,10453,1439,11339,1224,3657,805,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,184435,6150,31169,2484,13571,1839,16397,1841,1201,713,51416,3730,25410,2606,22867,2897,3139,822,77886,4037,37836,3260,32423,2884,7627,1611,23964,2330,8038,1452,12839,1476,3087,824,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1593090,15616,149042,5446,45732,3431,88171,4350,15139,2108,447217,8602,231027,6629,190573,7987,25617,2879,779546,11554,375807,9877,346752,8626,56987,3416,217285,6514,73743,3805,122844,5544,20698,1767,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,759297,12471,101736,4525,35359,2878,57690,3447,8687,1473,199366,6042,101467,5034,85384,4088,12515,1705,363274,8663,182578,6266,152533,5236,28163,2416,94921,3977,35932,2294,48784,2887,10205,1343,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,344464,7798,58926,3087,23214,2248,32844,2498,2868,707,91466,4140,54127,3347,32421,2877,4918,1087,141733,5241,77085,3749,51993,3394,12655,1397,52339,2629,20859,1695,25592,2029,5888,664,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,374720,6600,55004,2617,21459,1894,29133,2298,4412,1186,102006,3504,58614,2874,37185,2989,6207,942,166495,5523,90965,4727,62091,3434,13439,1515,51215,2529,20130,2010,24959,2130,6126,954,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,562695,7784,65703,3537,23222,2560,36018,2565,6463,1273,137604,4600,68198,3548,55576,3759,13830,2006,286280,7128,137171,5371,116166,5302,32943,2442,73108,2948,28574,2235,32299,2556,12235,1382,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,589339,11722,65987,3998,19473,2510,38584,3166,7930,1515,163233,6990,75053,4741,72435,4633,15745,2067,296719,7691,127525,6028,128444,5519,40750,3354,63400,3285,21038,1965,29815,2235,12547,1446,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,158529,4335,15706,2072,6482,1343,8005,1472,1219,696,37225,2608,17402,1479,17935,2085,1888,866,76951,3416,34850,2756,35256,2641,6845,1164,28647,1911,10871,1196,13647,1576,4129,906,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,723780,9709,52518,3865,16166,2446,32484,2713,3868,1011,197834,5305,100660,4511,90575,4998,6599,1522,372816,8223,187376,6457,166732,5736,18708,2136,100612,3617,34910,2521,57386,3291,8316,1407,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952339,10308,64282,3407,22696,2152,37479,2555,4107,919,240492,6359,134484,5933,94656,5299,11352,1808,476779,8795,231384,7261,224566,7136,20829,2691,170786,5406,67468,3697,88834,4554,14484,1776,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1105104,13859,129720,5822,39221,3196,79742,4322,10757,1464,269296,6502,125783,4991,125099,5110,18414,1945,545625,9729,241189,7935,255953,7041,48483,3024,160463,5067,57057,3155,89044,3870,14362,1329,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,603133,9212,79054,3490,31781,2510,44018,2882,3255,1033,170869,5060,99759,3756,62172,3654,8938,1481,256665,6938,129996,5330,110593,5694,16076,1592,96545,3671,31783,2265,56597,3206,8165,978,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,346910,8433,36036,3723,11319,1980,18933,2471,5784,1389,92419,5186,37097,3570,42488,3869,12834,1809,178387,6647,71077,4698,78469,4943,28841,2781,40068,2457,12816,1417,17008,1764,10244,1366,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,767449,11382,96221,4135,34302,2578,55446,3252,6473,1333,200515,5854,101527,4751,86338,4742,12650,1655,360755,9222,168690,7266,157327,6279,34738,2531,109958,4205,39306,2779,57045,3206,13607,1280,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,134742,4135,19132,1788,7491,1489,10768,1529,873,479,34712,2519,20242,1975,11871,1719,2599,784,60606,3654,29112,2480,24953,2587,6541,968,20292,1623,7191,927,9453,1465,3648,663,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,246928,5425,37386,2693,16814,2088,18637,1824,1935,627,69055,2987,41074,2586,24005,2239,3976,779,105704,4235,58225,2981,38165,3098,9314,1171,34783,1856,14089,1453,16536,1369,4158,646,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
