GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001EA,C16006_001MA,C16006_002MA,C16006_002EA,C16006_003MA,C16006_003EA,C16006_004EA,C16006_004MA,C16006_005EA,C16006_005MA,C16006_006EA,C16006_006MA,state
0400000US06,13175241,560,3249493,38593,9874438,38880,5496109,31344,4378329,32618,51310,5189,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,978378,904,451831,11999,524402,12005,311690,10319,212712,8160,2145,798,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,463561,399,108644,5995,352205,6162,199227,7109,152978,6720,2712,1210,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,69684,-555555555,19749,2786,49471,2736,26181,2848,23290,2991,464,427,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,10
0400000US11,56448,-555555555,16674,3184,38944,3173,20844,2257,18100,2652,830,470,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4168624,1562,674164,18209,3469202,18677,1916447,19160,1552755,17879,25258,3202,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,792674,4179,152410,8194,637043,9190,325772,10176,311271,9691,3221,1188,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,115438,-555555555,86944,3651,18566,3267,12356,2487,6210,1540,9928,2110,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,15
0400000US16,164010,1064,63999,5958,99272,5706,54546,4801,44726,3835,739,466,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1891714,2066,395426,12633,1488097,12805,821060,15508,667037,13262,8191,1773,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,360588,1780,126485,7138,232824,6639,125918,5802,106906,5817,1279,689,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,141461,1647,52204,3715,89042,3536,48429,3704,40613,2768,215,232,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,277943,1094,97722,6104,179346,6035,100297,4596,79049,4590,875,454,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,118445,1946,44281,4010,73424,4156,34896,3252,38528,3238,740,387,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,188231,1605,69837,4739,116348,4662,57572,4346,58776,4372,2046,735,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16088,968,10468,1370,4830,1137,3950,1023,880,398,790,548,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,455237,1240,115760,8589,335240,8451,169722,6857,165518,7762,4237,1095,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,609815,1261,127463,5800,477113,5936,268839,7269,208274,7177,5239,1159,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,407950,1100,193556,7217,212828,7022,128250,5790,84578,5196,1566,584,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,230840,1317,81794,5458,147308,5678,73295,4649,74013,4666,1738,915,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,71233,2596,29560,3184,41287,3251,22362,2645,18925,2654,386,339,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,196831,2077,92927,5409,102169,5578,58033,4783,44136,4085,1735,695,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28815,733,22544,1669,6201,1330,4454,1067,1747,714,70,86,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,154956,1107,44437,3203,109439,3308,55232,3466,54207,3091,1080,685,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,675838,1206,158532,7958,514040,8253,289245,8675,224795,8484,3266,1185,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,35820,1008,16335,2299,18898,2057,11196,1626,7702,1738,587,403,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1498023,689,269516,10596,1218348,10663,645025,13887,573323,13233,10159,2163,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,895619,133,385300,11458,507704,11535,367683,8761,140021,6965,2615,881,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3256337,1415,651733,19262,2583358,19393,1378699,21051,1204659,19250,21246,2893,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,744302,2457,144877,8977,596029,9279,277116,10134,318913,9877,3396,1269,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
