GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002EA,B17015_002MA,B17015_003MA,B17015_003EA,B17015_004MA,B17015_004EA,B17015_005EA,B17015_005MA,B17015_006EA,B17015_006MA,B17015_007EA,B17015_007MA,B17015_008MA,B17015_008EA,B17015_009MA,B17015_009EA,B17015_010EA,B17015_010MA,B17015_011EA,B17015_011MA,B17015_012EA,B17015_012MA,B17015_013EA,B17015_013MA,B17015_014MA,B17015_014EA,B17015_015MA,B17015_015EA,B17015_016MA,B17015_016EA,B17015_017EA,B17015_017MA,B17015_018MA,B17015_018EA,B17015_019MA,B17015_019EA,B17015_020MA,B17015_020EA,B17015_021MA,B17015_021EA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024MA,B17015_024EA,B17015_025MA,B17015_025EA,B17015_026MA,B17015_026EA,B17015_027MA,B17015_027EA,B17015_028EA,B17015_028MA,B17015_029MA,B17015_029EA,B17015_030MA,B17015_030EA,B17015_031MA,B17015_031EA,B17015_032MA,B17015_032EA,B17015_033EA,B17015_033MA,B17015_034EA,B17015_034MA,B17015_035EA,B17015_035MA,B17015_036MA,B17015_036EA,B17015_037MA,B17015_037EA,B17015_038EA,B17015_038MA,B17015_039EA,B17015_039MA,B17015_040EA,B17015_040MA,B17015_041MA,B17015_041EA,B17015_042MA,B17015_042EA,B17015_043MA,B17015_043EA,B17015_044EA,B17015_044MA,B17015_045EA,B17015_045MA,B17015_046EA,B17015_046MA,B17015_047MA,B17015_047EA,state
0400000US06,8585787,27380,1111400,15617,471618,9445,66189,3253,14863,1836,51326,2877,405429,9246,69465,4105,335964,8030,639782,12282,136835,5712,14936,1865,3411,820,11525,1667,121899,5497,23126,2657,98773,4881,502947,10630,50462,3253,16814,2352,33648,2520,452485,10260,158533,6508,293952,7955,7474387,28093,5632481,27118,1414913,14237,130248,4234,1284665,14272,4217568,24369,209599,6741,4007969,24079,1841906,20764,622453,12792,135810,5997,25923,2127,109887,5177,486643,11687,37851,2702,448792,10987,1219453,15928,311750,7021,68935,3502,242815,6373,907703,14477,108924,5455,798779,13683,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,47192,3409,6822,1173,1050,530,5772,1031,40370,3033,3409,745,36961,3011,71415,4599,14582,2108,1422,523,308,201,1114,518,13160,2207,1347,653,11813,2002,56833,4188,5658,1194,2273,739,3385,848,51175,4137,8697,1614,42478,3752,1159657,11072,927878,11729,220127,5119,12893,1249,207234,5423,707751,10134,18856,1745,688895,9905,231779,6532,77714,4051,11622,1503,1210,401,10412,1439,66092,3815,2950,800,63142,3648,154065,5615,31833,2815,4912,979,26921,2759,122232,4936,7561,927,114671,4779,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,20201,2445,4278,1005,859,399,3419,913,15923,2198,2405,804,13518,2021,50723,3321,6295,1400,1379,706,407,568,972,417,4916,1232,588,398,4328,1186,44428,3185,4536,981,1423,411,3113,903,39892,3092,10795,1398,29097,2714,831445,8840,640675,8470,170463,3942,9496,1254,160967,3883,470212,7459,14215,1748,455997,7509,190770,6524,56922,3897,12429,1287,1426,466,11003,1239,44493,3621,2524,802,41969,3544,133848,5347,34533,2556,5889,950,28644,2363,99315,5081,8757,1520,90558,4981,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,5984,1260,1165,490,86,103,1079,482,4819,1252,463,335,4356,1205,12415,1677,2028,630,333,243,88,146,245,191,1695,606,284,204,1411,590,10387,1632,1504,541,428,269,1076,452,8883,1498,1907,808,6976,1262,207194,4348,157476,4530,51539,2165,2862,639,48677,2195,105937,3979,4349,940,101588,3944,49718,3535,14233,2110,2472,684,377,229,2095,694,11761,1984,1094,597,10667,1923,35485,2747,8501,1029,1354,512,7147,1019,26984,2445,2626,761,24358,2327,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2274,745,341,264,124,167,217,204,1933,677,113,87,1820,662,13416,1415,1422,584,381,250,195,201,186,141,1041,481,191,180,850,445,11994,1395,1955,595,912,377,1043,458,10039,1269,4738,972,5301,985,96803,3781,59875,3094,12162,1060,1053,460,11109,1014,47713,2691,1253,495,46460,2727,36928,2435,7956,1249,1702,635,268,197,1434,590,6254,1197,695,396,5559,1167,28972,2078,6189,859,1512,511,4677,816,22783,1995,3937,1071,18846,1954,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,226660,7825,56594,3719,8490,1314,48104,3370,170066,7313,21461,2469,148605,6863,354129,9725,64598,4050,10064,1495,1485,489,8579,1433,54534,3800,7659,1568,46875,3633,289531,9091,39781,3244,10987,1806,28794,2764,249750,7852,41526,3445,208224,7627,4017433,24594,3092960,22883,1156524,11608,62632,3500,1093892,12295,1936436,19482,74035,4017,1862401,19638,924473,14572,259303,9265,68951,3585,9030,1240,59921,3513,190352,8565,11829,1844,178523,8375,665170,10080,192771,7216,36419,3197,156352,6315,472399,10716,37382,3178,435017,10791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,120443,6072,24787,2477,3289,898,21498,2313,95656,5263,10420,1461,85236,4891,241377,8503,35701,2570,6388,1205,1073,567,5315,1081,29313,2363,3685,1142,25628,2237,205676,8198,27606,2905,6426,1317,21180,2671,178070,8151,29240,2570,148830,7465,2044406,15943,1572943,17075,425779,8202,26063,2457,399716,7974,1147164,13709,36346,3141,1110818,13225,471463,11691,130717,5897,31164,2459,6062,1006,25102,2188,99553,4879,3993,922,95560,4926,340746,10111,86943,4289,17832,1995,69111,3742,253803,8799,21134,2163,232669,8242,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,11141,1234,2028,686,209,139,1819,621,9113,1112,1271,482,7842,1037,15373,1789,2744,832,241,131,117,105,124,95,2503,834,557,373,1946,736,12629,1647,1596,716,232,156,1364,675,11033,1600,2531,881,8502,1404,282651,5838,217886,6168,67814,2946,4430,622,63384,2868,150072,5116,4336,882,145736,5086,64765,3503,20825,1895,8476,996,972,350,7504,927,12349,1611,982,424,11367,1538,43940,2948,20067,1874,2631,799,17436,1719,23873,2191,2130,670,21743,1997,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,22630,2412,4497,1268,836,469,3661,1185,18133,2040,1809,614,16324,2027,24928,2647,3868,953,585,298,6,12,579,297,3283,921,520,354,2763,832,21060,2486,2178,766,567,314,1611,663,18882,2464,2345,680,16537,2411,358350,6909,299595,6422,88758,3014,4400,911,84358,2899,210837,5725,9493,1673,201344,5675,58755,4228,20466,2715,3354,827,771,416,2583,712,17112,2677,945,786,16167,2444,38289,3132,11288,1817,2054,645,9234,1751,27001,2630,3263,835,23738,2594,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,111903,5129,19108,1912,2336,733,16772,1750,92795,4779,11833,1579,80962,4524,227692,6957,36832,3216,4245,1162,929,489,3316,958,32587,3110,4738,1155,27849,2969,190860,6302,22833,1958,6453,1165,16380,1768,168027,6146,37859,2844,130168,5438,2781425,15435,2177526,18209,558720,7421,32007,2085,526713,7913,1618806,15935,51181,2933,1567625,15539,603899,11431,183297,6670,41719,2757,6115,990,35604,2696,141578,5870,7317,1198,134261,5882,420602,9957,107254,4329,18577,1825,88677,3894,313348,8421,26368,2617,286980,8267,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
