B23002H_044E,B23002H_044M,B23002H_045E,B23002H_045M,B23002H_046E,B23002H_046M,B23002H_047E,B23002H_047M,B23002H_048E,B23002H_048M,B23002H_049E,B23002H_049M,B23002H_050E,B23002H_050M,B23002H_051E,B23002H_051M,B23002H_052E,B23002H_052M,B23002H_053E,B23002H_053M,B23002H_054E,B23002H_054M,B23002H_055E,B23002H_055M,B23002H_056E,B23002H_056M,B23002H_057E,B23002H_057M,B23002H_058E,B23002H_058M,B23002H_059E,B23002H_059M,B23002H_060E,B23002H_060M,B23002H_061E,B23002H_061M,B23002H_062E,B23002H_062M,B23002H_063E,B23002H_063M,B23002H_064E,B23002H_064M,B23002H_065E,B23002H_065M,B23002H_066E,B23002H_066M,B23002H_067E,B23002H_067M,B23002H_068E,B23002H_068M,B23002H_069E,B23002H_069M,B23002H_070E,B23002H_070M,B23002H_071E,B23002H_071M,B23002H_072E,B23002H_072M,B23002H_073E,B23002H_073M,B23002H_074E,B23002H_074M,B23002H_075E,B23002H_075M,B23002H_076E,B23002H_076M,B23002H_077E,B23002H_077M,B23002H_078E,B23002H_078M,B23002H_079E,B23002H_079M,GEO_ID,B23002H_001E,B23002H_001M,B23002H_002E,B23002H_002M,B23002H_003E,B23002H_003M,B23002H_004E,B23002H_004M,B23002H_005E,B23002H_005M,B23002H_006E,B23002H_006M,B23002H_007E,B23002H_007M,B23002H_008E,B23002H_008M,B23002H_009E,B23002H_009M,B23002H_010E,B23002H_010M,B23002H_011E,B23002H_011M,B23002H_012E,B23002H_012M,B23002H_013E,B23002H_013M,B23002H_014E,B23002H_014M,B23002H_015E,B23002H_015M,B23002H_016E,B23002H_016M,B23002H_017E,B23002H_017M,B23002H_018E,B23002H_018M,B23002H_019E,B23002H_019M,B23002H_020E,B23002H_020M,B23002H_021E,B23002H_021M,B23002H_022E,B23002H_022M,B23002H_023E,B23002H_023M,B23002H_024E,B23002H_024M,B23002H_025E,B23002H_025M,B23002H_026E,B23002H_026M,B23002H_027E,B23002H_027M,B23002H_028E,B23002H_028M,B23002H_029E,B23002H_029M,B23002H_030E,B23002H_030M,B23002H_031E,B23002H_031M,B23002H_032E,B23002H_032M,B23002H_033E,B23002H_033M,B23002H_034E,B23002H_034M,B23002H_035E,B23002H_035M,B23002H_036E,B23002H_036M,B23002H_037E,B23002H_037M,B23002H_038E,B23002H_038M,B23002H_039E,B23002H_039M,B23002H_040E,B23002H_040M,B23002H_041E,B23002H_041M,B23002H_042E,B23002H_042M,B23002H_043E,B23002H_043M,B23002H_044MA,B23002H_044EA,B23002H_045EA,B23002H_045MA,B23002H_046EA,B23002H_046MA,B23002H_047EA,B23002H_047MA,B23002H_048MA,B23002H_048EA,B23002H_049MA,B23002H_049EA,B23002H_050MA,B23002H_050EA,B23002H_051EA,B23002H_051MA,B23002H_052EA,B23002H_052MA,B23002H_053EA,B23002H_053MA,B23002H_054MA,B23002H_054EA,B23002H_055MA,B23002H_055EA,B23002H_056EA,B23002H_056MA,B23002H_057EA,B23002H_057MA,B23002H_058EA,B23002H_058MA,B23002H_059MA,B23002H_059EA,B23002H_060MA,B23002H_060EA,B23002H_061MA,B23002H_061EA,B23002H_062EA,B23002H_062MA,B23002H_063EA,B23002H_063MA,B23002H_064EA,B23002H_064MA,B23002H_065MA,B23002H_065EA,B23002H_066MA,B23002H_066EA,B23002H_067EA,B23002H_067MA,B23002H_068EA,B23002H_068MA,B23002H_069EA,B23002H_069MA,B23002H_070EA,B23002H_070MA,B23002H_071EA,B23002H_071MA,B23002H_072EA,B23002H_072MA,B23002H_073MA,B23002H_073EA,B23002H_074MA,B23002H_074EA,B23002H_075EA,B23002H_075MA,B23002H_076EA,B23002H_076MA,B23002H_077EA,B23002H_077MA,B23002H_078MA,B23002H_078EA,B23002H_079MA,B23002H_079EA,NAME,B23002H_001MA,B23002H_001EA,B23002H_002MA,B23002H_002EA,B23002H_003EA,B23002H_003MA,B23002H_004MA,B23002H_004EA,B23002H_005MA,B23002H_005EA,B23002H_006MA,B23002H_006EA,B23002H_007MA,B23002H_007EA,B23002H_008MA,B23002H_008EA,B23002H_009EA,B23002H_009MA,B23002H_010MA,B23002H_010EA,B23002H_011MA,B23002H_011EA,B23002H_012MA,B23002H_012EA,B23002H_013MA,B23002H_013EA,B23002H_014EA,B23002H_014MA,B23002H_015MA,B23002H_015EA,B23002H_016MA,B23002H_016EA,B23002H_017MA,B23002H_017EA,B23002H_018MA,B23002H_018EA,B23002H_019MA,B23002H_019EA,B23002H_020EA,B23002H_020MA,B23002H_021EA,B23002H_021MA,B23002H_022EA,B23002H_022MA,B23002H_023MA,B23002H_023EA,B23002H_024MA,B23002H_024EA,B23002H_025EA,B23002H_025MA,B23002H_026EA,B23002H_026MA,B23002H_027EA,B23002H_027MA,B23002H_028MA,B23002H_028EA,B23002H_029MA,B23002H_029EA,B23002H_030EA,B23002H_030MA,B23002H_031EA,B23002H_031MA,B23002H_032EA,B23002H_032MA,B23002H_033MA,B23002H_033EA,B23002H_034MA,B23002H_034EA,B23002H_035EA,B23002H_035MA,B23002H_036EA,B23002H_036MA,B23002H_037EA,B23002H_037MA,B23002H_038MA,B23002H_038EA,B23002H_039MA,B23002H_039EA,B23002H_040EA,B23002H_040MA,B23002H_041EA,B23002H_041MA,B23002H_042EA,B23002H_042MA,B23002H_043MA,B23002H_043EA,state
0,200,8946,1067,6244,919,2702,581,16714,1444,40647,590,32319,1399,185,244,32134,1378,27782,1746,4352,1239,8328,1305,286074,468,221146,3877,242,161,220904,3869,199469,4104,21435,2552,64928,3850,113125,78,67499,2442,0,200,67499,2442,59933,2202,7566,1366,45626,2438,48205,1941,14435,1465,12810,1367,1625,628,33770,1824,91647,1902,7326,1358,6687,1378,639,289,84321,1772,0400000US32,1231673,1843,626315,1458,29183,1384,9827,1139,41,47,9786,1133,7241,999,2545,762,19356,1590,41578,775,34168,1555,919,430,33249,1603,26483,1701,6766,1196,7410,1394,309921,754,273282,3029,3846,843,269436,3103,242360,4178,27076,2812,36639,2891,114108,82,76677,2463,0,200,76677,2463,68559,2443,8118,1006,37431,2465,47789,2174,14750,1513,12598,1334,2152,661,33039,2496,83736,2150,12236,1726,10852,1645,1384,496,71500,2078,605358,1118,25660,1210,8946,1067,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0,181,17379,1798,14092,1878,3287,737,16176,1785,36559,831,29429,1331,0,181,29429,1331,26820,1294,2609,732,7130,1098,247294,168,204511,2628,0,181,204511,2628,194289,2756,10222,1689,42783,2611,91867,69,64174,1992,0,181,64174,1992,61913,2009,2261,686,27693,2003,32029,1343,9887,1187,9356,1171,531,352,22142,1475,71796,1343,6601,916,6308,883,293,273,65195,1606,0400000US33,1004319,1687,491219,1224,33666,1250,15136,1424,77,142,15059,1433,10707,1314,4352,1339,18530,1580,39340,395,31265,1734,38,66,31227,1733,27322,1827,3905,950,8075,1630,244121,125,221027,2151,1285,585,219742,2193,208074,3070,11668,1945,23094,2167,89678,62,70210,1908,0,181,70210,1908,66665,1851,3545,832,19468,1904,31056,1391,13040,1181,12444,1181,596,267,18016,1279,53358,1391,7742,983,7246,943,496,270,45616,1527,513100,1183,33555,1460,17379,1798,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
277,364,48894,2747,38993,2437,9901,1650,71301,2809,132522,585,99430,2733,341,256,99089,2778,87751,2678,11338,1625,33092,2619,1020155,1629,809312,7192,131,115,809181,7192,751063,7372,58118,4055,210843,7012,390144,415,263957,4013,0,192,263957,4013,245224,4242,18733,1599,126187,3973,150770,3631,51212,2888,46015,2796,5197,998,99558,3792,394632,3622,31523,2737,29387,2655,2136,636,363109,4091,0400000US34,4254877,5413,2046182,3755,128249,2557,46004,2822,168,154,45836,2865,34908,2252,10928,1760,82245,3111,140827,1084,98153,2994,1112,531,97041,3063,79810,3047,17231,2040,42674,2930,1005512,1682,922776,4803,2928,651,919848,4993,853042,5861,66806,3790,82736,4498,370584,483,283613,3983,174,210,283439,3988,262976,3756,20463,2111,86971,4008,132744,2712,62417,2971,55765,2906,6652,973,70327,2754,268266,2744,43761,2660,40724,2562,3037,699,224505,3298,2208695,2942,120472,2033,49171,2620,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
7,18,6958,1532,5291,1464,1667,554,11994,1347,18838,1440,14321,1483,162,144,14159,1481,13481,1425,678,393,4517,1252,151756,970,113076,2876,296,284,112780,2912,106019,2841,6761,1269,38680,2729,76311,174,45276,1926,0,185,45276,1926,43735,1934,1541,540,31035,1920,31283,1510,8707,1130,8257,1108,450,270,22576,1400,64634,1526,5114,964,4523,902,591,375,59520,1483,0400000US35,711028,1492,349247,1471,17969,1929,7683,1450,178,170,7505,1448,5384,1431,2121,881,10286,1533,22675,1433,17319,1631,1383,443,15936,1622,13378,1750,2558,888,5356,1122,156147,1253,134861,2782,3668,960,131193,2774,123866,3298,7327,1617,21286,2427,70521,447,48156,1853,0,185,48156,1853,44563,1972,3593,899,22365,1839,29144,1747,11870,1166,10849,1077,1021,524,17274,1530,52791,1724,6653,978,6414,980,239,200,46138,1611,361781,1141,18959,1731,6965,1533,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
229,218,100559,3704,79613,3727,20946,2055,176093,5014,357775,2904,256152,4863,583,417,255569,4809,227711,5063,27858,2087,101623,4629,2256686,1987,1809680,9967,736,485,1808944,10033,1707061,11011,101883,6055,447006,9698,816185,719,523282,6078,0,185,523282,6078,495498,6097,27784,2671,292903,5972,311420,4327,99254,3274,92152,3097,7102,1178,212166,4975,823975,4290,65255,4118,60325,3992,4930,970,758720,5016,0400000US36,9368981,6738,4526059,4230,284838,3259,97209,3742,1050,443,96159,3659,71193,3532,24966,2096,187629,4045,367416,1063,259269,4806,5378,921,253891,4728,218541,4753,35350,2416,108147,4603,2245444,1565,2010563,8205,8218,1260,2002345,8224,1872638,10511,129707,6302,234881,7804,778601,660,553797,6147,12,19,553785,6149,518106,6366,35679,3160,224804,6124,278284,5122,111291,3552,103291,3605,8000,940,166993,4511,571476,5156,85819,4206,80725,4087,5094,847,485657,5146,4842922,4075,276881,4427,100788,3694,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
128,148,60308,2699,45871,2627,14437,1798,90109,4089,198798,2625,142488,4012,1208,545,141280,3989,121557,4330,19723,2364,56310,3580,1271230,1731,974977,9009,2625,759,972352,8973,898310,8820,74042,5049,296253,8800,459063,620,267781,4625,0,193,267781,4625,251070,4493,16711,2075,191282,4464,189861,3805,47815,2510,45308,2407,2507,682,142046,3924,419556,3835,30116,2393,28190,2295,1926,561,389440,4422,0400000US37,5202056,4113,2513003,2914,158624,3627,64305,3712,3323,770,60982,3543,43566,3038,17416,2009,94319,4169,209774,2193,162347,3881,19871,1792,142476,4134,118870,4724,23606,3059,47427,3802,1247652,1859,1099326,5324,29610,2195,1069716,5524,987908,6452,81808,4764,148326,5229,423639,235,292414,3684,120,122,292294,3701,272736,3678,19558,1968,131225,3676,171895,3495,58994,2564,55948,2612,3046,750,112901,3323,301419,3549,38338,2253,36230,2230,2108,609,263081,3986,2689053,2854,150545,3900,60436,2700,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0,141,8887,905,8042,900,845,381,6533,945,24938,677,20915,1009,163,190,20752,985,19608,1265,1144,624,4023,906,113932,308,96008,1384,326,198,95682,1360,93910,1556,1772,720,17924,1420,40285,78,28424,1105,0,141,28424,1105,28126,1084,298,187,11861,1106,13839,877,5368,778,5285,760,83,78,8471,942,40597,881,4124,701,4088,694,36,49,36473,811,0400000US38,504739,988,255728,613,18255,1147,8392,1066,252,214,8140,1062,7050,1085,1090,516,9863,1153,28127,1023,24748,1429,1191,482,23557,1497,22403,1514,1154,640,3379,853,123859,453,114485,1628,1992,644,112493,1704,109914,1784,2579,810,9374,1544,42740,14,34614,1039,0,141,34614,1039,33672,1090,942,382,8126,1037,12560,829,6487,843,6218,829,269,146,6073,727,30187,823,5379,907,5232,897,147,141,24808,938,249011,789,15420,986,8887,905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0,182,110493,5017,87777,4742,22716,2041,121486,4517,296901,1943,226218,4234,141,224,226077,4285,200785,4235,25292,2729,70683,3715,1843299,1200,1431483,8060,678,407,1430805,8072,1342170,8763,88635,5275,411816,7942,674190,474,408167,6709,0,182,408167,6709,389389,6096,18778,1817,266023,6692,241115,4182,65588,3180,63525,3105,2063,620,175527,4211,620765,4197,43132,2698,42044,2644,1088,337,577633,4589,0400000US39,7581873,4616,3673624,3145,247989,3102,107735,4309,315,195,107420,4311,80615,3695,26805,2728,140254,4387,303408,1343,236737,4439,1018,587,235719,4394,202645,4475,33074,2910,66671,4000,1826086,1309,1616435,7960,4008,885,1612427,7950,1499827,9093,112600,4910,209651,7726,643071,227,444412,5152,0,182,444412,5152,416947,5262,27465,2133,198659,5164,224400,3718,74659,3000,69526,2710,5133,931,149741,4213,428670,3725,54175,2611,52610,2630,1565,458,374495,4276,3908249,3571,231979,4005,110493,5017,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
307,250,24657,1782,20735,1692,3922,926,30660,1833,87463,1041,62032,2362,726,452,61306,2431,55887,2426,5419,917,25431,2242,507113,453,375021,4176,534,275,374487,4188,353569,4036,20918,2079,132092,4131,186498,201,101648,2574,0,149,101648,2574,98166,2624,3482,724,84850,2571,74114,2332,20024,1580,19425,1537,599,298,54090,2310,178370,2328,15071,1295,14437,1255,634,368,163299,2614,0400000US40,2125067,1702,1035885,1476,61784,1619,24602,1725,796,326,23806,1678,17822,1424,5984,918,37182,1859,88811,934,71263,1938,3082,719,68181,1994,60255,2055,7926,1261,17548,1798,509253,424,439833,3622,6810,1291,433023,3517,412528,3503,20495,1936,69420,3566,176394,190,120286,2001,0,149,120286,2001,116443,2052,3843,661,56108,1998,65913,2025,23168,1587,22159,1515,1009,354,42745,1782,133730,2036,20926,1456,20116,1391,810,473,112804,2112,1089182,1382,55624,1691,24964,1808,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0,193,28465,2188,20794,1998,7671,1476,37839,2274,94310,1316,71567,2320,0,193,71567,2320,60254,2507,11313,1699,22743,2123,602678,858,459943,5459,227,255,459716,5447,418671,5593,41045,3120,142735,5479,243077,242,145983,3639,0,193,145983,3639,135886,3487,10097,1747,97094,3653,89365,2909,21642,1896,20270,1903,1372,506,67723,2616,204517,2977,11546,1640,10655,1567,891,427,192971,2614,0400000US41,2534576,3515,1234325,2403,69334,2302,27945,2043,0,193,27945,2043,18747,1825,9198,1577,41389,2257,95263,1369,71831,2805,210,202,71621,2813,55748,3467,15873,1942,23432,2434,599601,936,513991,4384,1655,678,512336,4430,463592,5687,48744,3336,85610,4299,228786,412,152716,3860,0,193,152716,3860,138180,4044,14536,2058,76070,3911,85310,2491,28259,1986,26888,2003,1371,478,57051,2619,156031,2496,17596,2003,16333,1936,1263,550,138435,2309,1300251,2259,66304,2341,28465,2188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
11,16,114240,4112,92602,3544,21638,1916,141126,4107,317595,730,234921,4724,57,59,234864,4732,212065,4494,22799,2194,82674,4529,1957246,803,1552001,8636,656,356,1551345,8638,1461983,9108,89362,4047,405245,8489,750005,262,474301,5451,0,165,474301,5451,450786,5557,23515,2026,275704,5436,280815,3977,81726,3261,78076,3169,3650,974,199089,4263,766509,3904,54572,2509,52407,2453,2165,537,711937,3720,0400000US42,8368376,3850,4040829,2737,264245,2711,107194,3361,107,115,107087,3348,83122,3205,23965,1976,157051,3312,324734,807,240150,4355,461,173,239689,4358,205022,4767,34667,2663,84584,4152,1949512,1306,1749253,5977,3759,879,1745494,5892,1626787,7985,118707,5242,200259,5693,719839,273,527100,5006,330,351,526770,4906,494647,4785,32123,2103,192739,5032,257707,3940,96907,3009,90325,2921,6582,877,160800,3754,524792,3912,71582,2551,66832,2356,4750,857,453210,4261,4327547,2614,255377,2620,114251,4111,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0,200,10381,1058,8410,1018,1971,620,11813,983,27813,606,22144,1156,63,88,22081,1142,20447,1173,1634,662,5669,1152,159483,438,132316,2811,131,146,132185,2851,123005,2934,9180,1505,27167,2826,61271,171,39256,1667,0,200,39256,1667,37016,1724,2240,680,22015,1632,21555,1362,7986,1115,7294,1079,692,364,13569,1242,62024,1380,5498,1196,5114,1147,384,253,56526,1506,0400000US44,673647,1733,319307,1064,20417,888,9155,930,22,50,9133,934,6937,940,2196,747,11262,976,28978,464,22224,1239,101,147,22123,1277,20141,1387,1982,682,6754,1121,152960,527,137917,2056,1608,539,136309,2173,126062,2734,10247,1566,15043,1928,56883,229,42499,1525,0,200,42499,1525,37919,1466,4580,1098,14384,1507,20306,1251,8633,1062,7731,1101,902,398,11673,1295,39763,1239,6711,1227,6491,1216,220,188,33052,1339,354340,1145,22194,952,10381,1058,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
533,282,26771,2313,20952,2104,5819,1231,47701,3001,96999,1871,71860,2541,359,262,71501,2558,62434,2750,9067,1611,25139,2501,590188,986,444115,5116,1194,491,442921,5148,406109,6051,36812,3757,146073,4843,225310,188,123294,3816,0,197,123294,3816,116373,3745,6921,1341,102016,3772,97427,2790,23056,1896,21768,1934,1288,441,74371,2728,200515,2815,13135,1433,12038,1350,1097,412,187380,2975,0400000US45,2492768,2489,1207324,1834,77350,2298,31791,2685,2980,861,28811,2699,19948,2517,8863,1553,45559,3052,102558,2062,76656,3193,4568,1190,72088,3264,61258,3422,10830,1782,25902,2695,579987,774,502433,4652,9293,1344,493140,4802,454990,5733,38150,3354,77554,4653,205776,76,136169,3002,0,197,136169,3002,127551,2974,8618,1547,69607,3001,88054,3071,27202,1801,25299,1682,1903,581,60852,2994,153599,3071,20250,1874,19269,1881,981,365,133349,2829,1285444,1828,75005,2705,27304,2323,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0,147,10405,1103,9634,1088,771,324,8913,1117,22018,1199,17325,1523,339,351,16986,1550,16314,1610,672,335,4693,978,130603,487,114015,1844,129,127,113886,1846,111054,1902,2832,695,16588,1819,48347,33,34082,1250,0,147,34082,1250,33546,1265,536,262,14265,1256,15094,1162,5065,665,5033,658,32,49,10029,912,49109,1149,4549,723,4528,720,21,37,44560,1263,0400000US46,564674,1210,280185,1049,19706,1286,10171,1181,206,157,9965,1157,8722,1070,1243,530,9535,1032,23620,1082,18902,1624,705,412,18197,1647,16531,1565,1666,617,4718,1203,135909,624,125121,1479,518,285,124603,1480,121544,1726,3059,661,10788,1267,49640,67,38251,1360,28,46,38223,1352,37184,1419,1039,455,11389,1361,15467,949,7712,804,7647,818,65,67,7755,935,35843,958,6923,916,6784,911,139,94,28920,1012,284489,833,19318,1348,10405,1103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
