GEO_ID,C18131_001E,C18131_001M,C18131_002E,C18131_002M,C18131_003E,C18131_003M,C18131_004E,C18131_004M,C18131_005E,C18131_005M,C18131_006E,C18131_006M,C18131_007E,C18131_007M,C18131_008E,C18131_008M,C18131_009E,C18131_009M,C18131_010E,C18131_010M,C18131_011E,C18131_011M,C18131_012E,C18131_012M,C18131_013E,C18131_013M,C18131_014E,C18131_014M,C18131_015E,C18131_015M,C18131_016E,C18131_016M,NAME,C18131_001EA,C18131_001MA,C18131_002EA,C18131_002MA,C18131_003EA,C18131_003MA,C18131_004EA,C18131_004MA,C18131_005MA,C18131_005EA,C18131_006MA,C18131_006EA,C18131_007EA,C18131_007MA,C18131_008MA,C18131_008EA,C18131_009EA,C18131_009MA,C18131_010EA,C18131_010MA,C18131_011MA,C18131_011EA,C18131_012EA,C18131_012MA,C18131_013MA,C18131_013EA,C18131_014EA,C18131_014MA,C18131_015EA,C18131_015MA,C18131_016MA,C18131_016EA,state
0400000US06,37219610,9501,2765753,41743,299938,10310,2465815,42039,3557584,56565,541888,14339,3015696,53418,3954835,54736,544290,13158,3410545,53670,3582943,59132,426506,12542,3156437,54515,23358495,87305,1994388,19174,21364107,84933,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5047369,3540,309748,14513,41070,3598,268678,13373,384489,15715,64221,3952,320268,14847,429896,15926,63583,4385,366313,15124,425837,17818,51971,4405,373866,15936,3497399,23786,289141,9286,3208258,24374,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479573,1863,172223,10672,27125,2946,145098,10362,200167,12564,42770,3991,157397,11154,227559,11414,44009,3281,183550,10362,228396,12574,35687,2622,192709,11926,2651228,18462,224381,7385,2426847,17051,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,888425,1535,52029,5562,8042,1888,43987,4772,55278,5539,9481,1399,45797,5353,76943,7714,13173,1868,63770,7049,75822,6537,12461,1892,63361,5915,628353,10365,64443,3631,563910,10634,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596222,982,62040,6255,11185,2048,50855,5272,46678,5055,11584,1681,35094,4449,51444,6728,9554,1656,41890,6086,35052,5022,6483,1451,28569,4436,401008,8757,30352,2820,370656,8738,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18875285,6505,1417912,38944,198801,8666,1219111,36022,1819848,37862,334941,11759,1484907,36059,2142590,44288,375324,13009,1767266,42610,2013957,39951,302384,9940,1711573,37357,11480978,61195,1244192,18638,10236786,62093,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9616298,5009,851555,27263,112737,6877,738818,25069,996546,34019,184579,8743,811967,30555,1056690,28680,182314,8852,874376,26369,949284,32969,133011,6286,816273,31063,5762223,43000,552476,12243,5209747,42780,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1330687,2566,78265,7129,10632,1916,67633,6562,78204,7664,13303,1939,64901,6954,90124,8299,15913,2392,74211,7492,112009,8271,12962,1677,99047,7691,972085,13002,93685,4478,878400,12484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1563253,1841,96009,8867,13840,2200,82169,8098,152457,11459,29728,3563,122729,10430,186382,10905,26932,2750,159450,10368,189898,10313,23588,2575,166310,9895,938507,15687,100605,5150,837902,15317,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566464,4333,820554,21637,105381,5384,715173,20038,1030008,31122,185784,8157,844224,27115,1103346,28249,173475,5581,929871,26769,1113554,30078,162169,6594,951385,28745,8499002,37611,723823,11695,7775179,36796,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6338934,3430,453792,16596,73729,4713,380063,14651,536533,19647,113765,5934,422768,17340,625678,18158,115577,4799,510101,16755,629254,19515,103931,5311,525323,18587,4093677,30343,415985,9133,3677692,29788,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2972496,2113,159392,8872,24915,2490,134477,7973,218071,9301,45439,2983,172632,9010,246799,10432,48950,3545,197849,9444,281624,9867,44757,3439,236867,9090,2066610,15415,176324,5450,1890286,15022,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2787112,2864,157749,8713,26217,2849,131532,8060,233786,10132,45800,3185,187986,9675,266163,13358,45735,3324,220428,11843,270636,12146,39887,2827,230749,11262,1858778,18298,177661,5358,1681117,17592,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4236038,3438,342541,15008,64182,4136,278359,14415,479885,19864,145019,7251,334866,15670,454041,16680,118688,5994,335353,15681,431288,15600,87748,4874,343540,14224,2528283,24947,307371,6957,2220912,24108,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4459300,3222,384979,16034,66048,5010,318931,14831,506858,20767,112843,5093,394015,19273,498182,17363,104460,5826,393722,15801,446287,16772,83544,4693,362743,14781,2622994,23810,316128,7821,2306866,24042,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292494,1341,69220,4995,15949,2209,53271,4677,120550,8568,35620,3443,84930,6967,127982,7144,33320,2939,94662,6102,128041,9284,26385,2454,101656,8482,846701,12314,95981,4614,750720,12162,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5723762,3451,280166,12892,41270,3937,238896,12417,310360,16260,68644,5452,241716,13067,366051,20381,63105,4607,302946,18465,406059,19110,54316,3799,351743,18316,4361126,28198,368847,9710,3992279,28336,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6411047,2596,348581,13402,57550,4929,291031,12783,413959,13692,112231,5792,301728,11659,439602,19610,103646,5164,335956,17139,433522,18514,80653,5548,352869,16036,4775383,26408,392279,9441,4383104,26941,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9660591,4013,768233,20327,128537,6447,639696,17996,916533,25586,213856,7731,702677,22109,903585,23598,186929,6751,716656,21553,898620,21733,157627,6241,740993,19619,6173620,31480,664027,10937,5509593,32346,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5254437,1964,258077,11520,44145,3513,213932,10219,340294,15361,75259,4344,265035,13516,399167,16799,72251,3713,326916,15857,413351,13343,59261,3640,354090,12274,3843548,25644,291121,6540,3552427,25066,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2883981,2214,295541,14890,48312,4535,247229,12257,402495,18612,96972,5822,305523,16427,359633,17293,86290,5298,273343,15145,324846,16431,56753,4839,268093,14735,1501466,21969,191242,7570,1310224,20293,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5828445,4223,417151,14634,69181,4868,347970,12941,530529,19319,135634,6449,394895,17751,582539,18068,128371,5477,454168,15856,571664,17808,100478,4879,471186,16329,3726562,25861,407719,10570,3318843,27749,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,977860,1617,60922,5379,8311,1459,52611,5112,91277,6450,19515,2260,71762,5620,103475,7136,17881,2278,85594,6351,109351,6849,13942,1633,95409,6638,612835,10895,66987,3754,545848,9754,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1796119,1898,95077,6054,13060,2001,82017,5813,138812,10123,23371,2169,115441,9339,168647,8787,30652,2286,137995,8242,169898,8915,22461,2068,147437,8687,1223685,12609,102499,3944,1121186,12578,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2710585,3306,193694,12541,27113,3470,166581,11031,253088,15231,39310,3958,213778,13835,297743,18962,46855,4505,250888,17232,284035,16386,36869,3463,247166,15235,1682025,22348,179763,6380,1502262,22563,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1278902,1469,53140,6385,11214,2154,41926,5555,75326,9100,17704,2774,57622,7431,86489,6587,20584,2571,65905,5927,90826,7467,17696,2345,73130,6404,973121,11748,86130,4443,886991,11402,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8685726,3160,438512,15907,58949,3760,379563,15088,496278,18723,97551,5200,398727,18203,584041,18217,99186,4667,484855,17411,644326,23106,92304,5675,552022,21125,6522569,32004,545208,11064,5977361,31412,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2038126,2411,187841,9949,28275,2990,159566,9437,237974,11319,49923,4058,188051,9870,239213,13684,46210,4075,193003,12240,218703,12619,36503,3551,182200,10708,1154395,16078,141175,5586,1013220,15101,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19046227,4495,1349996,26564,182610,7276,1167386,24052,1674344,31946,333077,9345,1341267,29143,1698865,34515,298989,10676,1399876,30730,1563374,29874,218844,8640,1344530,28171,12759648,56857,1053450,15086,11706198,54612,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9436515,4582,754379,23216,115844,6838,638535,19994,957543,30086,193592,8419,763951,26281,1071276,27721,205854,7270,865422,24997,956933,25581,144457,8055,812476,23994,5696384,43686,581211,12022,5115173,41506,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,671048,1233,35318,3604,5994,1454,29324,3194,40385,3258,8409,1314,31976,3124,44945,3992,9403,1379,35542,3455,54219,4189,7800,1081,46419,3956,496181,6201,39480,2266,456701,6235,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11220287,4774,855520,21796,147793,7253,707727,18921,968647,22437,237684,7716,730963,20758,1044439,26647,216878,6424,827561,24166,1043701,24336,186933,7661,856768,22896,7307980,41816,747497,12993,6560483,40149,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3687404,2526,273676,11011,46905,3236,226771,10253,363643,11128,87124,4379,276519,9237,415626,13088,85735,4248,329891,11769,390543,12777,70890,3419,319653,11822,2243916,18865,277284,7027,1966632,17495,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3824019,2870,301235,15409,49443,4026,251792,13353,356835,15256,77524,5024,279311,14578,384686,15851,70869,4657,313817,14080,380351,16015,64441,4850,315910,14418,2400912,23852,272242,7894,2128670,24620,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12347747,3427,745353,24337,126992,6957,618361,22994,947932,27118,241015,8846,706917,22756,1077858,24394,242705,8364,835153,22589,1096415,24943,204096,6269,892319,23091,8480189,37842,853566,14209,7626623,37485,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1008481,1082,62056,6267,8548,1496,53508,5675,76851,6426,22086,2452,54765,5836,85828,8524,17027,2627,68801,7296,83952,7815,14572,2079,69380,7033,699794,12057,65627,3671,634167,12194,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4567928,2912,376931,17315,55370,3951,321561,16304,460669,15927,97524,5569,363145,14410,523251,19821,103340,5675,419911,18905,496195,16212,84131,5398,412064,15370,2710882,27561,306490,10401,2404392,26196,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
