GEO_ID,C18108_001E,C18108_001M,C18108_002E,C18108_002M,C18108_003E,C18108_003M,C18108_004E,C18108_004M,C18108_005E,C18108_005M,C18108_006E,C18108_006M,C18108_007E,C18108_007M,C18108_008E,C18108_008M,C18108_009E,C18108_009M,C18108_010E,C18108_010M,C18108_011E,C18108_011M,C18108_012E,C18108_012M,C18108_013E,C18108_013M,NAME,C18108_001MA,C18108_001EA,C18108_002EA,C18108_002MA,C18108_003MA,C18108_003EA,C18108_004EA,C18108_004MA,C18108_005EA,C18108_005MA,C18108_006MA,C18108_006EA,C18108_007MA,C18108_007EA,C18108_008EA,C18108_008MA,C18108_009EA,C18108_009MA,C18108_010EA,C18108_010MA,C18108_011MA,C18108_011EA,C18108_012MA,C18108_012EA,C18108_013EA,C18108_013MA,state
0400000US18,6437142,986,1585435,2960,54855,4197,21308,2735,1509272,4859,3998258,3701,235382,8115,207545,7121,3555331,9921,853449,2291,146043,4842,162314,4744,545092,6373,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3028864,500,720427,2248,20766,2023,7610,1219,692051,3238,1862753,2597,99324,4329,72016,4172,1691413,5989,445684,1856,73288,3024,69667,2864,302729,3732,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2825416,2092,719917,1923,20944,1931,7181,1410,691792,3217,1729836,2832,101744,3966,76244,3970,1551848,6092,375663,1604,62499,2786,69172,2577,243992,3820,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4292718,1736,1016026,1777,46429,3624,13722,1658,955875,4417,2685735,3454,208049,7090,208623,7541,2269063,10247,590957,2104,106389,3702,145261,3857,339307,5001,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4498884,1484,1117427,1971,49572,4036,14605,2161,1053250,5631,2804831,3138,201843,7625,173855,7848,2429133,10394,576626,2669,105395,4959,141002,4630,330229,5490,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315703,427,265495,1229,14323,2140,4433,890,246739,3030,830767,1602,63342,3772,48937,2934,718488,4791,219441,883,40027,2234,37711,2153,141703,2824,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788196,2269,1341118,1296,36019,3065,13020,2062,1292079,4053,3708246,2915,173392,6194,133628,5747,3401226,9465,738832,1877,108800,4444,133124,4636,496908,5887,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6566851,897,1397972,1065,45800,3913,18611,2169,1333561,4596,4246935,2651,200139,7331,177055,8040,3869741,10592,921944,2148,136855,5312,173863,5703,611226,7281,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9772550,789,2263671,2541,87055,4003,27757,2329,2148859,5210,6104749,3083,380595,9346,354776,8960,5369378,12143,1404130,2134,233153,5636,272382,5911,898595,7500,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5319783,751,1275509,1760,34117,3167,14330,1478,1227062,3971,3344084,2449,149075,5308,125284,4822,3069725,7833,700190,1746,112703,3742,109255,3816,478232,4752,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2918405,1292,745603,1471,29741,3288,8322,1505,707540,4068,1783844,2739,135536,6435,134599,6297,1513709,9135,388958,1880,70893,3378,102026,4174,216039,4562,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5908769,1421,1399674,3097,52485,3772,17136,2020,1330053,5590,3661457,3940,235876,7456,218846,6958,3206735,12164,847638,2876,146501,4834,175171,6212,525966,6654,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,989823,845,219198,1233,6625,1411,1829,555,210744,1958,616796,1583,33052,2353,30292,2613,553452,3570,153829,1055,28809,1813,26697,1670,98323,2615,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1826832,904,461309,1237,12852,1751,3493,662,444964,2322,1121006,1784,56881,3210,37239,2358,1026886,4323,244517,1080,43053,1772,39543,2009,161921,2281,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2723965,1559,663481,765,19865,2753,6534,1297,637082,3084,1705729,2149,103631,5694,73893,4372,1528205,6784,354755,1386,60937,3498,66139,3690,227679,4613,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1306026,548,274563,1331,11990,1712,2779,733,259794,1994,844577,1678,45371,2907,35110,3030,764096,4331,186886,1273,29588,2232,29025,2336,128273,2867,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8756542,1146,2024150,1327,53653,3562,20500,2395,1949997,4460,5520629,2539,234943,7937,190543,6958,5095143,10143,1211763,1727,173225,4404,223048,5551,815490,6706,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2051805,1427,515341,1553,14906,1828,7933,1763,492502,2588,1246884,2222,78540,3894,82163,5265,1086181,5766,289580,1281,51242,3129,68541,3403,169797,3884,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19316728,2028,4252821,2255,112365,5876,43017,2806,4097439,6416,12402577,4328,568571,11247,475032,12179,11358974,17429,2661330,2929,382148,7729,518325,9855,1760857,11193,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9552529,3461,2281544,2903,75092,5049,24394,2346,2182058,6953,5966410,4896,349143,10867,319879,10011,5297388,15302,1304575,3023,209423,6275,268496,7331,826656,7975,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,684776,917,153705,979,4191,875,1079,445,148435,1368,436041,1430,20872,2049,14764,1899,400405,2796,95030,701,16698,1149,14297,1043,64035,1668,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11371766,1352,2656700,2547,98988,5802,31344,2686,2526368,6728,7076483,4584,438595,10434,396618,9691,6241270,13958,1638583,3323,265420,6588,312298,7382,1060865,8439,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3733058,1692,934617,1114,34158,2612,12155,1680,888304,3620,2281244,2724,165761,4747,146719,4870,1968764,7336,517197,1980,95158,2993,116048,3500,305991,4902,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3860452,927,859846,1439,30236,3483,8346,1546,821264,3812,2428162,2487,158495,6782,125573,4949,2144094,8141,572444,1872,97263,3790,117130,4059,358051,4647,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12559315,1121,2730989,1603,105401,4771,33056,2645,2592532,5913,7867912,3600,456898,10710,404297,9593,7006717,14835,1960414,2769,301379,6114,376877,6210,1282158,7667,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1034895,650,216675,507,5713,1382,2305,755,208657,1694,666700,1152,38458,3218,32233,2939,596009,4619,151520,740,25517,2003,25160,2025,100843,2325,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4623171,2221,1078022,2060,32923,2899,10561,1627,1034538,4069,2868533,3204,182248,8018,172041,6952,2514244,10758,676616,1909,108766,4020,142414,4493,425436,5469,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,816425,682,203033,1016,5218,1058,2107,601,195708,1766,499064,1443,28272,2367,22729,2399,448063,3205,114328,761,19585,1297,20285,1529,74458,1917,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6354629,2073,1490249,2924,50046,3850,18625,2150,1421578,5170,3971009,3622,262210,7898,274966,8059,3433833,10565,893371,2925,148190,5724,206988,5721,538193,6876,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25584499,3960,6971878,4231,219479,9060,78729,4923,6673670,10926,15858474,6769,872639,16281,717440,14930,14268395,20905,2754147,4459,445382,9004,631770,10197,1676995,11296,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2829001,909,884012,1115,19861,2631,8575,1665,855576,3315,1677068,1823,76958,4389,60896,4236,1539214,6250,267921,1231,44286,2377,48469,2924,175166,3701,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619928,318,123563,830,5132,1006,1688,594,116743,1318,401075,969,25921,2141,20480,1740,354674,2954,95290,650,14243,1347,15684,1427,65363,1832,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7973466,4199,1851845,2479,50438,3688,15888,1793,1785519,4545,5085461,6124,243517,8213,200637,7106,4641307,12175,1036160,3070,155478,4843,193130,6599,687552,7882,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6793078,2904,1583595,1522,43646,3564,14161,2054,1525788,4325,4321655,3824,246230,8449,195721,8647,3879704,11103,887828,2080,147458,5298,165090,5967,575280,6919,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1826512,259,382980,1261,15822,2119,5648,972,361510,2611,1140973,1666,91399,4280,102544,5169,947030,6486,302559,1429,54184,3071,77111,3604,171264,4247,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5652085,607,1315276,1869,39078,3021,14011,1614,1262187,3491,3542388,2363,179644,5552,152042,5389,3210702,8200,794421,1726,123608,4263,131384,3670,539429,5037,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,567082,836,136132,999,3756,826,1348,644,131028,1385,358028,1462,19471,1944,15149,2285,323408,3627,72922,1087,13129,1596,13573,1566,46220,1868,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3641762,450,848730,140,54422,3995,15629,2204,778679,4328,2218215,716,192044,6322,208569,7472,1817602,8752,574817,537,92481,4275,201698,4534,280638,4970,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,4741698,1677,1123000,2032,37433,2738,12608,1550,1072959,3785,2937335,3488,222279,7586,214524,7140,2500532,10830,681363,2142,118080,3950,173119,5880,390164,6397,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708946,1546,187072,303,3489,810,1149,385,182434,1000,460946,1786,29812,2904,19070,2147,412064,4075,60928,1056,10719,1210,13725,1579,36484,1523,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6443654,1631,1617380,1187,41657,4561,15859,2137,1559864,4969,3866694,2443,198953,8376,175467,8254,3492274,11852,959580,1636,157080,4963,166981,5938,635519,7011,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2896297,1039,709407,1850,30666,3280,9142,1669,669599,4559,1761365,2610,135272,5704,123046,5071,1503047,7539,425525,2379,77369,3341,98947,3727,249209,4409,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
