GEO_ID,C19037_001E,C19037_001M,C19037_002E,C19037_002M,C19037_003E,C19037_003M,C19037_004E,C19037_004M,C19037_005E,C19037_005M,C19037_006E,C19037_006M,C19037_007E,C19037_007M,C19037_008E,C19037_008M,C19037_009E,C19037_009M,C19037_010E,C19037_010M,C19037_011E,C19037_011M,C19037_012E,C19037_012M,C19037_013E,C19037_013M,C19037_014E,C19037_014M,C19037_015E,C19037_015M,C19037_016E,C19037_016M,C19037_017E,C19037_017M,C19037_018E,C19037_018M,C19037_019E,C19037_019M,C19037_020E,C19037_020M,C19037_021E,C19037_021M,C19037_022E,C19037_022M,C19037_023E,C19037_023M,C19037_024E,C19037_024M,C19037_025E,C19037_025M,C19037_026E,C19037_026M,C19037_027E,C19037_027M,C19037_028E,C19037_028M,C19037_029E,C19037_029M,C19037_030E,C19037_030M,C19037_031E,C19037_031M,C19037_032E,C19037_032M,C19037_033E,C19037_033M,C19037_034E,C19037_034M,C19037_035E,C19037_035M,C19037_036E,C19037_036M,C19037_037E,C19037_037M,C19037_038E,C19037_038M,C19037_039E,C19037_039M,C19037_040E,C19037_040M,C19037_041E,C19037_041M,C19037_042E,C19037_042M,C19037_043E,C19037_043M,C19037_044E,C19037_044M,C19037_045E,C19037_045M,NAME,C19037_001EA,C19037_001MA,C19037_002MA,C19037_002EA,C19037_003EA,C19037_003MA,C19037_004MA,C19037_004EA,C19037_005EA,C19037_005MA,C19037_006EA,C19037_006MA,C19037_007EA,C19037_007MA,C19037_008MA,C19037_008EA,C19037_009EA,C19037_009MA,C19037_010EA,C19037_010MA,C19037_011EA,C19037_011MA,C19037_012EA,C19037_012MA,C19037_013MA,C19037_013EA,C19037_014EA,C19037_014MA,C19037_015EA,C19037_015MA,C19037_016EA,C19037_016MA,C19037_017MA,C19037_017EA,C19037_018EA,C19037_018MA,C19037_019MA,C19037_019EA,C19037_020EA,C19037_020MA,C19037_021EA,C19037_021MA,C19037_022MA,C19037_022EA,C19037_023EA,C19037_023MA,C19037_024MA,C19037_024EA,C19037_025MA,C19037_025EA,C19037_026EA,C19037_026MA,C19037_027EA,C19037_027MA,C19037_028MA,C19037_028EA,C19037_029EA,C19037_029MA,C19037_030MA,C19037_030EA,C19037_031EA,C19037_031MA,C19037_032EA,C19037_032MA,C19037_033MA,C19037_033EA,C19037_034EA,C19037_034MA,C19037_035MA,C19037_035EA,C19037_036MA,C19037_036EA,C19037_037EA,C19037_037MA,C19037_038EA,C19037_038MA,C19037_039MA,C19037_039EA,C19037_040EA,C19037_040MA,C19037_041MA,C19037_041EA,C19037_042EA,C19037_042MA,C19037_043MA,C19037_043EA,C19037_044EA,C19037_044MA,C19037_045EA,C19037_045MA,state
0400000US18,2480077,10833,118863,4890,29968,2556,12068,1923,23118,2675,15663,1782,19589,2151,13314,1877,3077,1020,1829,768,86,116,151,208,820958,7675,59289,3872,37901,2939,79498,4097,89790,3467,131462,5746,170460,6680,119037,4452,95705,4962,22343,2321,15473,1970,983182,6378,65145,3321,43094,2951,85459,4051,92201,3734,138708,4645,201357,5278,142580,4414,136895,5322,42198,2904,35545,2437,557074,5013,32970,2388,49361,3129,108485,4291,90661,3811,102859,3992,91049,3410,37946,2397,27408,2252,8305,1082,8030,1053,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1227048,6132,71622,3124,14662,1677,7166,1429,14564,1776,11389,1589,9467,1457,9521,1604,3295,937,1487,520,0,151,71,82,391346,4701,21679,2267,13296,1770,30129,2596,38629,2558,60837,2911,92048,3821,65412,3090,51251,2818,10216,1382,7849,1237,468969,4239,25281,1907,19572,1981,33141,2682,42687,2353,60369,3018,102680,3897,68787,2964,72564,3423,23132,2109,20756,1553,295111,2877,18692,1787,28195,1658,56543,2450,45259,2454,47708,1857,47659,2207,23733,1622,17644,1537,4929,788,4749,753,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113911,5555,64864,2856,13129,1736,6091,1274,13058,1712,9151,1273,11040,1425,9157,1258,2002,645,1064,640,158,217,14,24,370494,4181,18734,1908,13935,2146,33820,2719,39816,2962,61599,3285,82598,3452,50285,3075,48756,2808,10662,1386,10289,1365,429173,3752,25846,1908,18287,1585,34099,2366,38971,2622,54742,3071,83796,3659,62980,3096,66881,3100,22215,1868,21356,1843,249380,3158,14238,1605,21765,1826,46097,2660,37097,2128,42421,2120,43627,2350,18335,1426,15709,1347,4236,739,5855,980,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1707004,8109,77571,4182,19177,2251,8811,1583,14820,2046,12140,1921,11935,1662,7821,1689,2284,684,543,318,40,71,0,181,554869,6498,54275,3972,28756,2840,60454,3592,64316,3817,79928,4625,110036,3799,72161,4394,61219,3524,12942,2008,10782,1466,682446,5972,68416,3755,38186,2648,73207,3201,69148,3538,90394,4376,124630,4676,85873,3974,85287,3786,24673,1740,22632,1936,392118,3785,39297,2467,48768,3018,77535,3525,56844,2744,64250,2464,54394,2892,24012,1762,17675,1547,4887,863,4456,812,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1719473,9205,80764,4534,19145,2275,10042,1623,16180,2265,9810,1755,9571,1599,9642,1514,4040,1234,2118,1038,216,163,0,193,579042,7771,53494,3842,35004,2895,60628,4174,63011,4088,82946,5153,106991,5118,73376,4525,68902,3786,20880,2002,13810,1578,682408,7080,65724,4197,42660,3123,76236,4234,65889,3527,82329,4003,114937,5000,82518,3831,89820,4022,30783,2195,31512,2413,377259,4816,39311,2898,45289,2519,72134,3156,52475,2593,56584,2932,51191,2846,26111,2209,19581,1705,6523,998,8060,1173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,554543,4451,18419,2168,2991,874,1671,584,3742,1043,3564,914,2795,769,2711,780,535,361,118,141,32,59,260,264,156367,3344,10979,1583,7071,1459,14859,1702,18044,2051,24609,2263,35459,2585,23037,2232,15786,1542,4222,939,2301,597,237857,3025,16948,1792,11438,1648,21105,1791,22893,2095,32934,2355,48601,2476,31801,2208,34818,2145,7954,1103,9365,1317,141900,2119,9891,1279,15710,1304,26204,1841,22206,1684,22335,1736,23273,2004,10276,1150,7197,1058,1909,498,2899,604,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2157717,7667,60243,4248,10383,1700,5020,1122,8926,1726,9244,1592,8779,1855,10111,1505,4931,1210,2229,699,458,315,162,206,725547,7134,30460,2530,19727,2201,38829,2948,48369,3683,87601,4751,147385,5897,107147,4559,141674,5260,61628,3239,42727,2865,903818,5646,44102,2766,22903,1966,44678,3446,47666,3156,86436,4793,142275,5197,119648,4514,190213,5287,98533,3539,107364,3395,468109,3928,29559,2182,32896,2189,66349,3105,50972,2980,61628,2710,77109,3302,50620,2765,51307,2734,22386,1975,25283,1753,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2522394,9088,68289,3393,14646,1640,5486,1038,10254,1660,7496,1352,9425,1558,10045,1799,6073,1154,3694,1072,637,340,533,389,805420,7820,49780,4160,24824,2598,51341,3192,54605,3976,87986,4381,140128,6435,112467,4754,154748,6258,63420,3880,66121,3527,1055915,7074,63347,3574,39370,2895,63089,3980,61985,3357,98133,4920,171941,6572,143163,5550,201505,5956,104517,4350,108865,4219,592770,5903,48956,2964,57519,3080,100482,4070,68993,3674,81057,3133,89303,3322,53995,3063,51122,2743,18642,1891,22701,2039,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3819068,10789,156183,6269,42416,3227,17986,2145,31695,2576,22850,2412,19104,2254,14848,1835,5034,1214,1603,480,350,242,297,241,1153471,8091,101818,4520,57754,3570,123183,5554,119463,4626,170202,5834,223532,6201,150395,4696,140197,4727,39140,2502,27787,2028,1580287,8625,125600,4961,71360,2959,136773,4221,141011,4647,207203,5706,308695,5864,215022,5074,225241,5250,79420,3921,69962,3070,929127,6014,61779,2969,79304,3540,170324,4214,146375,4621,166269,3885,156716,4340,69882,2591,49736,2574,13841,1304,14901,1339,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2111943,6274,93237,3685,15717,2045,8338,1468,18247,1766,14350,1647,15059,1816,13562,1436,4542,1081,2813,912,388,269,221,143,716211,6453,32908,2539,21689,2062,46915,3491,59992,3439,98561,4546,151434,4328,118678,4110,118400,4910,38288,2422,29346,2149,841671,4829,41878,2567,26773,2521,51466,2547,57224,2780,99305,4057,160886,4428,132218,3491,152347,4162,57966,3093,61608,3160,460824,3585,32585,1838,40396,2055,77995,2873,64882,2768,76216,2969,79098,3487,41663,2444,30584,1783,8280,900,9125,1033,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1090521,7826,43623,3943,13948,2024,4862,1180,8038,1867,5599,1414,5824,1440,3944,1262,945,531,315,274,88,113,60,110,353568,6730,41548,2991,21707,2574,47780,4123,43339,3611,55099,4840,65571,4188,37477,3482,28630,2537,7373,1490,5044,1204,434197,5382,47429,3302,31189,2755,54735,2567,47736,2608,60707,3731,78836,3948,43397,2828,43843,2872,13602,1586,12723,1508,259133,3780,29986,2088,34145,2431,53399,3247,32754,2464,37592,2682,34802,2174,14168,1595,13763,1699,3847,804,4677,969,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2359135,11280,113105,4415,27421,2543,11812,1570,21774,2387,18313,2262,17004,2050,11741,1688,3670,851,1228,500,38,63,104,95,758295,7672,59136,4058,37338,3595,74297,4078,85581,4576,116738,5982,160544,6110,99771,4584,85596,4090,22861,1894,16433,1916,927282,7327,72387,3930,44812,2930,89400,4423,92183,4132,121308,4995,182761,6001,124607,4453,120593,4102,42235,2678,36996,2583,560453,4561,38870,2387,61153,3165,103832,3807,84582,3758,96556,4121,84034,3733,41021,2231,30031,2320,10154,1354,10220,1244,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,408938,3977,21731,1842,3305,744,2789,859,4706,1030,3229,942,4266,1043,2675,873,252,229,467,359,42,69,0,157,119021,2723,6442,978,5450,1106,14145,2044,12853,1691,18371,2011,26538,2587,17043,1863,14372,1766,2280,714,1527,447,169055,2554,14131,1501,9226,1428,17801,2036,16955,1847,23059,1850,32131,2421,22225,1894,20425,1785,7122,1039,5980,850,99131,1876,7100,984,8932,1104,17841,1328,15766,1392,15856,1368,15972,1418,7588,952,6734,1057,1306,399,2036,548,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,733570,4667,43092,2832,5798,1177,4225,972,8361,1561,8153,1415,8505,1388,5792,1094,1604,601,442,286,194,311,18,37,249767,3590,13363,1420,9141,1283,23159,2232,26430,2041,41137,2771,54665,2981,35639,2350,32595,2379,8162,1078,5476,790,276816,2963,14406,1636,10107,1271,21203,1880,23397,1855,37296,2346,59653,3007,43840,2097,41940,2305,12923,1111,12051,1089,163895,2410,10597,1076,16877,1259,29226,1881,23924,1708,25240,1915,28142,1597,13222,1238,9903,1132,3516,597,3248,682,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
