GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,NAME,B08524_001EA,B08524_001MA,B08524_002MA,B08524_002EA,B08524_003MA,B08524_003EA,B08524_004MA,B08524_004EA,B08524_005MA,B08524_005EA,B08524_006EA,B08524_006MA,B08524_007EA,B08524_007MA,B08524_008MA,B08524_008EA,B08524_009MA,B08524_009EA,B08524_010MA,B08524_010EA,B08524_011EA,B08524_011MA,B08524_012EA,B08524_012MA,B08524_013MA,B08524_013EA,B08524_014MA,B08524_014EA,B08524_015EA,B08524_015MA,B08524_016MA,B08524_016EA,B08524_017EA,B08524_017MA,B08524_018EA,B08524_018MA,B08524_019MA,B08524_019EA,B08524_020EA,B08524_020MA,B08524_021MA,B08524_021EA,B08524_022EA,B08524_022MA,B08524_023EA,B08524_023MA,B08524_024MA,B08524_024EA,B08524_025MA,B08524_025EA,B08524_026EA,B08524_026MA,B08524_027EA,B08524_027MA,B08524_028EA,B08524_028MA,B08524_029EA,B08524_029MA,B08524_030MA,B08524_030EA,B08524_031EA,B08524_031MA,B08524_032EA,B08524_032MA,B08524_033EA,B08524_033MA,B08524_034EA,B08524_034MA,B08524_035MA,B08524_035EA,B08524_036MA,B08524_036EA,B08524_037EA,B08524_037MA,B08524_038EA,B08524_038MA,B08524_039EA,B08524_039MA,B08524_040EA,B08524_040MA,B08524_041MA,B08524_041EA,B08524_042EA,B08524_042MA,B08524_043EA,B08524_043MA,B08524_044EA,B08524_044MA,B08524_045MA,B08524_045EA,B08524_046MA,B08524_046EA,B08524_047EA,B08524_047MA,B08524_048EA,B08524_048MA,B08524_049EA,B08524_049MA,state
0400000US06,16425103,41731,6008181,34224,3099064,29784,3937967,33996,1492110,20597,1809444,22891,78337,5100,12057326,50144,4510754,30869,2123158,27230,2982547,29587,1053704,17190,1347298,20231,39865,3426,1821086,24389,538250,14405,359459,10873,386955,11094,279097,9597,249283,9810,8042,1791,849623,15671,278485,8097,228577,8781,205736,7667,42333,3481,93526,5314,966,674,439169,12710,133486,6638,129076,7363,104694,5230,26005,2925,34301,3746,11607,2251,392737,12472,131819,6603,84067,5652,71290,4440,48519,5335,53802,3737,3240,1094,865162,15704,415387,10974,174727,7378,186745,6659,42452,3328,31234,3092,14617,2940,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,996558,14757,440331,11493,606968,11967,236357,8138,217972,8187,21965,2296,1879015,18048,751062,13198,311107,8911,461276,11196,173134,6529,169843,7534,12593,2090,244255,9043,74006,4711,49094,4484,52181,4096,41270,3266,25822,2763,1882,847,81480,5060,26080,2488,23785,2744,21688,2750,3245,905,6633,1565,49,81,83892,5174,27463,3042,22312,3086,18813,2225,4374,1004,3707,1014,7223,977,63295,3909,25864,2808,13783,1919,12259,1740,4540,1067,6666,1379,183,191,168214,6844,92083,4706,20250,2606,40751,2720,9794,1729,5301,1024,35,49,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,695858,11587,313771,9869,409453,8539,119082,5680,165420,6376,4790,1013,1358053,13192,571477,10629,231580,8078,329161,8495,93618,4841,130608,5787,1609,641,143636,6482,43663,3630,36475,3313,28811,2549,15899,2501,18659,2347,129,178,61659,5000,17005,2053,19029,2733,17018,2340,2324,868,6283,1205,0,184,50695,4250,15988,1720,13511,2139,12159,1954,2240,957,4812,1516,1985,614,22791,2801,6837,1266,6086,1315,4848,1137,1979,803,2920,1154,121,199,71540,4258,40888,3101,7090,1140,17456,1892,3022,950,2138,821,946,552,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,160772,5880,77677,5046,106372,4813,34375,2895,40357,3051,876,388,344021,7290,133286,5363,60986,4517,86903,4448,28224,2740,33909,2817,713,337,34569,3293,12012,1775,7444,1510,8428,1439,3263,1078,3259,899,163,183,8981,1573,2704,799,2816,892,2478,915,320,301,663,344,0,184,9137,1659,1981,646,2742,711,2753,865,439,295,1222,720,0,184,5154,1133,991,399,1203,505,1031,560,1026,527,903,552,0,184,18567,2031,9798,1508,2486,706,4779,1009,1103,625,401,261,0,184,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,478011,9188,117973,6292,128675,5027,37081,3666,29213,2558,5441,1165,342010,9070,196661,6829,56182,4106,50360,3344,19898,2418,16619,1908,2290,823,79122,5632,42733,3505,10084,1833,13769,1939,8563,1885,3384,946,589,383,292860,8277,183881,6766,41697,3748,52139,3571,7090,1661,7374,1592,679,289,41068,3918,26328,2816,5583,1484,7343,1475,486,338,160,152,1168,884,26205,3223,17993,2557,2433,727,3066,1066,952,821,1457,659,304,211,15129,1890,10415,1465,1994,744,1998,682,92,151,219,199,411,671,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,2720784,32004,1655636,24272,2270214,30378,725515,16844,716774,18376,25146,3040,6441875,36791,2216811,28478,1254345,20936,1843242,27855,535225,13730,578045,15468,14207,2143,794170,17311,214481,8800,194551,7645,198058,8231,112309,8551,72355,5137,2416,783,175465,9686,28286,2814,65675,5881,47291,3890,16902,3478,16978,2578,333,279,125162,7069,31069,3252,40957,4763,30778,3165,11436,2647,9152,1585,1770,1285,173110,7542,36955,3817,51159,4061,36948,3228,23255,2912,24493,2712,300,197,404287,11109,193182,7878,48949,3857,113897,6263,26388,3326,15751,2391,6120,1744,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,1489547,17267,713942,13624,1050760,17260,376036,11841,546958,13775,32843,2626,3357492,23171,1221299,17378,539666,12188,864366,15922,270698,8874,441032,12679,20431,2236,436045,13191,111564,6405,88997,6425,90350,5597,76436,6397,66837,4806,1861,762,82719,4978,21904,2291,27051,3268,20312,2739,5038,1671,7870,1636,544,289,70311,4845,17845,2242,21645,2945,15880,1972,4875,1231,7639,1867,2427,609,62049,5215,14591,2129,14063,2452,9736,1968,8581,1786,14796,2338,282,227,201470,6626,102344,5391,22520,2649,50116,4099,10408,1773,8784,1467,7298,1479,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,215885,6246,150032,6523,159231,5364,67398,3402,56140,3836,23045,1974,438016,8683,142960,5128,92423,5279,102169,4565,48601,3113,38436,3372,13427,1676,103097,5109,35895,2905,20964,2036,25245,2608,10409,1433,7958,1500,2626,759,44827,3451,7993,1207,17368,2149,13432,2000,2264,745,3770,936,0,184,31752,2823,9227,1396,6711,1411,7529,1506,2043,665,2066,747,4176,1169,24563,2564,7283,1411,7551,1568,4436,1173,2331,887,1883,612,1079,437,29476,2735,12527,1659,5015,956,6420,1382,1750,638,2027,796,1737,908,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,223678,7727,124930,5699,164285,5988,79275,4196,82629,4191,551,333,525800,9840,175845,7161,93460,4831,132083,5871,59637,3732,64428,4117,347,229,66935,5360,18474,2263,13446,2354,14196,2243,11293,1931,9338,1624,188,274,5580,1048,1573,410,978,566,1124,516,657,314,1248,541,0,184,19883,1991,5747,1243,6054,1596,4298,936,1930,645,1854,727,0,184,16133,2382,4564,937,3234,1005,2683,907,2264,895,3372,1072,16,31,41017,3189,17475,2190,7758,1484,9901,1830,3494,1013,2389,738,0,184,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,2139429,17663,1037910,16242,1472008,16170,431222,10018,830971,15341,10520,1374,4357006,21740,1556218,12745,715858,12874,1098624,15383,343399,8646,639933,13275,2974,851,520892,11398,138328,5653,111653,5529,111913,6214,50880,3449,107765,6118,353,308,509177,11777,227050,7755,98235,5182,137508,5316,10621,1727,35678,3255,85,103,185430,7906,67147,4724,47568,3660,43392,3403,7102,1526,15575,1881,4646,1270,105513,5484,34194,2995,25201,2552,18748,2520,6796,1460,20401,2498,173,187,244042,7533,116492,5806,39395,3450,61823,3979,12424,1877,11619,1702,2289,918,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
