GEO_ID,C19101H_001E,C19101H_001M,C19101H_002E,C19101H_002M,C19101H_003E,C19101H_003M,C19101H_004E,C19101H_004M,C19101H_005E,C19101H_005M,C19101H_006E,C19101H_006M,C19101H_007E,C19101H_007M,C19101H_008E,C19101H_008M,C19101H_009E,C19101H_009M,C19101H_010E,C19101H_010M,C19101H_011E,C19101H_011M,NAME,C19101H_001MA,C19101H_001EA,C19101H_002MA,C19101H_002EA,C19101H_003EA,C19101H_003MA,C19101H_004EA,C19101H_004MA,C19101H_005MA,C19101H_005EA,C19101H_006MA,C19101H_006EA,C19101H_007MA,C19101H_007EA,C19101H_008EA,C19101H_008MA,C19101H_009EA,C19101H_009MA,C19101H_010MA,C19101H_010EA,C19101H_011MA,C19101H_011EA,state
0400000US28,465311,6537,21268,2663,15922,2420,43114,3072,45086,3000,72162,4789,102417,4735,65054,4403,63850,3990,18777,2230,17661,2200,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1277380,10991,50581,3162,38380,2973,99767,4648,127629,4957,188210,5677,285565,7262,189265,5973,185428,6003,61702,3005,50853,3162,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,234149,4628,7271,1201,7625,1444,19518,2020,22604,1952,35171,2347,53397,3417,37197,2645,34091,2175,8737,1137,8538,1037,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402304,5262,10216,1271,8429,1236,24412,1919,33435,2306,54418,2934,93620,3316,70495,3068,68322,3310,20951,1622,18006,1331,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,381141,7254,12198,2017,9263,1567,27584,2526,31626,2547,53216,3206,77306,4355,63084,3481,63988,4060,22385,2082,20491,1615,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319952,5648,8135,1251,6992,1320,17600,2025,21848,2357,36972,2857,60148,2902,54773,3309,63512,2898,27767,2161,22205,1866,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1368151,8744,25550,2352,16575,1918,48368,2877,69197,3667,112690,4372,215403,6714,204424,6105,312694,7179,171703,5273,191547,4707,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,231106,5371,9791,1614,6827,1256,15636,1686,20754,2015,28811,2367,45728,2866,36223,2409,39601,2610,15884,1643,11851,1516,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2801384,13252,74920,3517,60713,3484,152499,6780,186035,6408,288751,6320,498697,8696,412187,6918,561323,9262,260032,6582,306227,7049,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1712584,12509,63634,4633,43388,3238,133309,5495,159686,5614,242072,6593,360650,7474,266705,7121,262175,7698,88328,4297,92637,4266,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,160177,3630,3791,826,2838,651,9497,1423,11364,1323,20152,1815,34304,2483,27983,2146,30513,1939,9522,1345,10213,1273,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2448700,12765,95528,4361,69194,3331,178289,5977,212841,6897,353774,8016,535043,8893,387843,8856,382027,8487,123928,4895,110233,4453,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,702377,6151,30086,2299,20134,1457,58225,2521,70223,2688,103583,3851,152260,4574,105667,3948,99800,3333,32511,2372,29888,1996,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,798260,7677,36783,3206,23522,2432,61229,3799,69824,3115,116575,4508,167488,5752,120058,5085,127941,4557,39472,2733,35368,2396,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2652696,12537,75862,3992,55229,2791,169985,5367,223670,5387,351608,8060,555690,8714,439868,8375,460232,7523,167290,5539,153262,3898,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,204589,4770,6107,1194,2706,790,10417,1357,14313,1644,23381,2353,39299,2887,33671,2737,43470,2333,16704,1744,14521,1530,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,824361,8883,33726,3187,21374,2263,69078,4314,77786,4189,121357,4749,176481,5478,120879,4538,123332,4701,42407,2821,37941,2945,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183821,3682,4526,948,3593,812,12531,1566,16635,1744,28212,2486,42247,2316,33903,2208,27710,2101,7726,1176,6738,1095,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1297701,11194,57324,3873,44907,3440,113746,5241,139718,5806,201277,7623,272454,6789,184118,6325,172220,6433,56434,3488,55503,3316,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3101251,16144,86166,4789,62393,4191,172029,6749,224965,8309,355595,8384,576177,11065,476142,10685,609586,10655,259980,8167,278218,6985,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,558675,6114,14934,1686,10057,1616,32591,2401,41174,2350,78381,3792,132984,4549,96498,4230,96720,3787,29926,2135,25410,2289,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154964,3147,4730,902,4035,973,9917,1325,12555,1294,23067,1705,33486,1825,26302,1808,26166,1739,7136,1040,7570,827,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1400228,10729,37118,2963,25213,2720,72522,3914,95818,3887,154335,6166,248365,7420,214876,6511,265819,6512,132643,4801,153519,4526,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1296748,12391,41722,3460,25865,2636,69712,4233,88536,4090,156205,5346,268314,7468,203667,6056,256477,6640,96758,4118,89492,3989,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,446021,7227,26122,2343,17399,1845,46083,3354,52417,2856,72313,3649,94482,4228,63889,3423,49594,3398,13427,1483,10295,1303,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1269828,9760,32615,2659,25358,2251,71901,3422,100888,3790,177145,4883,289710,5073,226772,6052,227393,4626,62086,3096,55960,2792,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130414,3137,4639,853,2732,817,7367,1387,9763,1341,16434,1785,27370,2316,24660,2232,24209,2233,8737,1308,4503,994,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6112,1139,1183,497,576,395,1093,458,610,405,714,412,569,348,659,399,97,119,276,350,335,275,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,873711,8434,36061,2443,27563,2638,74029,3648,83662,4152,121935,4739,181609,6213,136032,5572,132182,5297,45691,2953,34947,2762,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,117699,3469,1849,498,1692,610,4842,997,5452,1059,9431,1171,22418,2058,21257,2162,28418,2312,12288,1236,10052,1228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,989044,10685,33477,2964,21481,2168,63293,3746,87959,4317,143504,5476,207605,7139,149992,6710,171139,5863,58150,3122,52444,2995,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,591038,7202,26713,2372,21568,1941,59965,3489,65936,3420,91101,4194,131222,5155,78952,3629,75448,3904,20673,2268,19460,1989,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
