GEO_ID,B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,NAME,B10058_001MA,B10058_001EA,B10058_002MA,B10058_002EA,B10058_003EA,B10058_003MA,B10058_004EA,B10058_004MA,B10058_005EA,B10058_005MA,B10058_006EA,B10058_006MA,B10058_007MA,B10058_007EA,B10058_008EA,B10058_008MA,B10058_009EA,B10058_009MA,B10058_010EA,B10058_010MA,B10058_011EA,B10058_011MA,state
0400000US06,1111316,19895,510668,13989,173291,7018,131738,5939,41553,2945,337377,10499,600648,13059,121073,6003,49707,4193,71366,3874,479575,11231,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88294,6236,51814,4845,24764,3232,19991,2989,4773,979,27050,3320,36480,3160,10963,1943,5240,1530,5723,1059,25517,2474,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65405,4403,33413,3361,13634,1945,11087,1833,2547,804,19779,2642,31992,3198,6998,1390,2746,913,4252,1280,24994,2947,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26483,3422,15025,2477,6236,1349,4752,1185,1484,547,8789,2326,11458,1898,3935,1148,1213,407,2722,1074,7523,1467,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10341,1736,5017,1154,1815,827,1113,556,702,513,3202,834,5324,1112,1147,559,720,482,427,304,4177,990,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463879,13582,219896,9718,100519,6906,74777,5970,25742,2747,119377,6924,243983,9024,61445,3866,24657,2641,36788,3258,182538,8078,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,265530,12042,132348,7641,72684,5653,58512,5207,14172,1675,59664,5247,133182,7511,51811,3931,23564,2318,28247,3131,81371,5460,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54874,3546,28033,2580,9058,1603,6326,1439,2732,705,18975,2172,26841,2391,6117,1330,2547,979,3570,775,20724,1928,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23116,2838,12539,1848,5907,1254,4998,1207,909,369,6632,1227,10577,1981,3971,1140,999,581,2972,918,6606,1386,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275433,9970,143215,6828,60637,4428,49626,4235,11011,1509,82578,5203,132218,6434,37221,2897,15844,2114,21377,2112,94997,5152,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,126036,7073,67495,4909,32594,3172,26363,2843,6231,1107,34901,3652,58541,3575,23986,2641,11963,1783,12023,1703,34555,2991,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39482,3176,24216,2497,10686,1450,8060,1264,2626,690,13530,1974,15266,1755,6056,1264,2513,866,3543,930,9210,1271,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47220,3512,28364,2619,14783,1982,11160,1747,3623,855,13581,1810,18856,2107,7976,1251,2846,759,5130,1125,10880,1785,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102902,5492,50873,3794,28693,2696,23982,2618,4711,841,22180,2644,52029,3406,28221,2568,13941,1623,14280,1920,23808,2450,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119416,5520,63087,4304,40980,3811,34110,3803,6870,1502,22107,2343,56329,3787,27009,2531,12665,1943,14344,1955,29320,2930,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18412,2425,9156,1418,4803,1020,3807,920,996,393,4353,992,9256,1508,3016,1004,1877,852,1139,465,6240,1046,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,141040,6767,77510,4796,30820,3122,22208,2845,8612,1416,46690,3861,63530,4129,17804,2746,7429,1861,10375,1673,45726,3601,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,122541,6382,60990,5478,23420,3957,17483,3709,5937,1145,37570,3069,61551,3262,12973,1748,5141,1228,7832,1427,48578,3305,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,184352,6894,91127,5335,43873,3561,34696,3347,9177,1383,47254,3694,93225,4528,32260,2442,16078,1746,16182,1471,60965,3687,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62502,3606,37432,3157,14583,1904,11111,1725,3472,888,22849,2467,25070,1912,6150,964,2896,665,3254,602,18920,1861,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93428,5146,46498,3538,28808,2987,24056,2884,4752,958,17690,2367,46930,3549,23529,2258,11458,1670,12071,1715,23401,2855,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,112192,6245,63587,4341,28778,2979,21948,2506,6830,1186,34809,3130,48605,3308,17377,1876,8272,1306,9105,1343,31228,2730,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14972,1860,8344,1328,5163,1109,3585,1041,1578,478,3181,868,6628,1060,3072,705,1466,420,1606,534,3556,827,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24365,2437,14455,1536,7303,1260,5273,1033,2030,693,7152,990,9910,1557,4136,913,2287,794,1849,630,5774,1110,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66279,4691,32460,3560,13656,1993,10718,1791,2938,1104,18804,2771,33819,3060,9996,1897,2713,743,7283,1652,23823,2565,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20281,2451,11397,1762,4610,1123,3373,967,1237,463,6787,1285,8884,1529,2196,657,1103,464,1093,498,6688,1348,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,184314,7178,84681,5455,28572,2695,20443,2327,8129,1273,56109,4744,99633,4722,19978,2042,7146,1203,12832,1777,79655,4440,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54669,3742,30057,3025,18056,2434,14892,2224,3164,850,12001,1835,24612,2220,11052,1618,4347,853,6705,1352,13560,1684,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426725,11094,183458,6968,70626,4806,51258,4118,19368,2250,112832,5301,243267,8086,57587,3741,22511,1920,35076,3184,185680,7115,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
