GEO_ID,B23004_001E,B23004_001M,B23004_002E,B23004_002M,B23004_003E,B23004_003M,B23004_004E,B23004_004M,B23004_005E,B23004_005M,B23004_006E,B23004_006M,B23004_007E,B23004_007M,B23004_008E,B23004_008M,B23004_009E,B23004_009M,B23004_010E,B23004_010M,B23004_011E,B23004_011M,B23004_012E,B23004_012M,B23004_013E,B23004_013M,B23004_014E,B23004_014M,B23004_015E,B23004_015M,B23004_016E,B23004_016M,B23004_017E,B23004_017M,B23004_018E,B23004_018M,B23004_019E,B23004_019M,NAME,B23004_001MA,B23004_001EA,B23004_002EA,B23004_002MA,B23004_003MA,B23004_003EA,B23004_004MA,B23004_004EA,B23004_005MA,B23004_005EA,B23004_006MA,B23004_006EA,B23004_007EA,B23004_007MA,B23004_008EA,B23004_008MA,B23004_009MA,B23004_009EA,B23004_010MA,B23004_010EA,B23004_011EA,B23004_011MA,B23004_012EA,B23004_012MA,B23004_013EA,B23004_013MA,B23004_014MA,B23004_014EA,B23004_015MA,B23004_015EA,B23004_016MA,B23004_016EA,B23004_017EA,B23004_017MA,B23004_018EA,B23004_018MA,B23004_019EA,B23004_019MA,state
0400000US01,700359,1809,118321,4748,98426,4456,84173,4311,82342,4243,1831,564,14253,1473,19895,1789,16679,1570,16387,1563,292,212,3216,813,582038,5111,306049,4808,2837,672,303212,4812,275989,2108,545,233,275444,2088,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,62119,1013,16550,1739,14781,1639,11844,1414,11582,1383,262,254,2937,831,1769,468,1532,463,1532,463,0,143,237,137,45569,1838,25573,1654,161,138,25412,1640,19996,894,7,11,19989,895,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,971086,1420,162471,5573,137671,5011,110528,4321,106628,4215,3900,816,27143,2512,24800,2273,17941,1972,17426,1941,515,199,6859,1119,808615,5557,421290,4924,4821,940,416469,4992,387325,2674,542,336,386783,2649,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,441107,2272,80482,3063,67292,3014,56067,2811,55031,2772,1036,420,11225,1492,13190,1362,10700,1345,10612,1354,88,138,2490,512,360625,3801,185594,3562,1104,432,184490,3545,175031,1974,82,70,174949,1974,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4599393,2464,879304,12336,739837,10238,634763,9946,610653,9977,24110,1917,105074,3861,139467,5642,113628,5225,110469,5136,3159,747,25839,2058,3720089,12266,1797317,10688,33003,2464,1764314,10717,1922772,6026,5536,950,1917236,6122,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,610939,1661,146413,4350,123963,4218,103553,3933,100217,3780,3336,885,20410,1961,22450,1875,17476,1638,17098,1586,378,242,4974,864,464526,4324,234193,4159,4256,783,229937,4116,230333,2056,388,234,229945,2111,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,532024,1152,120688,3776,99578,3424,85395,3333,82619,3251,2776,783,14183,1522,21110,1599,17634,1452,17403,1442,231,132,3476,763,411336,3703,182206,3458,3948,811,178258,3485,229130,1745,814,426,228316,1744,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,140813,562,29234,1911,25335,1718,21464,1684,20788,1687,676,294,3871,753,3899,737,3398,719,3318,732,80,83,501,215,111579,1990,55640,1847,878,343,54762,1854,55939,988,245,227,55694,1024,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,71901,147,18376,1650,15312,1313,13636,1228,13145,1230,491,255,1676,528,3064,802,2590,771,2529,758,61,101,474,298,53525,1655,24543,1334,609,474,23934,1425,28982,873,26,42,28956,874,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3508827,3914,572177,10499,468243,9018,387441,8542,372536,8511,14905,1863,80802,4135,103934,5357,79770,4718,77630,4684,2140,640,24164,2665,2936650,11358,1430839,10167,26458,2563,1404381,10176,1505811,5771,5160,990,1500651,5775,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1139356,3711,203947,5489,174967,5228,146612,5193,142290,4975,4322,782,28355,2341,28980,2567,23200,2296,22516,2217,684,379,5780,1064,935409,6251,508944,5860,7274,1338,501670,5877,426465,4038,416,328,426049,4027,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,210423,784,45908,2299,38818,2095,34139,1947,33577,1903,562,379,4679,827,7090,1143,5836,1042,5717,1046,119,113,1254,429,164515,2459,73123,2126,926,371,72197,2062,91392,1239,179,167,91213,1251,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,211032,1315,42204,2759,35527,2613,27423,2300,26446,2302,977,399,8104,1193,6677,1062,4564,959,4473,930,91,139,2113,639,168828,3159,87488,3032,717,417,86771,3023,81340,1436,103,142,81237,1438,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1695712,2158,336110,7467,279918,6563,235711,6049,230954,6106,4757,938,44207,2653,56192,3249,43202,2619,42745,2644,457,231,12990,1468,1359602,7201,646111,6354,10445,1490,635666,6647,713491,3148,1211,403,712280,3222,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,889426,2326,167746,4251,138490,3957,114807,3458,111769,3536,3038,751,23683,1876,29256,2313,22454,2147,21866,2111,588,296,6802,970,721680,4982,354396,4353,3827,871,350569,4338,367284,2627,823,372,366461,2562,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,469618,1809,106521,3418,85181,3076,67420,2882,65919,2811,1501,469,17761,1392,21340,1325,14726,1203,14560,1193,166,143,6614,844,363097,3575,155008,2892,733,323,154275,2892,208089,1732,195,131,207894,1716,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,394224,1549,96224,2870,78846,2317,65586,2107,64531,2103,1055,388,13260,1302,17378,1627,13317,1486,13118,1462,199,153,4061,615,298000,3038,128637,2433,1074,450,127563,2442,169363,1928,206,125,169157,1924,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,613626,2097,101619,3798,84580,3546,72438,3342,71017,3377,1421,487,12142,1268,17039,1565,13275,1321,13038,1315,237,185,3764,664,512007,4154,270475,3648,1467,513,269008,3652,241532,1932,526,291,241006,1949,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,597750,2450,114135,4026,95407,3527,83375,3623,81105,3627,2270,565,12032,1373,18728,1794,15356,1742,14923,1753,433,333,3372,678,483615,4107,248091,3821,2261,643,245830,3705,235524,2598,345,213,235179,2622,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,225973,737,49677,2366,41364,2202,33409,2072,32242,1978,1167,406,7955,1239,8313,766,6302,772,6205,770,97,87,2011,455,176296,2527,83971,2278,506,260,83465,2291,92325,924,109,83,92216,936,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,762681,1726,185225,5307,156103,4908,134502,4831,131306,4785,3196,807,21601,1807,29122,2025,23339,1909,22913,1913,426,264,5783,718,577456,5583,273823,5053,4183,858,269640,4976,303633,2387,897,372,302736,2429,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,961031,1864,222108,5352,182540,4732,158032,4785,152840,4765,5192,858,24508,1836,39568,2031,30992,1927,30405,1949,587,318,8576,1219,738923,5550,327129,4840,5924,1143,321205,4866,411794,2249,1038,455,410756,2303,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1442623,1840,230581,5488,191814,4876,155980,4483,150753,4479,5227,833,35834,2131,38767,2169,29463,2146,28529,2143,934,359,9304,1137,1212042,5670,603277,4961,7160,1033,596117,4937,608765,2527,1810,561,606955,2609,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,729910,1492,157286,4093,129094,3135,103134,3026,101024,2925,2110,542,25960,1642,28192,1923,19871,1564,19577,1533,294,191,8321,953,572624,4210,262946,3344,1525,452,261421,3283,309678,2119,160,128,309518,2114,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,402724,1682,69735,3295,56882,3010,49465,2663,48792,2622,673,333,7417,1203,12853,1706,10035,1612,9952,1608,83,101,2818,574,332989,3889,175016,3571,1465,472,173551,3511,157973,2758,114,137,157859,2761,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,884325,2302,172927,5073,142909,4540,119412,4317,116445,4211,2967,683,23497,1846,30018,2187,23109,2056,22098,2055,1011,377,6909,987,711398,5353,345692,4467,2580,568,343112,4501,365706,2923,651,292,365055,2964,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,158585,1000,36097,1849,29686,1780,24562,1701,24087,1654,475,259,5124,703,6411,786,4780,692,4729,698,51,45,1631,388,122488,1996,60086,1866,440,200,59646,1868,62402,905,312,247,62090,909,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,256972,1002,68546,2626,55115,2488,46198,2375,45288,2353,910,469,8917,1157,13431,1291,10064,1069,10015,1076,49,44,3367,637,188426,2593,77669,2508,466,320,77203,2467,110757,1401,48,69,110709,1402,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,359486,1286,67417,3566,57831,3353,49936,3204,48097,3133,1839,479,7895,1213,9586,1401,7469,1167,7259,1175,210,157,2117,632,292069,3666,164146,3344,4840,1045,159306,3243,127923,1548,1324,553,126599,1539,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,194097,1200,44074,2130,37281,1938,31804,1853,31161,1828,643,240,5477,863,6793,931,5437,838,5406,835,31,53,1356,456,150023,2399,72342,2001,1008,420,71334,2017,77681,1156,234,197,77447,1189,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1250314,1203,265436,6972,220435,5866,194908,5623,187086,5672,7822,1197,25527,2482,45001,2883,37158,2548,36447,2512,711,312,7843,1173,984878,7010,452248,6371,12169,1560,440079,6583,532630,3047,1992,561,530638,3142,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,294258,1155,55982,2572,46286,2447,39146,2422,37808,2395,1338,475,7140,1145,9696,1219,7262,998,7045,993,217,176,2434,675,238276,2653,122698,2633,1570,731,121128,2653,115578,1967,202,196,115376,1910,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2759461,2342,536540,10057,445374,8043,389514,7354,375675,7194,13839,1739,55860,2695,91166,4450,73068,4434,70667,4328,2401,685,18098,1598,2222921,9740,1039034,8009,16447,1983,1022587,7936,1183887,4706,2877,720,1181010,4656,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1346700,2854,253821,6129,213278,5534,175751,4986,171259,4947,4492,903,37527,2845,40543,2304,32089,2008,31431,1961,658,318,8454,1125,1092879,6943,570766,6364,5440,1041,565326,6343,522113,3407,903,359,521210,3462,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,100962,706,27783,1645,22625,1454,18266,1503,17908,1484,358,165,4359,681,5158,737,3550,591,3493,581,57,71,1608,399,73179,1834,28012,1665,123,127,27889,1669,45167,806,107,125,45060,761,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1707568,2689,315105,7531,259066,6212,216216,5563,211211,5358,5005,814,42850,2908,56039,3552,43635,3022,43403,3026,232,165,12404,1471,1392463,7602,669520,6349,5653,898,663867,6265,722943,4061,840,367,722103,3992,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
