GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001EA,B19101A_001MA,B19101A_002EA,B19101A_002MA,B19101A_003MA,B19101A_003EA,B19101A_004MA,B19101A_004EA,B19101A_005MA,B19101A_005EA,B19101A_006EA,B19101A_006MA,B19101A_007EA,B19101A_007MA,B19101A_008MA,B19101A_008EA,B19101A_009MA,B19101A_009EA,B19101A_010MA,B19101A_010EA,B19101A_011EA,B19101A_011MA,B19101A_012EA,B19101A_012MA,B19101A_013MA,B19101A_013EA,B19101A_014MA,B19101A_014EA,B19101A_015MA,B19101A_015EA,B19101A_016EA,B19101A_016MA,B19101A_017EA,B19101A_017MA,state
0400000US06,5580705,28256,225746,7963,164262,7014,209683,6971,232477,6996,215547,7129,238841,7621,219622,6893,231910,7822,210726,7436,404336,11073,560045,12542,734339,13377,577837,8782,384943,10006,451099,7812,519292,7002,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1111521,9103,37120,3130,22974,2292,29668,2688,42440,3139,39320,3120,43705,3301,43252,3425,46590,3103,42586,2665,89280,3717,128618,5071,175698,5429,127063,4839,79297,3784,84813,4685,79097,3474,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,732446,8150,19331,2451,13407,1971,14228,2177,17138,2294,20273,2172,20540,2092,20706,2124,20676,2072,21831,2178,46819,2940,72489,3930,110113,4390,97294,4220,67500,3797,74904,3916,95197,4587,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,164007,3342,4097,901,2491,609,2999,724,7029,1295,5321,1025,6869,1309,6379,1145,7308,1224,5521,834,13727,1553,17491,1802,28456,2494,21963,2166,11857,1426,11977,1402,10522,1220,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,41095,2294,361,274,28,49,335,240,709,590,289,224,480,343,930,582,457,310,274,189,829,371,1735,617,3168,709,4147,932,3823,819,6537,1133,16993,1533,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3664479,20800,159109,7143,116279,6358,147279,6983,181606,6811,188983,6811,201814,6942,188812,7022,194325,7220,166606,6208,321906,9734,412759,10526,494123,11303,323601,9151,185616,6332,179129,7315,202532,6352,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1552921,12687,65912,4440,43375,3720,57479,4704,65346,3803,70154,4791,66270,4411,69847,3790,69670,4537,67513,4340,130955,6049,177525,6279,218582,7354,156549,5796,92916,4477,98350,4742,102478,5129,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,95284,3137,3172,1005,2015,938,2940,788,3334,999,2404,637,2709,676,4318,993,3153,794,3932,1011,6291,1232,10937,1639,15072,1912,12092,1426,6988,1305,7678,1011,8249,1429,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,380018,6377,17360,2272,11205,1696,15913,1885,20444,2232,20905,1935,22057,2667,21048,2516,21636,2113,18611,2254,35979,2905,49762,3431,53184,3270,32216,2928,14431,1747,14294,2044,10973,1750,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2377800,13631,69507,3814,51761,3297,68609,3597,79673,4191,83569,3789,97612,3828,93971,3944,97572,4207,90972,5054,186929,6109,268942,7753,380387,9748,267335,8239,177684,6793,180072,5512,183205,5418,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1441837,11649,60456,3845,37157,3042,46735,3171,61336,3723,63335,3602,75118,3688,74498,3576,78235,3560,72431,3958,129151,4661,191128,5223,229533,6286,140493,4671,74513,4640,59510,3637,48208,2857,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,748635,6827,25198,2200,17784,1890,20768,2057,29259,2351,33063,2133,33235,2510,33489,2439,37404,2665,32692,2046,72464,3306,101081,4052,129161,3730,77703,3335,42323,2665,34164,2382,28847,2151,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,642510,5534,17474,1734,16226,1542,19930,2017,29466,2071,27316,2208,30838,2338,31334,2101,29171,2220,28543,2214,60632,2874,81328,3868,99365,3529,68584,3147,39182,2518,31840,2304,31281,2183,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1026031,10020,59548,3390,43957,2783,51134,2896,52912,3059,51738,3553,55311,3096,49038,3354,54746,2727,48680,2967,88634,3609,122471,4497,143451,5388,89240,3651,46404,3015,37439,2598,31328,2137,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,749980,6715,26909,2640,24279,2519,26233,2053,31794,2656,31084,2560,36231,2815,30969,2345,35166,2936,31556,2426,58680,3521,84706,4595,116510,5164,80592,4304,47277,3418,44539,2699,43455,2736,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,335354,5207,13510,1745,10020,1389,12264,1510,16349,1635,16142,1857,17801,2101,17200,1768,18262,1935,13440,1347,34726,2579,41754,2775,50888,2406,31982,2095,16106,1613,12308,1433,12602,1433,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,887516,8464,16315,2030,13623,1742,15500,1752,18807,1857,20206,2011,22668,2546,23032,2533,27187,2311,25698,2320,57232,3390,83081,3845,131304,4282,119272,4624,85408,3643,109237,3798,118946,3589,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1319314,10922,36041,3083,26387,2440,29805,2645,38921,2851,39682,2756,40371,2554,39729,2569,42175,2788,39790,3106,83632,3811,127414,5079,197507,6406,167645,6131,117569,4961,139999,4561,152647,4808,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2052154,12509,80489,3504,57077,2952,68195,3376,85225,4087,90242,3391,98629,3765,98067,3486,104157,3471,96534,3475,192453,5079,248553,5962,315736,5795,206065,6029,115064,3808,105671,3572,89997,3559,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1221950,8309,28198,1859,22753,2122,25942,2296,35928,2357,39191,2289,46247,2610,44320,2368,48289,2578,49616,2732,101807,3623,151012,4621,214526,4374,153792,4912,88665,3763,86371,3951,85293,3434,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,474342,6802,22125,2718,16587,2421,21196,2003,23612,2549,21587,2112,25392,2460,25246,2654,25019,2740,23183,2372,45670,3209,57710,3395,65467,4425,42525,3184,21932,2205,19131,2275,17960,2184,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1304339,11606,53029,3337,39698,3065,45230,3025,57999,3727,60214,3413,70228,4110,65253,3499,67917,3441,59655,3353,129013,5211,161384,5693,192693,6110,120126,4930,67363,3337,62646,3089,51891,3240,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,238563,4669,7561,1207,7731,1449,9161,1337,10962,1524,10875,1237,12265,1625,12854,1526,11542,1734,11428,1401,21311,1925,32805,2554,37621,2669,24024,2119,10909,1196,8908,1197,8606,1036,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,428595,5492,11813,1316,10228,1464,12384,1419,15821,1687,18996,1960,20500,2028,17346,1660,21819,1622,19438,1834,40021,2516,58838,2996,72538,3182,45938,3006,23651,1901,21110,1610,18154,1350,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,480349,8503,18381,2476,14237,1872,16510,2019,25486,2363,23684,2459,23739,2566,23686,2325,24393,2262,22552,2127,43664,3226,55192,3546,72525,3833,43615,3563,27392,2250,23954,2129,21339,1705,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,325108,5852,8738,1450,7083,1332,7297,1543,10801,1823,10682,1597,11664,1688,11661,1657,12788,1746,13226,1925,25650,2117,35357,2324,55295,3335,40794,2924,23594,1960,27992,2166,22486,1919,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1589409,10632,39962,3246,27880,2663,35182,2626,36889,2654,47363,3357,47997,3268,50253,2849,46123,2969,47451,3596,107331,4777,148537,5464,229619,6880,199027,5253,140580,4775,185175,5491,200040,4691,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,381358,6901,23140,2331,16372,2194,18260,2243,19822,1969,19927,2164,20342,2044,17911,1834,17833,1962,16017,1939,30643,2884,39693,2576,53175,3046,34288,2679,20037,1981,20127,2148,13771,1574,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3123455,14395,100297,4338,77455,4226,87981,4570,105014,5656,103888,4279,116963,5074,109721,4685,112327,4551,110781,5241,230939,7165,323517,8391,448674,7154,356674,7682,241416,6238,275224,6535,322584,7905,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1816289,13188,74161,4759,49376,3617,65731,4253,88285,4915,86352,4355,90659,3935,82381,4079,90110,4702,86189,4139,160071,5898,213634,5796,277151,7252,170535,6332,97856,4117,89737,4298,94061,4267,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,162341,3688,3857,829,2848,649,3830,906,5895,1120,5484,957,6341,1096,6158,907,6896,1071,7651,1123,14601,1498,19955,1925,28441,2140,21188,1839,9449,923,9522,1345,10225,1277,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2495012,12942,100495,4561,71911,3411,82639,4059,101001,4251,102872,4561,116750,6072,120476,4640,124850,4541,117009,5058,229540,6957,313080,7488,391507,8938,250759,7113,134605,5618,125466,4919,112052,4552,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,746411,6407,34189,2450,22515,1550,29610,1761,35870,2279,38008,2275,39524,2437,37323,2652,41191,2046,33867,2060,67189,3642,91650,3316,109613,3971,66301,3318,35617,2299,33243,2400,30701,1980,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,853707,7961,41472,3366,27563,2620,31223,2857,38964,3142,38991,2866,38288,2589,42383,3082,42827,2926,38347,2728,78758,4029,98805,4297,125313,5019,87400,3794,46387,3334,40746,2767,36240,2373,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2740168,12810,86958,4214,61996,2890,73560,3473,107570,4233,114024,4078,120129,4308,120433,4252,123034,5138,119168,4130,239333,6090,330280,7196,448419,8782,297902,5735,172079,5288,170101,5414,155182,3984,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,218095,5046,8069,1353,3756,985,5265,948,7179,1313,7356,1413,8564,1206,8033,1351,8305,1367,8853,1485,15634,1925,25564,2556,34664,2752,27901,2279,16789,1864,17076,1749,15087,1637,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,854371,9053,36730,3178,22705,2297,34007,3208,40379,3337,38660,2998,42734,2960,42207,2982,43256,3393,40169,2896,77422,4631,104413,4223,124605,4659,83056,3732,42723,2676,42855,2847,38450,2949,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186155,3818,4823,1008,3638,816,5512,1028,7409,1179,8135,1363,8571,1264,9845,1433,9659,1269,9089,1253,16794,1736,25805,2147,34343,2235,18757,1905,9258,1366,7739,1180,6778,1113,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1336175,11565,59808,3987,48435,3658,55210,4003,66702,4025,67930,4662,77272,3947,71735,4776,69372,3998,65931,4097,122005,5231,156509,5505,186767,6334,109481,5177,65240,3643,57060,3547,56718,3317,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4816510,22294,220090,7526,169540,6576,201437,7466,223451,7210,226202,7074,227325,8207,225164,8272,212111,7946,194095,6988,385818,9193,512786,11409,655802,14493,471786,10346,285343,8126,298496,8529,307064,7638,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,602965,6836,19080,2244,13007,2117,18494,2080,19707,2200,21628,1803,25812,2016,25790,2108,30086,2241,29285,2711,55977,3453,85294,3932,100994,4210,63331,3237,37572,2554,30918,2220,25990,2340,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156056,3178,4747,904,4075,969,4404,918,5631,843,5689,734,6948,1029,7361,1076,8264,1253,7626,970,14056,1140,19499,1485,26428,1817,16747,1454,9749,1019,7225,1028,7607,829,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1485916,11826,41237,3313,28419,2946,36395,3134,44214,2638,51086,3076,53164,3541,56215,3435,58801,3815,52904,3510,111775,4211,150621,6331,225153,6929,158924,4957,118024,4486,139800,4825,159184,4363,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1389978,13580,47837,3641,30836,2990,36115,3596,48427,3814,45526,3228,54417,3665,51963,3320,61571,3816,59573,3758,116950,4604,168941,5967,213098,6247,160463,5429,104555,4129,98889,4119,90817,4093,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,449072,7505,26227,2369,17581,1838,21225,2378,25409,2702,26713,2251,25936,2499,24338,1939,26334,2259,21870,2127,41453,2734,53584,3381,63986,3421,33918,2560,16230,1845,13744,1486,10524,1321,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
