GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001MA,B12002H_001EA,B12002H_002EA,B12002H_002MA,B12002H_003EA,B12002H_003MA,B12002H_004EA,B12002H_004MA,B12002H_005EA,B12002H_005MA,B12002H_006MA,B12002H_006EA,B12002H_007EA,B12002H_007MA,B12002H_008EA,B12002H_008MA,B12002H_009MA,B12002H_009EA,B12002H_010MA,B12002H_010EA,B12002H_011MA,B12002H_011EA,B12002H_012EA,B12002H_012MA,B12002H_013EA,B12002H_013MA,state
0400000US06,12909745,5639,6407427,2942,2163701,12299,3273935,19469,97437,5429,176421,5164,695933,13646,6502318,3585,1689822,13046,3078984,18274,124812,6240,668829,8910,939871,12030,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3014719,2224,1495391,1977,472274,6903,809992,8489,14814,1703,31300,2514,167011,5929,1519328,1328,371469,6446,787344,9749,20322,2336,115267,3412,224926,7277,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2136745,2003,1029532,1323,335889,5898,555109,7913,8410,1611,31794,2170,98330,5126,1107213,1176,284451,5264,558752,7361,10886,1883,117107,4006,136017,4761,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,502635,1357,241123,831,72108,2915,130107,3387,3408,948,8583,1275,26917,2396,261512,642,64450,2065,128792,3778,4335,1110,27596,2156,36339,2888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,203167,669,100255,559,57536,2301,35845,2364,628,321,376,213,5870,1027,102912,298,58920,2294,34016,2264,692,317,2710,663,6574,1183,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9514766,4823,4632949,2927,1333102,13461,2435147,19679,76916,4782,179055,6658,608729,12992,4881817,3070,1048412,11356,2353987,17659,96366,6908,635190,10325,747862,12764,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4511305,2106,2202220,2793,633999,9790,1241590,13806,31447,3108,62523,3826,232661,7574,2309085,2273,496792,8656,1236368,12389,43673,3932,231661,6240,300591,8868,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,282250,395,155457,413,47261,2513,85013,3081,2477,865,2986,792,17720,2188,126793,476,26198,1644,69904,2321,1467,614,9745,1212,19479,1899,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1059751,931,522528,948,139924,3980,305595,5525,4350,1048,13318,1723,59341,3316,537223,890,114273,3786,293164,5801,6965,1243,47382,2913,75439,3769,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6782042,3463,3292115,3005,1058168,10790,1796606,13365,33631,3251,91063,3777,312647,7858,3489927,2083,891966,9633,1767489,14098,44829,3547,364560,7059,421083,8429,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4332144,2022,2108356,1740,630662,8221,1146152,10730,20263,2670,62385,3515,248894,7383,2223788,1347,525853,7707,1137597,12410,28429,2294,215891,5252,316018,8017,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2224074,1437,1085469,1209,320778,5610,608088,8121,9168,1372,29832,1792,117603,4378,1138605,934,269912,4113,595097,6480,15526,1754,117792,2974,140278,5175,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
