GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,NAME,C16008_001EA,C16008_001MA,C16008_002EA,C16008_002MA,C16008_003EA,C16008_003MA,C16008_004EA,C16008_004MA,C16008_005MA,C16008_005EA,C16008_006MA,C16008_006EA,C16008_007EA,C16008_007MA,C16008_008EA,C16008_008MA,C16008_009EA,C16008_009MA,C16008_010MA,C16008_010EA,C16008_011MA,C16008_011EA,C16008_012EA,C16008_012MA,C16008_013EA,C16008_013MA,C16008_014EA,C16008_014MA,C16008_015EA,C16008_015MA,C16008_016MA,C16008_016EA,C16008_017MA,C16008_017EA,C16008_018EA,C16008_018MA,C16008_019EA,C16008_019MA,C16008_020EA,C16008_020MA,C16008_021MA,C16008_021EA,C16008_022MA,C16008_022EA,C16008_023EA,C16008_023MA,state
0400000US18,6113177,2538,5919853,8576,1148313,4061,1046572,6007,101741,5635,75922,4709,25819,3232,4771540,8007,4527539,10073,244001,9160,180465,8168,63536,4015,193324,8214,16949,2360,1617,661,15332,2162,9436,1748,5896,1389,176375,7730,20560,2800,155815,7752,52512,5281,103303,6128,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878189,2164,2794626,5645,518250,3186,476322,4149,41928,2918,31707,2979,10221,1670,2276376,5276,2182551,5478,93825,4757,67411,4325,26414,2301,83563,5014,8419,1462,966,546,7453,1340,4563,1034,2890,848,75144,4358,9753,1899,65391,3740,21092,2365,44299,3228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2684487,1807,2566848,6170,510592,2377,447936,4658,62656,4260,52288,3832,10368,1922,2056256,5803,1925775,6805,130481,6209,95400,5155,35081,3385,117639,6153,9267,1555,362,303,8905,1588,5641,1273,3264,1027,108372,5377,10090,1752,98282,5264,29097,3021,69185,4298,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4103742,1986,4018258,5862,730010,3188,694913,4515,35097,3362,27394,3053,7703,1295,3288248,4740,3195849,5895,92399,5217,68946,4643,23453,2062,85484,5766,11296,2078,2124,1355,9172,2097,5809,1518,3363,1319,74188,4813,11389,1812,62799,4706,18367,2130,44432,4087,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4292613,2663,4192722,7012,802944,3133,761898,4000,41046,3127,34210,2857,6836,1476,3389778,6098,3154919,8713,234859,8701,181506,7159,53353,3456,99891,6846,6900,1457,910,501,5990,1350,4408,1062,1582,709,92991,6268,13480,2406,79511,5836,24990,2763,54521,4750,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1263002,939,1241465,3135,197003,1617,185692,2776,11311,2475,10213,2444,1098,444,1044462,2738,980342,4673,64120,4456,50578,4199,13542,2200,21537,2999,2794,926,742,440,2052,895,1328,817,724,347,18743,2509,6855,1166,11888,2090,5961,1307,5927,1390,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5519938,1612,5078746,13313,941016,5030,804177,6228,136839,5604,114490,6182,22349,2420,4137730,11138,3691957,13750,445773,10662,323485,8390,122288,5800,441192,13311,37294,4736,6570,1637,30724,3899,19939,3199,10785,2166,403898,10993,67284,5727,336614,10758,136792,7645,199822,9004,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6282285,988,5801623,13286,998753,3529,808055,8208,190698,7587,162310,7441,28388,3453,4802870,12212,4008338,17100,794532,15080,516101,12470,278431,7811,480662,13277,38643,3523,3794,1027,34849,3677,21215,2570,13634,2549,442019,12172,58774,4339,383245,11445,143352,6683,239893,10144,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9311715,1749,9012616,9944,1666363,3724,1507612,6942,158751,6829,131939,6627,26812,2339,7346253,8969,6883435,11565,462818,9498,332300,8956,130518,4998,299099,9820,29615,3250,4232,991,25383,3046,16126,2451,9257,1882,269484,8119,40168,3144,229316,7978,86419,5304,142897,6970,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5031558,1721,4827655,9421,906235,3937,796799,5941,109436,4905,83220,4968,26216,2175,3921420,8005,3659556,9726,261864,8003,183413,6810,78451,4783,203903,9548,23984,3261,2868,871,21116,2981,13484,2447,7632,1423,179919,7671,21604,2460,158315,7217,57995,3713,100320,6237,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2782530,2322,2744822,5065,542106,2696,525054,3289,17052,2254,13489,1981,3563,1033,2202716,3646,2151384,4779,51332,3606,39441,3244,11891,1928,37708,4091,3167,974,459,283,2708,952,2232,965,476,287,34541,3580,4816,1165,29725,3361,10582,2132,19143,2609,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5647397,2449,5519769,7175,1015992,3557,955534,5289,60458,4097,46663,4095,13795,1989,4503777,6372,4335314,7332,168463,6902,121262,5846,47201,3377,127628,6775,13123,1984,1697,881,11426,1777,7476,1443,3950,1055,114505,5980,14776,2053,99729,5483,41571,4161,58158,4794,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,946302,954,938371,1873,160752,1341,154533,1921,6219,1265,4728,1086,1491,555,777619,1907,747740,2915,29879,2376,23325,2085,6554,1149,7931,1506,549,303,85,100,464,287,303,218,161,132,7382,1453,3651,956,3731,1076,1948,746,1783,711,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1723524,1369,1648461,4630,321744,2259,279676,3280,42068,3044,31889,2876,10179,1683,1326717,4141,1245539,4285,81178,5101,53709,3974,27469,2757,75063,4167,9057,1481,435,321,8622,1497,5206,1294,3416,939,66006,3752,4641,1148,61365,3653,14662,2066,46703,3380,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2576019,1369,2275191,10232,459899,2727,320558,5849,139341,5852,118775,5597,20566,2692,1815292,9610,1452830,9972,362462,10473,252442,9311,110020,6599,300828,10324,21611,2415,1686,692,19925,2384,15131,2203,4794,1139,279217,9630,23329,3135,255888,9548,78351,4478,177537,7812,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1255212,859,1219401,3612,205522,1927,190290,2772,15232,2277,13272,2142,1960,777,1013879,3061,956148,4264,57731,4078,44274,3346,13457,1883,35811,3609,3994,1418,909,717,3085,1250,1714,684,1371,871,31817,2947,8322,1633,23495,2608,10209,1615,13286,2299,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8338003,1549,7438523,20802,1431184,5479,1062797,8638,368387,8831,319765,8578,48622,3707,6007339,18256,4647485,20590,1359854,19149,901927,15252,457927,11150,899480,20602,68967,5217,6629,1425,62338,5008,40363,3871,21975,2931,830513,18247,88540,6498,741973,18020,248379,7222,493594,16810,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1942502,1183,1817779,6940,361894,2251,264993,6253,96901,5641,81925,5191,14976,2283,1455885,6486,980398,9876,475487,8940,396312,9129,79175,4039,124723,6996,10918,1857,625,391,10293,1841,6633,1498,3660,1096,113805,6256,9115,1700,104690,5914,31263,3376,73427,5057,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18405939,1976,16340390,24018,2951150,7952,2141557,15325,809593,15191,655869,14854,153724,6724,13389240,22342,10267488,24107,3121752,26129,1977317,20948,1144435,17441,2065549,24241,145538,7879,27009,3078,118529,7007,61374,4642,57155,4497,1920011,21843,367267,11544,1552744,21152,436660,15000,1116084,17087,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9140321,3011,8637336,13433,1625681,4766,1421647,7313,204034,7638,157343,7514,46691,4567,7011655,11600,6645724,13284,365931,11552,269055,10540,96876,5273,502985,13353,46569,4157,5070,1507,41499,3944,26953,3241,14546,2810,456416,11346,50358,4306,406058,10493,114613,6063,291445,9613,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654508,664,643535,1765,107221,1277,103586,1241,3635,978,3074,865,561,351,536314,1664,510770,2648,25544,2224,20362,2341,5182,974,10973,1708,1757,757,78,105,1679,735,659,517,1020,500,9216,1385,1872,603,7344,1270,2710,933,4634,1185,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10854170,2208,10637936,9003,1950478,3935,1828370,6895,122108,6444,90904,5793,31204,3389,8687458,7980,8268485,12437,418973,10425,296423,8979,122550,5000,216234,8955,19392,2856,2997,1023,16395,2796,11434,2350,4961,1393,196842,7949,30532,2788,166310,7369,72236,4841,94074,6064,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3552659,1948,3408913,6298,660852,2506,594167,3693,66685,2943,54271,2454,12414,1648,2748061,5195,2599546,5063,148515,5803,108793,5098,39722,3289,143746,5904,13271,1796,590,333,12681,1759,8965,1561,3716,862,130475,5024,13498,1810,116977,4630,30773,2557,86204,3961,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3667240,2276,3447972,9866,609604,4021,500681,5590,108923,5556,86530,5219,22393,3333,2838368,7858,2602892,9295,235476,9681,164018,8882,71458,5397,219268,9149,19029,3197,2142,888,16887,3065,11461,2544,5426,1560,200239,7603,23121,2558,177118,7512,58186,4545,118932,6530,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12045220,1844,11679700,13256,1988862,3690,1779183,9362,209679,8694,161238,7551,48441,4395,9690838,12098,8928340,14664,762498,14170,508235,11517,254263,7085,365520,13007,30276,3271,4334,1108,25942,3097,15184,2258,10758,1818,335244,11797,55707,4067,279537,11008,102435,4863,177102,10456,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,994145,854,925863,5881,155225,1847,124817,2991,30408,2561,26656,2475,3752,1181,770638,5449,653102,5752,117536,4744,77572,3938,39964,2896,68282,5975,5590,1664,334,219,5256,1614,2596,881,2660,1136,62692,5472,8214,1591,54478,4936,15922,2456,38556,4054,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4429186,2136,4290509,7146,776025,2609,722250,3634,53775,3892,43341,3152,10434,1753,3514484,6645,3377995,7553,136489,6075,102550,5218,33939,2917,138677,7020,10414,2039,625,427,9789,1989,7126,1726,2663,1110,128263,6534,19687,2783,108576,5939,33591,3691,74985,5514,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,774671,971,760772,1957,143543,1167,136128,1701,7415,1405,6044,1239,1371,581,617229,1932,587420,2918,29809,2458,22276,1943,7533,1449,13899,1988,1996,655,414,356,1582,639,647,443,935,581,11903,1725,1649,759,10254,1643,2179,712,8075,1677,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6056220,2640,5872070,8297,1074351,4231,1001388,5075,72963,4903,61484,4980,11479,1854,4797719,7579,4625418,8921,172301,7769,125491,6499,46810,4129,184150,7922,19843,3193,1916,990,17927,2944,12556,2663,5371,1504,164307,6571,20712,2816,143595,6251,47675,4481,95920,5588,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24126355,4326,21313888,39382,4802087,12301,3195601,18955,1606486,19907,1240928,18168,365558,11836,16511801,33989,12265760,31114,4246041,29581,3104204,27612,1141837,15993,2812467,39775,246240,11532,15740,2459,230500,11075,140273,9279,90227,6106,2566227,33712,157356,8701,2408871,34264,617168,17927,1791703,29260,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2597358,1330,2441568,8381,611713,3337,538693,5038,73020,3958,62361,4032,10659,1595,1829855,7191,1658966,7254,170889,7648,131601,6400,39288,2594,155790,8412,17546,2986,1635,771,15911,2881,10943,2310,4968,1286,138244,7000,15910,2574,122334,6678,38467,3595,83867,5713,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595000,837,584907,1558,91670,920,88590,1043,3080,646,2419,529,661,358,493237,1232,471087,2815,22150,2181,17939,1941,4211,795,10093,1493,1208,497,60,70,1148,507,769,525,379,215,8885,1220,3182,659,5703,1080,2735,735,2968,857,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7678796,3274,7191168,14641,1306369,4695,1133053,7472,173316,7230,148201,6599,25115,2693,5884799,12841,5299831,13843,584968,13701,423178,11636,161790,6144,487628,13836,41192,3448,6336,1405,34856,3115,22590,2306,12266,2226,446436,12422,52278,4635,394158,11968,160876,8535,233282,11164,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6456039,1850,5980594,15240,1102808,5234,884561,8831,218247,8320,175184,8147,43063,3861,4877786,12848,4273668,14346,604118,12934,408045,11063,196073,8137,475445,15074,41248,4839,3425,889,37823,4531,25275,3244,12548,2863,434197,13062,51442,3533,382755,12439,132163,6260,250592,9957,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1750150,1847,1737283,2631,278007,1931,272214,2044,5793,958,4349,828,1444,569,1459276,1864,1432260,3264,27016,2489,19443,2114,7573,1662,12867,1752,950,460,274,241,676,427,512,275,164,247,11917,1552,3087,864,8830,1347,4897,1316,3933,897,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5375163,2082,5219828,6444,951275,3509,852835,4286,98440,3986,74558,3954,23882,2716,4268553,5217,4032244,6607,236309,6505,167987,5629,68322,4756,155335,6161,14240,2536,1008,478,13232,2468,9380,2159,3852,1399,141095,5229,16345,2082,124750,5368,45806,4056,78944,4337,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,538396,1247,526322,2659,97396,1385,91000,1817,6396,1193,5576,1167,820,563,428926,2239,404136,3281,24790,2826,19627,2294,5163,1500,12074,1965,1198,502,387,282,811,448,492,327,319,341,10876,1813,1941,905,8935,1653,4042,1178,4893,1109,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3457730,535,3399169,4827,637741,858,24851,2604,612890,2870,98942,5667,513948,5987,2761428,4739,156860,8066,2604568,9580,419913,11915,2184655,14409,58561,4835,2266,705,124,118,2142,691,33,55,2109,685,56295,4739,2485,664,53810,4710,2792,831,51018,4594,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,4520215,2840,4414166,5952,813486,3750,771011,3701,42475,3216,31681,2956,10794,1799,3600680,4780,3501147,5850,99533,5808,70689,4686,28844,3180,106049,4913,9681,1879,1482,861,8199,1899,5368,1590,2831,990,96368,4563,14382,2468,81986,4411,24004,2999,57982,4635,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,677515,1005,652781,3673,129268,2001,109246,3133,20022,2551,17049,2450,2973,602,523513,2462,453377,3850,70136,3715,53174,3476,16962,1837,24734,3529,4063,1528,322,419,3741,1484,2090,749,1651,1023,20671,2478,2421,736,18250,2417,7386,1606,10864,1951,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6115483,1614,5587784,13911,1141905,4884,828249,10806,313656,10198,265848,9938,47808,4579,4445879,12020,3568653,16995,877226,12849,674467,12038,202759,7081,527699,13811,39908,4506,5026,1822,34882,3909,26426,3333,8456,1631,487791,12055,57022,4599,430769,10766,125262,6083,305507,10022,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
