GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,NAME,B25074_001MA,B25074_001EA,B25074_002EA,B25074_002MA,B25074_003EA,B25074_003MA,B25074_004EA,B25074_004MA,B25074_005EA,B25074_005MA,B25074_006EA,B25074_006MA,B25074_007EA,B25074_007MA,B25074_008EA,B25074_008MA,B25074_009EA,B25074_009MA,B25074_010EA,B25074_010MA,B25074_011EA,B25074_011MA,B25074_012MA,B25074_012EA,B25074_013MA,B25074_013EA,B25074_014EA,B25074_014MA,B25074_015EA,B25074_015MA,B25074_016EA,B25074_016MA,B25074_017MA,B25074_017EA,B25074_018MA,B25074_018EA,B25074_019MA,B25074_019EA,B25074_020MA,B25074_020EA,B25074_021EA,B25074_021MA,B25074_022EA,B25074_022MA,B25074_023MA,B25074_023EA,B25074_024MA,B25074_024EA,B25074_025MA,B25074_025EA,B25074_026EA,B25074_026MA,B25074_027EA,B25074_027MA,B25074_028MA,B25074_028EA,B25074_029MA,B25074_029EA,B25074_030MA,B25074_030EA,B25074_031EA,B25074_031MA,B25074_032EA,B25074_032MA,B25074_033MA,B25074_033EA,B25074_034MA,B25074_034EA,B25074_035MA,B25074_035EA,B25074_036MA,B25074_036EA,B25074_037EA,B25074_037MA,B25074_038EA,B25074_038MA,B25074_039MA,B25074_039EA,B25074_040MA,B25074_040EA,B25074_041EA,B25074_041MA,B25074_042EA,B25074_042MA,B25074_043EA,B25074_043MA,B25074_044MA,B25074_044EA,B25074_045MA,B25074_045EA,B25074_046EA,B25074_046MA,B25074_047MA,B25074_047EA,B25074_048EA,B25074_048MA,B25074_049EA,B25074_049MA,B25074_050MA,B25074_050EA,state
0400000US18,759297,12471,130961,5514,1772,660,1736,522,5374,955,3606,837,88842,4901,29631,2753,160334,6097,6199,1059,5599,1124,10320,1303,12132,1660,118488,4988,7596,1173,176731,6374,15897,1970,21611,1881,34012,2501,32559,2823,64163,3835,8489,1291,122009,5720,34723,2679,37069,3192,25637,2865,10141,1438,9259,1592,5180,1066,99527,5937,67515,4738,17556,2306,4688,1114,3051,939,1752,576,4965,956,39507,3155,33968,3101,2851,870,369,259,190,313,133,162,1996,673,30228,2957,27392,2807,883,446,165,241,75,129,0,184,1713,601,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,344464,7798,54720,3516,547,270,402,220,2470,694,1873,683,40999,3188,8429,980,68788,3892,2791,708,3473,680,5495,824,7100,1249,46412,3116,3517,728,82421,3883,11526,1555,12954,1574,15567,1891,13082,1776,25153,2470,4139,711,51161,3182,21453,2011,13053,1734,6871,1260,2707,788,3432,975,3645,714,51944,3124,36584,2933,8352,1338,2087,621,886,505,856,530,3179,647,21192,2079,16904,1841,1768,726,293,210,0,151,222,227,2005,562,14238,2035,12368,1869,327,227,0,151,89,109,39,63,1415,457,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,374720,6600,49949,2858,567,292,701,364,2272,628,1448,408,35538,2638,9423,1623,71009,3702,2486,663,2416,611,4996,1006,5902,1220,50848,3262,4361,811,86621,3427,8797,1377,11654,1616,17297,2050,13244,1704,29748,2486,5881,967,66685,3699,19435,1978,16642,2096,13670,1851,6519,1184,6416,1224,4003,870,59325,3245,37263,2886,10390,1351,5132,1111,1245,449,1715,538,3580,768,23549,2608,17908,2271,2741,806,1049,594,264,236,131,151,1456,474,17582,1966,14321,1600,1106,525,325,427,174,165,176,172,1480,519,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,562695,7784,116234,5894,1525,597,1832,641,7164,1506,4152,842,73893,4897,27668,2366,122241,5006,6064,1333,5986,1228,9655,1489,10161,1503,78629,4482,11746,1467,130149,5792,11680,1521,24010,2375,22364,2662,23780,2672,37921,2943,10394,1449,79033,4426,33168,2650,19587,2429,11399,1700,5343,1133,3695,873,5841,1044,65823,3930,43355,2887,12039,1812,2971,725,1455,561,749,401,5254,1244,27483,2540,21980,2327,2548,804,306,194,110,118,171,215,2368,773,21732,2550,18915,2464,493,398,124,137,0,181,0,181,2200,676,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,589339,11722,109451,4184,800,380,1560,582,4369,978,4194,1128,70998,3989,27530,2539,130887,5830,4994,1127,4100,1118,7044,1581,6936,1079,92214,4925,15599,2345,123995,5813,10115,1746,12138,1546,17751,2130,19356,2107,50991,3686,13644,1706,81295,4859,20158,2253,19019,2479,15096,2184,9178,1763,10490,1564,7354,1325,75727,4940,44407,3864,14820,2175,5946,1514,2144,741,1933,920,6477,1221,36301,3121,28067,2949,3556,1025,1054,547,430,238,77,80,3117,838,31683,3025,26487,2848,1351,610,257,184,296,249,41,68,3251,1042,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,158529,4335,25655,2610,237,178,288,197,2742,824,1488,453,16681,2048,4219,1106,34445,2698,1172,401,1888,681,4213,930,2437,782,21989,2452,2746,730,38392,2874,2283,750,3707,879,6443,1257,4981,1024,17802,2124,3176,780,23792,2165,5384,1020,6117,1150,3597,876,3711,958,3089,1040,1894,817,21671,2408,12032,1603,3813,932,2000,790,1455,759,1210,478,1161,410,8301,1229,6558,1160,1114,525,300,256,0,155,0,155,329,172,6273,1101,5240,955,308,305,169,200,0,155,0,155,556,277,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,723780,9709,80195,3636,1747,722,2035,670,5207,1032,2595,775,50777,2987,17834,2181,91365,4501,5215,1229,3986,1018,5200,1095,4083,926,69521,3988,3360,852,119663,5555,5419,995,5353,1215,6654,1317,10796,1754,87055,4595,4386,1001,114360,5318,9358,1646,13250,1838,21321,2602,19557,2093,47521,3714,3353,813,142926,5964,29316,2613,35981,2987,28318,3230,21343,2599,23706,2522,4262,1055,73879,4364,33077,3187,21617,2511,9510,1463,4763,996,3105,875,1807,583,101392,5391,74479,4821,15948,2002,6121,1324,1674,656,681,385,2489,770,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952339,10308,138080,5990,3454,1149,3535,1031,9466,1369,10597,1591,89006,5311,22022,2332,169734,5805,7847,1271,8968,1368,22731,2274,15228,2005,107536,4936,7424,1559,158682,4741,12083,1620,8858,1446,15378,2122,16367,2140,99302,4371,6694,1265,130234,5419,16291,1979,18060,2233,26202,2798,21954,2326,43705,3246,4022,1146,152396,6474,49152,3691,35319,3057,28911,2957,15251,2169,18386,2077,5377,1207,83409,4060,42712,3185,21127,2796,11072,1895,3761,957,2393,697,2344,646,119804,5757,95452,5167,14226,2286,5188,1220,1329,604,720,372,2889,721,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1105104,13859,215498,6659,2069,515,2426,667,9411,1363,8726,1425,147265,6104,45601,3326,235178,6775,5754,937,6801,1029,14233,1700,16020,1638,180971,6148,11399,1359,247395,8064,17365,1843,26583,2682,41187,2786,38110,3072,111021,5476,13129,1346,156257,5744,38110,3022,42143,3033,30382,2576,17655,2177,18610,1976,9357,1429,138534,5850,74457,3919,33520,2633,14470,2082,4701,931,4889,951,6497,1071,58579,3699,45951,3280,5338,1108,2810,811,443,367,777,400,3260,939,53663,3371,46012,3202,3573,982,655,353,280,199,370,304,2773,680,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,603133,9212,83392,4466,2312,763,1387,500,5665,1183,4941,977,57149,3885,11938,1379,113344,4921,6541,1260,5968,996,8894,1302,7351,1117,79046,4348,5544,799,133897,5116,9393,1165,12814,1617,19644,2337,19971,2163,65543,3954,6532,1012,99434,4132,21983,2159,24463,2156,18558,2139,11383,1495,19257,2106,3790,612,90165,3966,43951,2850,23839,2377,10778,1578,3686,1030,3614,697,4297,651,42172,3662,28061,3052,8580,1260,2236,705,453,325,324,206,2518,584,40729,3242,35145,2894,2729,705,378,233,418,275,244,311,1815,551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,346910,8433,79138,4244,428,263,1689,642,3610,1052,2535,883,48077,3334,22799,2598,81523,4908,3512,972,4645,1025,4259,968,7119,1465,51933,4116,10055,1581,76743,4256,7948,1690,9056,1710,11290,1741,11111,1842,26820,2887,10518,1671,45936,3525,11805,1906,11012,1801,7621,1595,4886,1360,3762,1204,6850,1490,38437,3246,24614,3010,6711,1411,2952,986,334,300,243,209,3583,839,13214,2115,9972,1722,624,410,507,452,78,145,0,198,2033,947,11919,1868,9620,1807,434,343,0,198,0,198,0,198,1865,692,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,767449,11382,134983,5023,1161,525,1190,489,5441,1175,3831,777,96887,4454,26473,2496,163648,6276,4991,1081,6600,1148,11994,1616,13411,1748,116018,5574,10634,1409,183866,7648,15181,1736,23091,2209,35248,3336,33113,2992,65457,4326,11776,1529,114509,6075,32040,2814,32047,3342,22153,2380,10367,1710,10535,2023,7367,1093,97130,5817,61180,4925,18558,2417,5523,1262,3239,1072,2321,934,6309,1070,42076,3160,34098,2929,3442,1103,1091,520,326,193,539,337,2580,688,31237,2867,27154,2865,1124,551,518,396,0,177,112,130,2329,841,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
