GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,NAME,B16005H_001MA,B16005H_001EA,B16005H_002MA,B16005H_002EA,B16005H_003MA,B16005H_003EA,B16005H_004MA,B16005H_004EA,B16005H_005EA,B16005H_005MA,B16005H_006MA,B16005H_006EA,B16005H_007MA,B16005H_007EA,B16005H_008MA,B16005H_008EA,B16005H_009MA,B16005H_009EA,B16005H_010EA,B16005H_010MA,B16005H_011MA,B16005H_011EA,state
0400000US28,1622119,1599,1612589,2467,1594149,3335,18440,2157,15688,1928,2752,834,9530,1866,4848,1187,4682,1543,2636,928,2046,868,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4576708,2443,4513655,5563,4431305,7617,82350,4818,67054,4878,15296,1745,63053,4660,23708,2721,39345,3963,22298,2685,17047,2689,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,829489,474,819433,1519,801914,2502,17519,2250,13590,1921,3929,994,10056,1503,6634,1228,3422,845,2487,629,935,496,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1418033,1138,1403324,2426,1373546,3720,29778,2594,23050,2388,6728,1129,14709,2043,6095,1194,8614,1874,4620,1149,3994,1309,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1387538,1002,1317795,5135,1268967,7030,48828,4436,42069,4128,6759,1537,69743,4967,29110,2700,40633,3814,28035,3306,12598,2097,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1156493,418,1123071,3444,1086981,4889,36090,3224,31126,3028,4964,1011,33422,3371,16452,2054,16970,2789,10955,2165,6015,1592,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4898785,4814,4479680,12925,4244016,17393,235664,9062,209840,9013,25824,2494,419105,11992,101785,5491,317320,11542,171920,7688,145400,6988,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,791316,1204,768828,3097,728495,4392,40333,3589,36151,3418,4182,1090,22488,2869,10764,1728,11724,2235,8530,1786,3194,1069,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10681090,5405,9662442,17591,9027573,22652,634869,14069,521377,13524,113492,5221,1018648,17359,263235,9084,755413,16707,384930,11812,370483,10350,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5977419,3605,5851317,8509,5744220,11194,107097,6618,91704,6067,15393,2055,126102,7889,59167,3982,66935,5995,45951,4212,20984,3118,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,579823,262,572874,1848,556374,2343,16500,1614,13024,1475,3476,775,6949,1824,2813,633,4136,1767,3047,1653,1089,542,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8815081,3838,8658421,8103,8442358,12310,216063,8656,168357,7589,47706,4154,156660,7416,53519,3691,103141,6454,58956,4305,44185,3528,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2446861,858,2416019,2912,2381649,4379,34370,2639,28678,2310,5692,1089,30842,2839,14597,1686,16245,2446,11553,2028,4692,1024,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2880447,2204,2788472,6814,2712388,9378,76084,5744,64418,5322,11666,1883,91975,6447,41487,3722,50488,5304,30203,3110,20285,3339,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9553045,2913,9324089,9976,9042396,14092,281693,9651,222143,9083,59550,4237,228956,9516,77172,4955,151784,8228,81507,5023,70277,5039,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,759014,1656,717694,4355,684432,5320,33262,2809,28669,2730,4593,962,41320,3984,12682,1841,28638,3425,15725,2421,12913,2098,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2862468,1243,2805944,5069,2757934,6540,48010,3591,40500,3551,7510,1335,56524,4628,26814,2801,29710,3452,19113,2428,10597,1876,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,655743,1024,650341,1644,637640,2183,12701,1454,10422,1334,2279,709,5402,1357,2335,711,3067,1083,1615,716,1452,907,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4583787,1984,4520277,4300,4455871,7025,64406,5201,55436,4902,8970,1324,63510,4192,27317,2856,36193,3606,21969,2567,14224,2298,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10953824,5966,10616099,13021,10229158,19442,386941,14623,335747,14102,51194,3804,337725,12574,132682,8134,205043,12370,128957,9291,76086,6838,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2089095,868,2044255,3931,1978076,5560,66179,3733,58293,3455,7886,1221,44840,3973,20860,2472,23980,3288,14604,1939,9376,2034,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,560757,351,546008,1822,533027,2500,12981,1282,11232,1200,1749,531,14749,1792,7622,1106,7127,1537,5410,1273,1717,629,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4966445,2299,4780200,8865,4658081,11307,122119,5817,104046,5528,18073,1998,186245,8555,65722,3886,120523,7326,78827,5516,41696,4203,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4678335,2439,4442879,10498,4302802,13796,140077,7440,117767,6450,22310,2574,235456,10455,89635,4815,145821,9329,83655,6208,62166,5745,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1631309,1143,1621574,2216,1602677,3415,18897,2282,13830,1717,5067,1468,9735,1788,4688,1001,5047,1456,3983,1344,1064,574,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4493711,963,4428041,4967,4317829,7252,110212,4907,87097,4072,23115,2012,65670,4778,26780,2467,38890,4013,23875,2867,15015,2384,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,458157,143,452381,1572,442669,2837,9712,2009,7784,1527,1928,1116,5776,1584,2864,1229,2912,1068,2159,762,753,610,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22697,2695,20193,2358,4814,1213,15379,2037,7233,1247,8146,1567,2504,914,280,323,2224,808,931,487,1293,608,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3044079,2901,3017782,4472,2977692,5239,40090,3849,33246,3497,6844,1353,26297,3332,15454,2638,10843,2125,7954,1448,2889,1040,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,433221,615,422628,2171,408166,3094,14462,2050,12921,2017,1541,490,10593,1981,5016,1030,5577,1539,4234,1198,1343,609,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3559915,1737,3403704,7609,3294981,10215,108723,5429,95059,5028,13664,1742,156211,7566,84113,5195,72098,6132,48222,4328,23876,3020,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2059813,943,2042210,2862,2016012,4577,26198,3260,21253,2900,4945,1197,17603,2679,10369,1917,7234,1790,4042,1138,3192,1261,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
