GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,B15002I_018E,B15002I_018M,B15002I_019E,B15002I_019M,NAME,B15002I_001MA,B15002I_001EA,B15002I_002MA,B15002I_002EA,B15002I_003EA,B15002I_003MA,B15002I_004EA,B15002I_004MA,B15002I_005MA,B15002I_005EA,B15002I_006MA,B15002I_006EA,B15002I_007MA,B15002I_007EA,B15002I_008EA,B15002I_008MA,B15002I_009EA,B15002I_009MA,B15002I_010MA,B15002I_010EA,B15002I_011MA,B15002I_011EA,B15002I_012MA,B15002I_012EA,B15002I_013MA,B15002I_013EA,B15002I_014MA,B15002I_014EA,B15002I_015MA,B15002I_015EA,B15002I_016MA,B15002I_016EA,B15002I_017EA,B15002I_017MA,B15002I_018EA,B15002I_018MA,B15002I_019EA,B15002I_019MA,state
0400000US13,461851,4553,250375,3659,68106,4958,39491,3761,58928,4634,11422,1993,31501,3280,10477,2026,21395,2510,9055,1541,211476,3063,51724,3952,31959,2966,46188,3748,5192,1225,33026,3111,10824,1842,21792,2993,10771,1938,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,66395,588,33810,539,1165,719,2744,795,11223,1794,1769,723,8271,1107,3159,910,3931,951,1548,540,32585,249,935,402,2873,940,7954,1303,1128,444,8087,1342,3799,905,5459,1266,2350,728,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,87136,2366,46652,1654,14357,1759,6544,1321,8901,1781,2927,812,9282,1854,1752,644,1589,720,1300,564,40484,1576,9248,1618,4151,945,9748,1611,1560,636,9584,1718,1656,740,3271,990,1266,575,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1122220,2766,580054,2230,141814,6096,90232,4426,144475,5867,26534,3160,87045,4779,25664,2823,44355,3021,19935,2613,542166,1772,130143,5081,69502,3693,125099,5207,19096,2188,89676,4628,30281,2278,55614,3455,22755,2247,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,198395,2785,103066,2544,20027,2277,18455,1957,28353,2539,5092,945,14843,1844,5065,1354,8461,1704,2770,879,95329,1534,21297,2161,13329,1850,22287,2268,3731,840,14692,1712,6511,1544,8743,1576,4739,1135,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,71923,2245,37751,1388,11628,1801,6352,1684,7178,1491,1214,562,5454,1057,2255,895,2117,565,1553,633,34172,1863,7664,1289,5711,1429,7203,1414,1418,623,6173,1273,2337,830,2543,785,1123,477,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,148387,2120,78088,1435,18128,1831,14824,1868,17665,2090,3809,917,11625,1433,3883,924,5360,947,2794,826,70299,1467,14762,1564,12803,1464,14284,1871,2770,720,12590,1563,3641,815,6986,1179,2463,596,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,67421,2247,37080,1800,9033,1534,4010,1047,10009,1523,1822,605,5108,1322,1438,755,3874,969,1786,601,30341,1696,5776,1258,3384,975,7148,1105,1353,575,5616,1147,2161,652,2573,819,2330,659,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,124776,2024,68969,2002,14886,2694,10837,2047,16280,1959,2750,1031,10898,1651,2881,945,6229,1339,4208,991,55807,1600,8975,1496,5611,962,12930,1969,1996,735,11692,1638,4293,1145,7801,1272,2509,777,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8917,908,4230,855,222,211,1003,523,463,251,320,354,1205,505,239,234,419,279,359,258,4687,643,178,257,101,108,707,307,377,314,1337,582,316,345,1080,467,591,356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,288341,1474,150276,1159,41548,3780,20229,3035,34335,2977,2673,761,19735,2312,5215,1151,16313,2045,10228,1523,138065,1323,30545,2778,15153,2556,30138,2828,2257,812,19336,2174,5903,930,22689,2373,12044,1588,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,360366,1152,171636,1049,31891,2942,24950,2833,44626,3583,10413,2072,26675,3095,7342,1305,15941,2379,9798,1326,188730,833,34435,2614,24738,2438,38843,2676,8219,1365,37717,2496,11528,1765,20243,1901,13007,1688,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,224495,2082,113420,1647,18662,1838,18515,1979,25641,2469,7307,1119,20331,2158,5131,984,9837,1336,7996,1335,111075,1444,16354,1589,15178,2048,22321,2283,4786,915,24467,1976,8578,1524,12510,1672,6881,1010,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,127200,1866,68032,1473,14301,1889,10821,1440,14582,1848,2943,798,9657,1525,3906,951,6793,1310,5029,1245,59168,1524,11036,1639,9096,1401,11561,1428,1923,572,10330,1424,3973,1104,7308,1046,3941,915,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,39009,2341,23754,1921,4676,801,3810,823,5019,1031,1388,404,4575,1385,1565,684,1544,581,1177,523,15255,1275,2365,669,1568,613,4204,1029,592,424,3596,1214,730,415,1324,523,876,408,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110974,2895,58120,1991,8288,1373,9842,1667,12460,1878,2411,671,12969,1770,2796,856,5357,1015,3997,989,52854,2075,8162,1350,7142,1417,11847,1659,2194,745,8574,1261,4457,1387,7148,1355,3330,941,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16137,1054,8096,1121,587,284,1010,474,1377,451,815,489,2592,809,438,371,954,466,323,279,8041,1096,404,239,932,417,2111,680,749,308,1567,599,888,444,1044,448,346,216,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,82418,1735,43671,1172,11212,1638,11512,1587,7896,1237,1964,652,5365,1140,1651,604,2490,676,1581,670,38747,1181,9942,1362,6980,1035,6388,1203,1554,484,7310,1345,2126,759,3154,854,1293,439,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,396303,1131,202051,1096,40889,3902,38322,3311,55496,4410,8972,1546,36186,2940,8682,1814,9085,1360,4419,1042,194252,1024,40418,2978,33118,2775,51104,2758,6552,1440,35318,3134,8400,1311,13650,2020,5692,1199,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19807,998,9272,744,1065,457,938,497,2559,728,801,502,1806,739,92,128,1513,542,498,275,10535,825,1208,596,712,427,2168,924,267,231,2377,750,1241,590,1487,464,1075,413,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,974212,1212,482716,1111,86520,5531,62575,3298,148875,6043,18619,2036,77785,4467,20319,2710,48359,3789,19664,2313,491496,635,84653,4427,54189,3143,133689,5241,11798,1432,88994,4934,30162,3125,61017,3952,26994,2183,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,566755,1558,276284,1167,39594,3013,37404,3027,74348,4155,17058,2424,56450,3627,15285,2013,23908,2952,12237,1325,290471,1011,36583,2798,33899,2950,72430,3726,14921,2040,64640,3900,23860,2518,29335,2867,14803,1931,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2128081,2597,1023231,2115,201042,7973,162668,7164,251078,9348,51063,3916,159448,6690,52715,4649,95906,5192,49311,4368,1104850,1959,213321,6666,162482,5855,232028,7939,42532,3202,175926,7477,78491,3897,129143,6221,70927,4261,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,418817,3743,224799,3333,74264,5301,37970,3745,48367,3971,6995,1633,29944,2997,7000,1431,13534,1927,6725,1403,194018,2726,55172,4194,27856,2979,38313,3648,5288,1312,31592,3109,8668,1615,19696,2198,7433,1256,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7471,718,4540,592,291,135,753,425,1148,527,236,193,1064,441,236,182,674,358,138,149,2931,477,181,121,173,102,517,307,504,293,823,346,59,60,566,363,108,100,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,186997,2360,96279,2086,15781,2225,15047,1718,25048,2161,5187,1088,16665,1615,3485,881,8952,1355,6114,1204,90718,1823,9490,1567,13318,1686,20421,1959,4028,858,19216,1840,7722,1290,10050,1635,6473,952,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,169543,1637,90948,1549,27038,2148,15657,1667,19991,1985,4229,939,12406,1624,3669,919,5901,1257,2057,619,78595,1113,20089,1978,12439,1555,17470,1677,3511,827,13382,1211,4416,660,5459,882,1829,624,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,227525,2245,121792,2100,28911,3071,21537,2799,22468,2741,9579,1636,18756,2441,5549,1243,9793,2156,5199,1173,105733,1390,23517,2511,15052,1828,21500,2616,3968,1016,21103,2469,6628,1396,8335,1296,5630,1344,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,399198,2224,201322,1795,32525,3132,40346,3462,52961,4213,13658,1796,30177,3283,7889,1471,14560,2112,9206,1544,197876,1486,28511,2330,28980,2670,47614,2957,12373,2082,36766,2895,12575,1782,19333,2223,11724,2112,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,70951,713,33958,687,7715,1499,4888,1058,9307,1603,1881,912,5628,1462,1018,594,2286,910,1235,602,36993,613,7701,1042,4406,951,8067,1501,2819,890,6290,1332,3026,891,3012,833,1672,771,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,128180,2903,70471,2208,16231,2189,10988,1709,12947,2077,3689,1108,11027,2098,3769,1233,8553,1799,3267,1093,57709,2320,10268,1692,8155,1464,14394,1944,1442,716,8765,1628,4025,1210,8155,1840,2505,903,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10880,896,6716,872,1630,568,676,343,1904,623,254,225,1378,472,292,203,283,189,299,224,4164,571,1006,418,367,224,443,222,374,290,586,290,646,444,559,395,183,157,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,152772,2889,85265,2048,21523,2346,12178,1856,22210,3126,2529,774,13287,2194,2657,986,7009,1420,3872,1162,67507,2037,16346,2229,9300,1717,17027,1971,1342,571,10542,1752,2617,850,7272,1516,3061,905,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5360542,4837,2663735,3691,613589,13880,454329,10877,581994,11387,131325,5575,459780,12994,129727,7428,206240,8347,86751,5167,2696807,3351,609917,10860,398361,10899,554907,11971,127556,5585,504492,11666,147154,7265,254634,8454,99786,4887,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,180650,1301,92714,1255,16970,2240,16555,2204,19923,2238,4497,1177,18354,2404,5007,1279,7825,1247,3583,842,87936,1057,15756,2132,13354,1855,20103,2269,2254,646,18764,2006,4460,1136,9926,1599,3319,828,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4353,516,2067,481,143,118,272,154,232,166,10,23,385,270,284,195,560,363,181,161,2286,491,105,142,166,147,222,104,80,112,418,249,358,221,438,192,499,270,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,380971,3409,196975,2765,41722,4339,22820,2922,42623,3406,6701,1567,30206,3158,8564,1878,27685,2309,16654,2102,183996,2599,32437,3825,18649,2295,38195,2720,3743,1115,33691,2973,11335,1717,31164,2992,14782,1991,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,389463,2278,204087,1629,54615,3543,30428,3015,40911,3272,8818,1616,32781,3117,10603,1885,17443,2250,8488,1661,185376,1584,41525,3189,22379,3138,38531,3106,8297,1237,35155,3158,14036,2195,16666,1965,8787,1266,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12058,1302,6171,962,491,267,592,428,1281,479,428,338,1384,577,417,304,1120,504,458,275,5887,890,667,402,814,514,1307,507,149,189,1122,520,417,257,796,392,615,431,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,169801,2164,90245,1768,21555,2702,14721,1824,23779,2477,5037,1118,12420,2160,4376,1150,5197,1102,3160,742,79556,1615,16134,1619,11401,1571,18012,1716,4526,1004,12865,1395,5855,1033,6585,1201,4178,908,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,28516,1413,13872,1300,2275,612,1552,636,4393,1118,1358,647,1901,547,871,605,1320,822,202,205,14644,894,1602,556,2364,720,3248,852,565,298,3940,949,1238,506,991,503,696,477,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2405892,4041,1111354,2510,211350,6081,118844,5420,297074,7638,35664,2738,144697,5343,89764,4177,155239,5532,58722,3519,1294538,2620,227470,5543,104297,5085,280788,7676,30958,2758,159504,6208,126417,5212,267788,6104,97316,4680,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
