GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001EA,C27001A_001MA,C27001A_002MA,C27001A_002EA,C27001A_003MA,C27001A_003EA,C27001A_004MA,C27001A_004EA,C27001A_005EA,C27001A_005MA,C27001A_006EA,C27001A_006MA,C27001A_007EA,C27001A_007MA,C27001A_008MA,C27001A_008EA,C27001A_009MA,C27001A_009EA,C27001A_010MA,C27001A_010EA,state
0400000US19,2777986,5820,627919,3187,604333,3903,23586,2807,1714718,3928,1522219,7989,192499,7242,435349,1396,434872,1384,477,324,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2424219,7446,584214,4012,546612,4399,37602,3634,1491333,4752,1250473,8401,240860,8194,348672,1253,347353,1380,1319,591,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3779919,6212,846481,2992,801367,6122,45114,5233,2378754,4279,1927421,10862,451333,11022,554684,1168,553626,1188,1058,397,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2841531,7054,622107,3320,589343,4968,32764,4121,1790209,5777,1421689,10390,368520,10915,429215,1952,426977,2177,2238,1022,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251757,1313,242171,861,231259,2022,10912,1767,793472,1241,678863,5698,114609,5758,216114,609,215850,621,264,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3367675,12768,688699,5305,668722,5466,19977,3019,2147070,8556,1911816,11082,235254,10402,531906,1821,528371,1959,3535,1014,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5263433,12399,1029695,5037,1015987,5290,13708,2809,3398845,8451,3242052,10377,156793,8146,834893,1952,833439,2180,1454,696,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7776033,8758,1660890,4696,1597581,5492,63309,4226,4885678,5327,4138834,12099,746844,12007,1229465,1859,1226807,2018,2658,676,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4552775,6763,991552,3488,944161,4967,47391,3745,2891200,4175,2624430,8244,266770,8096,670023,1333,668838,1310,1185,417,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1733153,4587,383122,2390,354971,4583,28151,3904,1060031,3236,833720,7661,226311,7499,290000,1371,289459,1360,541,408,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4902560,6612,1084905,3335,1013755,8031,71150,6864,3051142,4494,2527700,12621,523442,12217,766513,1681,764118,1772,2395,664,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,883608,2210,182880,1042,166437,2347,16443,2171,554012,1779,428930,4302,125082,4411,146716,625,146336,640,380,213,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1612138,5204,382218,2829,361727,3562,20491,2765,995788,3293,857768,6464,138020,6635,234132,841,233457,900,675,425,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1901940,12417,413311,6392,349058,7223,64253,6658,1196890,7881,883211,9708,313679,10421,291739,1935,288357,1823,3382,1109,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1228024,2626,248865,1549,239726,2619,9139,2232,796421,1951,680043,6399,116378,6407,182738,690,182448,758,290,325,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6052797,20722,1284808,9617,1229858,9397,54950,4840,3775696,13931,3223956,16979,551740,15042,992293,3125,985023,3471,7270,1708,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1476088,13627,336429,6692,314450,7807,21979,3347,898423,8935,691053,9454,207370,7492,241236,2625,237951,2863,3285,1079,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12621962,31170,2536172,12492,2451025,13687,85147,5755,8025946,21205,7083386,21639,942560,19014,2059844,4950,2051838,4905,8006,1292,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6690865,18352,1431772,8540,1324750,9635,107022,7344,4193612,10956,3318976,18169,874636,20828,1065481,2164,1061740,2148,3741,1016,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,613304,1542,127784,683,121210,1591,6574,1523,393871,1342,350271,3587,43600,3632,91649,383,91404,440,245,201,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9429527,7887,2050397,4768,1941719,6699,108678,6698,5911293,5528,5027685,18797,883608,18344,1467837,2371,1463647,2469,4190,965,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2753213,9052,604650,4285,556850,5014,47800,3394,1704637,5489,1320149,8761,384488,8866,443926,1316,441520,1268,2406,814,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3291450,11114,674572,5601,633153,7985,41419,5652,2078374,7253,1661602,11420,416772,13595,538504,1684,536557,1827,1947,684,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10328098,12411,2059727,6227,1952772,8585,106955,7133,6486561,8211,5709564,15939,776997,14424,1781810,2914,1774269,2674,7541,1393,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,846055,6209,159089,2780,152788,3017,6301,1544,546057,4358,479629,5135,66428,4226,140909,905,140136,1025,773,482,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3114617,8443,644443,4142,590355,6614,54088,6333,1937132,5425,1527564,11601,409568,12115,533042,1507,531033,1698,2009,1064,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698865,2794,156092,1226,148804,1997,7288,1715,432803,2061,376240,3767,56563,3736,109970,472,109702,513,268,174,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4970411,10004,1071551,4724,1014068,6698,57483,5767,3112766,6283,2539151,12734,573615,13768,786094,1787,784124,1990,1970,747,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19228936,49000,5037880,21259,4394351,26087,643529,20257,11868451,32660,8375301,40855,3493150,37901,2322605,6166,2287025,6839,35580,3581,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2493545,10191,758348,5300,690131,6615,68217,5972,1481516,6267,1235598,8917,245918,8808,253681,1156,252593,1198,1088,490,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,589678,848,113944,502,110857,1166,3087,934,381993,736,348572,2544,33421,2511,93741,376,93576,408,165,140,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5528652,12929,1170856,5672,1111618,8429,59238,5900,3531003,9058,3017444,15469,513559,14947,826793,1944,822679,2288,4114,1108,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5327868,13011,1126289,7059,1068299,8229,57990,6084,3409860,8661,2806342,15701,603518,16355,791719,2069,787058,2409,4661,1222,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1716155,2330,349342,1350,335394,2764,13948,2325,1073918,1603,842912,8354,231006,7961,292895,817,291844,999,1051,563,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4917056,9322,1048887,4555,1006589,5252,42298,3877,3111544,5315,2771573,9894,339971,9876,756625,1367,755061,1356,1564,555,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,515934,3123,117734,1254,106455,2123,11279,1918,328402,2176,265469,4852,62933,4357,69798,837,69354,911,444,485,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2521670,23144,581584,8111,555578,8848,26006,3572,1507620,16649,1363072,17255,144548,6270,432466,5664,429205,5702,3261,1003,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3290328,7289,709077,3711,683082,4344,25995,3669,2033178,4987,1684307,12538,348871,12710,548073,1667,547068,1733,1005,486,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,470279,2974,103943,1313,94075,2572,9868,2195,320143,2335,252522,4452,67621,4017,46193,545,45920,587,273,265,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5091143,17834,1171708,9652,1027340,13281,144368,9316,3048367,10796,2387080,20033,661287,18913,871068,2912,863382,3071,7686,1720,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2271458,6006,509368,2955,478453,5025,30915,4061,1383752,4041,1061313,9190,322439,8822,378338,1269,377019,1366,1319,702,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
