GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001EA,B27002_001MA,B27002_002EA,B27002_002MA,B27002_003EA,B27002_003MA,B27002_004MA,B27002_004EA,B27002_005MA,B27002_005EA,B27002_006EA,B27002_006MA,B27002_007EA,B27002_007MA,B27002_008EA,B27002_008MA,B27002_009MA,B27002_009EA,B27002_010MA,B27002_010EA,B27002_011EA,B27002_011MA,B27002_012EA,B27002_012MA,B27002_013EA,B27002_013MA,B27002_014EA,B27002_014MA,B27002_015MA,B27002_015EA,B27002_016MA,B27002_016EA,B27002_017EA,B27002_017MA,B27002_018EA,B27002_018MA,B27002_019EA,B27002_019MA,B27002_020MA,B27002_020EA,B27002_021MA,B27002_021EA,B27002_022EA,B27002_022MA,B27002_023EA,B27002_023MA,B27002_024EA,B27002_024MA,B27002_025EA,B27002_025MA,B27002_026MA,B27002_026EA,B27002_027MA,B27002_027EA,B27002_028EA,B27002_028MA,B27002_029EA,B27002_029MA,B27002_030EA,B27002_030MA,B27002_031MA,B27002_031EA,B27002_032MA,B27002_032EA,B27002_033EA,B27002_033MA,B27002_034EA,B27002_034MA,B27002_035EA,B27002_035MA,B27002_036EA,B27002_036MA,B27002_037MA,B27002_037EA,B27002_038MA,B27002_038EA,B27002_039MA,B27002_039EA,B27002_040MA,B27002_040EA,B27002_041EA,B27002_041MA,B27002_042EA,B27002_042MA,B27002_043MA,B27002_043EA,B27002_044MA,B27002_044EA,B27002_045MA,B27002_045EA,B27002_046EA,B27002_046MA,B27002_047EA,B27002_047MA,B27002_048MA,B27002_048EA,B27002_049MA,B27002_049EA,B27002_050MA,B27002_050EA,B27002_051EA,B27002_051MA,B27002_052EA,B27002_052MA,B27002_053MA,B27002_053EA,B27002_054MA,B27002_054EA,B27002_055MA,B27002_055EA,B27002_056EA,B27002_056MA,B27002_057EA,B27002_057MA,state
0400000US06,37524274,5678,18510580,6787,1562760,8271,809656,12642,753104,12113,3149187,9024,1752838,19666,1396349,19211,1988264,5152,1134503,13669,853761,13604,2701952,5708,1511619,13953,1190333,12971,2525778,4908,1612615,13869,913163,12970,2549460,3192,1710518,12420,838942,12178,2051143,2638,1422248,11880,628895,11282,1163816,2547,639220,7871,524596,8406,818220,2646,463226,6758,354994,6255,19013694,5371,1491421,8827,769617,10964,721804,10483,3020120,8369,1697237,14418,1322883,14907,1928693,2947,1103950,11817,824743,11410,2646244,3681,1570121,15472,1076123,15326,2568332,3108,1675040,12036,893292,11869,2620195,3499,1780702,10933,839493,11231,2218320,2196,1523222,10263,695098,10210,1347910,2438,716578,7483,631332,7392,1172459,2953,614040,7291,558419,7663,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,210204,3535,125479,4496,84725,4053,416621,3777,267702,6149,148919,5312,250716,2922,167206,4052,83510,4503,368983,3444,233673,6401,135310,5735,349185,2671,248883,4367,100302,4133,352812,2474,257658,3856,95154,3870,311741,1629,240864,3587,70877,3367,168926,1211,108888,2897,60038,2845,99725,1230,68011,2002,31714,2177,2565853,3561,197096,3694,114894,3822,82202,4252,405087,3752,258617,6087,146470,5892,244136,2035,162423,4029,81713,3629,359590,2532,240195,4745,119395,4870,343152,2236,251304,3878,91848,4176,362857,1835,279686,4318,83171,4163,326991,1566,255107,3632,71884,3466,185499,1542,121661,2601,63838,2311,141445,1522,97026,2547,44419,2213,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,121916,2549,77714,3459,44202,3137,283136,2634,198830,3998,84306,4401,167713,1413,116936,3136,50777,3318,208160,1795,137930,3970,70230,4093,217228,1632,157068,3616,60160,3528,273742,1617,211420,3314,62322,3326,224390,1094,183076,3226,41314,3063,128363,850,86121,2463,42242,2273,90651,906,63635,1788,27016,1601,1819320,2365,114858,2415,70606,3048,44252,3532,271915,2626,189214,4031,82701,4037,163549,1337,114021,3301,49528,3099,215168,1383,141362,3893,73806,3782,233977,1307,175992,2756,57985,2789,288293,1258,227819,2978,60474,3177,240939,1145,197072,2355,43867,2265,149678,1028,99981,2935,49697,2793,140943,1185,94420,2442,46523,2357,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,33118,939,19674,1587,13444,1536,71184,1288,44755,2907,26429,2778,44961,988,31498,1888,13463,1822,53994,938,33367,1835,20627,1745,51631,1171,38306,1818,13325,1598,63593,1100,49351,1615,14242,1580,54715,482,43531,1298,11184,1369,37599,604,28485,945,9114,960,23603,506,17924,818,5679,894,468517,1018,33193,1225,19540,1957,13653,1742,66999,1394,43367,2452,23632,2605,46401,614,31437,1688,14964,1621,56800,821,37063,1866,19737,2030,58447,941,42528,1898,15919,1729,68418,662,51317,1958,17101,1923,62257,592,48721,1456,13536,1500,42604,513,30744,1273,11860,1326,33398,785,24753,1029,8645,937,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,23594,1094,13743,1469,9851,1491,31172,1085,16002,1691,15170,1719,36519,657,25026,1650,11493,1569,62855,689,48685,2000,14170,2029,41896,551,33017,1376,8879,1325,36842,559,26598,1478,10244,1415,29786,698,19786,1294,10000,1301,17199,376,11839,793,5360,826,11011,369,7483,667,3528,687,330506,735,22630,777,13367,1193,9263,1183,31786,787,16335,1735,15451,1660,44786,304,33226,1415,11560,1451,73890,230,57725,1702,16165,1690,42116,300,30182,1334,11934,1338,37648,182,24807,1339,12841,1358,36052,540,25675,1321,10377,1330,22029,324,15196,999,6833,1057,19569,458,13393,797,6176,759,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,659557,7044,287863,7461,371694,9112,1372554,8766,733499,10815,639055,12643,882948,4529,472561,8173,410387,8932,1132390,4932,569309,11691,563081,10462,1156700,4812,682874,11139,473826,10961,1314127,4954,825168,9995,488959,10034,1147075,3652,741313,9779,405762,10045,877145,3068,472981,8360,404164,7984,665753,3224,400240,6065,265513,5758,9802821,7129,633209,7067,280569,8294,352640,9239,1325823,7564,702867,11841,622956,12727,880260,4004,486278,9817,393982,10311,1172623,3922,645431,9719,527192,10013,1204043,3884,750980,8864,453063,8999,1390936,3225,915757,9717,475179,9343,1297511,2428,880875,8610,416636,8469,1006554,2839,533121,8435,473433,8730,891862,3134,490318,7480,401544,7524,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,418692,6433,194959,7474,223733,7971,854557,7271,492148,11008,362409,11640,481381,5122,289173,6384,192208,6255,624427,5961,358355,8781,266072,8138,642912,4991,427239,8282,215673,7923,660638,4100,460015,6244,200623,6291,529938,2436,373950,4874,155988,4849,312163,2983,191799,4072,120364,4334,166825,2708,110500,3155,56325,3050,5027878,8176,398911,6024,188472,6054,210439,6846,820001,6567,465974,10732,354027,9824,492447,4372,291699,7367,200748,6985,674462,5695,391381,7853,283081,8134,713334,4346,498189,8212,215145,7805,704136,3872,501713,6744,202423,6362,593602,2529,419826,5177,173776,5412,364383,2756,216476,5188,147907,5575,266602,2430,152359,4363,114243,4220,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,55605,1534,36540,2103,19065,1775,99470,1698,70600,2960,28870,2529,61507,1630,44763,2638,16744,2058,89906,2217,69936,2428,19970,2067,81889,1220,65488,1921,16401,1717,90252,1221,72351,1975,17901,1755,89153,417,70842,2030,18311,1980,53534,634,39473,1408,14061,1423,37801,885,28972,1411,8829,1252,682591,1728,53105,1606,34484,2056,18621,2168,94385,1525,65794,2774,28591,2392,60040,861,44449,1590,15591,1679,91508,877,67332,2346,24176,2307,84996,957,68344,2277,16652,2306,92438,731,76054,1899,16384,1893,91921,535,74634,1642,17287,1641,57878,480,43055,1356,14823,1264,56320,651,39236,1669,17084,1655,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,70179,2196,38538,2348,31641,2907,146680,2474,96953,3652,49727,3550,77676,2194,52658,2495,25018,2762,103558,2381,62747,2838,40811,2927,96927,1952,65726,2842,31201,2832,97870,1437,68759,2521,29111,2439,94753,1154,69882,2155,24871,1914,59858,866,39133,1887,20725,1957,37011,656,24705,1328,12306,1280,791170,3288,67098,2461,36135,2568,30963,2759,139969,2746,87072,3688,52897,4007,77660,1847,50384,2794,27276,2718,101524,2030,64604,2503,36920,2895,95929,1924,64125,2877,31804,2758,102404,1744,75274,2252,27130,2287,96658,1000,73062,1910,23596,2021,62053,919,42665,1801,19388,1617,47875,738,31530,1648,16345,1765,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,498651,4889,270134,6315,228517,6521,1061822,5209,661422,9052,400400,8975,618415,3601,413651,7383,204764,6705,871012,3798,550875,8408,320137,7992,827048,2985,587501,6377,239547,6274,881924,2731,653828,6869,228096,6586,741762,1809,567577,5515,174185,5323,421499,2035,275781,4248,145718,4056,282209,1493,196720,3558,85489,3287,6494029,5389,483391,4316,256820,6608,226571,6640,1015191,5079,631637,9860,383554,9252,610291,2786,397884,5690,212407,6091,884025,3036,563271,5801,320754,5957,850529,2982,600644,7255,249885,6594,921628,2427,700230,6511,221398,6188,799871,1788,612000,5212,187871,5495,491313,1655,315200,4830,176113,4886,437790,2809,291361,4517,146429,4108,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
