GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001MA,B01001_001EA,B01001_002EA,B01001_002MA,B01001_003MA,B01001_003EA,B01001_004MA,B01001_004EA,B01001_005EA,B01001_005MA,B01001_006MA,B01001_006EA,B01001_007MA,B01001_007EA,B01001_008EA,B01001_008MA,B01001_009MA,B01001_009EA,B01001_010EA,B01001_010MA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013EA,B01001_013MA,B01001_014MA,B01001_014EA,B01001_015MA,B01001_015EA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018MA,B01001_018EA,B01001_019MA,B01001_019EA,B01001_020MA,B01001_020EA,B01001_021MA,B01001_021EA,B01001_022MA,B01001_022EA,B01001_023MA,B01001_023EA,B01001_024EA,B01001_024MA,B01001_025MA,B01001_025EA,B01001_026EA,B01001_026MA,B01001_027MA,B01001_027EA,B01001_028MA,B01001_028EA,B01001_029EA,B01001_029MA,B01001_030MA,B01001_030EA,B01001_031EA,B01001_031MA,B01001_032MA,B01001_032EA,B01001_033MA,B01001_033EA,B01001_034MA,B01001_034EA,B01001_035EA,B01001_035MA,B01001_036MA,B01001_036EA,B01001_037MA,B01001_037EA,B01001_038EA,B01001_038MA,B01001_039EA,B01001_039MA,B01001_040MA,B01001_040EA,B01001_041EA,B01001_041MA,B01001_042MA,B01001_042EA,B01001_043EA,B01001_043MA,B01001_044EA,B01001_044MA,B01001_045MA,B01001_045EA,B01001_046EA,B01001_046MA,B01001_047MA,B01001_047EA,B01001_048MA,B01001_048EA,B01001_049EA,B01001_049MA,state
0400000US06,38041430,-555555555,18917773,4374,1296287,2477,1296812,12549,1306123,12399,825862,2728,569900,2784,316738,8989,318160,10755,878262,11552,1442237,2776,1370890,2745,1283750,13292,1315810,13027,1303995,2423,1297026,1875,1134000,11216,399843,7854,543621,9988,313722,7168,376847,8254,488268,7296,344502,5743,265634,6366,229484,5569,19123657,4374,1240523,2396,1239678,11873,1245997,11955,788024,2596,535046,3580,299727,7470,289211,8298,815296,11124,1342594,2367,1318597,2338,1255875,11793,1319753,11465,1305554,2685,1321317,2603,1197466,10518,434549,8227,593514,10004,363289,7778,428927,7526,566101,8646,438415,7826,363760,7079,420444,7863,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5187582,-555555555,2601370,3232,172562,2030,187549,4448,168057,4805,100405,1436,77113,2421,38793,3188,39785,2910,109601,4058,196863,2087,197272,2186,180634,5097,183123,5008,175323,1727,185606,1881,170039,3694,60829,3020,83965,3222,47846,2279,56958,2784,66225,2651,47983,2024,29865,1877,24974,1969,2586212,3232,164433,2154,172087,5124,170502,5092,95712,1514,69187,2098,34399,2810,36106,3064,106637,3830,181379,1698,181050,1840,169107,4353,175868,4128,175104,1329,189634,1480,181973,4757,61212,3505,84734,3721,52677,3201,62274,3109,72176,2725,57382,2583,44129,2957,48450,2229,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590347,-555555555,1749806,1927,99546,993,111455,3598,119297,3727,75376,874,55962,985,24703,2525,25448,2109,69139,2873,110732,874,105644,962,103123,3530,119603,3626,136887,1335,140454,1005,123944,3951,41747,2793,60282,3001,34460,1951,43584,1977,52403,2054,37565,2085,30458,1997,27994,1710,1840541,1927,93524,834,104747,3836,116104,3812,72717,1220,53246,1265,25929,2351,22923,2468,62253,2725,106989,809,109244,1046,104118,3537,131197,3413,142752,975,146960,966,131062,3406,45462,3107,65754,3467,42278,2205,48253,2208,60806,2265,52806,2128,43442,2119,57975,1867,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917092,-555555555,444691,881,28446,344,28624,2025,29963,2205,17597,430,13530,795,8158,1743,7982,1716,17374,1778,29294,780,27464,449,24639,2009,28979,1843,31662,616,33354,833,28800,1604,9861,1192,16610,1492,8478,999,12255,1150,17235,1262,11465,1010,7299,1084,5622,1000,472401,881,27739,277,28419,1868,27153,1779,16979,691,14294,1000,7911,1739,6567,1336,17744,2059,29398,575,27692,673,29703,1990,28900,1852,33779,558,34920,402,34933,1925,11235,1275,16576,1556,11669,1304,13830,1263,17508,1363,14131,1374,9900,1111,11421,1245,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,632323,-555555555,299036,318,19889,272,15317,1429,11832,1424,7946,154,10100,1337,5739,1189,5384,1165,17154,1648,34059,477,30707,4,21816,1782,21225,1855,19092,274,18773,370,17297,1201,5931,946,7730,1027,4285,765,5198,762,8155,897,5277,751,3466,770,2664,671,333287,318,19113,33,15075,1240,12042,1261,8238,267,13531,1532,6566,1292,5753,1019,19113,1637,41099,56,33013,57,22711,1548,19844,1529,18826,230,18937,233,17514,1244,7569,1206,11487,1224,5157,863,7723,1144,9337,1086,8164,1121,5594,1006,6881,955,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19317568,-555555555,9441001,6373,545488,3102,568554,10895,569454,10873,356110,3188,254907,4107,143952,6292,147989,7776,380164,8572,614564,3618,583912,3240,572861,11584,626045,10883,671206,2871,673471,3468,612794,8489,228844,6373,320981,8213,213860,6449,279994,7571,392284,6294,286483,6051,215044,6010,182040,5741,9876567,6373,524857,3324,542691,10482,549967,10313,343852,3181,238304,3587,137632,7259,138724,6203,371176,7277,597248,2979,585293,2986,576803,10393,633095,10173,685668,2594,709522,2411,665841,8883,263344,9057,373428,8665,250181,6339,313930,6815,448833,8074,347864,7702,272460,6555,305854,8152,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9919945,-555555555,4851053,6551,341922,4139,366006,8052,359456,7865,208737,3728,157606,4739,78537,4107,73966,4608,213701,6492,334209,4750,334138,4009,319383,7445,356443,8215,349133,3033,330683,2586,294973,6240,97197,3783,145372,5369,87537,4594,100150,4545,128549,4465,83499,3689,54436,2940,35420,2592,5068892,6551,329183,4145,336751,7346,356511,7538,197181,3554,147145,4528,75633,4911,70182,4491,203590,6149,334621,3356,346933,3910,343320,8185,373414,8185,358016,2831,350021,2869,317055,5530,116404,4871,163167,5145,94948,4758,120573,4142,152154,4743,109955,4190,88582,3263,83553,3506,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1392313,-555555555,701196,1123,45753,259,44156,2004,41115,1977,24306,744,18467,974,11399,1657,12448,1734,33162,2397,55834,645,50089,833,44464,2442,44239,2392,44985,673,47933,768,45315,2363,20638,1951,23536,1672,14156,1252,19240,1518,20533,1413,15190,1310,10392,1128,13846,1262,691117,1123,43260,390,39318,2382,41092,2322,23881,700,15558,843,9155,1457,7315,1029,29647,1716,47527,443,45858,647,43037,2311,43402,2301,44763,563,48017,665,47127,1874,18809,1729,26285,2048,13592,1365,20312,1755,24108,1622,18285,1515,17549,1538,23220,1525,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1595728,-555555555,798712,2934,58069,1489,61468,3535,64211,3365,33691,1510,23423,1467,10959,1443,12547,2052,33157,2486,54757,1815,53371,1329,53108,3151,46715,3259,48383,1310,50973,837,47411,2434,19923,1841,28432,2207,15698,1558,20367,1881,24183,1927,18248,1441,10229,1160,9389,1243,797016,2934,55667,1309,57088,3140,59704,3099,34854,1642,21826,1473,11233,2047,12141,1712,32904,2775,51800,1605,50501,1077,47193,2832,49423,2746,49659,1464,53260,1121,49511,2389,19374,2035,27960,2196,16276,1617,20997,1945,25494,2077,19537,1733,13658,1475,16956,1600,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12875255,-555555555,6316653,4276,415426,2218,426863,8365,448301,8176,273180,1748,187064,2745,94547,4894,96959,4576,261639,5126,451382,2674,443210,2447,412239,7939,433715,7697,441475,2070,457416,1600,405948,6246,145238,4515,199455,5596,113265,4351,137086,3908,177956,4064,123251,3612,93335,3256,77703,3159,6558602,4276,398601,1957,415397,6695,426021,6915,259262,2000,173718,2831,87355,3612,95454,4430,256573,5256,443756,2310,443740,2225,413810,6292,440015,6579,450098,1890,475874,2068,434653,6691,159944,5267,211215,4972,127877,4282,157767,4418,212078,4839,168154,4526,141433,3918,165807,4522,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
