GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001EA,C16005_001MA,C16005_002EA,C16005_002MA,C16005_003MA,C16005_003EA,C16005_004MA,C16005_004EA,C16005_005EA,C16005_005MA,C16005_006EA,C16005_006MA,C16005_007EA,C16005_007MA,C16005_008EA,C16005_008MA,C16005_009MA,C16005_009EA,C16005_010MA,C16005_010EA,C16005_011EA,C16005_011MA,C16005_012EA,C16005_012MA,C16005_013EA,C16005_013MA,C16005_014MA,C16005_014EA,C16005_015MA,C16005_015EA,C16005_016EA,C16005_016MA,C16005_017EA,C16005_017MA,C16005_018EA,C16005_018MA,C16005_019EA,C16005_019MA,C16005_020MA,C16005_020EA,C16005_021EA,C16005_021MA,C16005_022EA,C16005_022MA,C16005_023EA,C16005_023MA,C16005_024EA,C16005_024MA,C16005_025MA,C16005_025EA,C16005_026EA,C16005_026MA,C16005_027EA,C16005_027MA,C16005_028MA,C16005_028EA,C16005_029EA,C16005_029MA,state
0400000US06,35504620,2553,25240694,51016,18798427,57496,5121168,36396,4376216,33384,744952,15826,472758,12008,428173,11819,44585,4194,760689,15939,637054,14843,123635,5427,87652,7157,74811,6093,12841,2534,10263926,50745,983080,17538,5180673,36148,1469896,18714,3710777,29488,1150760,26770,687947,21646,462813,14590,2704344,20217,1162448,19630,1541896,18386,245069,12965,138751,9521,106318,8108,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,4349064,13331,3942285,17169,323541,9843,271241,9730,52300,4361,45968,4242,41092,3979,4876,1012,22446,2889,18976,2769,3470,1026,14824,3188,13066,3039,1758,562,501523,13031,82781,5387,254807,9066,85037,6006,169770,7429,67327,5504,48006,3954,19321,3150,68074,3951,28735,2636,39339,3243,28534,4405,17961,3353,10573,2297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,2904764,13286,2532878,15050,252921,6918,182304,6947,70617,4331,90070,5074,80242,4968,9828,1418,17682,2138,14977,1972,2705,780,11213,2838,9019,2106,2194,1691,492513,13280,109102,6228,129021,6059,41579,3403,87442,5657,170445,7847,95439,5220,75006,5209,60294,4281,28719,2916,31575,3169,23651,4862,14876,2985,8775,3278,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,784499,4798,733148,5793,35581,3258,26295,3064,9286,2066,12178,2041,9542,1650,2636,1053,2485,998,2041,892,444,361,1107,471,962,441,145,168,76408,4780,16364,2850,25404,3095,8563,1711,16841,2777,16318,2542,11499,2270,4819,1281,13436,1833,7646,1369,5790,1318,4886,1736,3857,1341,1029,712,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,504592,4780,468314,4396,21550,2004,18427,1936,3123,845,9316,1464,7864,1368,1452,583,2678,749,2356,728,322,261,2734,986,2623,1002,111,108,88729,4720,26573,2948,25642,3015,9495,1870,16147,2346,16243,3002,12172,2215,4071,1364,7767,1738,4264,1389,3503,898,12504,3254,7403,1653,5101,2493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,14517187,32511,12447005,34594,1676505,24254,1367243,22747,309262,11465,296931,11938,262994,11459,33937,4081,59095,4552,49342,4247,9753,1858,37651,5365,34035,5077,3616,1238,3730036,31973,709744,15878,2056971,19250,762584,14648,1294387,16689,663165,18498,349143,11760,314022,11641,225150,8252,110857,6324,114293,6646,75006,6413,48764,4120,26242,3732,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9248840,3638,8315878,17051,7843859,20719,335009,11532,267057,10821,67952,5300,78495,5546,69156,5210,9339,1682,40173,4169,34831,3847,5342,1282,18342,3235,17411,3205,931,457,932962,16725,167837,10533,391151,9873,127803,6677,263348,8354,166955,12392,107064,9797,59891,6251,152660,7654,64308,4161,88352,6051,54359,6574,35871,4469,18488,3859,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1303300,333,1053316,9653,937819,11172,16834,2324,13025,2188,3809,910,8434,1685,7658,1649,776,347,89567,6256,60629,4855,28938,3522,662,517,512,449,150,162,249984,9645,38897,3362,6803,2041,3736,1123,3067,1440,11292,2209,9013,1799,2279,873,191815,8292,65675,4495,126140,7002,1177,633,204,161,973,610,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1481992,1847,1386029,6752,1308358,8375,60844,4803,51657,4605,9187,1635,9254,1728,8095,1672,1159,517,4262,1187,3883,1158,379,314,3311,811,3191,814,120,111,95963,6184,18981,2530,52677,4268,15664,2355,37013,3309,11906,3087,7969,2055,3937,1601,10488,1148,4674,1076,5814,1231,1911,1096,1440,1047,471,310,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12061228,2147,10281438,21040,9150375,21754,805787,14686,661594,15524,144193,6932,227253,9760,198938,8626,28315,2712,61509,4280,52178,3907,9331,1638,36514,4548,32920,4423,3594,964,1779790,21064,182084,8255,778651,12019,237060,8158,541591,11958,471778,14578,253782,11667,217996,10259,271065,8555,134802,6156,136263,6400,76212,7501,44096,4773,32116,4585,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6113177,2538,5812838,9279,5544350,12589,156035,8402,121497,6519,34538,3939,90414,5903,71491,5382,18923,2587,15215,2975,12627,2465,2588,1078,6824,2234,5948,2115,876,609,300339,9106,51938,4336,127025,6698,40769,4190,86256,5469,48390,5268,33213,3920,15177,2311,56284,3666,21564,3233,34720,3043,16702,2721,11226,2130,5476,1516,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878189,2164,2741789,6292,2642506,7443,63889,3889,50864,3508,13025,2247,24050,3505,19608,2771,4442,1258,8028,1255,5935,1098,2093,739,3316,811,2860,720,456,277,136400,5790,27086,3094,48811,2922,15353,2385,33458,2658,20901,3279,12488,2104,8413,1999,30442,2229,11831,1511,18611,2073,9160,2252,5834,1789,3326,1194,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2684487,1807,2499477,5950,2357305,8930,107174,5558,89292,4643,17882,2433,20951,2262,18593,2177,2358,586,10489,1834,8554,1860,1935,823,3558,1511,3293,1478,265,174,185010,5801,26858,2827,94370,3820,29254,2516,65116,4058,17739,2854,13608,2356,4131,1023,37700,2909,14962,2065,22738,2278,8343,1940,4870,1216,3473,1354,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4103742,1986,3968397,6019,3875572,7813,53196,3019,41437,2834,11759,1520,25939,3802,21556,3504,4383,1003,9975,1760,8518,1626,1457,512,3715,1345,2911,1160,804,623,135345,6303,28703,2991,49797,5115,14648,2509,35149,4040,20148,2402,12900,1709,7248,1609,25580,2221,11361,1657,14219,1886,11117,3034,7185,2303,3932,1403,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4292613,2663,4124985,6619,3901335,9632,76543,4994,62242,4448,14301,2154,124837,5639,106268,5191,18569,2307,19130,2120,16229,2217,2901,924,3140,1076,2739,1004,401,250,167628,6566,29872,3437,76758,4678,27214,2813,49544,3947,19591,2916,13140,2005,6451,1708,35716,2237,13609,1950,22107,1751,5691,1479,3673,1036,2018,942,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1263002,939,1216417,3533,1154322,6434,10995,2838,9791,2771,1204,403,45996,3951,38430,3791,7566,1392,3132,1062,3026,1042,106,129,1972,657,1850,634,122,116,46585,3428,19309,2095,1611,679,1058,586,553,290,12338,2016,8330,1360,4008,1248,8961,1278,3452,932,5509,1253,4366,1139,2143,705,2223,738,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5519938,1612,4687239,14575,4389216,15860,154197,6474,129892,5769,24305,3243,84333,5139,73797,4722,10536,1797,42279,3455,34544,3116,7735,1479,17214,2749,15752,2685,1462,586,832699,14609,180772,8027,239783,10100,84308,5923,155475,8639,167096,9260,115695,7753,51401,4017,162605,6027,82385,3979,80220,4661,82443,7483,58333,5697,24110,3507,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
