GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001EA,B05008_001MA,B05008_002MA,B05008_002EA,B05008_003MA,B05008_003EA,B05008_004EA,B05008_004MA,B05008_005MA,B05008_005EA,B05008_006EA,B05008_006MA,B05008_007EA,B05008_007MA,B05008_008MA,B05008_008EA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011MA,B05008_011EA,B05008_012MA,B05008_012EA,B05008_013EA,B05008_013MA,B05008_014EA,B05008_014MA,B05008_015MA,B05008_015EA,B05008_016MA,B05008_016EA,B05008_017MA,B05008_017EA,B05008_018EA,B05008_018MA,B05008_019EA,B05008_019MA,B05008_020MA,B05008_020EA,B05008_021MA,B05008_021EA,B05008_022MA,B05008_022EA,B05008_023MA,B05008_023EA,B05008_024MA,B05008_024EA,B05008_025EA,B05008_025MA,B05008_026MA,B05008_026EA,B05008_027MA,B05008_027EA,B05008_028MA,B05008_028EA,B05008_029EA,B05008_029MA,B05008_030EA,B05008_030MA,B05008_031MA,B05008_031EA,B05008_032MA,B05008_032EA,B05008_033MA,B05008_033EA,B05008_034EA,B05008_034MA,B05008_035MA,B05008_035EA,B05008_036MA,B05008_036EA,B05008_037MA,B05008_037EA,B05008_038MA,B05008_038EA,B05008_039EA,B05008_039MA,B05008_040EA,B05008_040MA,B05008_041MA,B05008_041EA,B05008_042MA,B05008_042EA,B05008_043MA,B05008_043EA,B05008_044MA,B05008_044EA,B05008_045EA,B05008_045MA,B05008_046MA,B05008_046EA,B05008_047MA,B05008_047EA,B05008_048MA,B05008_048EA,B05008_049MA,B05008_049EA,B05008_050EA,B05008_050MA,B05008_051EA,B05008_051MA,B05008_052MA,B05008_052EA,B05008_053MA,B05008_053EA,B05008_054EA,B05008_054MA,B05008_055MA,B05008_055EA,B05008_056EA,B05008_056MA,B05008_057MA,B05008_057EA,B05008_058MA,B05008_058EA,B05008_059MA,B05008_059EA,B05008_060MA,B05008_060EA,B05008_061MA,B05008_061EA,B05008_062EA,B05008_062MA,B05008_063EA,B05008_063MA,B05008_064MA,B05008_064EA,B05008_065EA,B05008_065MA,B05008_066MA,B05008_066EA,B05008_067MA,B05008_067EA,B05008_068EA,B05008_068MA,B05008_069EA,B05008_069MA,state
0400000US06,10300832,51482,4982690,30236,312707,8906,21774,3241,62573,4669,228360,6802,1736282,15240,118500,7525,447166,11552,1170616,13104,2750715,20610,62338,5443,695820,14899,1992557,19094,34606,3540,1695,988,4767,1166,28144,2937,2599710,20428,2180993,21879,42958,4887,531150,14342,1606885,19696,418717,12727,13378,2060,128828,8041,276511,8601,116399,6647,4307,1050,31075,3654,81017,5102,182986,7218,16764,2802,50608,3816,115614,6641,5318142,30882,358498,9467,21514,2550,71946,5227,265038,8773,2069313,15390,143880,7426,549232,11697,1376201,12805,2699969,22376,64588,4278,671461,15932,1963920,17538,37783,3342,1294,690,5720,1205,30769,2856,2521533,21694,2079324,21512,41746,3367,519692,14592,1517886,17307,442209,11227,13940,2327,108454,6641,319815,10049,140653,6551,7608,1526,37595,3429,95450,4780,190362,8317,17899,2968,47970,4348,124493,5420,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,506358,13180,251173,7994,30424,2781,1762,512,9067,1657,19595,2135,49222,2741,7112,1710,14451,2282,27659,1951,146466,5789,5787,1423,52092,5161,88587,4314,3512,1134,165,236,1119,717,2228,826,135263,5577,125648,5600,4495,1204,45493,4919,75660,4325,9615,1622,420,306,3160,874,6035,1405,7691,1686,707,391,2320,795,4664,1233,25061,2653,2957,1094,10489,1737,11615,1789,255185,7698,41399,3328,2118,714,7652,1609,31629,2788,62487,2912,6993,1609,18785,2175,36709,2072,124780,5960,5607,1602,45261,3739,73912,4326,3498,1164,299,386,1383,855,1816,638,110543,5662,102848,5397,3424,1216,37580,3756,61844,3806,7695,1566,83,138,2941,913,4671,1192,10739,1986,1801,1038,3357,1088,5581,1127,26519,3125,5129,1563,10073,2027,11317,2048,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,495421,13278,242948,8667,64561,3819,2584,1252,13020,1847,48957,3429,58143,2609,8176,1683,20402,2299,29565,2415,98059,5443,8337,1872,37851,4033,51871,3974,31044,3667,3391,976,7936,1897,19717,2834,30902,4448,14844,3180,1116,664,7491,2107,6237,1975,16058,3317,1359,910,7992,2230,6707,1756,36113,4174,2471,964,14432,3078,19210,2205,22185,3371,3395,1919,5686,1373,13104,1779,252473,7022,72691,4273,3169,976,15934,2205,53588,3285,60464,2359,8517,1650,23499,1855,28448,1875,99413,5035,7740,1467,34708,3719,56965,3620,36743,3214,3861,1115,9631,1934,23251,2561,22516,3060,10217,2086,489,349,5028,1573,4700,1210,12299,2103,255,233,5435,1656,6609,1320,40154,4277,3135,1116,14614,2655,22405,3092,19905,2652,2234,1213,5221,1025,12450,1784,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,77497,4814,36634,2730,4495,1132,70,82,866,591,3559,866,10975,940,1260,593,3784,880,5931,916,16530,2450,1692,1065,5679,1306,9159,1435,2800,1088,98,167,717,467,1985,809,12141,2082,8966,1768,1424,1051,3637,1044,3905,991,3175,1438,78,102,1000,635,2097,1060,1589,942,92,152,325,346,1172,777,4634,1146,30,50,3041,893,1563,602,40863,3025,5571,1059,475,278,997,427,4099,800,13465,994,1435,698,5512,1104,6518,804,16969,2311,795,526,5501,1291,10673,1817,4969,1444,309,382,592,479,4068,1252,10597,1597,7085,1340,377,340,2964,885,3744,1076,3512,1063,100,130,1764,757,1648,801,1403,551,9,20,181,115,1213,542,4858,1456,70,114,2691,1165,2097,843,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,90323,4771,44424,2857,6924,1414,1895,970,1500,556,3529,891,7671,1084,1387,558,1822,690,4462,780,19911,2140,1591,702,7593,1463,10727,1564,3283,1206,128,163,712,516,2443,977,12686,1710,1412,572,90,152,943,550,379,309,11274,1794,815,567,5326,1334,5133,1167,3942,1046,558,295,612,338,2772,925,9918,2148,1163,586,4007,1489,4748,1137,45899,3005,6415,1214,1387,576,1302,577,3726,905,10439,1298,1724,810,2706,903,6009,841,20428,1823,1857,634,8086,1413,10485,1466,4816,1224,340,305,809,493,3667,986,11465,1647,1319,1018,0,197,1021,756,298,322,10146,1589,727,448,5287,1347,4132,892,4147,948,790,430,969,449,2388,749,8617,1914,1871,857,3657,1091,3089,674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3747136,32291,1766616,20063,168240,7061,11978,2140,36474,3681,119788,5443,180253,6163,19843,3270,51746,4461,108664,5390,1331616,15739,78352,6164,441475,14171,811789,14568,724661,15386,46902,4776,209151,10464,468608,11980,315857,10599,146503,7921,6333,1325,61647,5572,78523,5306,169354,8135,5847,1711,63307,5320,100200,6700,291098,10910,19270,3213,107370,6991,164458,7669,86507,4943,10272,1697,22199,2493,54036,3934,1980520,19324,206324,7842,12842,2260,42520,4347,150962,6346,212459,6779,22469,3414,62965,5263,127025,5084,1469670,17352,97150,6421,462721,13817,909799,15697,839039,16871,62717,5139,240646,10627,535676,13486,278714,10341,112485,6097,4466,1385,45043,4764,62976,4510,166229,8674,7068,1838,48276,4130,110885,6828,351917,13832,22899,3328,128756,8804,200262,8851,92067,5495,10902,1957,25107,2893,56058,4154,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,940138,16649,476170,10202,40394,4528,3656,1333,12457,2841,24281,3699,121562,3805,16138,3050,37621,3659,67803,2955,267966,8700,9922,2228,110071,6321,147973,7261,40334,4443,2771,1316,9173,2311,28390,4005,199505,6926,152553,7442,3554,1218,68634,5440,80365,5208,46952,4810,2384,1077,20883,3441,23685,2898,28127,4183,1213,627,11381,2767,15533,2598,46248,4543,3227,1078,17177,3246,25844,3328,463968,11577,49789,4396,2865,988,14545,3201,32379,2679,138894,4180,15057,2568,48027,4251,75810,3331,225181,8604,9407,2223,88140,7240,127634,6740,49703,6352,3812,1602,12321,2760,33570,4252,144321,6482,108924,5773,1987,783,49675,5165,57262,4766,35397,3942,1821,1017,13356,2545,20220,3218,31157,4222,1787,648,12788,2531,16582,2645,50104,5185,5486,1312,20230,3195,24388,3363,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,251866,9670,105755,4942,5637,1049,919,587,1323,636,3395,905,77077,4165,5653,1579,19535,2596,51889,3076,6246,1373,245,282,1605,902,4396,1048,961,513,0,177,39,53,922,521,3614,1065,2883,1014,156,254,979,751,1748,717,731,456,0,177,31,53,700,455,1671,779,89,145,556,533,1026,549,16795,2195,2621,1027,6040,1500,8134,1585,146111,5810,6026,1017,958,473,1324,585,3744,767,118644,4997,7555,1434,29783,3089,81306,3466,5863,1464,402,300,2694,1299,2767,742,891,520,51,87,339,349,501,395,2984,1252,2406,1022,200,255,1044,923,1162,499,578,474,0,177,420,441,158,153,1988,700,151,162,891,528,946,470,15578,2190,1699,884,6675,1585,7204,1221,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,96568,6228,48562,3877,5297,1514,215,241,949,876,4133,1086,7673,1409,1439,835,2250,834,3984,1038,32294,2635,1559,814,10164,1999,20571,2407,347,489,0,187,0,187,347,489,30134,2347,27819,2397,1417,768,7720,1785,18682,2207,2315,1098,84,122,1423,922,808,584,1813,1007,58,129,1021,846,734,406,3298,993,270,201,735,556,2293,758,48006,3352,9338,1960,468,395,1357,651,7513,1735,9331,1065,672,375,3482,902,5177,1072,25248,2409,928,602,7490,1556,16830,2059,266,180,56,82,0,187,210,162,23500,2394,21805,2315,428,319,6571,1384,14806,1878,1695,907,246,354,368,289,1081,658,1482,726,198,280,551,546,733,463,4089,888,252,364,1391,689,2446,672,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1791330,21144,898536,12397,181976,6903,7476,1733,42626,4172,131874,5468,236118,5948,32309,3511,68703,4237,135106,4682,440724,8474,12165,2646,121079,6387,307480,7914,13161,2572,764,605,2611,1218,9786,1928,401122,8468,374815,8553,9992,2423,102218,6128,262605,7829,26307,3108,680,403,8196,2225,17431,2080,26441,2839,729,313,8054,1635,17658,2529,39718,3414,4970,1556,16095,2238,18653,2266,892794,12740,205619,7850,6402,1319,46397,3905,152820,6363,258506,5756,29330,3706,84073,4801,145103,4676,392562,6598,10248,1956,114760,6332,267554,6465,14781,2120,690,471,3290,1428,10801,1578,348336,6819,323587,7216,6839,1552,94664,6267,222084,6426,24749,2814,923,658,6596,1441,17230,2267,29445,3944,1796,798,10210,2409,17439,2550,36107,3440,5891,1536,13465,2300,16751,2046,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
