GEO_ID,C12002_001E,C12002_001M,C12002_002E,C12002_002M,C12002_003E,C12002_003M,C12002_004E,C12002_004M,C12002_005E,C12002_005M,C12002_006E,C12002_006M,C12002_007E,C12002_007M,C12002_008E,C12002_008M,C12002_009E,C12002_009M,C12002_010E,C12002_010M,C12002_011E,C12002_011M,C12002_012E,C12002_012M,C12002_013E,C12002_013M,C12002_014E,C12002_014M,C12002_015E,C12002_015M,C12002_016E,C12002_016M,C12002_017E,C12002_017M,C12002_018E,C12002_018M,C12002_019E,C12002_019M,C12002_020E,C12002_020M,C12002_021E,C12002_021M,C12002_022E,C12002_022M,C12002_023E,C12002_023M,C12002_024E,C12002_024M,C12002_025E,C12002_025M,C12002_026E,C12002_026M,C12002_027E,C12002_027M,C12002_028E,C12002_028M,C12002_029E,C12002_029M,C12002_030E,C12002_030M,C12002_031E,C12002_031M,C12002_032E,C12002_032M,C12002_033E,C12002_033M,C12002_034E,C12002_034M,C12002_035E,C12002_035M,C12002_036E,C12002_036M,C12002_037E,C12002_037M,C12002_038E,C12002_038M,C12002_039E,C12002_039M,C12002_040E,C12002_040M,C12002_041E,C12002_041M,C12002_042E,C12002_042M,C12002_043E,C12002_043M,C12002_044E,C12002_044M,C12002_045E,C12002_045M,C12002_046E,C12002_046M,C12002_047E,C12002_047M,C12002_048E,C12002_048M,C12002_049E,C12002_049M,C12002_050E,C12002_050M,C12002_051E,C12002_051M,C12002_052E,C12002_052M,C12002_053E,C12002_053M,C12002_054E,C12002_054M,C12002_055E,C12002_055M,C12002_056E,C12002_056M,C12002_057E,C12002_057M,C12002_058E,C12002_058M,C12002_059E,C12002_059M,C12002_060E,C12002_060M,C12002_061E,C12002_061M,C12002_062E,C12002_062M,C12002_063E,C12002_063M,C12002_064E,C12002_064M,C12002_065E,C12002_065M,C12002_066E,C12002_066M,C12002_067E,C12002_067M,C12002_068E,C12002_068M,C12002_069E,C12002_069M,C12002_070E,C12002_070M,C12002_071E,C12002_071M,C12002_072E,C12002_072M,C12002_073E,C12002_073M,NAME,C12002_001MA,C12002_001EA,C12002_002MA,C12002_002EA,C12002_003MA,C12002_003EA,C12002_004EA,C12002_004MA,C12002_005EA,C12002_005MA,C12002_006MA,C12002_006EA,C12002_007MA,C12002_007EA,C12002_008EA,C12002_008MA,C12002_009MA,C12002_009EA,C12002_010EA,C12002_010MA,C12002_011EA,C12002_011MA,C12002_012MA,C12002_012EA,C12002_013EA,C12002_013MA,C12002_014MA,C12002_014EA,C12002_015EA,C12002_015MA,C12002_016EA,C12002_016MA,C12002_017MA,C12002_017EA,C12002_018MA,C12002_018EA,C12002_019EA,C12002_019MA,C12002_020EA,C12002_020MA,C12002_021EA,C12002_021MA,C12002_022EA,C12002_022MA,C12002_023MA,C12002_023EA,C12002_024MA,C12002_024EA,C12002_025EA,C12002_025MA,C12002_026EA,C12002_026MA,C12002_027EA,C12002_027MA,C12002_028MA,C12002_028EA,C12002_029MA,C12002_029EA,C12002_030EA,C12002_030MA,C12002_031EA,C12002_031MA,C12002_032EA,C12002_032MA,C12002_033EA,C12002_033MA,C12002_034MA,C12002_034EA,C12002_035MA,C12002_035EA,C12002_036EA,C12002_036MA,C12002_037EA,C12002_037MA,C12002_038EA,C12002_038MA,C12002_039MA,C12002_039EA,C12002_040MA,C12002_040EA,C12002_041EA,C12002_041MA,C12002_042EA,C12002_042MA,C12002_043EA,C12002_043MA,C12002_044EA,C12002_044MA,C12002_045MA,C12002_045EA,C12002_046MA,C12002_046EA,C12002_047EA,C12002_047MA,C12002_048EA,C12002_048MA,C12002_049EA,C12002_049MA,C12002_050MA,C12002_050EA,C12002_051MA,C12002_051EA,C12002_052EA,C12002_052MA,C12002_053EA,C12002_053MA,C12002_054EA,C12002_054MA,C12002_055EA,C12002_055MA,C12002_056MA,C12002_056EA,C12002_057MA,C12002_057EA,C12002_058EA,C12002_058MA,C12002_059EA,C12002_059MA,C12002_060EA,C12002_060MA,C12002_061MA,C12002_061EA,C12002_062MA,C12002_062EA,C12002_063EA,C12002_063MA,C12002_064EA,C12002_064MA,C12002_065EA,C12002_065MA,C12002_066EA,C12002_066MA,C12002_067MA,C12002_067EA,C12002_068EA,C12002_068MA,C12002_069EA,C12002_069MA,C12002_070EA,C12002_070MA,C12002_071EA,C12002_071MA,C12002_072MA,C12002_072EA,C12002_073MA,C12002_073EA,state
0400000US06,30416010,2937,15018551,4117,6049704,26391,1385087,4373,3083781,15253,716899,12246,493124,11000,251331,5490,119482,5415,7126208,30961,9344,1340,1084118,14533,1577682,14750,1659864,11158,1402556,10053,1392644,9408,291941,9850,604,340,51021,3491,68310,4540,81426,4344,53066,3934,37514,3526,310054,6598,356,207,4056,951,7878,1621,20086,2370,42703,2557,234975,6455,1240644,20014,371,257,103311,5586,228791,7218,346521,9123,327808,8023,233842,7284,15397459,3902,5092645,27301,1301448,4922,2505139,16823,538041,11448,376135,8280,222350,6249,149532,5852,6904534,30339,20026,2103,1320349,16234,1606338,13617,1609532,10903,1304734,11509,1043555,12123,434504,11550,560,343,84696,4375,111658,5495,115546,5261,78361,4459,43683,3208,1233281,12976,465,339,8601,1585,23673,2443,74107,4532,176779,5114,949656,11797,1732495,18584,571,411,146640,6829,295918,8039,451551,9603,443305,9902,394510,8449,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,2073202,2540,718460,8299,176255,2871,369307,6798,81744,4395,55191,3723,26180,2191,9783,1576,1063892,11188,920,537,181497,6142,230686,5688,233103,4537,219223,3590,198463,3601,30041,2878,110,109,7830,1608,8325,1722,7635,1430,3538,947,2603,758,39033,3180,66,108,37,61,291,280,2310,784,7439,1395,28890,2415,221776,7393,167,136,23643,2235,42711,3078,62690,4057,58453,2987,34112,2129,2079190,2871,566395,8436,161126,2704,281775,5602,51750,3757,34547,2947,24785,2275,12412,1371,1035632,12332,3447,912,214902,5911,227667,5360,230787,4068,204699,4155,154130,3649,40319,3484,177,191,8890,1748,10794,1831,10258,1632,7175,1319,3025,746,144779,4219,149,171,1416,594,2487,675,10761,1582,18165,1798,111801,3443,292065,8655,0,189,32588,2912,52277,3678,78385,3874,73095,3823,55720,2581,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,1419508,1881,525179,7616,130818,1249,246979,4854,56548,3502,49215,3008,26894,2452,14725,1537,712442,9215,398,316,78645,3925,141560,3861,178852,4373,156074,4000,156913,2271,17900,2316,0,193,2707,1117,3759,1042,5841,1365,3863,1139,1730,534,36455,2694,37,61,249,281,126,208,2575,893,5038,1090,28430,1931,127532,5631,85,139,7086,1441,20733,2160,40858,3036,34104,3020,24666,1992,1526166,1626,470937,8199,125131,1674,211626,4043,48258,3489,40921,3120,25996,2283,19005,2155,706508,9052,802,466,97872,3918,149872,3854,180307,4135,149814,3439,127841,3491,22938,2643,0,193,3478,945,5693,1378,6623,1676,4155,1004,2989,833,140170,4380,30,49,502,342,1492,817,6453,1121,15167,1458,116526,3481,185613,5445,0,193,13860,2052,30000,2834,55408,3336,47146,2613,39199,2379,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,357658,785,125252,3931,30886,932,63916,2142,12359,1948,9706,1575,5542,936,2843,694,178282,4406,158,155,22947,1976,31758,2009,41314,2456,38364,1607,43741,1547,6522,1435,83,149,1477,704,1477,687,1562,694,1172,557,751,367,11198,1391,0,182,0,182,194,263,550,283,1794,540,8660,1283,36404,2942,0,182,1932,723,7830,1452,11884,1909,8399,1362,6359,1192,389090,804,118858,3027,31095,1139,55911,2146,12177,1562,9558,1563,6857,1121,3260,694,175329,5040,178,175,29274,1865,34410,2124,39135,2462,36271,2006,36061,1850,8231,1603,0,182,1338,653,2436,790,2667,866,1247,480,543,292,34880,2329,0,182,87,104,505,331,2657,985,5576,1208,26055,1567,51792,3394,0,182,2702,790,9075,1600,14682,2159,12793,1595,12540,1502,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,251998,318,148943,3430,18024,1332,76185,1893,20181,1651,18133,1528,12549,1278,3871,832,72457,3335,22,64,14628,1484,17607,1534,13572,1449,10939,1193,15689,1068,5209,1217,0,197,799,575,1234,566,1184,607,1230,487,762,354,4477,903,0,197,27,43,0,197,153,248,977,463,3320,775,20912,2292,0,197,1404,600,4019,1012,4823,993,5263,944,5403,935,287057,371,160809,3829,21669,1543,83724,2423,20806,1587,15985,1491,11581,1470,7044,1242,71623,3499,100,130,19577,1805,15901,1395,12311,1613,12851,1435,10883,1258,6046,1304,0,197,588,314,828,485,1991,816,1687,608,952,436,19974,1609,0,197,0,197,253,241,1572,607,2661,932,15488,1058,28605,2342,0,197,1655,622,4767,927,5904,1292,7790,1142,8489,1128,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,7757505,5119,2694915,21432,605328,5776,1330118,13658,325818,9625,236995,9042,127973,6807,68683,4615,3747395,27941,4419,1246,441584,11922,672336,10454,793417,10828,742369,9932,1093270,10691,166289,6959,1029,518,22595,2733,39585,2779,48299,4466,31686,2760,23095,2884,239489,7316,114,189,2834,1081,3714,1317,15180,2132,28604,2715,189043,6056,909417,16665,127,125,73450,5407,157453,7950,250786,6503,231987,7520,195614,7510,8259052,4590,2290565,18059,573272,5161,1127100,12596,232430,8087,169923,7169,110361,4762,77479,4243,3616605,23517,7729,1583,550998,11804,696699,10840,788452,10053,730472,9539,842255,11233,239047,9504,388,298,51716,4144,57834,4474,66280,5132,39805,3328,23024,2778,901016,12231,270,239,4072,1017,10799,1883,44776,3838,115277,5366,725822,11083,1211819,16836,497,463,96187,5249,212136,7125,325759,10039,306698,8435,270542,8458,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,3783669,5257,1376918,13599,362255,6089,678719,10718,166837,6455,101919,5318,47574,3743,19614,2425,1862098,18671,3294,894,300415,9545,404344,8502,438069,8195,364699,6476,351277,4548,82459,5109,290,351,18323,3388,20307,2831,20907,2529,14542,2017,8090,1475,93865,5524,0,208,1601,1002,3372,1057,9581,1840,18042,2246,61269,3802,368329,10938,504,482,35493,3307,80966,5318,109340,6268,92685,4946,49341,3556,4046447,5172,1226048,14779,338608,5932,578886,9999,145792,6732,92077,4825,45573,3984,25112,2594,1825066,19832,5469,1293,365070,9275,422290,7920,425330,7651,344824,6600,262083,5315,121470,6550,200,212,28478,3711,34034,3410,28592,3437,20140,2324,10026,1662,348572,7811,9,21,2080,878,7341,1558,22462,2695,54314,3728,262366,5379,525291,11455,40,57,56445,3736,107277,5416,139576,6713,131775,4933,90178,4052,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,570172,1040,215002,5618,42480,1251,105193,2886,27392,2396,18721,1901,14456,1771,6760,1191,283413,6063,265,184,49696,2833,50568,1997,59816,2464,57391,2151,65677,1727,8671,1742,28,47,2346,1049,1179,463,2554,968,1242,498,1322,491,12209,1472,0,177,479,523,150,137,572,409,1763,693,9245,1038,50877,3746,0,177,5218,1404,9414,1502,11255,1622,14637,1671,10353,1382,567447,914,164861,3626,38290,1172,78327,2681,19834,2025,13675,1782,7614,942,7121,1221,279318,5526,1137,454,54853,2763,54272,2352,58903,2161,60180,2026,49973,2574,7867,1298,12,23,1184,498,1557,650,2380,827,1805,670,929,388,58036,2945,0,177,407,331,832,488,2607,643,7708,1100,46482,2466,57365,3171,0,177,4731,1094,9944,1474,15215,1657,14914,1478,12561,1481,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,614964,2172,178204,4918,56113,2347,87647,3953,16604,2276,10786,1826,4502,946,2552,774,346148,6381,405,311,66698,3696,65585,3309,69278,2481,70676,2445,73506,2076,5973,1227,0,187,1000,497,2232,920,1172,505,906,381,663,375,15187,1943,596,684,318,374,985,615,1212,583,2755,894,9321,1132,69452,3696,0,187,9128,1268,14417,2276,16908,2091,16927,1950,12072,1628,624557,2191,144329,4886,55235,2519,65660,3905,9973,1552,7463,1339,3745,1020,2253,673,335612,6811,1316,746,78506,3694,64544,2665,69888,3070,66538,2044,54820,2553,9781,1794,91,153,2954,981,2537,1110,2158,814,1448,567,593,364,49821,3122,0,187,719,645,739,553,3093,1007,5989,1155,39281,2353,85014,4186,38,68,10740,1533,18823,2204,20317,2271,19125,1675,15971,1709,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,5026063,3881,1898189,14318,457577,3426,943394,8534,214105,7102,159179,5070,81772,3682,42162,3065,2495468,18148,2229,679,355332,8332,523383,8293,580660,7393,525981,5924,507883,5460,76501,4975,330,280,13019,2220,19746,2143,21230,2916,13548,1775,8628,1422,121191,4687,0,179,1444,666,2080,866,7622,1462,18097,1918,91948,3816,434714,9572,108,110,34548,3228,86640,4653,130200,4613,111243,4235,71975,3652,5318583,3541,1682675,13730,428542,3208,817578,9167,178992,5964,125923,4414,79542,4397,52098,2835,2433046,18814,3876,905,432361,9019,527799,7147,584926,7336,494111,5877,389973,6407,109997,5727,380,240,22088,2747,28512,3031,31304,2781,19140,1871,8573,1226,492634,9262,159,201,2689,893,8135,1566,26910,2066,63207,3687,391534,6949,600231,11141,23,38,52162,3592,110387,5021,156909,5547,149812,4912,130938,4738,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
