GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001EA,C08124_001MA,C08124_002EA,C08124_002MA,C08124_003EA,C08124_003MA,C08124_004MA,C08124_004EA,C08124_005EA,C08124_005MA,C08124_006EA,C08124_006MA,C08124_007MA,C08124_007EA,C08124_008MA,C08124_008EA,C08124_009MA,C08124_009EA,C08124_010MA,C08124_010EA,C08124_011EA,C08124_011MA,C08124_012EA,C08124_012MA,C08124_013EA,C08124_013MA,C08124_014MA,C08124_014EA,C08124_015MA,C08124_015EA,C08124_016MA,C08124_016EA,C08124_017EA,C08124_017MA,C08124_018EA,C08124_018MA,C08124_019MA,C08124_019EA,C08124_020MA,C08124_020EA,C08124_021MA,C08124_021EA,C08124_022MA,C08124_022EA,C08124_023MA,C08124_023EA,C08124_024EA,C08124_024MA,C08124_025MA,C08124_025EA,C08124_026MA,C08124_026EA,C08124_027EA,C08124_027MA,C08124_028EA,C08124_028MA,C08124_029EA,C08124_029MA,C08124_030MA,C08124_030EA,C08124_031MA,C08124_031EA,C08124_032MA,C08124_032EA,C08124_033MA,C08124_033EA,C08124_034EA,C08124_034MA,C08124_035EA,C08124_035MA,C08124_036MA,C08124_036EA,C08124_037EA,C08124_037MA,C08124_038EA,C08124_038MA,C08124_039EA,C08124_039MA,C08124_040EA,C08124_040MA,C08124_041MA,C08124_041EA,C08124_042MA,C08124_042EA,state
0400000US18,2954205,15974,921196,14576,505741,9362,709209,12964,267583,8908,548824,11487,1652,671,2435019,16983,775622,13125,396078,9843,596790,11182,217480,8490,447846,10051,1203,568,276458,7666,65627,4544,54007,3850,57097,4873,33364,2874,66302,4267,61,104,33311,3171,8489,1537,9308,1810,6843,1098,1739,682,6932,1415,0,184,111103,4861,28504,2676,30348,2891,21974,2270,8835,1329,21358,2013,84,97,98314,4293,42954,3151,16000,1638,26505,2545,6165,1325,6386,1330,304,301,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1530289,8390,522217,8356,247178,6634,364207,8023,146791,4987,249073,7146,823,335,1222653,10410,419240,7411,186197,5858,299483,7301,116225,4365,200889,6217,619,306,138408,6075,40779,2885,22789,2332,27913,2312,19231,2103,27640,2251,56,72,16630,2061,5915,1217,3288,868,3451,944,440,276,3536,1109,0,151,80669,4211,22560,2293,20126,2524,18638,2508,7064,1007,12175,1401,106,119,71929,3466,33723,2767,14778,1435,14722,1624,3831,748,4833,1061,42,67,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1388601,9358,488995,8957,236465,7208,330402,8143,138081,4723,185732,7012,8926,1386,1140807,9069,410601,8176,182774,6329,280456,7946,109341,4416,151484,6378,6151,1236,135242,5829,36996,2687,27379,2807,26764,2682,20273,2427,23647,2584,183,206,7884,1601,1550,623,2638,810,1760,739,456,364,1381,572,99,107,48342,3287,14020,1717,13265,1847,8679,1305,3852,804,7574,1193,952,553,56326,3561,25828,2038,10409,1527,12743,1582,4159,782,1646,447,1541,546,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1845659,13246,594769,10364,303978,8152,449774,9182,180728,6083,304707,8447,11703,1559,1526467,11999,505627,9363,241576,7350,379476,7843,140529,4880,252391,7435,6868,1490,180512,6917,44664,2991,33163,3142,37678,3000,28366,2779,35420,3125,1221,797,18673,2208,3506,1044,6055,1149,4143,894,1275,758,3658,878,36,61,63410,3743,15204,1748,15235,1890,14270,2179,5250,1213,9918,1612,3533,590,56597,3857,25768,2268,7949,1431,14207,1618,5308,1195,3320,904,45,79,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1965689,11987,628913,11802,382348,10073,460481,10721,248616,9387,238601,8308,6730,1095,1622316,11994,540146,11303,298122,8920,391365,10268,190822,7843,196333,6807,5528,932,194194,8483,47861,3524,44537,3928,36424,3209,40042,3906,24926,2873,404,249,24516,2500,3958,881,10448,1536,4665,875,1907,791,3376,1061,162,206,77718,3960,18425,1943,21436,2263,14763,2056,12013,2433,10615,1483,466,290,46945,3586,18523,2210,7805,1558,13264,1554,3832,1176,3351,1029,170,200,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,631826,7271,213865,6747,117927,5086,155530,5335,70961,3285,72903,3875,640,351,485919,7425,168099,5630,85055,4431,124066,5043,51849,2674,56443,3170,407,311,69730,3454,17645,1960,13887,1845,15659,2141,13028,1747,9489,1413,22,38,3597,896,902,354,921,541,1122,652,479,301,173,156,0,155,39352,2907,11015,1420,12296,1833,7794,1292,3275,686,4798,1037,174,177,33228,2512,16204,2012,5768,1090,6889,949,2330,636,2000,436,37,53,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2909794,13064,1283928,16601,490480,12950,671827,12576,224927,7891,224883,7410,13749,1757,2135379,14985,967713,14683,326821,9003,501199,10383,160548,6903,170099,6728,8999,1459,286359,10378,102215,5725,57281,5411,57559,4165,42400,3773,25785,2689,1119,682,258280,8366,109931,5230,59940,4468,61865,3950,10944,1857,15075,2267,525,308,107894,5635,36881,3020,27907,2903,25104,2793,5693,1092,10178,1484,2131,1331,121882,4809,67188,3482,18531,2211,26100,2504,5342,1329,3746,923,975,315,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3273690,17356,1420976,16207,567374,11289,764614,15833,235000,7071,284163,7987,1563,552,2354944,19671,1022622,14980,381080,9712,555522,12836,182192,6493,212281,6552,1247,521,255640,8615,82321,4425,55693,4174,54336,3433,28657,3383,34455,3045,178,145,309147,8211,151793,6659,58556,4072,72324,4879,10405,2504,16029,1663,40,64,216912,7697,88842,4700,51721,3734,51969,3797,8357,1795,15925,1984,98,91,137047,5918,75398,3690,20324,2793,30463,2531,5389,1124,5473,1111,0,195,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4190898,18028,1429985,16125,790338,11884,1018353,13696,321242,6488,629732,11954,1248,438,3459252,17360,1212974,14733,612387,11077,861084,13341,257273,6161,514627,10808,907,356,377209,9962,98419,4343,84379,3953,78039,3983,41267,2848,74877,4330,228,210,54893,3049,12214,1492,17827,2175,13694,1790,2287,815,8871,1378,0,161,145607,5622,39742,3072,44322,3336,28594,2595,9458,1460,23387,2075,104,83,153937,5004,66636,3592,31423,2393,36942,3144,10957,1628,7970,1234,9,23,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2737424,12945,1068730,13598,443242,8332,648783,11721,219075,6621,355959,8746,1635,656,2135967,13145,837076,11597,325192,7416,513463,9711,176279,5493,282804,7527,1153,606,244969,8494,81852,3966,44163,2954,50215,3248,26915,2134,41737,3630,87,119,89609,5009,36160,2931,17649,2022,23684,2547,2412,925,9704,1462,0,139,120651,4638,42418,3115,29786,2306,26604,2048,6500,949,15239,1621,104,88,146228,5027,71224,3629,26452,1971,34817,2610,6969,863,6475,1069,291,282,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178427,11475,363216,8751,210126,7899,282100,8559,131681,6135,186912,7255,4392,1173,984238,13196,310222,9390,172599,7708,249093,8471,97235,5037,152687,6434,2402,777,125832,6507,30927,2854,26244,3136,20619,2497,24414,2778,23551,2758,77,95,5266,1060,1819,713,703,382,541,263,505,439,1698,739,0,198,34860,2779,8495,1430,5628,1323,5121,1100,6564,1361,7212,1841,1840,736,28231,2626,11753,1591,4952,944,6726,1321,2963,942,1764,763,73,109,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2734275,14847,940248,13823,496484,11906,680451,12116,238818,5558,369923,7794,8351,1946,2223496,16471,778831,12884,384458,10763,572451,10119,191225,5476,291367,7318,5164,1152,265496,8184,75629,4938,52686,3370,54474,3518,31262,3208,51285,4089,160,158,35244,2643,8238,1520,13362,1777,7829,1533,1119,480,4696,966,0,177,89800,4786,26488,2271,25676,2484,15735,2033,6819,1251,14904,2039,178,171,120239,5316,51062,3165,20302,2315,29962,3271,8393,1740,7671,2121,2849,1518,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,475299,5526,172382,5279,90842,4612,106654,4024,58740,3578,45255,2775,1426,727,353661,6654,124391,4823,67556,4296,84155,3646,42548,2991,34208,2472,803,319,50885,3716,16613,2116,9422,1635,10366,1538,8208,1245,6034,1192,242,193,4520,1172,914,694,1420,494,763,382,993,566,430,418,0,157,35166,2926,14608,1605,8722,1659,5177,1078,3546,784,2874,793,239,376,31067,2361,15856,1529,3722,693,6193,1168,3445,732,1709,481,142,391,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,946684,6595,334812,6619,160660,6016,227144,5336,96997,4073,124285,5556,2786,682,759340,7419,269943,6140,121342,5328,188593,4977,77600,3956,99401,4777,2461,685,94886,4253,27986,1979,17470,1841,20449,2059,11917,1620,16900,2116,164,120,6142,1494,1882,986,1569,580,1181,462,245,181,1265,623,0,149,40115,2748,13902,1446,10639,1443,6888,1033,4045,947,4512,801,129,144,46201,2718,21099,1439,9640,1461,10033,1315,3190,784,2207,527,32,55,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1216345,9798,327276,8255,339383,8421,316839,9558,108813,5224,119998,6246,4036,1029,949121,9397,266504,7149,256913,7482,249338,8444,81704,4993,91080,6360,3582,989,132358,5916,29097,2735,40805,3779,32838,3097,15850,2107,13643,2137,125,109,44047,3386,4495,977,17284,2136,12244,2043,4936,1211,4887,1170,201,214,53255,3868,10058,1437,16861,2159,12365,1819,4784,1278,9059,1589,128,125,37564,3975,17122,2364,7520,1692,10054,1534,1539,633,1329,501,0,200,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,677232,6684,270767,7497,109034,4804,162297,5585,60617,3478,73426,3689,1091,428,554808,8274,223174,7231,85725,4324,135227,4929,48369,3393,61686,3411,627,390,48989,3838,15627,1615,10293,1927,10876,1500,6101,1313,5915,1075,177,417,4522,861,2301,674,590,349,801,392,199,178,631,322,0,181,29428,2412,9607,1367,6663,1145,6502,1182,2318,883,4201,824,137,154,39485,3256,20058,2087,5763,1283,8891,1416,3630,1272,993,316,150,183,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4113910,18968,1655074,18589,688416,15617,1042761,14632,295230,8887,429054,10042,3375,656,2962771,22382,1214350,17120,459812,11560,773521,12659,209720,7508,303044,10508,2324,600,340842,10825,101688,4999,71546,4918,76866,4137,40626,3757,50021,4396,95,138,435665,11064,203032,7939,73828,5318,101433,4719,19924,2424,37448,3213,0,192,205987,8131,44914,2961,65370,5205,45072,3118,16259,2221,33735,3655,637,333,168645,6305,91090,4545,17860,1966,45869,3305,8701,1844,4806,968,319,454,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
