GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001EA,C25093_001MA,C25093_002MA,C25093_002EA,C25093_003EA,C25093_003MA,C25093_004EA,C25093_004MA,C25093_005MA,C25093_005EA,C25093_006EA,C25093_006MA,C25093_007EA,C25093_007MA,C25093_008MA,C25093_008EA,C25093_009EA,C25093_009MA,C25093_010EA,C25093_010MA,C25093_011EA,C25093_011MA,C25093_012MA,C25093_012EA,C25093_013MA,C25093_013EA,C25093_014EA,C25093_014MA,C25093_015EA,C25093_015MA,C25093_016EA,C25093_016MA,C25093_017MA,C25093_017EA,state
0400000US18,1720780,14241,17127,2185,11847,1738,5139,1140,141,135,183613,5395,148398,5326,34526,3018,689,410,1057887,9776,851612,10143,199814,6701,6461,1161,462153,5326,362997,5044,96679,3912,2477,594,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,882584,7833,12696,1713,9346,1353,3189,846,161,151,105699,3471,85212,3458,20249,1946,238,195,521417,5465,431088,5500,87677,3968,2652,750,242772,3346,194381,3355,47029,2280,1362,388,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739191,7686,9860,1725,6915,1454,2840,854,105,163,82150,3324,65265,3024,16658,2144,227,279,449016,5992,360883,6276,85861,4150,2272,563,198165,3093,156143,3178,41243,2533,779,320,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1144309,10967,11868,1920,9157,1659,2661,759,50,63,118334,4589,96303,4728,21502,2198,529,327,695097,7987,550221,7679,139479,5165,5397,1108,319010,4302,249672,4163,66984,3635,2354,561,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130134,10390,14777,2048,10096,1808,4523,1141,158,152,118244,5475,89687,4622,27705,2738,852,496,683254,8866,536272,8105,139092,5566,7890,1353,313859,4946,252960,4464,58597,3102,2302,642,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396014,5199,2713,572,1511,420,1202,440,0,155,31721,2068,22554,1854,9033,1356,134,124,248327,3714,180122,3883,66364,2947,1841,502,113253,2551,78776,2507,33908,2028,569,259,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1433937,10091,7725,1206,4340,1020,3253,823,132,140,126351,5046,85383,4503,40528,3013,440,313,932364,8808,666215,7748,260897,7296,5252,954,367497,4149,256346,3890,108924,3633,2227,615,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570055,10932,4007,743,1642,420,2248,689,117,117,116824,4817,79245,4043,36751,3306,828,540,1027240,8003,722018,7814,299676,6609,5546,1147,421984,5853,266985,5798,152804,5307,2195,602,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2713964,15597,26463,2227,16294,1890,9417,1387,752,411,240983,6388,178794,5818,60146,2892,2043,760,1677854,12487,1256949,12010,406281,7055,14624,1760,768664,6333,557750,5816,206528,5420,4386,795,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1508810,9302,14183,1468,10124,1316,3933,788,126,142,183631,4817,143655,4441,39179,2885,797,391,946717,7186,740281,7668,202435,5055,4001,784,364279,3532,267777,3394,94724,2969,1778,419,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743611,9469,7587,1539,4582,1176,2657,910,348,245,67166,4093,50809,3505,15822,2047,535,320,449793,7613,338839,6734,106035,4270,4919,1155,219065,4068,169299,4003,48152,2822,1614,690,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1591686,12609,16884,2002,11384,1613,5402,1104,98,111,171210,4489,131400,4404,38874,2676,936,373,953097,9677,740001,9973,205915,7220,7181,1359,450495,5088,345997,5140,102322,3939,2176,545,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274196,4635,2599,798,1882,701,655,318,62,86,24256,1848,18101,1745,6098,1073,57,70,168502,3633,126143,3796,41202,2863,1157,351,78839,2169,62300,2010,16219,1348,320,169,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,486642,6333,5706,1062,3335,744,2298,772,73,84,58026,2347,46115,2019,11763,1500,148,155,293798,4610,239126,4515,53273,2917,1399,384,129112,2284,100842,2393,27254,1905,1016,327,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552324,7892,6206,1164,3762,1085,2403,705,41,68,52897,3155,36698,2838,15885,1994,314,240,333051,7183,222548,6123,106964,4960,3539,931,160170,3070,110716,2943,48741,2588,713,317,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,367863,5474,1852,688,755,365,1097,614,0,181,29022,2203,18417,1760,10359,1697,246,266,245122,4340,168756,3809,75363,3698,1003,420,91867,2607,57332,2192,34098,2232,437,227,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2081481,13198,6471,1230,3193,1065,3181,827,97,136,147705,5139,87712,4102,59530,3433,463,274,1349111,10951,841261,9068,501216,10440,6634,1311,578194,5153,325385,5481,248390,5716,4419,785,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518106,7759,4591,947,3062,906,1400,589,129,139,50190,3460,32967,2480,16494,2173,729,350,307484,5988,229504,5271,73168,4287,4812,1018,155841,3517,119944,3206,34867,2480,1030,336,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3883893,16541,16098,1764,8379,1232,6886,1265,833,518,278771,6624,190556,5510,85750,4144,2465,840,2488262,14982,1665111,13810,806114,12329,17037,2038,1100762,7812,701071,8639,392511,8591,7180,1164,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441626,15846,18078,2239,10552,1709,6989,1488,537,341,222348,6757,168037,5257,51222,3957,3089,930,1509664,12008,1139286,11466,356950,7429,13428,1591,691536,6835,505053,6353,181817,5894,4666,789,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,189193,3576,3527,817,2547,742,957,456,23,41,26862,1767,23095,1601,3743,1284,24,33,111382,2442,97871,2244,12978,1304,533,244,47422,1545,39778,1490,7267,845,377,180,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3019382,13908,22205,2253,16323,1947,5486,1161,396,287,272335,5787,213549,5304,57467,3710,1319,657,1850633,11773,1444793,11446,395423,8774,10417,1290,874209,6460,657811,6106,212369,4966,4029,784,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,960369,7142,12702,1494,9026,1257,3446,651,230,198,107112,3588,84203,3614,22167,2161,742,314,560498,5233,447132,5401,107674,4076,5692,959,280057,3311,223992,3622,54733,2378,1332,420,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,933775,9126,5533,1167,4065,982,1468,544,0,193,77153,3911,52911,3211,23689,2625,553,409,571079,7805,386515,7778,180354,5533,4210,941,280010,4860,200432,5003,78459,3622,1119,390,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3416499,15135,20139,1758,12200,1415,7443,953,496,426,289359,5955,218764,5649,69425,3328,1170,492,2122928,11884,1606009,12690,503921,7102,12998,1553,984073,7301,711405,7210,265838,6013,6830,994,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,247790,4277,1263,640,904,588,359,248,0,200,17199,1727,10994,1502,6081,1208,124,201,158644,3884,107135,3592,50513,3312,996,514,70684,1861,44889,2159,25123,1788,672,462,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1217692,9732,10988,1567,6937,1325,3577,885,474,273,110296,4659,84487,4237,24470,2403,1339,547,723614,8777,551104,7985,162440,6347,10070,1524,372794,4869,279568,5047,90309,3318,2917,617,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217200,3814,3164,788,2358,657,806,346,0,147,25407,1910,20994,1794,4198,907,215,202,131302,2506,108346,2498,22096,2149,860,302,57327,1597,46392,1446,10662,1066,273,217,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1654001,14531,14938,2119,9037,1620,5582,1074,319,314,158519,5084,119005,4375,38520,3106,994,399,1002545,9920,759069,9669,234436,6918,9040,1755,477999,5535,367244,5223,107526,4521,3229,848,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5586856,26359,49126,3706,30543,2741,17194,2193,1389,627,582142,11372,430117,10438,147248,6859,4777,1180,3583965,19315,2754020,17945,801404,14084,28541,2838,1371623,10974,1049047,10090,310245,7577,12331,1745,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,623589,6650,10593,1525,7017,1230,3562,990,14,27,96474,3927,65927,3644,30409,2864,138,133,375352,6028,277796,4906,95446,4139,2110,651,141170,2679,109711,2839,30521,1872,938,355,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,183563,2872,800,317,166,129,634,312,0,143,13426,1195,9845,978,3581,809,0,143,118300,2263,82660,2589,35156,2020,484,235,51037,1560,32071,1528,18753,1226,213,176,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010442,15164,13866,2008,8664,1503,5186,1236,16,26,183537,5606,132152,4933,50223,3189,1162,415,1277246,11702,942945,11092,326039,7749,8262,1343,535793,6323,395664,6257,137627,4556,2502,546,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1643637,12066,10612,1757,5530,1121,4987,1292,95,124,143321,5233,92727,4206,50142,3192,452,300,1053157,10289,736880,9582,308302,7189,7975,1154,436547,5817,307202,5330,127531,4957,1814,617,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,533758,5867,5646,1213,3754,932,1749,644,143,159,47375,2849,39883,2522,7227,1324,265,239,311332,4863,259014,4709,49528,3003,2790,907,169405,3269,144809,3519,23892,2321,704,339,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1539778,10829,12143,1552,8077,1354,3924,890,142,121,157451,4358,118893,3849,38080,2112,478,292,966887,8170,729484,7237,232330,5236,5073,768,403297,3594,290588,3875,110395,3667,2314,460,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154329,3897,2774,878,2069,827,630,397,75,111,18902,1662,14429,1542,4441,945,32,53,92632,2735,76132,2812,16145,2047,355,268,40021,1794,32320,1821,7606,1278,95,96,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,877877,8341,4502,1131,2722,937,1374,506,406,219,60207,3792,36314,2889,22238,2559,1655,573,510926,7500,339206,6828,147081,5466,24639,2100,302242,4450,227147,4567,67005,3659,8090,1235,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1268565,12217,12203,1809,6991,1373,4659,1027,553,588,122887,5687,94377,5241,27022,2870,1488,611,760891,8325,588845,7974,162476,5859,9570,1666,372584,4441,291392,4268,78934,3639,2258,532,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159427,3595,1972,680,796,360,1176,582,0,143,18421,1705,13259,1464,5100,1122,62,73,109480,2961,83002,2576,26313,2170,165,114,29554,1360,21286,1283,8240,1052,28,47,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1496650,13898,15757,2288,10085,2009,5263,1298,409,179,137328,5536,100275,4519,35309,3293,1744,698,856323,11420,614694,8131,230256,8046,11373,1638,487242,5155,361186,5458,122613,4851,3443,777,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757722,8214,9428,1789,5978,1312,3423,1049,27,48,75433,3467,59427,3243,15605,1687,401,293,446660,6491,359314,6094,82249,3609,5097,908,226201,4168,183113,3836,41860,2357,1228,406,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
