GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002MA,B17001A_002EA,B17001A_003EA,B17001A_003MA,B17001A_004EA,B17001A_004MA,B17001A_005EA,B17001A_005MA,B17001A_006MA,B17001A_006EA,B17001A_007MA,B17001A_007EA,B17001A_008EA,B17001A_008MA,B17001A_009EA,B17001A_009MA,B17001A_010EA,B17001A_010MA,B17001A_011MA,B17001A_011EA,B17001A_012MA,B17001A_012EA,B17001A_013MA,B17001A_013EA,B17001A_014EA,B17001A_014MA,B17001A_015EA,B17001A_015MA,B17001A_016EA,B17001A_016MA,B17001A_017MA,B17001A_017EA,B17001A_018MA,B17001A_018EA,B17001A_019EA,B17001A_019MA,B17001A_020EA,B17001A_020MA,B17001A_021EA,B17001A_021MA,B17001A_022MA,B17001A_022EA,B17001A_023MA,B17001A_023EA,B17001A_024MA,B17001A_024EA,B17001A_025EA,B17001A_025MA,B17001A_026EA,B17001A_026MA,B17001A_027MA,B17001A_027EA,B17001A_028MA,B17001A_028EA,B17001A_029MA,B17001A_029EA,B17001A_030EA,B17001A_030MA,B17001A_031EA,B17001A_031MA,B17001A_032EA,B17001A_032MA,B17001A_033MA,B17001A_033EA,B17001A_034EA,B17001A_034MA,B17001A_035MA,B17001A_035EA,B17001A_036EA,B17001A_036MA,B17001A_037EA,B17001A_037MA,B17001A_038MA,B17001A_038EA,B17001A_039MA,B17001A_039EA,B17001A_040MA,B17001A_040EA,B17001A_041EA,B17001A_041MA,B17001A_042EA,B17001A_042MA,B17001A_043EA,B17001A_043MA,B17001A_044MA,B17001A_044EA,B17001A_045EA,B17001A_045MA,B17001A_046MA,B17001A_046EA,B17001A_047EA,B17001A_047MA,B17001A_048EA,B17001A_048MA,B17001A_049EA,B17001A_049MA,B17001A_050MA,B17001A_050EA,B17001A_051MA,B17001A_051EA,B17001A_052EA,B17001A_052MA,B17001A_053EA,B17001A_053MA,B17001A_054EA,B17001A_054MA,B17001A_055MA,B17001A_055EA,B17001A_056MA,B17001A_056EA,B17001A_057MA,B17001A_057EA,B17001A_058EA,B17001A_058MA,B17001A_059EA,B17001A_059MA,state
0400000US06,23208414,58056,3486527,51348,1616624,28856,169870,6245,37767,3377,195548,8342,91358,5751,30839,2894,61297,4134,221300,6856,212071,8560,187293,7195,172142,6938,137411,6071,55942,3530,43786,2997,1869903,29227,159203,6710,35603,3454,194209,8108,85293,4874,28400,2639,60135,3841,255010,8485,283861,8518,238609,6844,188973,6732,151794,6559,84508,4242,104305,4772,19721887,70682,9928529,39214,550985,7927,113704,5144,679402,12800,362170,8817,122581,5061,258604,6187,902338,10073,1430483,12539,1356174,10625,1494937,10022,1285213,7477,799985,4741,571953,4276,9793358,39238,523603,8770,104583,4454,661494,11488,338026,9726,127458,5288,243735,7200,796173,10567,1268173,11940,1264002,9111,1477279,7982,1342413,7539,875040,5072,771379,5926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4287901,16448,509464,19087,235223,9963,22358,2761,4825,1237,28405,3269,9275,1382,3998,841,7058,1590,46085,3882,29626,2891,23260,2499,21946,2160,24610,2375,8538,1263,5239,1051,274241,11945,22234,2840,4700,1160,24285,2619,9930,1783,3550,1192,7895,1440,53696,3911,40972,3714,27684,2466,28243,2689,24923,2306,11978,1543,14151,1435,3778437,20398,1901029,11703,112114,3348,24062,2530,140309,4372,70576,3548,25314,1943,45977,2739,146149,4097,287235,4774,274371,3573,285293,2849,255905,2434,146322,1827,87402,1238,1877408,12653,104436,3440,21424,2549,136282,4534,69609,3577,21450,1913,41883,2194,131553,4034,260619,3755,260381,3522,287141,2871,268388,2650,156701,1847,117541,1784,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2731555,10653,216302,11575,91164,5564,6588,1378,1494,603,9605,2050,4032,1251,1122,398,2942,829,10878,1962,10653,1485,8668,1358,14231,2268,11817,1827,5038,972,4096,1106,125138,7558,9699,1702,1390,593,9078,1818,5076,1470,1618,600,2883,870,17461,2392,18595,2319,11482,1590,15828,2145,14034,1804,7711,1253,10283,1411,2515253,13458,1237285,7727,59266,1938,13092,1529,86991,3449,47558,2683,19682,1630,33034,1827,93607,2433,144051,2834,155161,2348,212666,2436,183175,1941,108824,1255,80178,1365,1277968,8094,54512,1719,12880,1662,81844,3064,46596,2754,16759,1532,29577,1625,81995,2916,134743,2526,163877,2072,219838,2271,192571,1983,122806,1569,119970,1856,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,622842,4368,62583,6084,25686,2817,2703,962,497,366,2298,732,1088,513,114,158,931,541,4423,1205,2869,926,3240,962,3041,824,2556,725,1066,414,860,387,36897,3990,3370,1015,339,328,2547,884,944,510,765,421,857,397,7772,1786,5008,1144,3728,893,2892,801,3157,661,2861,752,2657,509,560259,5814,277822,3069,13588,781,2905,610,18550,1447,9672,1499,3171,775,6781,871,22150,1575,34554,931,32343,1015,43879,1064,40785,785,29859,612,19585,420,282437,4000,12834,1190,2628,757,16399,1567,9305,1090,3061,809,6184,763,19060,1779,32585,1315,33856,1077,45135,883,44303,771,31792,886,25295,742,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236314,4267,19083,3646,9350,2129,220,334,0,197,373,497,31,56,159,184,32,53,3525,1156,2605,956,925,580,491,317,781,431,96,111,112,136,9733,2016,331,351,34,57,170,155,160,140,40,71,0,197,4509,1212,2696,823,365,272,338,235,460,271,171,145,459,337,217231,5070,106847,2885,6006,447,1087,564,3550,617,1146,418,345,236,693,236,5811,1166,34853,1329,18686,872,13773,708,9857,690,7035,309,4005,219,110384,2833,6597,571,549,268,3601,530,1169,438,650,326,743,381,9346,1369,37339,1144,16982,738,10189,574,10649,444,7293,430,5277,390,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14478594,23644,2069349,32626,938067,15990,80169,4699,17047,2672,93842,5896,42064,3586,15618,1939,30418,2705,123380,7037,114887,7070,96154,5423,112415,6117,114184,5055,55309,3729,42580,3365,1131282,22867,77734,4754,16941,2472,86405,5501,36959,3318,15499,2311,29414,3195,143153,6977,152225,7256,135531,5937,136443,7291,121421,5205,83288,4681,96269,5888,12409245,35976,6133355,19457,276832,4915,56111,4273,360462,9478,196774,7670,64221,4170,135396,4796,465100,9170,731301,8373,793449,6889,933204,6894,833763,5568,717394,4218,569348,4098,6275890,24796,262717,5818,54908,4152,345275,8982,189523,7389,61160,3877,129429,4601,423220,7827,680213,8310,751655,7171,944339,9068,935735,6243,790860,4975,706856,5865,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5869835,16252,811800,26341,367785,12595,38740,3551,7902,1810,43681,3742,17851,2273,5877,1229,9229,1405,55346,4250,45515,4312,45428,4052,39591,3062,36228,3108,13949,1714,8448,1300,444015,16451,33878,3619,9379,1826,40934,4875,18499,2142,6453,1195,10059,1609,65780,4723,65359,4523,55748,4261,51043,4041,36847,3073,23557,2541,26479,2392,5058035,29576,2527213,16766,142321,4825,32514,2493,185210,5391,100817,4906,29591,2793,69460,3384,200006,5119,335424,6276,354895,4920,393428,3571,333705,3751,223815,2148,126027,1823,2530822,16672,138226,3560,28811,2994,176979,5279,97562,4048,29197,2580,59975,2999,176426,4771,309626,5509,352648,4721,386128,4688,355498,3331,243861,2673,175885,2989,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,332789,3157,37471,3984,18570,2183,1896,647,334,234,1287,606,632,351,306,285,314,244,1708,634,2357,806,2266,771,2750,958,3717,954,888,362,115,136,18901,2550,1044,491,118,140,965,496,746,532,100,134,262,265,2248,647,3289,815,2082,682,2993,994,3276,964,1091,399,687,367,295318,5314,161302,3113,6769,744,1225,414,6127,829,2722,610,636,265,1475,427,12994,1164,30731,983,23181,1126,22811,1009,26539,1074,16909,468,9183,399,134016,3221,6893,776,1628,557,5943,982,2080,530,575,315,2265,484,8866,869,21977,984,16319,818,18701,1126,24364,937,14665,487,9740,539,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1431667,6996,216022,12622,98569,6419,11562,1926,2409,902,11383,1855,5823,1492,1486,715,3695,1206,17675,1922,13787,1931,7212,1456,9040,1367,6736,1135,4509,1346,3252,886,117453,7724,11306,1636,2812,1052,12064,2847,5553,1324,1450,648,2968,976,20618,2229,17690,2019,14409,2000,8181,1419,8832,1210,5778,1405,5792,1016,1215645,12497,614572,6834,40027,2002,8065,1640,53509,2919,28293,2722,7876,1255,17059,1610,47241,2346,79911,2255,80958,1965,82236,1678,82580,1335,53619,1512,33198,829,601073,8150,37303,1970,7474,1581,49359,3309,26049,2874,8326,1341,16071,1491,44775,2476,74716,2271,72518,2722,87149,1697,82646,1343,53864,1625,40823,1195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9165273,23898,982123,26270,439115,14278,42999,3771,8255,1350,52401,4291,21213,2418,6864,1103,12197,1749,70874,4966,57464,4628,45977,3151,50562,3286,40219,2771,17557,1795,12533,1453,543008,14545,46531,3656,8407,1509,47527,3601,20198,2273,6647,1038,12737,1849,85631,4629,87704,4748,60960,3818,54614,3453,46131,3136,29717,2186,36204,2378,8183150,30715,4074237,16809,227968,3768,44295,3057,289894,5497,159564,5347,53996,2639,109947,3776,323102,5710,567314,5775,549388,4884,633083,3849,556867,3085,328346,2309,230473,2082,4108913,17590,212796,3985,46102,2991,281958,6291,145698,5567,51452,2542,103195,3519,293945,5420,529025,5060,532442,5005,641665,4499,573894,3508,363400,2833,333341,3528,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
