GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001EA,C06001_001MA,C06001_002EA,C06001_002MA,C06001_003EA,C06001_003MA,C06001_004EA,C06001_004MA,C06001_005EA,C06001_005MA,C06001_006EA,C06001_006MA,C06001_007EA,C06001_007MA,C06001_008MA,C06001_008EA,C06001_009EA,C06001_009MA,C06001_010EA,C06001_010MA,C06001_011MA,C06001_011EA,C06001_012MA,C06001_012EA,C06001_013EA,C06001_013MA,C06001_014EA,C06001_014MA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017EA,C06001_017MA,C06001_018MA,C06001_018EA,C06001_019EA,C06001_019MA,C06001_020EA,C06001_020MA,C06001_021MA,C06001_021EA,C06001_022EA,C06001_022MA,C06001_023MA,C06001_023EA,C06001_024EA,C06001_024MA,C06001_025EA,C06001_025MA,C06001_026MA,C06001_026EA,C06001_027MA,C06001_027EA,C06001_028MA,C06001_028EA,C06001_029MA,C06001_029EA,C06001_030EA,C06001_030MA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033MA,C06001_033EA,C06001_034MA,C06001_034EA,C06001_035EA,C06001_035MA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038EA,C06001_038MA,C06001_039MA,C06001_039EA,C06001_040MA,C06001_040EA,C06001_041MA,C06001_041EA,C06001_042MA,C06001_042EA,C06001_043EA,C06001_043MA,C06001_044MA,C06001_044EA,C06001_045MA,C06001_045EA,state
0400000US06,38041430,-555555555,2536810,2553,6702496,2897,4022340,4061,10649506,5321,5227892,4608,4302993,2349,2537154,3095,2062239,2670,20694070,56629,2383231,6848,5798918,16447,2977124,14992,4826022,30021,2001981,19454,1524887,15855,711962,10361,469945,8932,6592525,41084,96934,5723,384037,11182,332885,11020,1558314,17675,1076257,15479,1243691,14276,961134,10929,939273,9537,454003,13620,19739,1968,66318,4991,46097,4548,141989,6838,77867,4623,55406,3508,25255,2451,21332,2707,10300832,51482,36906,3270,453223,13072,666234,12074,4123181,28160,2071787,18949,1479009,12236,838803,8257,631689,9358,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5187582,-555555555,336995,1857,894312,2284,511621,3719,1465296,4241,725667,3125,642752,2184,358156,1919,252783,1558,2181348,21586,288763,4072,629437,8133,252365,5672,472443,10437,206084,6760,170804,4744,89040,3977,72412,2980,2419554,20406,40492,3566,216373,7921,205415,6183,733994,11066,416744,6739,409981,5596,236918,4130,159637,2925,80322,5664,2905,921,11513,2290,8825,1838,30357,3190,15412,1918,7448,1169,2536,740,1326,564,506358,13180,4835,1291,36989,3790,45016,3760,228502,6513,87427,5077,54519,3291,29662,2581,19408,1932,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590347,-555555555,193070,984,599696,1056,339603,1863,890650,2565,567053,2017,468251,1323,281784,1239,250240,776,1981537,18258,167796,2909,449326,6974,210369,4987,423269,7625,265988,5870,218298,5166,125108,3185,121383,3118,983786,15094,20172,2693,105083,5860,78408,4444,232377,7063,185545,5558,165508,4624,105398,3282,91295,2667,129603,6199,2194,988,15174,2667,12450,2030,41762,3247,25039,2480,17610,1598,9004,1142,6370,1110,495421,13278,2908,1032,30113,3359,38376,3265,193242,7799,90481,4893,66835,3640,42274,3070,31192,2536,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917092,-555555555,56185,333,148735,513,93560,1034,226069,1563,133715,1264,118015,590,80975,780,59838,729,412055,8718,47057,1799,101421,3972,45721,3461,88822,3803,49355,2376,43405,2102,19465,1722,16809,1559,412709,9026,7812,1771,40968,4202,40098,3741,99597,4011,66711,2917,64231,2274,55417,1866,37875,1761,14831,2124,227,264,1696,922,936,430,4570,1161,3280,912,2396,592,1137,437,589,299,77497,4814,1089,595,4650,1276,6805,1477,33080,2500,14369,1878,7983,1097,4956,992,4565,969,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,632323,-555555555,39002,267,70450,4,83340,514,224474,739,75628,417,67528,147,39855,381,32046,370,234515,6396,30535,1481,52656,2232,26684,1732,54307,3088,29414,1924,24589,1395,10393,1276,5937,923,297298,7566,6770,1476,13922,2250,46489,2081,121494,4462,30226,1788,32730,1598,23853,1403,21814,1117,10187,1765,103,107,742,408,1190,676,5258,1093,1637,664,842,487,191,185,224,293,90323,4771,1594,709,3130,913,8977,1445,43415,3606,14351,1452,9367,1004,5418,827,4071,838,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19317568,-555555555,1070345,3003,2930628,3674,1812848,6118,4789821,7535,2739867,5712,2465232,3614,1899082,4334,1609745,4018,6890682,39139,956928,6546,2113102,17133,985789,13784,1497962,21160,586708,11022,409381,10078,200797,5935,140015,4418,8052406,40532,86171,4774,552522,15308,497596,12717,1814546,20899,1324394,11850,1430997,10539,1239136,7646,1107044,7503,627344,20236,10146,1976,75736,6791,65184,5189,202062,9896,100948,5617,77671,4712,58088,4007,37509,2959,3747136,32291,17100,2130,189268,8840,264279,8990,1275251,16737,727817,10685,547183,7388,401061,7317,325177,6480,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9919945,-555555555,671105,3638,1824642,4576,1020360,6833,2742461,7409,1387853,5849,1134168,3685,683911,4154,455445,3772,5490260,32428,592208,5823,1352920,13367,590560,10143,1216274,12689,604606,11161,546003,8933,340166,7055,247523,5123,3357206,33636,67620,4576,393652,13439,324607,9544,1025327,15502,594257,12045,481692,8754,294550,6472,175501,4889,132341,7848,4101,1170,18054,3326,14371,2184,51966,4604,23809,2979,12960,1724,4254,1388,2826,847,940138,16649,7176,1431,60016,5089,90822,5918,448894,11070,165181,6375,93513,3998,44941,2981,29595,2988,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1392313,-555555555,89013,333,213868,402,137151,1145,374450,1286,185698,1332,181710,601,111941,785,98482,645,754887,10015,72498,1828,158430,3386,75707,2866,170594,4513,82190,3762,82386,2687,54604,2134,58478,2188,342239,6882,11867,1679,33552,2506,40514,2532,110764,3645,51372,1931,51626,1806,27390,1425,15154,1057,43321,3913,2766,918,7676,1621,4827,1106,13338,2412,6823,1283,5620,1080,1389,485,882,488,251866,9670,1882,754,14210,2113,16103,1994,79754,4220,45313,3151,42078,2169,28558,2194,23968,2084,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1595728,-555555555,113736,1847,311016,1857,158190,2802,406868,3799,202275,2177,192611,1587,123015,1223,88017,747,754827,13340,97276,2537,209279,6361,76510,4394,163002,5478,71799,3215,67336,3024,39878,2136,29747,2014,730830,13042,15771,1921,91892,5699,69345,4185,196380,5554,111915,3367,114985,3211,76640,2360,53902,2065,13503,2538,84,98,3040,1929,1623,647,4049,1097,2277,702,1870,643,315,208,245,211,96568,6228,605,445,6805,1795,10712,1992,43437,4126,16284,2665,8420,1425,6182,1131,4123,927,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12875255,-555555555,814027,2147,2249024,2964,1253309,3930,3481867,5528,1824863,3598,1556453,2251,926029,2141,769683,1989,8618847,27745,741468,5118,1913807,11601,920081,9018,2036848,14631,1113678,9576,927592,8415,508272,6423,457101,5419,2325553,23506,55440,3911,228439,8837,189449,6706,637794,11779,373110,8047,367685,7854,259398,5106,214238,5514,139525,6817,5579,1717,16837,3018,13671,1965,39222,3391,22415,2588,19053,2281,14589,1715,8159,1413,1791330,21144,11540,2108,89941,7005,130108,5678,768003,13652,315660,6807,242123,5197,143770,5450,90185,3808,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
