GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001MA,B13010_001EA,B13010_002EA,B13010_002MA,B13010_003MA,B13010_003EA,B13010_004MA,B13010_004EA,B13010_005EA,B13010_005MA,B13010_006MA,B13010_006EA,B13010_007EA,B13010_007MA,B13010_008MA,B13010_008EA,B13010_009MA,B13010_009EA,B13010_010EA,B13010_010MA,B13010_011MA,B13010_011EA,B13010_012EA,B13010_012MA,B13010_013EA,B13010_013MA,B13010_014MA,B13010_014EA,B13010_015EA,B13010_015MA,B13010_016EA,B13010_016MA,B13010_017EA,B13010_017MA,B13010_018EA,B13010_018MA,B13010_019MA,B13010_019EA,state
0400000US18,1513280,5165,89150,4727,52846,3441,8710,1386,12280,1810,31856,2559,36304,3001,20216,2507,8855,1555,7233,1317,1424130,6915,655471,8781,54309,3129,106417,4240,494745,8037,768659,10689,207495,7021,175849,6959,385315,10523,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,679842,3312,40324,2457,26415,2194,2847,771,5117,1051,18451,1578,13909,1407,8189,1216,3226,673,2494,631,639518,3854,316146,5369,22053,2039,42684,2713,251409,4740,323372,5915,80562,3635,70517,3506,172293,5513,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,654770,3320,44912,3282,30779,2863,4036,957,7724,1233,19019,2234,14133,2091,6868,1504,3082,956,4183,1131,609858,4958,297577,5355,23688,1973,48305,2916,225584,5101,312281,6572,78903,3922,71080,4243,162298,5410,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1016405,4112,57857,3654,37755,3053,8079,1452,6952,1312,22724,2169,20102,2427,10869,1576,4963,1310,4270,1106,958548,5527,462160,7271,56604,3352,78667,4327,326889,7112,496388,7937,157729,6789,112764,5365,225895,7077,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1102344,3310,57616,4705,28529,2864,4222,1208,6328,1180,17979,2241,29087,3286,14752,2226,7438,1475,6897,1446,1044728,5337,429429,8691,48332,3553,70089,4102,311008,7832,615299,8946,193657,8073,145822,6241,275820,8416,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,289977,2292,13845,1738,8677,1231,1150,555,1654,577,5873,877,5168,1085,3443,984,986,533,739,440,276132,2597,127105,4276,10531,1626,19741,2134,96833,3669,149027,4722,37557,2915,35437,2788,76033,3908,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445221,4358,77495,4433,48805,3463,3873,1204,7305,1269,37627,3094,28690,2724,11480,1774,6640,1371,10570,1541,1367726,6211,581912,9516,33416,3568,53234,3870,495262,8499,785814,10166,128786,6162,128652,6939,528376,11289,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1584361,4467,71831,4006,50548,3435,3411,921,5667,1254,41470,2966,21283,2212,10748,1936,4221,1037,6314,1269,1512530,6162,639455,8840,37744,3317,62578,3873,539133,8615,873075,10746,180058,7371,135085,7441,557932,11051,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2281215,4583,113837,4459,68425,3393,10779,1267,13241,1524,44405,2588,45412,2975,25636,2182,10234,1445,9542,1620,2167378,6367,936511,9950,93981,4202,141209,5390,701321,8949,1230867,11021,363843,9423,267514,7696,599510,10485,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1245103,3453,71729,3386,53555,3179,5154,1224,7862,1229,40539,2452,18174,1869,9808,1472,4789,1114,3577,701,1173374,4462,553923,7041,26495,2252,59413,3050,468015,7089,619451,7761,130589,5731,123791,5765,365071,6525,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,708458,3757,40342,3335,20377,2482,4271,1149,5161,1595,10945,1674,19965,2568,12538,2111,4085,1339,3342,911,668116,4803,279800,7144,40113,3319,57478,3950,182209,6262,388316,8086,146493,7421,98925,6406,142898,5712,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1391667,5112,80522,4309,47801,3149,7341,1242,9293,1467,31167,2275,32721,3588,19857,2775,6822,1273,6042,1489,1311145,6863,597767,10294,60096,3581,93446,3987,444225,9483,713378,11394,190313,7254,159078,6667,363987,8586,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,216767,2168,11318,1475,6991,1100,1276,454,1300,475,4415,889,4327,961,3367,832,663,346,297,211,205449,2598,101326,2733,8811,1339,19649,2002,72866,2751,104123,3492,30238,2514,29292,2399,44593,3053,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,417815,2028,26036,2243,18455,2018,1808,616,4090,867,12557,1677,7581,1237,4059,1040,2058,605,1464,418,391779,3115,193160,4564,13913,1904,28068,2053,151179,3537,198619,4516,49274,3206,46156,3036,103189,4056,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,662976,2577,36953,3044,23127,2470,5066,1192,6343,1301,11718,1561,13826,2044,6938,1590,2202,695,4686,1285,626023,3678,271854,7169,32225,3090,50527,4042,189102,6613,354169,7550,82552,5531,86571,5037,185046,6164,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,297049,2268,12816,1892,8862,1500,873,551,1834,800,6155,1053,3954,966,1814,769,621,349,1519,595,284233,2430,136419,4316,6736,1531,11063,1524,118620,3908,147814,4372,27214,2911,26810,2472,93790,4474,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2117063,5233,110951,5420,75931,4336,6624,1350,9698,1555,59609,3818,35020,3137,17277,2208,6582,1399,11161,1759,2006112,7252,912596,9352,56480,3740,102784,5046,753332,9438,1093516,10541,185876,7868,182617,7655,725023,11921,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,473703,2687,26965,2180,14863,2054,3517,999,2821,763,8525,1567,12102,1620,6150,1292,2831,877,3121,954,446738,3403,183700,5456,27004,2503,35353,2886,121343,4346,263038,5613,77167,4310,68016,4737,117855,5448,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4788960,6689,235683,7091,152937,5667,23577,2210,24915,2460,104445,4603,82746,4119,37249,2759,19738,2226,25759,2872,4553277,10012,1863105,15492,209362,7059,273145,7928,1380598,15222,2690172,13826,598010,13636,491981,10660,1600181,17040,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2326733,6329,134783,6804,85321,4547,15997,2229,22249,2680,47075,2992,49462,4387,28736,3238,10524,1917,10202,1757,2191950,9897,1036814,11664,122925,5550,186143,7319,727746,11333,1155136,12703,335246,11091,276852,8810,543038,11055,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,153945,1903,11424,1553,7838,1256,751,417,1342,490,5745,1153,3586,869,2045,704,1243,556,298,172,142521,2415,68492,2881,2366,475,6592,994,59534,2633,74029,3160,17978,1741,15703,1855,40348,2821,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2636053,5955,150758,6175,86891,5204,14985,2198,18375,2269,53531,3731,63867,4308,35341,3089,15214,2099,13312,2120,2485295,8293,1094965,11488,100850,5023,159135,5175,834980,10784,1390330,13558,388696,10023,294537,11088,707097,12557,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,873015,3969,53171,2824,34695,2546,7034,1005,8091,1076,19570,2008,18476,1766,10899,1377,3575,762,4002,823,819844,4544,395338,5409,45515,2140,72134,3395,277689,5375,424506,6934,114573,4480,105767,4896,204166,6235,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,902395,3922,44873,3636,30393,2824,5561,1370,6125,1238,18707,2225,14480,2140,8637,1773,2484,829,3359,1028,857522,5286,384186,6635,44319,3209,63642,3503,276225,6364,473336,7827,132890,7151,105625,6001,234821,6860,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2881823,5787,147883,5955,89850,4898,9305,1414,14922,2032,65623,3498,58033,3669,29841,2845,12847,1739,15345,1955,2733940,8262,1211960,9588,87372,3865,156596,5543,967992,11127,1521980,11314,360212,10463,310961,9374,850807,11894,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,242589,1848,10993,1562,6558,1200,685,427,661,350,5212,1139,4435,1148,1796,745,1051,642,1588,637,231596,2650,93708,3613,6353,1344,10378,1574,76977,3642,137888,3834,28940,3202,27318,3257,81630,4049,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1105063,4146,60338,3670,30536,2758,5537,1401,6328,1290,18671,2053,29802,2812,17717,2111,6803,1511,5282,1290,1044725,5333,463774,7964,52261,3315,86509,4806,325004,7119,580951,7626,164725,7730,148196,5494,268030,8380,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,180935,2063,14121,1927,8737,1392,747,356,2122,777,5868,1060,5384,1141,3616,1026,1057,382,711,310,166814,2443,78359,3089,4900,909,12096,1391,61363,2908,88455,3418,18970,2032,24342,2728,45143,3468,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1532864,5249,83193,5059,51093,3689,7516,1459,12362,2088,31215,2669,32100,3456,19423,2479,6459,1322,6218,1780,1449671,7261,669943,9956,78437,4366,123473,4937,468033,9195,779728,10931,220558,8884,186662,8183,372508,9826,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6427615,11148,403909,11423,263587,8762,47952,3553,59545,4401,156090,7153,140322,6583,66725,5219,35229,3429,38368,3577,6023706,15387,2884771,22413,381227,10177,539275,12652,1964269,20853,3138935,22075,788682,18565,740465,16742,1609788,23836,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,701955,2636,54942,3134,45448,2799,5640,1235,13337,1712,26471,2316,9494,1744,4233,1076,2100,879,3161,1228,647013,4069,335240,5525,32174,3283,64981,4179,238085,5468,311773,5716,67487,4761,67986,4068,176300,6629,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,135087,1241,5996,1044,3647,601,328,311,405,166,2914,518,2349,792,1308,683,478,239,563,275,129091,1632,58065,2113,3341,769,7566,1229,47158,1848,71026,2353,16009,1505,16047,1447,38970,2167,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1989654,5041,108633,5563,75869,4423,7508,1418,13163,1616,55198,4036,32764,3454,15949,2013,6911,1715,9904,1777,1881021,7775,898028,10375,67324,4468,113700,5437,717004,10373,982993,11341,193751,8096,179897,7966,609345,11513,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1631208,5024,90359,4970,64969,3436,8033,1621,14804,1929,42132,2684,25390,2953,12438,2008,6886,1433,6066,1336,1540849,7239,722071,9592,62124,4410,100389,5047,559558,9753,818778,10538,190171,9900,159266,6983,469341,9715,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,405810,3051,18655,2247,10782,1581,1858,611,2063,593,6861,1271,7873,1480,4987,1060,1513,745,1373,580,387155,3815,182744,5231,20893,2305,31508,2702,130343,4392,204411,5806,63674,4375,47295,4245,93442,4494,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1302895,3935,70799,3602,48067,2893,4124,810,9809,1503,34134,2427,22732,2087,12074,1590,5278,1265,5380,1260,1232096,4959,562053,7708,32988,2314,69557,3833,459508,6940,670043,7887,165579,5920,145768,6561,358696,7135,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128955,1767,7937,1533,5649,1147,577,318,1724,640,3348,822,2288,810,1281,517,507,392,500,327,121018,2103,58998,2411,5069,1026,7380,1316,46549,2514,62020,2911,16294,1782,12335,1867,33391,2942,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,904951,3149,35797,3450,15947,2466,7051,1556,3629,1086,5267,1309,19850,2431,13843,2320,4830,1164,1177,684,869154,4075,292404,7323,99943,5264,87126,4145,105335,4305,576750,7562,299773,8321,149739,7222,127238,6982,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1138423,4918,63224,4382,35905,3411,6001,1292,10127,1619,19777,2322,27319,2774,14085,2060,6739,1390,6495,1567,1075199,6917,495255,8183,61819,3734,81898,4230,351538,7382,579944,9254,176892,7708,139283,6928,263769,7966,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175770,2047,10607,1461,6515,1126,517,283,1667,708,4331,837,4092,1011,1921,575,769,288,1402,775,165163,2388,80671,2984,4333,774,8889,1291,67449,3196,84492,3227,13651,1680,18059,2169,52782,2933,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1513448,4441,89617,4917,54813,3747,10543,2011,13224,1823,31046,2969,34804,2981,17034,2412,8198,1612,9572,1954,1423831,6170,603509,10783,79551,5438,115079,5505,408879,9007,820322,11553,228055,8487,181876,8399,410391,10095,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,675515,4094,39301,2568,25607,2229,4558,926,6781,1318,14268,1675,13694,1662,7549,1370,3789,1073,2356,733,636214,4627,311672,6345,41498,2780,61852,4014,208322,5689,324542,6167,107845,5272,80225,4961,136472,5671,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
