GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001MA,B10057_001EA,B10057_002MA,B10057_002EA,B10057_003MA,B10057_003EA,B10057_004EA,B10057_004MA,B10057_005MA,B10057_005EA,B10057_006EA,B10057_006MA,B10057_007MA,B10057_007EA,B10057_008MA,B10057_008EA,B10057_009EA,B10057_009MA,B10057_010MA,B10057_010EA,B10057_011EA,B10057_011MA,state
0400000US06,1111316,19895,730177,17953,211028,8635,133983,7008,77045,4291,519149,14473,381139,11332,83336,4893,47462,3662,35874,2751,297803,9723,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88294,6236,56854,5136,26487,3637,19148,3149,7339,1484,30367,3442,31440,2874,9240,1433,6083,1258,3157,711,22200,2134,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65405,4403,36668,4062,12348,2039,8121,1573,4227,1244,24320,3274,28737,2888,8284,1654,5712,1456,2572,888,20453,2553,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26483,3422,16955,3076,7436,1647,4670,1159,2766,1054,9519,2638,9528,1609,2735,741,1295,505,1440,522,6793,1468,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10341,1736,3806,1338,1001,804,733,712,268,247,2805,1180,6535,1006,1961,652,1100,450,861,502,4574,900,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463879,13582,258602,12438,108529,8402,69439,7158,39090,4053,150073,8893,205277,8530,53435,3493,29995,2795,23440,2766,151842,7502,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,265530,12042,161512,9413,86453,6851,58020,5527,28433,3353,75059,5706,104018,6009,38042,3469,24056,2639,13986,2070,65976,4734,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54874,3546,37578,3260,11857,2128,7508,1734,4349,1038,25721,2599,17296,2000,3318,941,1365,627,1953,611,13978,1604,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23116,2838,16289,2489,7664,1788,4840,1309,2824,1031,8625,1653,6827,1351,2214,791,1157,680,1057,421,4613,1200,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275433,9970,174159,9561,67147,5263,45160,4517,21987,2193,107012,7401,101274,4799,30711,2476,20310,2208,10401,1368,70563,4220,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,126036,7073,79360,5813,40242,4096,27540,3360,12702,2015,39118,4186,46676,3614,16338,1524,10786,1349,5552,958,30338,3136,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39482,3176,25512,2967,12170,1822,7873,1327,4297,1023,13342,2110,13970,1675,4572,1062,2700,908,1872,644,9398,1402,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47220,3512,31722,3497,16341,2400,10613,1927,5728,1341,15381,2525,15498,1834,6418,1086,3393,797,3025,657,9080,1398,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102902,5492,68223,4580,41613,3380,27847,2650,13766,1973,26610,2801,34679,3035,15301,1750,10076,1687,5225,1056,19378,2499,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119416,5520,71306,4390,44122,3790,30768,3778,13354,2255,27184,2617,48110,3890,23867,2526,16007,2103,7860,1444,24243,2593,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
