GEO_ID,C17022_001E,C17022_001M,C17022_002E,C17022_002M,C17022_003E,C17022_003M,C17022_004E,C17022_004M,C17022_005E,C17022_005M,C17022_006E,C17022_006M,C17022_007E,C17022_007M,C17022_008E,C17022_008M,C17022_009E,C17022_009M,C17022_010E,C17022_010M,C17022_011E,C17022_011M,C17022_012E,C17022_012M,C17022_013E,C17022_013M,C17022_014E,C17022_014M,C17022_015E,C17022_015M,C17022_016E,C17022_016M,C17022_017E,C17022_017M,C17022_018E,C17022_018M,C17022_019E,C17022_019M,C17022_020E,C17022_020M,C17022_021E,C17022_021M,NAME,C17022_001MA,C17022_001EA,C17022_002MA,C17022_002EA,C17022_003EA,C17022_003MA,C17022_004EA,C17022_004MA,C17022_005EA,C17022_005MA,C17022_006MA,C17022_006EA,C17022_007MA,C17022_007EA,C17022_008MA,C17022_008EA,C17022_009EA,C17022_009MA,C17022_010EA,C17022_010MA,C17022_011EA,C17022_011MA,C17022_012MA,C17022_012EA,C17022_013MA,C17022_013EA,C17022_014EA,C17022_014MA,C17022_015MA,C17022_015EA,C17022_016EA,C17022_016MA,C17022_017EA,C17022_017MA,C17022_018MA,C17022_018EA,C17022_019MA,C17022_019EA,C17022_020EA,C17022_020MA,C17022_021EA,C17022_021MA,state
0400000US18,1648172,14329,262376,6100,99559,4406,162817,5592,31016,2847,131801,4986,55648,3259,32704,2489,22944,2378,4906,1138,18038,2107,102036,4766,64230,3528,37806,2899,10919,1717,26887,2466,1228112,13338,1032613,12626,195499,7031,67931,4087,127568,5624,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,98030,3837,38720,2244,59310,3263,11932,1609,47378,2680,23323,1804,13219,1326,10104,1255,2398,684,7706,1065,45549,2387,28529,1862,17020,1731,5176,1085,11844,1520,629842,6835,545484,6252,84358,4030,30231,2444,54127,3070,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,101670,4497,41962,2860,59708,3579,13151,1704,46557,3262,23417,1998,14377,1690,9040,1274,2788,774,6252,1186,44587,3098,28499,2131,16088,2093,5246,1232,10842,1576,557497,7591,478569,7124,78928,4284,29084,2335,49844,3437,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,231787,6779,94371,4940,137416,5274,25824,2507,111592,4957,42687,2859,26075,2059,16612,1979,4584,993,12028,1773,72287,4021,46915,2827,25372,2423,7590,1371,17782,1914,794010,9790,667281,8902,126729,4488,43135,3289,83594,3526,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,236643,6981,69067,4635,167576,5462,24086,2394,143490,5311,44218,2977,22666,2123,21552,2424,4773,1240,16779,2068,76036,4423,42913,3363,33123,2921,6706,1417,26417,2882,768762,8985,610160,9203,158602,6888,54737,4384,103865,4417,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,49194,3030,21089,1976,28105,2633,6914,1259,21191,2314,10766,1354,7192,1114,3574,811,766,378,2808,733,21327,2329,15020,1786,6307,1141,1485,496,4822,1036,265663,4617,227267,4362,38396,2542,14055,1601,24341,2158,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,145195,6378,44450,3732,100745,4842,17108,2441,83637,4374,31202,2871,14893,1865,16309,2080,4095,911,12214,1712,61245,4001,31239,2673,30006,2598,7178,1521,22828,2139,1199471,10679,927547,10554,271924,7838,78074,5011,193850,5850,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,188306,6187,61428,3790,126878,5134,16520,2139,110358,4837,37676,2582,18822,1677,18854,2074,2797,816,16057,2043,67425,4382,36107,2825,31318,3326,6386,1489,24932,2780,1305460,11303,1056930,11459,248530,7755,78009,4640,170521,5787,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,419811,8384,155226,4786,264585,7932,44711,3378,219874,7159,80257,4062,43412,2802,36845,3137,7515,1300,29330,2944,138901,4860,87630,3986,51271,3271,12119,1643,39152,2871,1843643,14183,1535647,13040,307996,7693,102691,4254,205305,6662,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,149761,5513,55722,3553,94039,4162,18121,1850,75918,3914,32449,2540,18862,1783,13587,1826,3198,829,10389,1536,66032,3208,39278,2293,26754,2727,6665,1192,20089,2414,1126194,10060,965947,10279,160247,5668,61903,3863,98344,3940,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,190854,7725,59195,4080,131659,6621,18192,2616,113467,5613,34213,2966,18803,2177,15410,1767,2440,705,12970,1569,57515,4502,33932,3407,23583,2886,4717,1108,18866,2541,465038,7985,369102,8041,95936,5040,31628,3339,64308,3418,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,249923,7170,98508,5096,151415,5664,26409,2754,125006,5088,52246,2988,30792,2561,21454,2385,4217,1071,17237,2258,94935,4717,56607,3232,38328,3682,10988,1732,27340,3028,1120127,11165,938296,11403,181831,6283,59110,3440,122721,5368,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,38749,2672,17982,1645,20767,1972,5122,976,15645,1708,9994,1436,6628,1108,3366,1012,1296,589,2070,732,16172,1741,12156,1433,4016,740,1020,399,2996,678,194735,4532,168818,4181,25917,2382,11935,1566,13982,1771,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,62962,2865,24296,2078,38666,2704,7869,1511,30797,2279,14865,1684,9719,1262,5146,1038,1208,396,3938,974,26848,2065,15961,1431,10887,1510,3640,858,7247,1251,369889,5788,319362,4973,50527,2723,19019,1702,31508,2086,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,119352,5346,51486,3587,67866,3987,16150,2228,51716,3703,24980,2760,12372,1845,12608,2160,3227,1136,9381,1747,43903,3375,26309,2452,17594,2381,4308,983,13286,2091,462598,8146,355145,7566,107453,5138,41828,3363,65625,3641,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,32379,3265,12768,1890,19611,2614,4079,1046,15532,2271,7801,1293,4136,1012,3665,1099,980,542,2685,925,14210,1939,8275,1452,5935,1212,1494,618,4441,1044,287328,5541,243869,5407,43459,3714,15133,1644,28326,2945,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,252396,6869,88966,4618,163430,6004,25889,2886,137541,5903,51861,3419,27907,2639,23954,2316,5707,1273,18247,2072,98106,4448,54099,3083,44007,3296,10596,1692,33411,2618,1809279,10195,1455046,10783,354233,7605,111923,4588,242310,6522,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,114837,4564,50424,3129,64413,3338,12511,1477,51902,2992,20630,2036,11514,1591,9116,1346,2530,822,6586,1127,35669,2965,20287,2258,15382,1946,4641,1190,10741,1711,330285,6446,264845,6095,65440,3777,24019,2636,41421,2763,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,767186,12818,298121,7778,469065,9813,82147,4744,386918,8406,142747,5647,75182,3950,67565,4168,15841,2370,51724,3627,236088,7268,129387,5158,106701,5072,25754,2732,80947,4082,3441836,21262,2645222,19012,796614,13307,245893,7169,550721,11248,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,466532,9603,185515,6809,281017,8466,53029,4297,227988,7629,93417,4948,57084,4025,36333,3295,9019,1302,27314,2842,168538,6798,102165,5042,66373,4492,18005,2575,48368,3619,1743743,15297,1451168,13789,292575,8068,91080,4312,201495,7174,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,18003,1775,6934,1184,11069,1576,1855,544,9214,1513,3632,824,2526,654,1106,485,140,87,966,486,8379,1260,5231,843,3148,884,742,417,2406,699,145366,3388,125216,3554,20150,2066,9272,1326,10878,1345,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,477955,10320,160418,6108,317537,9526,54777,3636,262760,8183,90817,4378,51063,3088,39754,2964,8021,1442,31733,2581,164714,5544,99896,4026,64818,4329,17513,2059,47305,3775,2179826,14451,1820048,15242,359778,8658,122705,5273,237073,6933,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,176380,3522,74135,2862,102245,3694,19099,1571,83146,3556,37646,2067,24317,1622,13329,1418,3531,740,9798,1187,64690,2686,42336,2054,22354,1817,7122,972,15232,1495,678351,7978,561477,6557,116874,4144,43792,2617,73082,3189,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,161312,6260,71022,4478,90290,5247,19233,2397,71057,4658,31711,2457,19611,1640,12100,1932,3866,1089,8234,1387,60245,3700,38649,3005,21596,2623,6794,1460,14802,2069,711624,8559,600099,8292,111525,5338,39165,2825,72360,4289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,430270,9480,154652,5212,275618,7905,48120,3334,227498,6900,96312,4551,52541,3274,43771,3272,10632,1423,33139,2866,177549,5717,107229,3818,70320,4097,17403,2102,52917,3587,2497958,15806,2071743,14363,426215,9604,138894,5704,287321,7670,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,33550,2759,10680,1528,22870,2474,3100,930,19770,2318,6483,1455,3104,918,3379,991,952,500,2427,843,13794,1846,6833,1145,6961,1658,2115,865,4846,1474,203592,5337,159837,5444,43755,2706,12769,1761,30986,2332,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,237907,7569,80081,4204,157826,6647,24481,2367,133345,5997,47779,3771,25752,2609,22027,2459,5309,1425,16718,1913,86034,4229,50599,3506,35435,2929,8458,1738,26977,2628,832321,11047,682736,9741,149585,6675,48256,3772,101329,5304,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,26788,2048,10140,1224,16648,1604,2898,703,13750,1606,6303,840,3547,599,2756,652,826,301,1930,613,13148,1491,7662,1139,5486,1183,1509,638,3977,915,160429,3886,138218,3637,22211,2167,8692,1326,13519,1852,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,308850,7944,124649,5309,184201,7460,32971,3474,151230,6821,63234,4206,38286,3010,24948,2814,5623,1228,19325,2520,115250,5656,72996,4570,42254,3152,10931,1801,31323,2707,1154331,12641,964716,12798,189615,6926,61009,4507,128606,5121,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,1239776,14977,555306,12336,684470,13818,120561,6120,563909,12439,241978,7578,144540,5522,97438,4721,24441,3103,72997,3518,399881,10521,248646,7339,151235,7209,40245,3857,110990,5967,4357560,23256,3544111,24263,813449,15769,280634,9297,532815,11094,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,96666,4842,57278,3927,39388,2934,8099,1346,31289,2492,22915,2303,15252,1925,7663,1615,1919,789,5744,1343,43285,3130,33687,2744,9598,1886,2790,998,6808,1511,503795,7154,436370,7322,67425,3434,25213,2375,42212,2729,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,17414,1648,6226,930,11188,1604,2311,615,8877,1402,4304,759,2674,604,1630,561,638,362,992,375,9400,1162,6178,1012,3222,744,891,416,2331,617,129760,3094,111441,2781,18319,1518,6288,887,12031,1256,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,253048,7077,98664,4825,154384,6041,23619,2362,130765,5524,52396,2933,29576,2332,22820,2117,4208,1000,18612,1920,105028,5444,61821,3564,43207,3523,8697,1790,34510,2688,1633950,13861,1351124,14293,282826,8883,90512,5167,192314,6797,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,220741,7762,96338,4462,124403,6238,24378,2681,100025,5704,49181,3664,30326,2933,18855,2266,5053,1241,13802,1824,83079,4369,53479,4011,29600,2862,8462,1668,21138,2420,1334785,14487,1121680,12468,213105,8026,78038,4551,135067,5646,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,86798,4188,40795,2799,46003,3258,9092,1382,36911,2699,19527,2037,12775,1785,6752,1318,1880,758,4872,987,33080,2350,21292,1899,11788,1595,3719,1094,8069,1369,332131,7100,283804,6439,48327,3000,17091,1900,31236,2203,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1461573,10805,182861,4889,67366,3014,115495,4448,22254,2220,93241,3935,41256,2740,21724,1924,19532,1873,4566,979,14966,1686,76843,3710,47561,2713,29282,2542,9020,1577,20262,2053,1160613,9833,990223,9073,170390,5554,64612,3387,105778,4397,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146745,3551,17001,1628,6806,1143,10195,1418,1262,486,8933,1446,3375,753,2086,665,1289,469,471,368,818,368,6776,1168,4509,895,2267,695,831,395,1436,524,119593,3624,101997,3834,17596,2152,7715,1584,9881,1369,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895380,12009,457637,9333,205007,6799,252630,6985,51321,3322,201309,6249,57532,3279,36782,2613,20750,2147,4265,941,16485,2046,81284,4199,52193,3289,29091,2428,5957,1275,23134,2179,298927,7669,219167,6229,79760,4285,20031,2029,59729,3685,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1233937,11653,250699,6403,93903,4826,156796,4675,20475,1958,136321,4746,46468,3213,27890,2789,18578,2256,3309,1022,15269,1823,82067,3895,49416,3414,32651,2648,7316,1506,25335,2187,854703,10426,712082,9303,142621,6105,41978,3240,100643,5331,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,166400,3894,18944,1975,6652,1004,12292,1727,2646,496,9646,1640,3675,946,1750,480,1925,820,507,194,1418,788,7689,1149,4044,794,3645,971,715,334,2930,897,136092,3738,110802,3694,25290,2042,9663,1289,15627,1609,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560687,15808,292803,7278,131367,5651,161436,5727,36438,3076,124998,5171,58150,4141,34169,3044,23981,2332,7092,1353,16889,2027,100240,5690,61886,4134,38354,3789,10631,1685,27723,3594,1109494,14154,895462,12390,214032,7688,75097,5093,138935,6254,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758601,8707,154905,5224,64084,3704,90821,4566,15565,1847,75256,4013,31881,2784,17935,2081,13946,1869,2928,846,11018,1692,58177,3812,40614,3240,17563,2048,4473,935,13090,1771,513638,7445,435349,6721,78289,4220,27387,2732,50902,3295,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
