GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001MA,B23008_001EA,B23008_002MA,B23008_002EA,B23008_003EA,B23008_003MA,B23008_004MA,B23008_004EA,B23008_005EA,B23008_005MA,B23008_006MA,B23008_006EA,B23008_007MA,B23008_007EA,B23008_008MA,B23008_008EA,B23008_009MA,B23008_009EA,B23008_010EA,B23008_010MA,B23008_011EA,B23008_011MA,B23008_012MA,B23008_012EA,B23008_013MA,B23008_013EA,B23008_014EA,B23008_014MA,B23008_015EA,B23008_015MA,B23008_016EA,B23008_016MA,B23008_017MA,B23008_017EA,B23008_018MA,B23008_018EA,B23008_019MA,B23008_019EA,B23008_020EA,B23008_020MA,B23008_021EA,B23008_021MA,B23008_022EA,B23008_022MA,B23008_023MA,B23008_023EA,B23008_024MA,B23008_024EA,B23008_025MA,B23008_025EA,B23008_026MA,B23008_026EA,B23008_027MA,B23008_027EA,state
0400000US06,8811331,14490,2942198,13276,1902042,19078,1022944,18681,789017,16665,54784,3950,35297,3812,1040156,20168,276842,10177,249734,10232,27108,3724,763314,18194,517438,15052,245876,10094,5869133,15956,3886766,32039,2296729,32607,1342582,24616,164876,9944,82579,6342,1982367,28236,472137,15360,424376,14856,47761,4352,1510230,28236,1169725,25533,340505,11560,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1176281,5427,395637,5490,280940,6928,158663,5977,109089,6006,9078,1956,4110,1411,114697,6490,27143,2950,25185,2842,1958,750,87554,5633,63348,4988,24206,2996,780644,7501,539373,9766,343660,11259,168061,8855,18504,2725,9148,2177,241271,9574,54696,4723,50474,4365,4222,1251,186575,8575,152764,8072,33811,4756,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,764160,3553,230068,3510,151236,4661,97245,4394,48624,3819,3875,1289,1492,740,78832,4533,16783,1981,15026,1971,1757,808,62049,4127,49902,3759,12147,1978,534092,3910,361907,7509,253278,7803,93810,5738,11493,2586,3326,1294,172185,6988,32537,3666,29303,3695,3234,1172,139648,6640,120371,6336,19277,2913,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191503,2296,62709,1671,37425,2652,22478,2757,12913,2547,960,694,1074,731,25284,2385,6085,1508,5601,1515,484,413,19199,2353,14832,2132,4367,1617,128794,2179,79148,3964,54487,3941,18786,2729,3370,1285,2505,1691,49646,4376,11262,1959,10056,1806,1206,542,38384,3956,33746,3973,4638,1356,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101051,1655,43938,1437,22968,1819,16507,1712,5531,1261,827,600,103,170,20970,1809,2970,1063,2408,941,562,437,18000,1745,14400,1715,3600,1108,57113,1639,22526,2406,17246,2046,3689,1121,977,752,614,595,34587,2710,4754,1382,3894,1295,860,504,29833,2794,23233,2417,6600,1569,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3795358,9968,1244863,10315,710993,13523,418877,11937,255302,10020,25609,3848,11205,2650,533870,14797,109386,8081,95703,7577,13683,2628,424484,13395,323111,12565,101373,7829,2550495,12373,1569467,24503,1030955,20807,435325,14679,70111,6791,33076,4457,981028,23406,193008,11265,167967,10676,25041,3783,788020,20607,643673,18255,144347,11422,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2364265,10060,785220,7747,467154,11083,259846,9130,188645,9516,11618,2327,7045,1883,318066,9715,57224,5265,50026,4985,7198,1916,260842,9962,190245,8501,70597,6350,1579045,9801,972001,14300,610226,14546,303829,12185,41158,4965,16788,2917,607044,15209,100127,7171,85676,7198,14451,2705,506917,14309,411590,14284,95327,7612,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,285907,3074,104508,2370,68800,3049,41236,2879,24152,2665,2719,970,693,365,35708,2840,9152,1476,8015,1430,1137,672,26556,2844,18039,2599,8517,1737,181399,3101,127248,4566,90329,4768,28496,3495,6624,1777,1799,727,54151,4056,11249,1600,9865,1511,1384,647,42902,3930,33588,3634,9314,2216,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410264,3125,133775,3305,97327,4509,52468,3511,41198,3502,2559,764,1102,648,36448,4298,9313,2925,7998,2755,1315,763,27135,2895,20101,2880,7034,1806,276489,3367,201813,5583,122554,6227,68303,5642,7951,2271,3005,1023,74676,5184,20042,3179,18388,3037,1654,715,54634,5080,45323,4759,9311,2118,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2943497,6908,952121,6903,615790,9453,375972,8926,220022,8227,14100,2312,5696,1475,336331,8485,74172,5477,67548,5425,6624,1631,262159,7508,204065,7772,58094,5075,1991376,7967,1334219,15410,890996,14093,386752,12911,41746,4031,14725,2035,657157,14282,129487,6335,114604,6784,14883,2810,527670,12921,446124,11983,81546,6522,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
