GEO_ID,B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,NAME,B27008_001EA,B27008_001MA,B27008_002EA,B27008_002MA,B27008_003MA,B27008_003EA,B27008_004MA,B27008_004EA,B27008_005EA,B27008_005MA,B27008_006EA,B27008_006MA,B27008_007EA,B27008_007MA,B27008_008MA,B27008_008EA,B27008_009MA,B27008_009EA,B27008_010EA,B27008_010MA,B27008_011EA,B27008_011MA,B27008_012EA,B27008_012MA,B27008_013EA,B27008_013MA,B27008_014MA,B27008_014EA,B27008_015MA,B27008_015EA,B27008_016EA,B27008_016MA,B27008_017EA,B27008_017MA,B27008_018EA,B27008_018MA,B27008_019MA,B27008_019EA,B27008_020MA,B27008_020EA,B27008_021EA,B27008_021MA,B27008_022EA,B27008_022MA,B27008_023EA,B27008_023MA,B27008_024EA,B27008_024MA,B27008_025MA,B27008_025EA,B27008_026MA,B27008_026EA,B27008_027EA,B27008_027MA,B27008_028EA,B27008_028MA,B27008_029EA,B27008_029MA,B27008_030MA,B27008_030EA,B27008_031MA,B27008_031EA,B27008_032EA,B27008_032MA,B27008_033EA,B27008_033MA,B27008_034EA,B27008_034MA,B27008_035EA,B27008_035MA,B27008_036MA,B27008_036EA,B27008_037MA,B27008_037EA,B27008_038EA,B27008_038MA,B27008_039EA,B27008_039MA,B27008_040EA,B27008_040MA,B27008_041MA,B27008_041EA,B27008_042MA,B27008_042EA,B27008_043EA,B27008_043MA,B27008_044EA,B27008_044MA,B27008_045EA,B27008_045MA,B27008_046EA,B27008_046MA,B27008_047MA,B27008_047EA,B27008_048MA,B27008_048EA,B27008_049EA,B27008_049MA,B27008_050EA,B27008_050MA,B27008_051EA,B27008_051MA,B27008_052MA,B27008_052EA,B27008_053MA,B27008_053EA,B27008_054EA,B27008_054MA,B27008_055EA,B27008_055MA,B27008_056EA,B27008_056MA,B27008_057EA,B27008_057MA,state
0400000US06,37524274,5678,18510580,6787,1562760,8271,33675,3742,1529085,9180,3149187,9024,42759,3685,3106428,9610,1988264,5152,24502,2394,1963762,5352,2701952,5708,28633,3151,2673319,6660,2525778,4908,17235,1811,2508543,5244,2549460,3192,28372,2687,2521088,3825,2051143,2638,38888,2625,2012255,4035,1163816,2547,55508,3077,1108308,3893,818220,2646,62539,3018,755681,3933,19013694,5371,1491421,8827,31769,3178,1459652,9065,3020120,8369,43036,4819,2977084,8847,1928693,2947,32088,2690,1896605,3668,2646244,3681,40201,3166,2606043,4966,2568332,3108,26232,2529,2542100,3607,2620195,3499,28809,2315,2591386,4281,2218320,2196,36596,2563,2181724,3015,1347910,2438,45625,2394,1302285,3533,1172459,2953,61667,3384,1110792,4143,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,210204,3535,10545,1560,199659,3546,416621,3777,18280,2766,398341,4026,250716,2922,6995,1405,243721,3107,368983,3444,9468,1922,359515,3847,349185,2671,6083,1252,343102,2790,352812,2474,11551,1583,341261,2833,311741,1629,11934,1513,299807,2109,168926,1211,14702,1454,154224,2070,99725,1230,13293,1303,86432,1728,2565853,3561,197096,3694,10414,1753,186682,3871,405087,3752,15369,2298,389718,3992,244136,2035,9589,1594,234547,2755,359590,2532,13945,1845,345645,3117,343152,2236,10318,1780,332834,2752,362857,1835,11597,1665,351260,2424,326991,1566,12716,1337,314275,2146,185499,1542,13507,1344,171992,2022,141445,1522,12971,1259,128474,1770,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,121916,2549,1034,410,120882,2636,283136,2634,2392,847,280744,2830,167713,1413,756,454,166957,1555,208160,1795,1931,783,206229,1862,217228,1632,727,308,216501,1576,273742,1617,2147,737,271595,1770,224390,1094,3372,804,221018,1434,128363,850,5814,1034,122549,1318,90651,906,4861,820,85790,1231,1819320,2365,114858,2415,1442,537,113416,2493,271915,2626,3402,1090,268513,2855,163549,1337,1233,669,162316,1565,215168,1383,2429,579,212739,1478,233977,1307,1678,562,232299,1323,288293,1258,2226,712,286067,1467,240939,1145,2844,773,238095,1345,149678,1028,3728,732,145950,1196,140943,1185,3591,795,137352,1391,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,33118,939,667,364,32451,955,71184,1288,1751,651,69433,1330,44961,988,934,468,44027,1148,53994,938,989,618,53005,1163,51631,1171,772,416,50859,1172,63593,1100,1834,695,61759,1214,54715,482,2962,906,51753,1038,37599,604,2440,563,35159,856,23603,506,2667,618,20936,837,468517,1018,33193,1225,999,574,32194,1336,66999,1394,1525,641,65474,1622,46401,614,1282,527,45119,790,56800,821,1186,580,55614,1075,58447,941,1434,513,57013,1027,68418,662,1983,712,66435,975,62257,592,1937,587,60320,779,42604,513,1791,487,40813,734,33398,785,2769,658,30629,833,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,23594,1094,1078,638,22516,1150,31172,1085,757,442,30415,1141,36519,657,136,115,36383,653,62855,689,1033,503,61822,858,41896,551,960,590,40936,806,36842,559,942,515,35900,821,29786,698,735,319,29051,733,17199,376,755,349,16444,565,11011,369,672,285,10339,408,330506,735,22630,777,830,388,21800,864,31786,787,600,324,31186,868,44786,304,561,275,44225,422,73890,230,1071,406,72819,482,42116,300,271,293,41845,418,37648,182,671,356,36977,402,36052,540,433,247,35619,553,22029,324,469,344,21560,439,19569,458,982,405,18587,580,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,659557,7044,19291,2853,640266,7907,1372554,8766,36508,3153,1336046,9767,882948,4529,17809,2714,865139,4808,1132390,4932,13830,2433,1118560,5366,1156700,4812,15077,2111,1141623,5078,1314127,4954,38445,3013,1275682,5454,1147075,3652,50083,3084,1096992,5071,877145,3068,67460,3963,809685,4888,665753,3224,70840,3622,594913,4393,9802821,7129,633209,7067,15694,2343,617515,6910,1325823,7564,37798,4175,1288025,8804,880260,4004,22385,2561,857875,4500,1172623,3922,20549,1958,1152074,3968,1204043,3884,25536,2909,1178507,5062,1390936,3225,36617,2825,1354319,4117,1297511,2428,46201,3120,1251310,4227,1006554,2839,65420,2881,941134,3861,891862,3134,62643,3378,829219,4313,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,418692,6433,17593,2486,401099,6621,854557,7271,33634,3082,820923,7768,481381,5122,17630,2079,463751,5463,624427,5961,13152,2211,611275,5962,642912,4991,11659,1930,631253,5188,660638,4100,24204,2612,636434,5061,529938,2436,26929,2388,503009,2900,312163,2983,30650,2553,281513,3947,166825,2708,23127,2013,143698,2947,5027878,8176,398911,6024,18051,2365,380860,6287,820001,6567,28699,3342,791302,7238,492447,4372,19327,2277,473120,4774,674462,5695,22296,2756,652166,5764,713334,4346,19442,2386,693892,4750,704136,3872,24855,2967,679281,4502,593602,2529,24321,2148,569281,3200,364383,2756,28997,2318,335386,3327,266602,2430,22192,1862,244410,3028,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,55605,1534,11137,1266,44468,1714,99470,1698,10364,1286,89106,2179,61507,1630,4291,1048,57216,1634,89906,2217,7913,1461,81993,2312,81889,1220,4243,1084,77646,1412,90252,1221,3938,908,86314,1503,89153,417,5188,864,83965,1001,53534,634,4416,690,49118,887,37801,885,5308,774,32493,1118,682591,1728,53105,1606,9802,1392,43303,1940,94385,1525,11675,1986,82710,2297,60040,861,6363,1156,53677,1279,91508,877,12526,1375,78982,1620,84996,957,7808,1051,77188,1359,92438,731,5438,1139,87000,1322,91921,535,4849,904,87072,1020,57878,480,4780,807,53098,776,56320,651,5822,905,50498,1186,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,70179,2196,1454,605,68725,2229,146680,2474,2689,1038,143991,2755,77676,2194,1554,763,76122,2309,103558,2381,1226,556,102332,2403,96927,1952,818,340,96109,2034,97870,1437,2597,940,95273,1725,94753,1154,3993,857,90760,1374,59858,866,4476,808,55382,1083,37011,656,3911,898,33100,1010,791170,3288,67098,2461,1102,451,65996,2437,139969,2746,2193,837,137776,2857,77660,1847,1740,639,75920,1934,101524,2030,1255,490,100269,2157,95929,1924,1857,1078,94072,2212,102404,1744,2113,797,100291,1826,96658,1000,3118,860,93540,1222,62053,919,4055,794,57998,1127,47875,738,3194,771,44681,1138,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,498651,4889,6988,1829,491663,5336,1061822,5209,9310,1674,1052512,5612,618415,3601,6837,1518,611578,3879,871012,3798,7647,1668,863365,3757,827048,2985,4935,1054,822113,3256,881924,2731,9601,1270,872323,2996,741762,1809,11401,1329,730361,2115,421499,2035,12936,1414,408563,2467,282209,1493,13106,1438,269103,2045,6494029,5389,483391,4316,4637,1372,478754,4479,1015191,5079,9690,1576,1005501,5330,610291,2786,6069,1204,604222,3019,884025,3036,7587,1600,876438,3474,850529,2982,7355,1274,843174,3529,921628,2427,6983,897,914645,2660,799871,1788,9477,1304,790394,2256,491313,1655,11294,1208,480019,2052,437790,2809,9831,1174,427959,2870,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
