GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001MA,B23022_001EA,B23022_002MA,B23022_002EA,B23022_003MA,B23022_003EA,B23022_004EA,B23022_004MA,B23022_005MA,B23022_005EA,B23022_006MA,B23022_006EA,B23022_007EA,B23022_007MA,B23022_008MA,B23022_008EA,B23022_009EA,B23022_009MA,B23022_010MA,B23022_010EA,B23022_011MA,B23022_011EA,B23022_012MA,B23022_012EA,B23022_013MA,B23022_013EA,B23022_014EA,B23022_014MA,B23022_015EA,B23022_015MA,B23022_016MA,B23022_016EA,B23022_017MA,B23022_017EA,B23022_018MA,B23022_018EA,B23022_019MA,B23022_019EA,B23022_020MA,B23022_020EA,B23022_021EA,B23022_021MA,B23022_022EA,B23022_022MA,B23022_023MA,B23022_023EA,B23022_024MA,B23022_024EA,B23022_025MA,B23022_025EA,B23022_026EA,B23022_026MA,B23022_027MA,B23022_027EA,B23022_028MA,B23022_028EA,B23022_029MA,B23022_029EA,B23022_030MA,B23022_030EA,B23022_031MA,B23022_031EA,B23022_032MA,B23022_032EA,B23022_033EA,B23022_033MA,B23022_034MA,B23022_034EA,B23022_035MA,B23022_035EA,B23022_036MA,B23022_036EA,B23022_037EA,B23022_037MA,B23022_038MA,B23022_038EA,B23022_039MA,B23022_039EA,B23022_040MA,B23022_040EA,B23022_041MA,B23022_041EA,B23022_042EA,B23022_042MA,B23022_043MA,B23022_043EA,B23022_044MA,B23022_044EA,B23022_045MA,B23022_045EA,B23022_046MA,B23022_046EA,B23022_047MA,B23022_047EA,B23022_048EA,B23022_048MA,B23022_049MA,B23022_049EA,state
0400000US06,25285590,9577,12734572,7233,9716037,24112,7786669,29196,6439072,30987,153195,5986,326388,7928,335617,10561,263097,10006,269300,8461,1560260,16941,758124,13070,44392,3306,145924,6066,200880,7955,176858,6594,234082,6785,369108,9263,106383,5790,6525,1107,23556,2267,39377,2837,50623,3706,142644,6937,3018535,24578,12551018,7842,8254908,28183,5479216,24258,4458079,23421,105842,4605,266310,7744,243085,7694,195043,7236,210857,7401,2208431,20106,1198078,17467,64562,3309,216229,7145,261337,8947,211054,7582,257171,7778,567261,11111,175005,7933,13766,1983,43219,2610,71178,4150,80002,4201,184091,5366,4296110,28962,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3474525,3805,1764213,3284,1485577,7037,1215319,9105,1011294,10710,22340,2297,51056,3849,52100,3587,40124,3309,38405,3131,213644,7185,85700,4785,5657,1165,22150,2314,36892,3213,27739,2772,35506,3084,56614,3915,11246,1898,1620,1005,3118,878,7020,1312,9931,1598,23679,2476,278636,7033,1710312,3578,1276966,9895,867483,10321,717131,10019,13753,1718,40245,3192,35888,3475,27788,2499,32678,3132,323020,8324,164504,6552,11218,1681,31237,2562,41185,3271,32309,2639,42567,3088,86463,4212,21755,2562,1563,576,8417,1466,11202,1420,13711,1749,29815,2238,433346,10148,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2361506,2878,1165863,2683,949323,6674,775612,7809,651723,8261,14974,1979,29064,2460,29580,2776,25174,2337,25097,2217,136691,5761,63269,4680,3662,1005,12483,1666,15397,1701,18126,2266,23754,2499,37020,2653,9550,1415,642,345,3696,906,4096,887,5321,914,13715,1665,216540,6929,1195643,2407,906000,6252,594884,6936,495502,7140,11972,1805,31172,2547,20828,2286,16340,1697,19070,2114,245235,6269,138644,5927,7409,1342,23588,2131,26198,2328,21647,1946,27749,2544,65881,3888,17380,1907,1585,644,7196,1261,10209,1562,9239,1573,20272,2493,289643,6886,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,593668,1605,289258,1232,229191,3222,187310,4017,158035,4194,2006,572,7210,1384,6956,1293,6175,1198,6928,1278,34694,3256,14803,2168,339,226,2811,702,4870,1426,5234,1063,6637,1045,7187,1254,2990,995,284,250,584,351,304,180,607,346,2418,706,60067,3299,304410,1081,226981,4022,158650,3770,134579,3668,1551,450,6436,1178,4950,983,4976,1423,6158,1395,55659,3591,29016,2614,1975,589,4211,980,7118,1325,6285,1351,7054,1232,12672,1835,4142,1055,381,321,1058,358,1399,497,1918,661,3774,838,77429,3985,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,461746,908,220406,600,172119,3317,142058,3439,120204,3781,3355,1178,5890,1476,4718,1075,3811,1051,4080,1092,22611,2125,8380,1288,497,356,1899,745,2007,595,2885,881,6943,1720,7450,1379,544,347,0,197,921,562,1083,530,909,480,3993,1033,48287,3403,241340,743,184727,3372,143523,3852,118285,3796,3067,1091,7148,1209,5045,1098,4085,1038,5893,1028,30613,2690,11746,2133,937,407,3738,1097,4372,929,4523,968,5297,1087,10591,1805,1643,595,202,246,694,386,1905,525,2410,1583,3737,806,56613,3457,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12275536,8601,6069208,5865,4532155,19260,3649048,24476,3072812,21338,55230,4309,134473,5618,152870,7478,122612,7831,111051,6095,737022,15289,338671,12422,19792,2814,68396,5013,98049,5928,93566,5624,118548,5467,146085,6154,41251,3859,3397,895,7493,1538,19596,2633,19214,2298,55134,4252,1537053,20459,6206328,7547,4204154,21186,3002163,20407,2504595,19260,48981,3793,140504,6487,121686,5648,93124,6031,93273,5150,1003187,15212,540668,11364,31049,2853,93560,5946,110190,6196,109434,6068,118286,5699,198804,7763,52975,3952,5078,1130,13748,2031,24099,2261,30165,2641,72739,5496,2002174,21493,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6553167,6710,3224479,5839,2418329,13804,2008401,14310,1695521,15338,33518,3414,76794,4445,75683,5078,62997,4962,63888,4277,327649,10959,132967,6909,8138,1418,31827,3420,49656,3872,44472,3668,60589,4715,82279,5641,21660,2835,1892,834,4754,1220,6580,1064,11694,2043,35699,3789,806150,14511,3328688,5468,2200117,17211,1580645,16668,1326954,16865,24423,2456,63641,4601,68990,5518,44159,3819,52478,3715,494839,10392,255153,8984,11606,1600,43688,3408,63003,4275,54952,4129,66437,5285,124633,6944,31106,3483,2824,974,9145,1489,18798,2464,18405,2726,44355,3749,1128571,17558,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,912423,1883,469672,1567,378981,4172,308327,5029,265940,5428,4619,949,8998,1444,10088,1647,8066,1465,10616,1780,57792,3196,30927,2409,1445,568,4699,990,5955,1011,4699,1126,10067,1852,12862,1631,4622,1147,238,161,755,321,1067,384,1491,519,4689,1069,90691,4076,442751,1120,322753,4427,228269,4274,193733,4030,4923,975,8952,1438,6974,1145,5779,1093,7908,1433,76198,3853,44027,3140,2852,767,6246,1121,7707,1198,6383,1140,8983,1244,18286,1995,7132,1396,423,326,1092,488,1574,521,2496,606,5569,1064,119998,4361,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1005798,2363,506272,2375,413968,4065,335568,4738,266857,5573,7523,1706,14914,1947,16905,2318,15837,2264,13532,1812,61884,4154,25599,2916,2006,1010,5897,1155,9030,1721,9049,1756,10303,1591,16516,2194,3274,862,623,486,641,395,1474,714,3203,814,7301,1387,92304,4216,499526,2535,362322,6400,221227,5899,178022,6028,4190,1054,10786,1607,9669,1585,8730,1657,9830,1582,106036,4825,54615,4187,4056,1148,9671,1597,13801,1990,11823,1907,12070,1757,35059,3369,9261,1818,1490,913,2799,913,4035,981,5874,1820,11600,1820,137204,5767,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8473346,5520,4211550,4346,3333007,11925,2752461,13620,2308028,14854,36970,2863,110786,5536,116032,5041,82221,4320,98424,5297,461947,9262,206317,6302,10388,1391,40570,3332,65545,4267,61367,3780,77760,4302,118599,6394,26393,2613,2602,773,5933,1177,13473,1809,20187,2778,50011,3666,878543,12182,4261796,4518,3071414,13605,2101676,14754,1773951,15427,28700,2265,95146,4661,78891,3759,57180,3611,67808,4365,768700,12509,419765,9616,19521,2309,68256,3961,87897,4764,76402,4395,96859,5013,201038,6604,55048,3492,5363,1003,15844,1767,27452,2705,31198,2264,66133,3736,1190382,14114,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
