GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001EA,C25074_001MA,C25074_002EA,C25074_002MA,C25074_003EA,C25074_003MA,C25074_004EA,C25074_004MA,C25074_005MA,C25074_005EA,C25074_006MA,C25074_006EA,C25074_007EA,C25074_007MA,C25074_008MA,C25074_008EA,C25074_009MA,C25074_009EA,C25074_010EA,C25074_010MA,C25074_011EA,C25074_011MA,C25074_012MA,C25074_012EA,C25074_013MA,C25074_013EA,C25074_014MA,C25074_014EA,C25074_015EA,C25074_015MA,C25074_016EA,C25074_016MA,C25074_017EA,C25074_017MA,C25074_018MA,C25074_018EA,C25074_019MA,C25074_019EA,C25074_020MA,C25074_020EA,C25074_021EA,C25074_021MA,C25074_022EA,C25074_022MA,C25074_023MA,C25074_023EA,C25074_024MA,C25074_024EA,C25074_025MA,C25074_025EA,state
0400000US06,5770841,24980,578088,11766,14438,1881,413148,10225,150502,6174,917400,14597,86930,4113,799331,14376,31139,2560,1102800,17420,125186,5177,940184,15551,37430,3275,851955,13033,293102,8297,533732,10268,25121,2870,962571,16504,591155,14563,348559,10069,22857,2082,1358027,17422,1211968,17048,118260,6162,27799,2480,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,717930,9538,88594,4196,6427,1223,67955,4047,14212,1749,112877,4607,9968,1471,97674,4403,5235,1069,155435,6235,37734,3095,112663,5288,5038,1060,116376,5788,65666,4441,47572,3803,3138,707,123876,5474,101654,5329,19341,2413,2881,647,120772,5839,113668,5762,3601,823,3503,768,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,449360,8680,60225,3642,5445,1337,41725,3242,13055,2014,78349,4175,12260,1570,62629,3766,3460,874,89460,4738,15352,1824,71150,4337,2958,756,59747,3304,28957,2943,28433,2573,2357,739,74646,4679,57299,4354,14853,1824,2494,769,86933,5580,78341,5196,4140,1043,4452,1059,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,99258,4117,11837,1892,767,433,8398,1539,2672,805,14287,2382,2209,724,11195,2053,883,505,23472,2626,5562,1588,16928,2088,982,440,13810,1744,7414,1300,5712,1216,684,343,18205,2293,15220,2185,2668,854,317,222,17647,2160,16725,2172,395,234,527,311,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,155981,4855,24190,2274,2804,820,15825,1614,5561,1351,17336,1696,3386,849,13674,1593,276,225,22727,2298,4585,1078,17673,2146,469,281,20835,2114,8435,1338,12214,1803,186,180,21514,2296,13780,1923,7386,1318,348,205,49379,2920,43947,2726,4601,929,831,445,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473515,22250,343991,9766,15124,1878,238332,8319,90535,4727,445078,11843,26887,2645,393111,11376,25080,2579,570923,14070,92188,5854,451623,13520,27112,2759,397699,10378,209237,7940,171964,7194,16498,2013,373620,10653,288021,9355,71727,5179,13872,1996,342204,10795,314088,10040,14173,2511,13943,1889,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1284206,16668,222646,7171,9931,1579,142829,5951,69886,4162,236107,9001,24350,2514,192831,8693,18926,2267,291473,9123,78010,4553,198221,7830,15242,1933,195987,8218,123860,6943,62047,4445,10080,1638,184154,8120,160032,7797,14512,1942,9610,1916,153839,6725,146071,6639,2758,837,5010,1019,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192978,4122,17959,2201,1469,546,10809,1649,5681,1250,22174,2653,2267,606,18412,2428,1495,441,30130,2529,3803,975,23171,2248,3156,1033,29666,2335,7294,1202,20374,2053,1998,536,37887,2473,20490,1979,15082,1763,2315,597,55162,3410,43074,2939,9161,1768,2927,736,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,184435,6150,25365,2912,1555,644,19402,2385,4408,1222,37654,3389,4259,943,31343,3248,2052,581,46727,3637,17850,2014,26002,2979,2875,704,30820,3210,22070,2766,5977,1413,2773,1120,24701,2644,21112,2626,1736,718,1853,509,19168,2504,18009,2471,66,111,1093,565,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1593090,15616,259185,7863,19223,2515,176511,6922,63451,3767,275580,8177,34772,2419,227940,7510,12868,2103,332106,8603,90656,3721,227116,8221,14334,2011,234215,7490,148154,6724,76443,4071,9618,1217,237587,6775,198544,6381,31289,2958,7754,1100,254417,7095,234960,7482,9041,1608,10416,1507,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,759297,12471,130961,5514,8882,1306,92448,4781,29631,2753,160334,6097,22118,1712,130620,5622,7596,1173,176731,6374,71520,3915,96722,5073,8489,1291,122009,5720,97429,5230,19400,1981,5180,1066,99527,5937,89759,5534,4803,1106,4965,956,69735,4151,65628,4019,398,376,3709,960,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,344464,7798,54720,3516,3419,794,42872,3266,8429,980,68788,3892,11759,1496,53512,3412,3517,728,82421,3883,40047,2516,38235,2965,4139,711,51161,3182,41377,2799,6139,1285,3645,714,51944,3124,47023,2945,1742,722,3179,647,35430,2686,31660,2566,350,223,3420,728,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,374720,6600,49949,2858,3540,795,36986,2704,9423,1623,71009,3702,9898,1549,56750,3577,4361,811,86621,3427,37748,2577,42992,3010,5881,967,66685,3699,49747,3219,12935,1687,4003,870,59325,3245,52785,3123,2960,697,3580,768,41131,3247,37450,3112,745,389,2936,718,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,562695,7784,116234,5894,10521,1665,78045,4796,27668,2366,122241,5006,21705,2246,88790,4767,11746,1467,130149,5792,58054,3593,61701,4154,10394,1449,79033,4426,64154,3677,9038,1276,5841,1044,65823,3930,58365,3694,2204,690,5254,1244,49215,3711,44366,3618,281,243,4568,1083,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,589339,11722,109451,4184,6729,1196,75192,4018,27530,2539,130887,5830,16138,2083,99150,4915,15599,2345,123995,5813,40004,3260,70347,4280,13644,1706,81295,4859,54273,4048,19668,2202,7354,1325,75727,4940,65173,4669,4077,1139,6477,1221,67984,4458,60772,4639,844,370,6368,1426,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,158529,4335,25655,2610,3267,846,18169,2123,4219,1106,34445,2698,7273,1218,24426,2378,2746,730,38392,2874,12433,1554,22783,2412,3176,780,23792,2165,15098,1608,6800,1354,1894,817,21671,2408,17845,2068,2665,969,1161,410,14574,1676,13689,1626,0,155,885,300,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,723780,9709,80195,3636,8989,1339,53372,3097,17834,2181,91365,4501,14401,2116,73604,4019,3360,852,119663,5555,17426,2039,97851,4686,4386,1001,114360,5318,43929,3377,67078,4526,3353,813,142926,5964,93615,4924,45049,3729,4262,1055,175271,6140,160752,5905,10223,1498,4296,1058,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952339,10308,138080,5990,16455,2169,99603,5384,22022,2332,169734,5805,39546,2631,122764,5113,7424,1559,158682,4741,36319,2645,115669,4572,6694,1265,130234,5419,60553,3876,65659,3979,4022,1146,152396,6474,113382,5521,33637,3342,5377,1207,203213,6262,189777,6716,8203,1388,5233,947,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1105104,13859,215498,6659,13906,1528,155991,6038,45601,3326,235178,6775,26788,2283,196991,6367,11399,1359,247395,8064,85135,4615,149131,5873,13129,1346,156257,5744,110635,5021,36265,3175,9357,1429,138534,5850,122447,5605,9590,1357,6497,1071,112242,4576,104339,4555,1870,668,6033,1129,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,603133,9212,83392,4466,9364,1581,62090,3992,11938,1379,113344,4921,21403,1985,86397,4309,5544,799,133897,5116,41851,3337,85514,4365,6532,1012,99434,4132,65004,3304,30640,2647,3790,612,90165,3966,78568,3937,7300,1274,4297,651,82901,4616,77129,4345,1439,504,4333,809,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,346910,8433,79138,4244,5727,1182,50612,3370,22799,2598,81523,4908,12416,1775,59052,4269,10055,1581,76743,4256,28294,2778,37931,3153,10518,1671,45936,3525,30438,3180,8648,1875,6850,1490,38437,3246,34277,3254,577,393,3583,839,25133,2718,21157,2447,78,145,3898,1243,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,767449,11382,134983,5023,7792,1313,100718,4253,26473,2496,163648,6276,23585,2253,129429,5814,10634,1409,183866,7648,73520,4398,98570,5122,11776,1529,114509,6075,86240,5254,20902,2648,7367,1093,97130,5817,85261,5894,5560,1361,6309,1070,73313,4348,67427,4403,977,367,4909,1096,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,134742,4135,18909,2053,2109,674,13935,1963,2865,670,29118,2601,5188,982,21274,2426,2656,692,32778,2575,13729,1716,15805,1798,3244,728,21247,2007,15299,1800,4378,1177,1570,429,19076,1960,16071,1836,1544,603,1461,352,13614,1983,11640,1846,109,135,1865,563,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,246928,5425,31015,1920,2187,649,22222,1886,6606,1217,47590,3374,7876,1238,37609,3184,2105,524,61098,3151,28168,2306,29756,2279,3174,614,44241,2854,35593,2737,6129,1289,2519,609,37879,2892,33829,2778,1256,479,2794,570,25105,2233,22549,2228,371,178,2185,425,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,454281,8114,48118,3340,1359,629,35831,2833,10928,1734,69186,4272,3063,679,63868,4000,2255,680,100250,4745,21244,2345,76089,4561,2917,884,79219,4551,44731,3796,31735,2986,2753,712,84862,5139,70579,4968,11584,1707,2699,910,72646,4028,69181,4098,1463,694,2002,747,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,151274,5422,14230,2470,1399,712,10043,2012,2788,1105,25611,2688,5130,1284,19287,2334,1194,577,33209,3101,6968,1547,24682,2515,1559,609,25100,2586,13704,2207,10860,1560,536,301,25680,2533,20496,2255,4068,1209,1116,439,27444,2959,25078,2784,793,415,1573,449,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1117318,13291,138376,6034,11592,1382,98019,5451,28765,2819,163499,5392,21151,2245,136092,5194,6256,1286,208433,8097,22208,2230,178091,7343,8134,1304,158647,6792,56917,4075,96877,5603,4853,1047,190884,7878,135139,6491,51529,3617,4216,986,257479,8093,237307,7541,13037,1906,7135,1365,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,246890,7139,46527,3847,2118,737,32388,3301,12021,1839,46732,2762,5174,1007,37371,2837,4187,1131,54051,3823,19708,2223,30684,2838,3659,839,38032,2924,25916,2457,9832,1815,2284,597,31261,2765,26408,2643,2696,606,2157,821,30287,2655,28100,2507,531,340,1656,508,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3355029,20123,491178,10081,35313,3210,359756,9195,96109,4870,534773,11524,78172,4097,437567,10101,19034,1987,597442,12124,135451,6086,442626,11205,19365,2301,448734,11071,195768,6966,235007,7414,17959,2102,531717,11654,362091,9582,152910,7076,16716,1950,751185,13098,665367,12291,62453,4651,23365,2461,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1289699,14128,217464,6150,11849,1646,150691,5664,54924,3917,244083,8231,24248,2802,197801,6885,22034,1934,299110,7921,106013,4483,172321,5517,20776,2603,204241,6578,149644,5926,43716,3447,10881,1518,185070,7102,164348,6812,11066,1875,9656,1508,139731,6304,130226,6057,2820,667,6685,1291,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,101751,4117,13128,2029,1766,582,8354,1650,3008,982,15439,2065,3529,744,10999,1781,911,262,24688,2155,12916,1557,9506,1432,2266,628,18887,2077,15030,2021,2572,754,1285,424,15951,1829,13455,1759,744,343,1752,476,13658,1683,12472,1685,81,135,1105,369,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1535290,11791,289222,7275,26190,2170,201484,6676,61548,3638,315907,7245,45633,3263,255069,6759,15205,1528,354983,7777,143307,5307,193780,6615,17896,1726,226057,6886,177841,6175,37103,3401,11113,1500,209767,7269,192121,7239,8814,1287,8832,1352,139354,5241,131568,5142,1287,442,6499,983,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,486298,5609,79830,3051,3895,522,54887,2568,21048,1675,98680,3361,13322,1677,74889,3126,10469,1368,114201,4120,45010,2751,59565,3145,9626,1013,76492,3596,58585,3271,12712,1573,5195,765,68248,3351,59964,3182,3364,826,4920,783,48847,2598,44681,2579,626,270,3540,656,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,583182,9343,90621,4886,4390,901,65377,3851,20854,2859,108575,5211,10401,1590,92880,4820,5294,1078,127803,5848,30994,2933,91867,4943,4942,1024,90824,4795,58808,3741,28753,2704,3263,853,85680,4971,70921,4336,10516,1820,4243,1072,79679,4445,75851,4391,2118,763,1710,483,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1541750,11953,241889,7101,22955,2108,170524,6026,48410,3364,301251,7649,48701,2883,233160,7056,19390,1903,346748,8096,112404,5265,213927,6100,20417,1944,229571,7173,155106,6342,62927,3643,11538,1390,229337,6662,191569,6073,23856,2662,13912,1478,192954,7012,179588,6821,3944,1021,9422,1479,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,165293,4531,26359,2240,2590,722,18206,2011,5563,1134,31895,2430,8766,1549,22163,2226,966,399,33300,2361,7793,1296,25029,2162,478,281,24785,2287,13680,1531,10673,1855,432,302,24590,1920,21506,1978,2306,853,778,339,24364,2616,22855,2433,610,313,899,449,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,569648,9235,103395,4540,5013,1011,66866,3526,31516,2811,116170,5350,12807,1642,90815,4814,12548,1881,132825,6073,43033,3388,78922,4233,10870,1646,88219,5575,60797,4287,19859,2455,7563,1752,73832,4750,63908,4616,5967,1374,3957,848,55207,3879,51664,3749,1051,554,2492,619,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
