GEO_ID,C19037A_001E,C19037A_001M,C19037A_002E,C19037A_002M,C19037A_003E,C19037A_003M,C19037A_004E,C19037A_004M,C19037A_005E,C19037A_005M,C19037A_006E,C19037A_006M,C19037A_007E,C19037A_007M,C19037A_008E,C19037A_008M,C19037A_009E,C19037A_009M,C19037A_010E,C19037A_010M,C19037A_011E,C19037A_011M,C19037A_012E,C19037A_012M,C19037A_013E,C19037A_013M,C19037A_014E,C19037A_014M,C19037A_015E,C19037A_015M,C19037A_016E,C19037A_016M,C19037A_017E,C19037A_017M,C19037A_018E,C19037A_018M,C19037A_019E,C19037A_019M,C19037A_020E,C19037A_020M,C19037A_021E,C19037A_021M,C19037A_022E,C19037A_022M,C19037A_023E,C19037A_023M,C19037A_024E,C19037A_024M,C19037A_025E,C19037A_025M,C19037A_026E,C19037A_026M,C19037A_027E,C19037A_027M,C19037A_028E,C19037A_028M,C19037A_029E,C19037A_029M,C19037A_030E,C19037A_030M,C19037A_031E,C19037A_031M,C19037A_032E,C19037A_032M,C19037A_033E,C19037A_033M,C19037A_034E,C19037A_034M,C19037A_035E,C19037A_035M,C19037A_036E,C19037A_036M,C19037A_037E,C19037A_037M,C19037A_038E,C19037A_038M,C19037A_039E,C19037A_039M,C19037A_040E,C19037A_040M,C19037A_041E,C19037A_041M,C19037A_042E,C19037A_042M,C19037A_043E,C19037A_043M,C19037A_044E,C19037A_044M,C19037A_045E,C19037A_045M,NAME,C19037A_001MA,C19037A_001EA,C19037A_002EA,C19037A_002MA,C19037A_003EA,C19037A_003MA,C19037A_004EA,C19037A_004MA,C19037A_005MA,C19037A_005EA,C19037A_006MA,C19037A_006EA,C19037A_007EA,C19037A_007MA,C19037A_008EA,C19037A_008MA,C19037A_009EA,C19037A_009MA,C19037A_010EA,C19037A_010MA,C19037A_011MA,C19037A_011EA,C19037A_012MA,C19037A_012EA,C19037A_013EA,C19037A_013MA,C19037A_014EA,C19037A_014MA,C19037A_015EA,C19037A_015MA,C19037A_016MA,C19037A_016EA,C19037A_017MA,C19037A_017EA,C19037A_018EA,C19037A_018MA,C19037A_019EA,C19037A_019MA,C19037A_020EA,C19037A_020MA,C19037A_021EA,C19037A_021MA,C19037A_022MA,C19037A_022EA,C19037A_023MA,C19037A_023EA,C19037A_024EA,C19037A_024MA,C19037A_025EA,C19037A_025MA,C19037A_026EA,C19037A_026MA,C19037A_027MA,C19037A_027EA,C19037A_028MA,C19037A_028EA,C19037A_029EA,C19037A_029MA,C19037A_030EA,C19037A_030MA,C19037A_031EA,C19037A_031MA,C19037A_032MA,C19037A_032EA,C19037A_033MA,C19037A_033EA,C19037A_034MA,C19037A_034EA,C19037A_035EA,C19037A_035MA,C19037A_036EA,C19037A_036MA,C19037A_037MA,C19037A_037EA,C19037A_038MA,C19037A_038EA,C19037A_039MA,C19037A_039EA,C19037A_040EA,C19037A_040MA,C19037A_041EA,C19037A_041MA,C19037A_042MA,C19037A_042EA,C19037A_043MA,C19037A_043EA,C19037A_044MA,C19037A_044EA,C19037A_045MA,C19037A_045EA,state
0400000US18,2146849,9528,94623,4370,19364,2174,9574,1698,18363,2376,13752,1710,17457,2032,11877,1796,2395,719,1631,660,86,116,124,204,674744,6663,38428,2829,27037,2422,55243,3672,68696,3095,108604,4956,148239,5974,106688,4278,88383,4417,19701,2175,13725,1665,864149,6146,48595,2769,33516,2662,69812,3495,78407,3579,121652,4263,181904,5060,131920,4317,126787,4976,39171,2806,32385,2178,513333,4697,27456,2256,42725,2986,100600,4134,83635,3580,96851,3919,85538,3399,35926,2307,25333,2144,7751,1140,7518,961,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1155028,5889,63413,2971,11777,1553,6236,1240,12899,1632,10295,1433,8876,1391,9038,1589,2845,884,1376,515,0,151,71,82,355762,4257,17649,1954,10431,1572,25795,2227,34304,2338,54911,2856,85270,3567,62494,2956,47894,2778,9531,1273,7483,1236,446643,4069,22571,1865,17245,1608,30764,2446,40327,2274,57271,2978,98782,3894,66786,2743,70486,3370,22831,2112,19580,1547,289210,2614,17779,1722,27624,1695,55425,2467,44424,2402,47154,1857,46836,2182,23168,1586,17175,1549,4929,788,4696,757,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,982119,5617,52285,2785,9358,1409,4468,1007,10480,1627,8128,1147,9077,1254,7818,1203,1749,604,1035,638,158,217,14,24,315322,4247,13843,1757,11112,1731,27003,2531,31338,2749,51688,3013,73260,3228,43748,2766,43785,2605,9958,1359,9587,1344,382335,3885,19484,1504,15447,1468,28511,2309,33324,2400,47708,2981,75679,3403,57497,2906,63115,3000,21069,1912,20501,1748,232177,2969,12640,1436,20133,1826,42532,2488,34541,2006,39879,2146,40261,2060,17376,1383,14900,1286,4168,730,5747,981,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1522463,8221,64239,3872,13634,1804,6886,1408,12898,1914,10290,1786,10730,1514,7000,1492,2284,684,477,272,40,71,0,181,479513,5672,42653,3224,22919,2384,48943,3005,53234,3592,70127,4319,97045,3705,65469,4390,57029,3256,12435,1896,9659,1396,611821,5200,56116,3541,33000,2464,62646,3252,61178,3640,81634,4048,113651,4438,79371,3662,79267,3555,23246,1629,21712,1939,366890,3590,34825,2392,44764,2669,73190,3307,54032,2737,60590,2218,51171,2761,22801,1742,16720,1493,4549,789,4248,769,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137010,7991,50334,3374,10152,1646,4626,1272,9740,1770,6210,1319,6202,1161,7925,1453,3496,1240,1767,980,216,163,0,193,361795,5615,21714,2489,13698,1794,26948,2696,32586,3172,50278,3469,71981,3895,55807,4035,58958,3467,17031,1812,12794,1552,446170,5136,29136,2924,20826,2371,35899,2625,36628,3005,50433,2926,80468,4028,62398,3316,73724,3757,27256,2271,29402,2371,278711,3738,19872,1943,28192,2024,53907,2907,40186,2345,43329,2660,41826,2556,22210,1997,16023,1398,5611,980,7555,1119,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,535329,4183,17039,1991,2461,764,1434,533,3673,1039,3543,915,2412,716,2672,776,434,346,118,141,32,59,260,264,148053,3194,9702,1448,6524,1397,13480,1631,17003,1883,23678,2303,33986,2614,22189,2195,15103,1514,4139,935,2249,589,230450,3041,15728,1759,11167,1629,19776,1769,22387,2064,31280,2437,47667,2434,30849,2032,34443,2122,7796,1092,9357,1318,139787,2055,9846,1278,15146,1237,25926,1845,22058,1698,22026,1732,22941,1996,9975,1149,7061,1061,1909,498,2899,604,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1337133,6938,32871,3140,3612,918,2584,878,5570,1448,5257,1212,4754,1450,5875,1207,3246,1047,1603,592,251,208,119,189,394567,5536,10071,1391,7579,1424,15722,1924,18174,2145,39415,3031,74261,3835,65382,3433,93201,4159,40982,2842,29780,2278,566548,4693,19679,1908,13238,1609,23347,2353,24417,2068,45038,2777,84620,3776,74078,3327,128206,3725,70610,3194,83315,2930,343147,3412,15920,1649,19527,1725,46263,2649,39410,2673,47078,2568,58565,2718,39345,2587,39416,2480,16830,1660,20793,1621,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2116175,10642,49171,2860,9630,1359,3786,893,6688,1328,5155,1153,6629,1378,8197,1599,5105,1051,3032,885,526,308,423,365,616067,7176,29807,3129,15938,1863,32866,2755,36599,3208,62433,4017,107135,5592,92367,4196,130055,5476,53012,3679,55855,2912,905868,6690,45328,3023,29638,2356,49056,3482,47743,3262,80591,4507,146451,5704,125590,5060,183919,5708,97074,4071,100478,4083,545069,5257,38106,2833,49931,2905,92212,3801,66032,3489,76091,2894,83863,3382,51234,2975,48488,2663,17516,1828,21596,2060,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3128688,10327,117481,4579,26244,2530,12793,1651,23177,1791,18226,2309,17047,2158,13527,1745,4487,1022,1424,531,294,228,262,235,888833,6734,53799,3565,37432,3207,81881,4108,87539,4084,134131,5235,187093,5776,127239,3797,120933,3737,34492,2437,24294,1810,1310152,7890,78915,3711,52280,2426,102959,4038,112447,3925,173285,5125,263737,5480,189748,4780,203338,4902,71223,3627,62220,2881,812222,5124,46284,2393,66492,3368,147250,4262,129311,4061,149572,3715,141054,3771,62264,2409,44598,2500,12239,1169,13158,1349,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1890081,6150,74036,3375,10991,1624,6265,1145,13518,1660,11320,1485,13417,1769,11249,1168,4431,1085,2271,755,388,269,186,147,600749,5899,19891,1887,15088,1740,33810,2630,46145,2905,80513,4114,131902,4111,106351,3484,107656,4597,33249,2361,26144,1976,770694,4266,30978,2005,21906,2189,43799,2247,49715,2336,90234,3612,149893,4130,123755,3105,145803,4042,54947,2935,59664,3123,444602,3688,28393,1750,38868,2045,75602,2874,63626,2745,74136,2947,76799,3458,40577,2359,29871,1780,7822,824,8908,1046,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,686848,6057,25683,2802,7670,1689,2083,806,3994,1168,3332,888,4779,1358,2797,867,607,370,273,267,88,113,60,110,201690,5031,12748,1849,9250,1905,18501,2305,21174,2613,31220,3224,45380,3823,28720,2946,23773,2207,6380,1479,4544,1171,270837,3694,19954,2502,12678,1747,25163,2218,26252,2236,38000,3026,56191,3521,34008,2610,35911,2566,11399,1393,11281,1504,188638,3189,14906,1580,23495,1944,37428,2471,24828,2016,29057,2327,27765,2003,11634,1538,11801,1476,3488,770,4236,902,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2003414,10030,89825,3770,18346,1852,8993,1399,17792,2120,15377,2024,14698,1844,10336,1688,3185,815,956,467,38,63,104,95,616024,6604,37317,3354,24432,2560,51991,3582,65673,3861,93718,4976,141397,5146,87836,4483,77807,3856,20971,1895,14882,1850,795413,6313,52864,3523,34092,2352,70588,4060,75016,3630,103556,4616,162560,5451,111225,4117,111658,3981,39259,2589,34595,2531,502152,4336,32895,2220,50520,2797,93412,3454,76528,3522,88649,3674,76620,3749,37185,2038,27044,2283,9605,1306,9694,1220,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,376303,3749,19096,1840,2595,694,2545,772,4240,919,2687,888,3909,1002,2364,812,252,229,462,359,42,69,0,157,107775,2418,5195,973,4190,1011,12239,1859,11028,1599,16733,1857,24882,2635,16249,1786,13555,1748,2232,711,1472,454,155390,2112,12188,1428,7555,1299,15415,1934,15085,1665,21518,1828,30086,2302,21276,1944,19789,1775,6685,1042,5793,826,94042,1860,6516,904,7975,1063,17101,1323,15165,1395,15123,1397,15316,1394,7371,948,6133,1019,1306,399,2036,548,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,667008,4409,37729,2613,4758,1059,3375,902,7011,1406,7378,1368,7687,1331,5329,991,1604,601,375,261,194,311,18,37,216345,3233,9601,1338,6867,977,17294,1917,21879,1799,35112,2524,49222,2634,33415,2205,29994,2154,7794,1067,5167,778,255527,2682,11824,1553,8448,1158,18563,1845,20896,1707,34514,2249,55547,2853,41617,2027,39929,2173,12573,1083,11616,1066,157407,2378,9748,1016,16078,1238,27855,1819,23184,1717,24172,1858,27582,1580,12774,1172,9419,1094,3412,603,3183,681,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
