B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058MA,B27010_059MA,B27010_059EA,B27010_060MA,B27010_060EA,B27010_061EA,B27010_061MA,B27010_062EA,B27010_062MA,B27010_063EA,B27010_063MA,B27010_064EA,B27010_064MA,B27010_065MA,B27010_065EA,B27010_066MA,B27010_066EA,NAME,B27010_001EA,B27010_001MA,B27010_002EA,B27010_002MA,B27010_003EA,B27010_003MA,B27010_004MA,B27010_004EA,B27010_005MA,B27010_005EA,B27010_006EA,B27010_006MA,B27010_007EA,B27010_007MA,B27010_008EA,B27010_008MA,B27010_009EA,B27010_009MA,B27010_010MA,B27010_010EA,B27010_011MA,B27010_011EA,B27010_012EA,B27010_012MA,B27010_013EA,B27010_013MA,B27010_014EA,B27010_014MA,B27010_015MA,B27010_015EA,B27010_016MA,B27010_016EA,B27010_017EA,B27010_017MA,B27010_018EA,B27010_018MA,B27010_019EA,B27010_019MA,B27010_020EA,B27010_020MA,B27010_021MA,B27010_021EA,B27010_022MA,B27010_022EA,B27010_023EA,B27010_023MA,B27010_024EA,B27010_024MA,B27010_025EA,B27010_025MA,B27010_026MA,B27010_026EA,B27010_027MA,B27010_027EA,B27010_028EA,B27010_028MA,B27010_029EA,B27010_029MA,B27010_030EA,B27010_030MA,B27010_031EA,B27010_031MA,B27010_032MA,B27010_032EA,B27010_033MA,B27010_033EA,B27010_034MA,B27010_034EA,B27010_035EA,B27010_035MA,B27010_036EA,B27010_036MA,B27010_037MA,B27010_037EA,B27010_038MA,B27010_038EA,B27010_039MA,B27010_039EA,B27010_040EA,B27010_040MA,B27010_041EA,B27010_041MA,B27010_042EA,B27010_042MA,B27010_043MA,B27010_043EA,B27010_044MA,B27010_044EA,B27010_045EA,B27010_045MA,B27010_046EA,B27010_046MA,B27010_047EA,B27010_047MA,B27010_048MA,B27010_048EA,B27010_049MA,B27010_049EA,B27010_050EA,B27010_050MA,B27010_051EA,B27010_051MA,B27010_052EA,B27010_052MA,B27010_053EA,B27010_053MA,B27010_054MA,B27010_054EA,B27010_055MA,B27010_055EA,B27010_056EA,B27010_056MA,B27010_057EA,B27010_057MA,B27010_058EA,state
6494,213,164,177508,6087,200564,5565,41857,3113,0,184,17924,1783,183711,5274,3929,945,0400000US18,6437142,986,1585435,2960,1369218,9207,828018,11880,51923,4481,3923,1668,477493,11071,7690,1564,171,165,82297,5478,16967,2486,643,351,2623,790,5022,1563,261,399,56781,4907,133920,7253,1469619,4352,1032958,10699,796136,11015,89356,5260,3478,915,133669,6056,6776,1283,3543,834,69207,3927,30081,2700,1217,443,7213,1389,3576,1277,727,431,26393,2993,367454,10213,2528639,4903,1901993,13167,1572779,15005,130732,5959,50092,3485,117776,5155,12731,2242,17883,2035,212083,6827,57224,3721,19203,2051,7562,1391,50983,3560,8068,1444,7294,1385,61749,3628,414563,10480,853449,2291,227743,5987,12072,1577,1444,572,213365,5975,123,151,739,427,621777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
3536,369,233,64836,2798,145646,4026,21494,1986,0,151,8929,1091,111090,3403,850,391,0400000US19,3028864,500,720427,2248,626419,6137,387188,8449,46073,4046,735,404,187662,6241,4737,1237,24,42,65316,5155,15532,2403,320,272,1319,514,3809,1371,0,151,44336,4098,28692,3313,695972,2728,537308,6240,408432,7323,56465,3651,1174,656,65912,4058,3762,806,1563,533,48271,3973,20312,2508,302,367,4249,865,2464,786,274,218,20670,2709,110393,4994,1166781,3218,935312,7813,751022,8793,101619,4847,9492,1171,59580,3482,5764,1090,7835,1122,117129,5355,38710,3231,6017,1115,4709,802,25331,2595,4669,1222,3061,582,34632,2680,114340,5909,445684,1856,92470,3407,5434,821,713,348,85990,3344,103,120,230,189,352364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
4293,290,199,56635,3346,114202,3746,15810,1609,75,95,7248,978,88658,3741,1802,698,0400000US20,2825416,2092,719917,1923,630796,6567,362164,7870,40024,3785,6609,2032,195957,8015,25936,2875,106,174,41263,4066,11659,2024,13,24,1719,737,4718,1311,40,67,23114,2671,47858,3952,661190,3411,474172,6151,365771,6405,51569,3324,1162,615,36465,3063,17622,2226,1583,648,33433,2795,13177,1949,387,192,3046,781,3643,1104,132,101,13048,1673,153585,5590,1068646,3416,822358,7806,679809,8401,73645,3745,15271,1717,29691,2582,16503,2124,7439,1188,93969,4842,26924,2609,5726,1041,3848,731,16760,1619,7454,1477,2747,868,30510,2338,152319,6106,375663,1604,90943,4071,6270,905,652,354,83750,3990,100,120,171,137,282918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
5100,407,206,116326,4500,109917,4705,52632,2902,95,117,18894,1909,140050,4697,1270,443,0400000US21,4292718,1736,1016026,1777,903854,6857,471568,11195,39300,3740,2963,1063,365524,9988,23880,3266,619,724,55814,3936,14981,2201,334,278,3209,1032,4128,1514,43,69,33119,3413,56358,5466,953129,4070,649702,9328,475262,8078,55976,4123,4090,1199,98037,5318,14373,2008,1964,539,50186,3997,18646,2570,711,378,6187,1446,3239,997,479,316,20924,2585,253241,8620,1732606,3875,1257014,9596,965845,9277,93705,4776,54654,2951,109146,5324,19467,2140,14197,1912,191001,5976,46895,3738,16546,1567,9045,1167,46329,2825,7279,1451,6682,1052,58225,3009,284591,7515,590957,2104,151366,5079,6739,1123,871,380,142612,4956,83,104,1061,638,438321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
5146,1598,758,106556,4055,95198,4012,61465,3775,73,108,14892,2007,121561,5000,3960,1314,0400000US22,4498884,1484,1117427,1971,985152,7054,403708,11644,47943,5361,3192,1088,510366,13136,19783,2737,160,262,73204,4946,16514,2718,540,482,2529,784,6551,1506,67,90,47003,4213,59071,5289,1081453,4672,681652,8830,466308,9207,72504,4863,2710,820,121553,5656,14879,2326,3698,1025,65346,4668,25979,3552,648,371,7184,1363,4794,1139,288,223,26453,2608,334455,8994,1723378,5521,1173700,11726,888059,12234,114107,6045,35322,2971,106084,5536,15533,2257,14595,2098,187537,6271,52143,3675,12121,1564,7163,1519,45143,3336,7582,1394,5952,933,57433,4056,362141,10150,576626,2669,171323,5426,15287,2141,1517,554,153959,5505,165,187,395,234,401343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
2809,150,117,40115,2683,49257,2871,19034,1666,0,155,6287,896,56203,2607,366,230,0400000US23,1315703,427,265495,1229,233537,3605,121570,5389,9310,1820,231,163,99769,5004,2538,1055,119,152,19718,2980,3476,1234,0,155,878,455,989,544,39,45,14336,2466,12240,1969,260044,1726,193316,4210,122667,4602,11914,1562,623,437,54860,3332,2702,893,550,358,17872,2051,4694,1070,0,155,4453,1360,1127,467,227,148,7371,1294,48856,3608,570723,1868,431171,5572,323617,5983,33179,2833,8040,1210,54820,4241,6758,1310,4757,807,66305,3667,13297,1698,2569,575,2052,575,21546,2167,2640,771,2678,565,21523,1848,73247,4211,219441,883,48029,2790,4737,1142,429,406,42678,2396,28,34,157,126,171046,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
5878,1808,722,219121,6044,110408,4502,43776,3096,104,102,10822,1556,176607,5095,9060,1315,0400000US24,5788196,2269,1341118,1296,1209406,8171,729161,12742,60110,4949,3963,1584,384353,11433,31773,3580,46,82,80261,5631,30165,4031,272,280,1670,712,13004,2016,57,90,35093,3712,51451,4992,1332536,3874,1002884,10446,752641,11489,80839,4998,4138,1391,139824,6235,22602,2708,2840,924,78155,5393,35051,3881,685,387,6003,1328,9082,1779,431,256,26903,2782,251497,8766,2375710,3665,1878597,10576,1530987,13306,141660,6344,25338,2553,133050,5994,34727,3372,12835,2232,211567,7594,67633,4716,15641,2250,4960,1021,27834,2509,24724,2915,3653,876,67122,3985,285546,8950,738832,1877,167126,5766,24929,2138,2953,853,138022,5720,690,397,532,344,562646,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
7117,1838,869,224103,6866,170470,6029,95555,4600,107,107,11749,1323,192030,5987,3223,810,0400000US25,6566851,897,1397972,1065,1275680,8219,836857,10401,52988,4553,1813,1238,379357,9332,4587,1215,78,92,102086,7138,28314,3724,282,207,2803,1058,2257,857,126,150,68304,5751,20206,3648,1558263,2549,1331437,8981,923481,11148,129993,5639,2505,741,268477,9209,5364,1330,1617,707,110919,6678,54111,4885,523,533,12389,1870,2419,842,703,537,40774,3602,115907,6469,2688672,3102,2329774,9511,1800107,12899,146922,6045,23820,2536,346593,10089,7346,1416,4986,995,243939,7911,68966,4883,11487,1729,5551,1044,62522,4408,4467,1033,4236,760,86710,4508,114959,6548,921944,2148,222869,6976,36924,2628,3037,851,182291,6585,324,231,293,221,695852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
5653,576,477,441036,6457,280925,7547,79604,3534,0,161,19969,1657,320242,6174,4653,841,0400000US26,9772550,789,2263671,2541,2015766,10820,1128465,14109,84828,6250,3195,1514,789445,14119,9442,1830,391,296,157860,7688,33728,3711,386,192,5385,1592,3992,1090,220,281,114149,6536,90045,5613,2133616,4024,1553863,8599,1109585,12055,125105,4757,6254,1372,301071,9242,8028,1844,3820,874,115064,4758,39461,3217,1215,477,15413,1740,4283,1074,1512,506,53180,3089,464689,8147,3971133,4484,3027901,13310,2419247,17244,230322,8170,60410,3606,282752,8134,12408,1613,22762,2298,388298,8443,89862,4714,43043,2475,14995,1438,99276,4041,8606,1466,11325,1299,121191,5197,554934,9773,1404130,2134,257125,5800,17677,1750,2474,646,236711,5625,19,26,244,133,1142352,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
4692,574,378,108379,3469,236047,4487,31277,2405,39,66,13146,1317,163697,5000,2189,640,0400000US27,5319783,751,1275509,1760,1131754,7115,771348,10735,76450,4752,1094,662,276155,9988,6695,1295,12,20,75270,4688,21539,2910,284,211,1601,795,3917,1121,58,59,47871,3864,68485,4636,1225261,3272,980740,6843,745167,9032,82216,4430,2550,850,141050,6490,6854,1283,2903,891,64495,4024,28446,2864,444,280,6148,1110,3398,908,186,164,25873,2374,180026,6519,2118823,3378,1779192,8869,1408655,11867,173902,5715,25293,2228,152321,5601,8115,1046,10906,1166,165669,5415,52080,3258,10143,1530,9009,1219,31162,2432,6362,1020,6112,949,50801,3212,173962,5446,700190,1746,144842,4714,12934,1790,1993,646,129685,4018,12,15,218,179,553159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
4320,126,110,50613,3112,78334,3954,54939,3231,0,198,11183,1628,90630,4140,1157,520,0400000US28,2918405,1292,745603,1471,648020,7779,244339,9472,37907,4322,2621,1270,352272,8597,10618,2005,263,235,42842,4584,10496,2247,72,117,3471,1184,2587,1139,64,110,26152,3444,54741,4955,671875,5229,421489,7320,285529,7591,34502,3492,2404,857,86899,4166,10955,2179,1200,628,39760,3846,13718,2171,521,432,5900,1341,4096,1679,147,153,15378,2053,210626,6227,1111969,5429,735166,8809,546329,10246,60251,3943,32117,3082,73206,4157,12893,1816,10370,1577,145817,6113,34740,3493,8582,1382,5096,1123,43959,3195,7487,1231,5070,1091,40883,3930,230986,6973,388958,1880,101976,4125,5250,1060,614,418,96006,4041,8,16,98,111,285825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
5733,387,232,160260,5351,194530,5377,48771,3298,96,116,23004,2014,183929,4935,3517,810,0400000US29,5908769,1421,1399674,3097,1233316,8704,687715,11509,80293,5030,3411,1033,440462,11056,21320,2376,115,154,68325,4541,18277,2670,342,277,3136,1296,6531,1638,27,37,40012,3777,98033,8046,1346412,4519,950499,9081,714774,10498,96893,5298,3694,1003,114754,5875,16457,2437,3927,1176,72857,4026,35735,3060,987,435,8043,1349,4283,1129,321,208,23488,2383,323056,9764,2315045,4930,1708622,12221,1361461,12467,144339,5825,48889,2721,110823,5181,22023,2751,21087,2254,229649,6844,54282,4008,17491,2073,9713,1245,59132,4077,10512,1697,8513,1370,70006,3987,376774,9568,847638,2876,233144,5244,12254,1283,2558,793,217805,5434,139,202,388,235,610977,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
2775,36,43,21773,2060,40329,2508,5606,827,0,157,6745,949,38467,2734,700,355,0400000US30,989823,845,219198,1233,182314,3254,85974,4586,17306,2043,663,378,75763,5050,2463,636,145,170,12482,2076,3336,994,0,157,258,220,2053,1085,53,51,6782,1126,24402,2717,216684,2035,135881,3050,95891,3533,20640,2143,875,551,14833,2107,2833,791,809,391,13396,1770,5334,1299,168,229,1074,476,1636,599,151,244,5033,1256,67407,3576,400112,1891,275350,4143,203442,5452,39332,3268,6180,1119,15400,1848,3872,991,7124,1351,38859,2818,11686,1620,2065,531,1041,351,7932,1217,2068,596,1384,555,12683,1571,85903,4340,153829,1055,40173,2589,2088,531,38,65,37933,2573,0,157,114,107,112956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
3056,394,307,38643,2606,74005,3057,10120,1135,0,149,5389,743,54346,2057,1075,600,0400000US31,1826832,904,461309,1237,410069,4101,244243,6600,33658,2771,611,424,120776,5598,10466,2175,315,279,23434,2460,7123,1598,49,66,564,288,2499,806,120,198,13079,1716,27806,3117,427342,2427,316050,4857,243194,5815,36739,2472,352,234,27414,2607,7263,1468,1088,440,21885,2324,9359,1614,300,211,2061,622,1557,533,396,301,8212,1243,89407,5306,693664,2438,541446,5796,429129,6052,68902,3450,7960,1330,20896,2117,8975,1570,5584,1086,64899,3492,17176,1767,2831,609,1811,491,13239,1712,6141,1401,2203,632,21498,2263,87319,4886,244517,1080,60545,2733,5020,986,851,439,54566,2622,0,149,108,104,182897,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
4896,316,296,62927,3666,50964,3325,21881,2452,24,41,14083,1771,70079,3466,6743,1561,0400000US32,2723965,1559,663481,765,509157,8136,296620,9369,35120,4128,1489,1105,165729,8562,9860,2119,339,343,44177,4620,14076,2539,321,328,1121,768,4468,1632,176,295,24015,4212,110147,7488,631452,2709,375593,7161,292404,7307,31679,3579,1783,722,37159,3722,9325,1818,3243,1052,34320,3135,16771,2500,414,397,2790,1083,3634,1136,465,343,10246,2022,221539,7271,1074277,2551,715531,9272,576401,10709,64101,4720,14827,2052,35706,3306,12560,1601,11936,1924,93750,4653,27474,3253,4149,919,1454,587,13937,1888,8687,1447,2883,650,35166,2881,264996,8404,354755,1386,127738,4835,9733,1648,959,587,116418,4535,254,203,374,253,220274,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
2850,25,41,45448,3160,39972,2661,7376,1503,0,181,4325,852,42551,2989,1003,667,0400000US33,1306026,548,274563,1331,248355,4111,162166,5649,12104,2166,27,48,72088,5682,1970,798,0,181,15310,2865,4114,1430,170,227,992,757,1516,916,0,181,8518,2352,10898,2502,270578,1825,206939,4076,170732,4583,16975,1824,1380,733,15243,1787,1807,839,802,660,13781,2197,4692,1066,81,87,2658,910,751,398,193,302,5406,1262,49858,3847,573999,1912,454177,5819,392101,6623,28427,2634,9571,1369,16302,2208,3899,997,3877,1153,42739,3880,11874,1760,4121,911,1528,589,7923,1473,3004,1336,485,264,13804,2044,77083,4336,186886,1273,46186,2619,5211,1132,78,92,40577,2815,208,192,112,157,139697,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
7442,1606,762,317661,6679,203053,5404,93603,5054,222,214,11320,1446,219202,5555,19105,2096,0400000US34,8756542,1146,2024150,1327,1821779,9422,1183762,15017,87278,5844,6422,2269,533959,12321,9949,2224,409,619,99555,6134,40840,4324,712,498,3918,1195,3227,1037,88,109,50770,4495,102816,7334,1884236,3193,1360873,14372,1069895,13307,104920,4921,5097,1492,169534,7922,7991,1420,3436,1027,87351,5193,45399,4195,1195,456,9326,2134,3569,1316,507,457,27355,2616,436012,14007,3636393,3534,2825453,15388,2385039,17584,184130,7388,44789,3032,193798,7798,9505,1655,8192,1449,256064,8952,103482,6712,18789,2059,8243,1512,46880,4012,6314,1246,3996,1066,68360,4013,554876,14460,1211763,1727,345991,7430,34121,2563,3092,953,308719,7315,24,40,35,56,846667,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
4084,387,307,55437,3503,39863,2983,25460,2559,25,30,10825,1527,62642,3491,4494,1178,0400000US35,2051805,1427,515341,1553,436862,5657,166849,7050,17371,3009,2417,1470,239883,7818,10173,2159,169,135,37044,4637,5417,1790,16,28,1534,694,5495,1677,353,378,24229,3811,41435,4490,468006,3633,283614,6798,182766,6132,21701,2865,1844,922,67827,4398,7918,1423,1558,700,27537,3014,6672,1393,420,399,3350,999,5252,1405,343,266,11500,1589,156855,5712,778878,3546,522918,6293,374083,7653,53197,3435,16128,2000,62403,4627,10020,1704,7087,1361,80758,5154,16199,2113,4236,918,2306,719,18483,2339,6202,1333,3876,1047,29456,2591,175202,5314,289580,1281,90447,4036,5617,1213,384,199,84226,4123,0,185,220,120,194639,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
