GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001EA,C01001A_001MA,C01001A_002EA,C01001A_002MA,C01001A_003EA,C01001A_003MA,C01001A_004MA,C01001A_004EA,C01001A_005MA,C01001A_005EA,C01001A_006EA,C01001A_006MA,C01001A_007EA,C01001A_007MA,C01001A_008EA,C01001A_008MA,C01001A_009MA,C01001A_009EA,state
0400000US26,7840426,8758,3866867,5170,852294,2658,2459088,3606,555485,884,3973559,4934,810551,3098,2456918,2762,706090,1017,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4596694,6789,2275855,4401,507318,2414,1459362,3053,309175,549,2320839,4040,485435,2750,1446110,2213,389294,486,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1768736,4408,871111,4007,197805,2472,542997,2621,130309,579,897625,3770,186390,2798,542039,2079,169196,595,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4981999,6489,2451915,4613,559723,2910,1541767,2819,350425,743,2530084,4567,526581,2620,1554820,3044,448683,782,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,896467,1819,450598,1427,94366,869,285053,1093,71179,202,445869,1379,89343,953,276336,912,80190,441,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1634952,5242,810916,3143,197355,1808,506064,2164,107497,457,824036,2888,185320,1821,500252,1852,138464,401,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1922203,12400,981953,6479,213767,4047,625463,4652,142723,988,940250,7473,199793,3815,587699,4512,152758,1210,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1241905,2511,611419,1555,127543,981,399003,1179,84873,279,630486,1917,121642,1164,403793,1238,105051,458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6111675,20981,2977573,11444,658095,5935,1886795,8817,432683,1378,3134102,11839,627509,5500,1915685,7548,590908,2079,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1499853,13369,739960,7836,173710,4772,453967,5205,112283,1418,759893,7619,163115,3809,463886,4918,132892,1593,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12767396,31188,6242867,17113,1302186,7913,4033406,12058,907275,3036,6524529,17351,1237557,6638,4059537,12019,1227435,3018,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6817441,17870,3350453,10443,736739,5851,2132585,6566,481129,1319,3466988,9332,695673,5215,2153686,5584,617629,1254,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,626192,1217,318487,925,65979,606,209649,614,42859,139,307705,930,61983,602,191130,728,54592,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9547022,7437,4678933,4729,1052588,3114,2967344,3170,659001,712,4868089,4962,999320,3327,2999556,2927,869213,1029,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2805612,8499,1386134,5010,311706,2676,871503,3271,202925,527,1419478,4655,293654,2707,868782,2711,257042,694,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3321591,11013,1638908,6564,347242,3895,1045217,4548,246449,759,1682683,5982,327848,3334,1054552,3697,300283,985,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10456819,12163,5109215,6879,1057830,4253,3258840,4950,792545,1302,5347604,7277,1004461,3806,3282568,4416,1060575,1619,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,857897,6212,411350,3896,81359,1776,268265,3053,61726,541,446547,3457,77887,1747,282538,2096,86122,508,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3165844,8016,1556315,5200,332446,3024,979924,3219,243945,743,1609529,4727,313435,2955,995111,2646,300983,608,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,711562,2706,356595,1581,81423,990,223436,1113,51736,304,354967,2086,75322,1231,215099,1224,64546,249,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5036564,9580,2466724,6580,550911,4394,1559865,4072,355948,748,2569840,5537,523525,3920,1592817,2789,453498,1092,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19546170,48902,9727847,27788,2581311,12721,6084088,20168,1062448,3199,9818323,26723,2461954,14147,6027331,16231,1329038,3520,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2514908,10080,1263864,5407,392978,3017,752848,3406,118038,573,1251044,5778,367958,3399,743515,3614,139571,766,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595252,736,293916,628,58838,368,191343,514,43735,300,301336,607,55307,364,192863,512,53166,125,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5661067,12880,2805637,8558,605111,4899,1825252,5862,375274,1046,2855430,7635,567395,4626,1815880,4591,472155,1431,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5402912,12547,2691469,7849,576221,4505,1748431,5486,366817,1067,2711443,6869,550844,4275,1718397,4149,442202,1160,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1738148,2503,853100,2040,179375,1328,540126,1125,133599,376,885048,1996,170968,1564,546832,972,167248,377,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4967566,9048,2464457,5498,537391,2636,1580039,3496,347027,649,2503109,4934,511990,2747,1553057,2777,438062,667,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,523798,2887,265882,2136,60303,1379,172077,1370,33502,454,257916,1816,57844,1273,161789,1158,38283,567,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2536665,23266,1201881,13117,298260,5704,716433,10462,187188,2888,1334784,14130,283689,5828,801547,9685,249548,4165,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3333371,7259,1637947,4199,365754,2953,1026624,2718,245569,588,1695424,4340,344311,2725,1034969,2670,316144,561,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,486551,2351,257237,1347,53651,764,179740,1195,23846,219,229314,1579,50390,1061,155504,970,23420,439,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5164199,17980,2561153,10353,601066,5707,1553460,6569,406627,1421,2603046,10059,572017,5647,1556291,5947,474738,1966,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2307951,5816,1135921,3815,262134,2460,699872,2363,173915,627,1172030,3334,248590,2199,705449,2048,217991,508,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
